Mito,Nuc,Sex,Day,Day2,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
ZW133,OreAR,F,Day,072924A,1,ZW133_OreAR_F_Day_072924A_2,53,103,1.7253,18.397000000000002,0.9885,0.0,0.0209
ZW133,OreAR,F,Day,072924A,1,ZW133_OreAR_F_Day_072924A_3,76,126,2.7909,-22.2883,0.9731,0.0,0.0524
ZW133,OreAR,F,Day,072924A,1,ZW133_OreAR_F_Day_072924A_4,91,141,2.1541,-5.7198,0.9747,0.0,0.0392
ZW133,OreAR,F,Day,072924A,1,ZW133_OreAR_F_Day_072924A_5,92,142,2.9491,-29.2573,0.9937,0.0,0.0265
ZW133,OreAR,F,Day,072924A,1,ZW133_OreAR_F_Day_072924A_6,73,123,2.3963,-14.7394,0.985,0.0,0.0333
ZW133,OreAR,F,Day,072924A,1,ZW133_OreAR_F_Day_072924A_all,67,117,2.0686,8.2669,0.9958,0.0,0.0151
ZW133,OreAR,F,Day,072924A,2,ZW133_OreAR_F_Day_072924A_1,64,114,3.1484,-25.044,0.9891,0.0,0.0372
ZW133,OreAR,F,Day,072924A,2,ZW133_OreAR_F_Day_072924A_2,68,118,2.2259,-8.9965,0.9931,0.0,0.0208
ZW133,OreAR,F,Day,072924A,2,ZW133_OreAR_F_Day_072924A_3,81,131,2.8467,-45.7046,0.9926,0.0,0.0276
ZW133,OreAR,F,Day,072924A,2,ZW133_OreAR_F_Day_072924A_4,92,142,3.0109,-42.04,0.985,0.0,0.0418
ZW133,OreAR,F,Day,072924A,2,ZW133_OreAR_F_Day_072924A_5,39,89,3.0022,22.3972,0.9893,0.0,0.0352
ZW133,OreAR,F,Day,072924A,2,ZW133_OreAR_F_Day_072924A_6,44,94,2.4601,10.2211,0.9823,0.0,0.0373
ZW133,OreAR,F,Day,072924A,2,ZW133_OreAR_F_Day_072924A_all,69,119,2.8654,-18.7172,0.9951,0.0,0.0225
ZW133,OreAR,F,Day,072924A,3,ZW133_OreAR_F_Day_072924A_1,68,118,2.1812,-8.8396,0.9701,0.0,0.0433
ZW133,OreAR,F,Day,072924A,3,ZW133_OreAR_F_Day_072924A_2,86,136,2.2302,25.0979,0.9621,0.0,0.0501
ZW133,OreAR,F,Day,072924A,3,ZW133_OreAR_F_Day_072924A_3,27,77,2.0995,18.7669,0.9754,0.0,0.0377
ZW133,OreAR,F,Day,072924A,3,ZW133_OreAR_F_Day_072924A_4,46,96,1.9192,4.1028,0.9801,0.0,0.0309
ZW133,OreAR,F,Day,072924A,3,ZW133_OreAR_F_Day_072924A_5,92,142,3.6475,-48.1912,0.9933,0.0,0.0338
ZW133,OreAR,F,Day,072924A,3,ZW133_OreAR_F_Day_072924A_6,21,71,2.1456,8.1349,0.9878,0.0,0.0269
ZW133,OreAR,F,Day,072924A,3,ZW133_OreAR_F_Day_072924A_all,88,138,2.7819,-22.7623,0.9959,0.0,0.02
ZW133,OreAR,M,Day,072924A,1,ZW133_OreAR_M_Day_072924A_1,11,61,0.7227,45.5942,0.9319,0.0,0.0223
ZW133,OreAR,M,Day,072924A,1,ZW133_OreAR_M_Day_072924A_2,85,135,3.346,-17.5906,0.9869,0.0,0.0435
ZW133,OreAR,M,Day,072924A,1,ZW133_OreAR_M_Day_072924A_3,4,54,0.5393,42.2393,0.8087,0.0,0.0311
ZW133,OreAR,M,Day,072924A,1,ZW133_OreAR_M_Day_072924A_4,84,134,3.5973,-32.1929,0.9735,0.0,0.0671
ZW133,OreAR,M,Day,072924A,1,ZW133_OreAR_M_Day_072924A_5,46,96,1.2458,19.5726,0.8725,0.0,0.0554
ZW133,OreAR,M,Day,072924A,1,ZW133_OreAR_M_Day_072924A_6,37,87,2.8852,61.3345,0.9569,0.0,0.0695
ZW133,OreAR,M,Day,072924A,1,ZW133_OreAR_M_Day_072924A_all,38,88,1.7165,37.5597,0.9818,0.0,0.0263
ZW133,OreAR,M,Day,072924A,2,ZW133_OreAR_M_Day_072924A_1,45,95,1.1331,34.6089,0.94,0.0,0.0326
ZW133,OreAR,M,Day,072924A,2,ZW133_OreAR_M_Day_072924A_2,48,98,2.6654,31.4559,0.977,0.0,0.0462
ZW133,OreAR,M,Day,072924A,2,ZW133_OreAR_M_Day_072924A_3,6,56,0.2425,65.6814,0.5765,0.0,0.0273
ZW133,OreAR,M,Day,072924A,2,ZW133_OreAR_M_Day_072924A_4,89,139,3.4292,43.7942,0.9946,0.0,0.0284
ZW133,OreAR,M,Day,072924A,2,ZW133_OreAR_M_Day_072924A_5,0,50,1.1054,66.6936,0.9419,0.0,0.0313
ZW133,OreAR,M,Day,072924A,2,ZW133_OreAR_M_Day_072924A_6,58,108,2.7430000000000003,69.4145,0.9669,0.0,0.0574
ZW133,OreAR,M,Day,072924A,2,ZW133_OreAR_M_Day_072924A_all,59,109,1.7897,54.2507,0.9867,0.0,0.0234
ZW133,OreAR,M,Day,072924A,3,ZW133_OreAR_M_Day_072924A_1,13,63,0.6842,62.3864,0.9459,0.0,0.0186
ZW133,OreAR,M,Day,072924A,3,ZW133_OreAR_M_Day_072924A_2,83,133,3.8412,-14.8151,0.9941,0.0,0.0333
ZW133,OreAR,M,Day,072924A,3,ZW133_OreAR_M_Day_072924A_3,55,105,0.2833,53.0771,0.7356,0.0,0.0207
ZW133,OreAR,M,Day,072924A,3,ZW133_OreAR_M_Day_072924A_4,17,67,1.8437,71.6089,0.9684,0.0,0.0377
ZW133,OreAR,M,Day,072924A,3,ZW133_OreAR_M_Day_072924A_5,86,136,1.9314,2.439,0.9089,0.0,0.0703
ZW133,OreAR,M,Day,072924A,3,ZW133_OreAR_M_Day_072924A_6,83,133,2.9777,9.4825,0.9549,0.0,0.0735
ZW133,OreAR,M,Day,072924A,3,ZW133_OreAR_M_Day_072924A_all,17,67,1.0472,71.37100000000001,0.9879,0.0,0.0131
ZW142,375AC,F,Day,072924A,1,ZW142_375AC_F_Day_072924A_1,76,126,3.4398,17.7128,0.9752,0.0,0.062
ZW142,375AC,F,Day,072924A,1,ZW142_375AC_F_Day_072924A_2,48,98,2.4459999999999997,41.5868,0.9714,0.0,0.0474
ZW142,375AC,F,Day,072924A,1,ZW142_375AC_F_Day_072924A_3,41,91,3.1073,57.5882,0.9542,0.0,0.0773
ZW142,375AC,F,Day,072924A,1,ZW142_375AC_F_Day_072924A_4,8,58,3.353,50.3782,0.9836,0.0,0.0488
ZW142,375AC,F,Day,072924A,1,ZW142_375AC_F_Day_072924A_5,23,73,2.4287,69.4947,0.9783,0.0,0.0408
ZW142,375AC,F,Day,072924A,1,ZW142_375AC_F_Day_072924A_6,3,53,3.0008,52.4183,0.9846,0.0,0.0423
ZW142,375AC,F,Day,072924A,1,ZW142_375AC_F_Day_072924A_all,50,100,2.8723,51.1873,0.9934,0.0,0.0263
ZW142,375AC,F,Day,072924A,2,ZW142_375AC_F_Day_072924A_1,4,54,2.3994,53.9653,0.9706,0.0,0.0472
ZW142,375AC,F,Day,072924A,2,ZW142_375AC_F_Day_072924A_2,7,57,2.4795,66.5873,0.9819,0.0,0.038
ZW142,375AC,F,Day,072924A,2,ZW142_375AC_F_Day_072924A_3,1,51,2.5526,63.0206,0.9721,0.0,0.0489
ZW142,375AC,F,Day,072924A,2,ZW142_375AC_F_Day_072924A_4,26,76,3.5998,38.7693,0.9853,0.0,0.0495
ZW142,375AC,F,Day,072924A,2,ZW142_375AC_F_Day_072924A_5,31,81,3.3583,40.7154,0.9825,0.0,0.0505
ZW142,375AC,F,Day,072924A,2,ZW142_375AC_F_Day_072924A_6,47,97,2.4131,30.3228,0.9564,0.0,0.0585
ZW142,375AC,F,Day,072924A,2,ZW142_375AC_F_Day_072924A_all,19,69,2.3818,60.3716,0.9944,0.0,0.02
ZW142,375AC,F,Day,072924A,3,ZW142_375AC_F_Day_072924A_1,29,79,2.8969,33.9945,0.9583,0.0,0.0686
ZW142,375AC,F,Day,072924A,3,ZW142_375AC_F_Day_072924A_2,0,50,2.1859,66.3215,0.965,0.0,0.0471
ZW142,375AC,F,Day,072924A,3,ZW142_375AC_F_Day_072924A_3,25,75,3.3863,35.7237,0.9817,0.0,0.0522
ZW142,375AC,F,Day,072924A,3,ZW142_375AC_F_Day_072924A_4,51,101,4.5166,0.1361,0.9842,0.0,0.0646
ZW142,375AC,F,Day,072924A,3,ZW142_375AC_F_Day_072924A_5,14,64,2.9479,47.1112,0.9772,0.0,0.0508
ZW142,375AC,F,Day,072924A,3,ZW142_375AC_F_Day_072924A_6,8,58,3.5942,61.913999999999994,0.9808,0.0,0.0567
ZW142,375AC,F,Day,072924A,3,ZW142_375AC_F_Day_072924A_all,24,74,2.7506,54.5935,0.9936,0.0,0.0249
ZW142,375AC,M,Day,072924A,1,ZW142_375AC_M_Day_072924A_1,37,87,2.5245,29.6318,0.9719,0.0,0.0485
ZW142,375AC,M,Day,072924A,1,ZW142_375AC_M_Day_072924A_2,34,84,1.9823,32.9253,0.9513,0.0,0.051
ZW142,375AC,M,Day,072924A,1,ZW142_375AC_M_Day_072924A_3,29,79,2.5159,34.4056,0.9717,0.0,0.0485
ZW142,375AC,M,Day,072924A,1,ZW142_375AC_M_Day_072924A_4,69,119,3.3908,-33.426,0.9740000000000001,0.0,0.0626
ZW142,375AC,M,Day,072924A,1,ZW142_375AC_M_Day_072924A_5,34,84,2.1233,39.2954,0.9164,0.0,0.0736
ZW142,375AC,M,Day,072924A,1,ZW142_375AC_M_Day_072924A_6,28,78,2.005,37.7621,0.9669,0.0,0.042
ZW142,375AC,M,Day,072924A,1,ZW142_375AC_M_Day_072924A_all,28,78,2.0054,39.9631,0.9886,0.0,0.0242
ZW142,375AC,M,Day,072924A,2,ZW142_375AC_M_Day_072924A_1,7,57,4.0682,44.0777,0.9753,0.0,0.0732
ZW142,375AC,M,Day,072924A,2,ZW142_375AC_M_Day_072924A_2,16,66,3.5078,47.3326,0.9782,0.0,0.0591
ZW142,375AC,M,Day,072924A,2,ZW142_375AC_M_Day_072924A_3,43,93,3.5152,-2.2302,0.9790000000000001,0.0,0.0581
ZW142,375AC,M,Day,072924A,2,ZW142_375AC_M_Day_072924A_4,14,64,3.8923,40.7839,0.9751,0.0,0.0702
ZW142,375AC,M,Day,072924A,2,ZW142_375AC_M_Day_072924A_5,62,112,3.4153,-0.1386,0.9538,0.0,0.0854
ZW142,375AC,M,Day,072924A,2,ZW142_375AC_M_Day_072924A_6,43,93,2.7313,27.5846,0.9498,0.0,0.0714
ZW142,375AC,M,Day,072924A,2,ZW142_375AC_M_Day_072924A_all,4,54,2.7373,55.419,0.9954,0.0,0.0209
ZW142,375AC,M,Day,072924A,3,ZW142_375AC_M_Day_072924A_1,63,113,4.1355,-32.5131,0.9765,0.0,0.0725
ZW142,375AC,M,Day,072924A,3,ZW142_375AC_M_Day_072924A_2,2,52,1.9768,82.8934,0.9317,0.0,0.0612
ZW142,375AC,M,Day,072924A,3,ZW142_375AC_M_Day_072924A_3,16,66,3.1388,38.168,0.9802,0.0,0.0503
ZW142,375AC,M,Day,072924A,3,ZW142_375AC_M_Day_072924A_4,76,126,3.7868,10.4064,0.9840000000000001,0.0,0.0544
ZW142,375AC,M,Day,072924A,3,ZW142_375AC_M_Day_072924A_5,6,56,2.6743,68.3666,0.9578,0.0,0.0637
ZW142,375AC,M,Day,072924A,3,ZW142_375AC_M_Day_072924A_6,21,71,2.4797,52.1208,0.9515,0.0,0.0636
ZW142,375AC,M,Day,072924A,3,ZW142_375AC_M_Day_072924A_all,15,65,2.4716,59.397,0.9938,0.0,0.022000000000000002
ZW142,375AR,F,Day,072924A,1,ZW142_375AR_F_Day_072924A_1,92,142,2.4442,8.416,0.9573,0.0,0.0586
ZW142,375AR,F,Day,072924A,1,ZW142_375AR_F_Day_072924A_2,1,51,2.9648,34.0649,0.9736,0.0,0.0551
ZW142,375AR,F,Day,072924A,1,ZW142_375AR_F_Day_072924A_3,11,61,3.1948,29.9235,0.993,0.0,0.0301
ZW142,375AR,F,Day,072924A,1,ZW142_375AR_F_Day_072924A_4,2,52,2.5047,48.7236,0.9379,0.0,0.0735
ZW142,375AR,F,Day,072924A,1,ZW142_375AR_F_Day_072924A_5,0,50,1.6333,70.9401,0.8886,0.0,0.0669
ZW142,375AR,F,Day,072924A,1,ZW142_375AR_F_Day_072924A_6,2,52,2.6064,52.3816,0.9589,0.0,0.0612
ZW142,375AR,F,Day,072924A,1,ZW142_375AR_F_Day_072924A_all,4,54,2.3364,48.5876,0.9909,0.0,0.0252
ZW142,375AR,F,Day,072924A,2,ZW142_375AR_F_Day_072924A_1,23,73,3.8815,47.8057,0.9937,0.0,0.0346
ZW142,375AR,F,Day,072924A,2,ZW142_375AR_F_Day_072924A_2,30,80,2.7643,56.5404,0.9618,0.0,0.0624
ZW142,375AR,F,Day,072924A,2,ZW142_375AR_F_Day_072924A_3,86,136,3.3401,-1.8061,0.9511,0.0,0.0861
ZW142,375AR,F,Day,072924A,2,ZW142_375AR_F_Day_072924A_4,60,110,5.0031,3.2994,0.9673,0.0,0.1042
ZW142,375AR,F,Day,072924A,2,ZW142_375AR_F_Day_072924A_5,54,104,3.5285,1.117,0.9522,0.0,0.0899
ZW142,375AR,F,Day,072924A,2,ZW142_375AR_F_Day_072924A_6,0,50,2.3452,68.346,0.958,0.0,0.0557
ZW142,375AR,F,Day,072924A,2,ZW142_375AR_F_Day_072924A_all,1,51,2.6154,72.1567,0.992,0.0,0.0264
ZW142,375AR,F,Day,072924A,3,ZW142_375AR_F_Day_072924A_1,87,137,2.5241,89.6179,0.9813,0.0,0.0392
ZW142,375AR,F,Day,072924A,3,ZW142_375AR_F_Day_072924A_2,67,117,4.3193,-30.1385,0.9847,0.0,0.0607
ZW142,375AR,F,Day,072924A,3,ZW142_375AR_F_Day_072924A_3,0,50,2.7038,66.8258,0.9748,0.0,0.0491
ZW142,375AR,F,Day,072924A,3,ZW142_375AR_F_Day_072924A_4,3,53,4.0426,63.0557,0.9654,0.0,0.0866
ZW142,375AR,F,Day,072924A,3,ZW142_375AR_F_Day_072924A_5,0,50,2.295,65.8377,0.9403,0.0,0.066
ZW142,375AR,F,Day,072924A,3,ZW142_375AR_F_Day_072924A_6,14,64,4.1243,33.6652,0.9761,0.0,0.0728
ZW142,375AR,F,Day,072924A,3,ZW142_375AR_F_Day_072924A_all,4,54,2.8955,60.9166,0.9928,0.0,0.0278
ZW142,375AR,M,Day,072924A,1,ZW142_375AR_M_Day_072924A_1,6,56,4.0846,47.5609,0.9818,0.0,0.0627
ZW142,375AR,M,Day,072924A,1,ZW142_375AR_M_Day_072924A_2,7,57,4.1083,56.2696,0.9873,0.0,0.0525
ZW142,375AR,M,Day,072924A,1,ZW142_375AR_M_Day_072924A_3,0,50,3.0881,71.5069,0.975,0.0,0.0558
ZW142,375AR,M,Day,072924A,1,ZW142_375AR_M_Day_072924A_4,13,63,4.0228,57.9822,0.9848,0.0,0.0563
ZW142,375AR,M,Day,072924A,1,ZW142_375AR_M_Day_072924A_5,3,53,3.8088,72.5998,0.988,0.0,0.0473
ZW142,375AR,M,Day,072924A,1,ZW142_375AR_M_Day_072924A_6,0,50,2.8037,74.1585,0.9826,0.0,0.0421
ZW142,375AR,M,Day,072924A,1,ZW142_375AR_M_Day_072924A_all,7,57,3.5213,64.9817,0.9975,0.0,0.0199
ZW142,375AR,M,Day,072924A,2,ZW142_375AR_M_Day_072924A_1,1,51,3.0497,77.6052,0.9834,0.0,0.0447
ZW142,375AR,M,Day,072924A,2,ZW142_375AR_M_Day_072924A_2,0,50,2.6318,78.2925,0.9608,0.0,0.0603
ZW142,375AR,M,Day,072924A,2,ZW142_375AR_M_Day_072924A_3,9,59,3.0663,51.3848,0.981,0.0,0.0481
ZW142,375AR,M,Day,072924A,2,ZW142_375AR_M_Day_072924A_4,71,121,3.3217,54.1415,0.9777,0.0,0.0566
ZW142,375AR,M,Day,072924A,2,ZW142_375AR_M_Day_072924A_5,2,52,3.2926,91.3543,0.9849,0.0,0.0459
ZW142,375AR,M,Day,072924A,2,ZW142_375AR_M_Day_072924A_6,1,51,3.2193,81.1475,0.9388,0.0,0.0937
ZW142,375AR,M,Day,072924A,2,ZW142_375AR_M_Day_072924A_all,10,60,2.9993,76.9802,0.9933,0.0,0.0278
ZW142,375AR,M,Day,072924A,3,ZW142_375AR_M_Day_072924A_1,7,57,3.5194,55.2607,0.9818,0.0,0.054000000000000006
ZW142,375AR,M,Day,072924A,3,ZW142_375AR_M_Day_072924A_2,29,79,3.6504,14.3582,0.978,0.0,0.0618
ZW142,375AR,M,Day,072924A,3,ZW142_375AR_M_Day_072924A_3,67,117,3.3523,10.8625,0.9746,0.0,0.0611
ZW142,375AR,M,Day,072924A,3,ZW142_375AR_M_Day_072924A_4,0,50,2.3837,114.324,0.9647,0.0,0.0516
ZW142,375AR,M,Day,072924A,3,ZW142_375AR_M_Day_072924A_5,1,51,3.7933,63.1816,0.9836,0.0,0.0552
ZW142,375AR,M,Day,072924A,3,ZW142_375AR_M_Day_072924A_6,69,119,2.9671,41.3738,0.9346,0.0,0.0896
ZW142,375AR,M,Day,072924A,3,ZW142_375AR_M_Day_072924A_all,55,105,2.7756,63.3147,0.9914,0.0,0.0291
ZW142,OreAC,F,Day,072924A,1,ZW142_OreAC_F_Day_072924A_1,7,57,2.1348,41.9366,0.9829,0.0,0.0318
ZW142,OreAC,F,Day,072924A,1,ZW142_OreAC_F_Day_072924A_2,92,142,1.9971,23.2871,0.986,0.0,0.0268
ZW142,OreAC,F,Day,072924A,1,ZW142_OreAC_F_Day_072924A_3,73,123,1.6366,21.421,0.9844,0.0,0.0232
ZW142,OreAC,F,Day,072924A,1,ZW142_OreAC_F_Day_072924A_4,37,87,2.3701,21.1235,0.9947,0.0,0.0194
ZW142,OreAC,F,Day,072924A,1,ZW142_OreAC_F_Day_072924A_5,77,127,2.0896,15.2168,0.9696,0.0,0.0418
ZW142,OreAC,F,Day,072924A,1,ZW142_OreAC_F_Day_072924A_6,83,133,2.7671,-29.5146,0.9708,0.0,0.0543
ZW142,OreAC,F,Day,072924A,1,ZW142_OreAC_F_Day_072924A_all,84,134,2.153,11.9672,0.997,0.0,0.0133
ZW142,OreAC,F,Day,072924A,2,ZW142_OreAC_F_Day_072924A_1,21,71,1.9521,31.476,0.9859,0.0,0.0263
ZW142,OreAC,F,Day,072924A,2,ZW142_OreAC_F_Day_072924A_2,0,50,0.7528,49.797,0.9837,0.0,0.0109
ZW142,OreAC,F,Day,072924A,2,ZW142_OreAC_F_Day_072924A_3,15,65,1.3315,37.3778,0.9846,0.0,0.0188
ZW142,OreAC,F,Day,072924A,2,ZW142_OreAC_F_Day_072924A_4,50,100,1.732,54.4174,0.9878,0.0,0.0217
ZW142,OreAC,F,Day,072924A,2,ZW142_OreAC_F_Day_072924A_5,26,76,2.3303,15.4008,0.985,0.0,0.0324
ZW142,OreAC,F,Day,072924A,2,ZW142_OreAC_F_Day_072924A_6,77,127,1.6542,18.7215,0.9679,0.0,0.0341
ZW142,OreAC,F,Day,072924A,2,ZW142_OreAC_F_Day_072924A_all,26,76,1.5831,37.1867,0.9975,0.0,0.009000000000000001
ZW142,OreAC,F,Day,072924A,3,ZW142_OreAC_F_Day_072924A_1,26,76,2.2561,19.2543,0.9905,0.0,0.0249
ZW142,OreAC,F,Day,072924A,3,ZW142_OreAC_F_Day_072924A_2,70,120,2.1272,22.0425,0.9989,0.0,0.0078
ZW142,OreAC,F,Day,072924A,3,ZW142_OreAC_F_Day_072924A_3,86,136,1.4283,47.9034,0.9922,0.0,0.0142
ZW142,OreAC,F,Day,072924A,3,ZW142_OreAC_F_Day_072924A_4,36,86,1.8403,35.5065,0.9899,0.0,0.0209
ZW142,OreAC,F,Day,072924A,3,ZW142_OreAC_F_Day_072924A_5,23,73,1.5782,30.4182,0.9857,0.0,0.0214
ZW142,OreAC,F,Day,072924A,3,ZW142_OreAC_F_Day_072924A_6,38,88,1.3491,27.3908,0.9781,0.0,0.0228
ZW142,OreAC,F,Day,072924A,3,ZW142_OreAC_F_Day_072924A_all,38,88,1.6812,31.8454,0.9971,0.0,0.0101
ZW142,OreAC,M,Day,072924A,1,ZW142_OreAC_M_Day_072924A_1,80,130,3.4882,-46.9269,0.9848,0.0,0.0488
ZW142,OreAC,M,Day,072924A,1,ZW142_OreAC_M_Day_072924A_2,45,95,2.6527,30.3209,0.9755,0.0,0.0475
ZW142,OreAC,M,Day,072924A,1,ZW142_OreAC_M_Day_072924A_3,42,92,2.6298,-1.5811,0.988,0.0,0.0326
ZW142,OreAC,M,Day,072924A,1,ZW142_OreAC_M_Day_072924A_4,57,107,2.7954,-26.9013,0.9958,0.0,0.0204
ZW142,OreAC,M,Day,072924A,1,ZW142_OreAC_M_Day_072924A_5,91,141,2.9329,-47.8083,0.9799,0.0,0.0474
ZW142,OreAC,M,Day,072924A,1,ZW142_OreAC_M_Day_072924A_6,60,110,2.4595,-19.9296,0.9917,0.0,0.0253
ZW142,OreAC,M,Day,072924A,1,ZW142_OreAC_M_Day_072924A_all,74,124,3.0132,-27.3297,0.9963,0.0,0.0207
ZW142,OreAC,M,Day,072924A,2,ZW142_OreAC_M_Day_072924A_1,56,106,3.8902,2.064,0.9833,0.0,0.0571
ZW142,OreAC,M,Day,072924A,2,ZW142_OreAC_M_Day_072924A_2,41,91,3.7069,9.6235,0.991,0.0,0.0399
ZW142,OreAC,M,Day,072924A,2,ZW142_OreAC_M_Day_072924A_3,2,52,2.0993,65.5834,0.9822,0.0,0.0318
ZW142,OreAC,M,Day,072924A,2,ZW142_OreAC_M_Day_072924A_4,54,104,2.9974,0.885,0.9872,0.0,0.0384
ZW142,OreAC,M,Day,072924A,2,ZW142_OreAC_M_Day_072924A_5,35,85,2.3395,20.1135,0.9899,0.0,0.0265
ZW142,OreAC,M,Day,072924A,2,ZW142_OreAC_M_Day_072924A_6,9,59,2.3697,42.5275,0.9852,0.0,0.0327
ZW142,OreAC,M,Day,072924A,2,ZW142_OreAC_M_Day_072924A_all,43,93,2.8514,29.1636,0.9971,0.0,0.0173
ZW142,OreAC,M,Day,072924A,3,ZW142_OreAC_M_Day_072924A_1,21,71,3.0998,55.1216,0.9814,0.0,0.0481
ZW142,OreAC,M,Day,072924A,3,ZW142_OreAC_M_Day_072924A_2,19,69,2.5785,57.9284,0.9793,0.0,0.0423
ZW142,OreAC,M,Day,072924A,3,ZW142_OreAC_M_Day_072924A_3,64,114,4.3486,-22.4634,0.9946,0.0,0.036000000000000004
ZW142,OreAC,M,Day,072924A,3,ZW142_OreAC_M_Day_072924A_4,86,136,2.7914,9.292,0.9697,0.0,0.0558
ZW142,OreAC,M,Day,072924A,3,ZW142_OreAC_M_Day_072924A_5,29,79,3.5492,11.08,0.9923,0.0,0.0353
ZW142,OreAC,M,Day,072924A,3,ZW142_OreAC_M_Day_072924A_6,65,115,4.059,-39.4554,0.9963,0.0,0.0278
ZW142,OreAC,M,Day,072924A,3,ZW142_OreAC_M_Day_072924A_all,33,83,2.7324,40.9136,0.9949,0.0,0.0221
ZW142,OreAR,F,Day,072924A,1,ZW142_OreAR_F_Day_072924A_1,44,94,1.4344,22.3651,0.9618,0.0,0.0324
ZW142,OreAR,F,Day,072924A,1,ZW142_OreAR_F_Day_072924A_2,69,119,0.9967,31.4937,0.9679,0.0,0.0205
ZW142,OreAR,F,Day,072924A,1,ZW142_OreAR_F_Day_072924A_3,40,90,1.5696,36.7971,0.8909999999999999,0.0,0.0635
ZW142,OreAR,F,Day,072924A,1,ZW142_OreAR_F_Day_072924A_4,84,134,1.8719999999999999,-3.1193,0.9821,0.0,0.0285
ZW142,OreAR,F,Day,072924A,1,ZW142_OreAR_F_Day_072924A_5,92,142,1.3622,13.4676,0.9428,0.0,0.0382
ZW142,OreAR,F,Day,072924A,1,ZW142_OreAR_F_Day_072924A_6,90,140,2.9923,-79.6086,0.9786,0.0,0.0499
ZW142,OreAR,F,Day,072924A,1,ZW142_OreAR_F_Day_072924A_all,91,141,1.4605,11.6534,0.9792,0.0,0.024
ZW142,OreAR,F,Day,072924A,2,ZW142_OreAR_F_Day_072924A_1,91,141,2.0351,-20.6632,0.9842,0.0,0.028999999999999998
ZW142,OreAR,F,Day,072924A,2,ZW142_OreAR_F_Day_072924A_2,45,95,0.6313,53.1276,0.8858,0.0,0.0262
ZW142,OreAR,F,Day,072924A,2,ZW142_OreAR_F_Day_072924A_3,83,133,1.6747,-6.4476,0.9784,0.0,0.0281
ZW142,OreAR,F,Day,072924A,2,ZW142_OreAR_F_Day_072924A_4,85,135,2.4741,-31.0223,0.9767,0.0,0.0432
ZW142,OreAR,F,Day,072924A,2,ZW142_OreAR_F_Day_072924A_5,70,120,1.9886,-8.1551,0.9721,0.0,0.0381
ZW142,OreAR,F,Day,072924A,2,ZW142_OreAR_F_Day_072924A_6,83,133,2.6138,-48.4504,0.9759,0.0,0.0464
ZW142,OreAR,F,Day,072924A,2,ZW142_OreAR_F_Day_072924A_all,87,137,1.8742,-9.3218,0.9917,0.0,0.0192
ZW142,OreAR,F,Day,072924A,3,ZW142_OreAR_F_Day_072924A_1,67,117,2.9891,-17.4861,0.9899,0.0,0.034
ZW142,OreAR,F,Day,072924A,3,ZW142_OreAR_F_Day_072924A_2,39,89,0.9232,38.4101,0.9728,0.0,0.0175
ZW142,OreAR,F,Day,072924A,3,ZW142_OreAR_F_Day_072924A_3,92,142,2.3953,-10.4137,0.9961,0.0,0.0169
ZW142,OreAR,F,Day,072924A,3,ZW142_OreAR_F_Day_072924A_4,80,130,2.7815,-11.1769,0.9785,0.0,0.0465
ZW142,OreAR,F,Day,072924A,3,ZW142_OreAR_F_Day_072924A_5,47,97,1.8241,22.9626,0.9852,0.0,0.0252
ZW142,OreAR,F,Day,072924A,3,ZW142_OreAR_F_Day_072924A_6,32,82,1.7683,13.4788,0.9857,0.0,0.024
ZW142,OreAR,F,Day,072924A,3,ZW142_OreAR_F_Day_072924A_all,26,76,1.379,38.0219,0.9967,0.0,0.0089
ZW142,OreAR,F,Day,072924A,4,ZW142_OreAR_F_Day_072924A_1,73,123,2.1568,5.7513,0.9584,0.0,0.051
ZW142,OreAR,F,Day,072924A,4,ZW142_OreAR_F_Day_072924A_2,65,115,1.226,6.1334,0.9741,0.0,0.0226
ZW142,OreAR,F,Day,072924A,4,ZW142_OreAR_F_Day_072924A_3,46,96,2.3002,14.6069,0.9734,0.0,0.043
ZW142,OreAR,F,Day,072924A,4,ZW142_OreAR_F_Day_072924A_4,92,142,2.036,6.3519,0.9884,0.0,0.0249
ZW142,OreAR,F,Day,072924A,4,ZW142_OreAR_F_Day_072924A_5,20,70,1.3381,35.6666,0.9690000000000001,0.0,0.0271
ZW142,OreAR,F,Day,072924A,4,ZW142_OreAR_F_Day_072924A_6,89,139,2.8121,-53.1113,0.9615,0.0,0.0638
ZW142,OreAR,F,Day,072924A,4,ZW142_OreAR_F_Day_072924A_all,61,111,1.5343,26.65,0.9952,0.0,0.012
ZW142,OreAR,F,Day,072924A,5,ZW142_OreAR_F_Day_072924A_1,38,88,1.3969999999999998,34.7972,0.9727,0.0,0.0264
ZW142,OreAR,F,Day,072924A,5,ZW142_OreAR_F_Day_072924A_2,48,98,0.8170000000000001,61.9083,0.8675,0.0,0.0372
ZW142,OreAR,F,Day,072924A,5,ZW142_OreAR_F_Day_072924A_3,65,115,1.5935,14.767999999999999,0.9621,0.0,0.0359
ZW142,OreAR,F,Day,072924A,5,ZW142_OreAR_F_Day_072924A_4,81,131,1.2751,22.1598,0.9794,0.0,0.0209
ZW142,OreAR,F,Day,072924A,5,ZW142_OreAR_F_Day_072924A_5,36,86,1.0429,38.804,0.9525,0.0,0.0265
