Mito,Nuc,Sex,Rep,Slope,Build,Vial,Set,Treatment,Stock
yak,Ore,F,1,1.2985,A,5,3,Rotenone,42A
yak,Ore,F,1,3.5219,A,6,3,Rotenone,42A
yak,Ore,F,2,0.5652,A,1,3,Control,42A
yak,Ore,F,2,0.9443,A,2,3,Control,42A
yak,Ore,F,2,0.5348,A,3,3,Control,42A
yak,Ore,F,2,1.0406,A,4,3,Control,42A
yak,Ore,F,2,0.2893,A,5,3,Control,42A
yak,Ore,F,2,1.5548,A,6,3,Control,42A
yak,Ore,F,2,1.1038,A,1,3,Rotenone,42A
yak,Ore,F,2,1.1977,A,2,3,Rotenone,42A
yak,Ore,F,2,1.6605,A,3,3,Rotenone,42A
yak,Ore,F,2,2.4361,A,4,3,Rotenone,42A
yak,Ore,F,2,0.5695,A,5,3,Rotenone,42A
yak,Ore,F,2,2.792,A,6,3,Rotenone,42A
yak,Ore,F,3,0.8309,A,1,3,Control,42A
yak,Ore,F,3,0.5884,A,2,3,Control,42A
yak,Ore,F,3,0.5089,A,3,3,Control,42A
yak,Ore,F,3,3.2092,A,4,3,Control,42A
yak,Ore,F,3,1.0541,A,5,3,Control,42A
yak,Ore,F,3,2.2412,A,6,3,Control,42A
yak,Ore,F,3,0.9603,A,1,3,Rotenone,42A
yak,Ore,F,3,1.193,A,2,3,Rotenone,42A
yak,Ore,F,3,2.0453,A,3,3,Rotenone,42A
yak,Ore,F,3,2.4282,A,4,3,Rotenone,42A
yak,Ore,F,3,1.1839,A,5,3,Rotenone,42A
yak,Ore,F,3,2.8984,A,6,3,Rotenone,42A
yak,Ore,F,1,2.9628,B,1,3,Control,42B
yak,Ore,F,1,2.2633,B,2,3,Control,42B
yak,Ore,F,1,0.9716,B,3,3,Control,42B
yak,Ore,F,1,0.5058,B,4,3,Control,42B
yak,Ore,F,1,1.7694,B,5,3,Control,42B
yak,Ore,F,1,1.7836,B,6,3,Control,42B
yak,Ore,F,1,1.3867,B,1,3,Rotenone,42B
yak,Ore,F,1,1.6934,B,2,3,Rotenone,42B
yak,Ore,F,1,1.8045,B,3,3,Rotenone,42B
yak,Ore,F,1,1.341,B,4,3,Rotenone,42B
yak,Ore,F,1,1.1821,B,5,3,Rotenone,42B
yak,Ore,F,1,2.0246,B,6,3,Rotenone,42B
yak,Ore,F,2,3.1574,B,1,3,Control,42B
yak,Ore,F,2,0.81,B,2,3,Control,42B
yak,Ore,F,2,0.9423,B,3,3,Control,42B
yak,Ore,F,2,0.7893,B,4,3,Control,42B
yak,Ore,F,2,1.7219,B,5,3,Control,42B
yak,Ore,F,2,2.027,B,6,3,Control,42B
yak,Ore,F,2,2.7223,B,1,3,Rotenone,42B
yak,Ore,F,2,2.5663,B,2,3,Rotenone,42B
yak,Ore,F,2,1.6927,B,3,3,Rotenone,42B
yak,Ore,F,2,2.0104,B,4,3,Rotenone,42B
yak,Ore,F,2,1.899,B,5,3,Rotenone,42B
yak,Ore,F,2,1.6331,B,6,3,Rotenone,42B
yak,Ore,F,3,2.2675,B,1,3,Control,42B
yak,Ore,F,3,0.4354,B,2,3,Control,42B
yak,Ore,F,3,0.6883,B,3,3,Control,42B
yak,Ore,F,3,0.7056,B,4,3,Control,42B
yak,Ore,F,3,2.1836,B,5,3,Control,42B
yak,Ore,F,3,2.2842,B,6,3,Control,42B
yak,Ore,F,3,2.0131,B,1,3,Rotenone,42B
yak,Ore,F,3,1.8986,B,2,3,Rotenone,42B
yak,Ore,F,3,1.2683,B,3,3,Rotenone,42B
yak,Ore,F,3,2.6584,B,4,3,Rotenone,42B
yak,Ore,F,3,0.5197,B,5,3,Rotenone,42B
yak,Ore,F,3,2.405,B,6,3,Rotenone,42B
yak,Ore,M,1,2.3906,A,1,3,Control,42A
yak,Ore,M,1,3.7642,A,2,3,Control,42A
yak,Ore,M,1,3.2965,A,3,3,Control,42A
yak,Ore,M,1,2.1011,A,4,3,Control,42A
yak,Ore,M,1,2.1116,A,5,3,Control,42A
yak,Ore,M,1,1.7183,A,6,3,Control,42A
yak,Ore,M,1,3.312,A,1,3,Rotenone,42A
yak,Ore,M,1,3.4326,A,2,3,Rotenone,42A
yak,Ore,M,1,4.5148,A,3,3,Rotenone,42A
yak,Ore,M,1,3.5899,A,4,3,Rotenone,42A
yak,Ore,M,1,4.6485,A,5,3,Rotenone,42A
yak,Ore,M,1,3.4623,A,6,3,Rotenone,42A
yak,Ore,M,2,2.9885,A,1,3,Control,42A
yak,Ore,M,2,3.791,A,2,3,Control,42A
yak,Ore,M,2,3.0915,A,3,3,Control,42A
yak,Ore,M,2,2.1825,A,4,3,Control,42A
yak,Ore,M,2,1.5593,A,5,3,Control,42A
yak,Ore,M,2,1.6074,A,6,3,Control,42A
yak,Ore,M,2,4.1305,A,1,3,Rotenone,42A
yak,Ore,M,2,3.2281,A,2,3,Rotenone,42A
yak,Ore,M,2,1.7102,A,3,3,Rotenone,42A
yak,Ore,M,2,4.6796,A,4,3,Rotenone,42A
yak,Ore,M,2,3.2954,A,5,3,Rotenone,42A
yak,Ore,M,2,4.0144,A,6,3,Rotenone,42A
yak,Ore,M,3,3.085,A,1,3,Control,42A
yak,Ore,M,3,3.0586,A,2,3,Control,42A
yak,Ore,M,3,1.6031,A,3,3,Control,42A
yak,Ore,M,3,2.5382,A,4,3,Control,42A
yak,Ore,M,3,1.4681,A,5,3,Control,42A
yak,Ore,M,3,1.7647,A,6,3,Control,42A
yak,Ore,M,3,4.5576,A,1,3,Rotenone,42A
yak,Ore,M,3,2.941,A,2,3,Rotenone,42A
yak,Ore,M,3,2.1739,A,3,3,Rotenone,42A
yak,Ore,M,3,2.4334,A,4,3,Rotenone,42A
yak,Ore,M,3,3.4112,A,5,3,Rotenone,42A
yak,Ore,M,3,4.0198,A,6,3,Rotenone,42A
yak,Ore,M,1,3.6085,B,1,3,Control,42B
yak,Ore,M,1,3.3565,B,2,3,Control,42B
yak,Ore,M,1,3.3397,B,3,3,Control,42B
yak,Ore,M,1,3.3147,B,4,3,Control,42B
yak,Ore,M,1,3.3833,B,5,3,Control,42B
yak,Ore,M,1,1.233,B,6,3,Control,42B
yak,Ore,M,1,3.3019,B,1,3,Rotenone,42B
yak,Ore,M,1,4.2782,B,2,3,Rotenone,42B
yak,Ore,M,1,3.4069,B,3,3,Rotenone,42B
yak,Ore,M,1,2.8868,B,4,3,Rotenone,42B
yak,Ore,M,1,1.1641,B,5,3,Rotenone,42B
yak,Ore,M,1,2.3355,B,6,3,Rotenone,42B
yak,Ore,M,2,3.361,B,1,3,Control,42B
yak,Ore,M,2,3.3977,B,2,3,Control,42B
yak,Ore,M,2,3.4938,B,3,3,Control,42B
yak,Ore,M,2,3.0375,B,4,3,Control,42B
yak,Ore,M,2,3.069,B,5,3,Control,42B
yak,Ore,M,2,1.1252,B,6,3,Control,42B
yak,Ore,M,2,3.235,B,1,3,Rotenone,42B
yak,Ore,M,2,3.9919,B,2,3,Rotenone,42B
yak,Ore,M,2,3.5665,B,3,3,Rotenone,42B
yak,Ore,M,2,2.889,B,4,3,Rotenone,42B
yak,Ore,M,2,2.8373,B,5,3,Rotenone,42B
yak,Ore,M,2,1.7368,B,6,3,Rotenone,42B
yak,Ore,M,3,3.5915,B,1,3,Control,42B
yak,Ore,M,3,3.629,B,2,3,Control,42B
yak,Ore,M,3,3.679,B,3,3,Control,42B
yak,Ore,M,3,3.8234,B,4,3,Control,42B
yak,Ore,M,3,4.2133,B,5,3,Control,42B
yak,Ore,M,3,0.7835,B,6,3,Control,42B
yak,Ore,M,3,3.4569,B,1,3,Rotenone,42B
yak,Ore,M,3,4.2469,B,2,3,Rotenone,42B
yak,Ore,M,3,3.8408,B,3,3,Rotenone,42B
yak,Ore,M,3,2.9918,B,4,3,Rotenone,42B
yak,Ore,M,3,1.49,B,5,3,Rotenone,42B
yak,Ore,M,3,1.9044,B,6,3,Rotenone,42B
ZW09,375,F,1,3.0251,A,1,3,Control,14A
ZW09,375,F,1,2.819,A,2,3,Control,14A
ZW09,375,F,1,3.4159,A,3,3,Control,14A
ZW09,375,F,1,3.6169,A,4,3,Control,14A
ZW09,375,F,1,4.1427,A,5,3,Control,14A
ZW09,375,F,1,3.1345,A,6,3,Control,14A
ZW09,375,F,1,3.2468,A,1,3,Rotenone,14A
ZW09,375,F,1,2.7567,A,2,3,Rotenone,14A
ZW09,375,F,1,3.0492,A,3,3,Rotenone,14A
ZW09,375,F,1,2.7967,A,4,3,Rotenone,14A
ZW09,375,F,1,3.0186,A,5,3,Rotenone,14A
ZW09,375,F,1,3.1831,A,6,3,Rotenone,14A
ZW09,375,F,2,2.7554,A,1,3,Control,14A
ZW09,375,F,2,2.9345,A,2,3,Control,14A
ZW09,375,F,2,3.8689,A,3,3,Control,14A
ZW09,375,F,2,2.4734,A,4,3,Control,14A
ZW09,375,F,2,2.3616,A,5,3,Control,14A
ZW09,375,F,2,2.965,A,6,3,Control,14A
ZW09,375,F,2,2.9678,A,1,3,Rotenone,14A
ZW09,375,F,2,1.7028,A,2,3,Rotenone,14A
ZW09,375,F,2,3.1738,A,3,3,Rotenone,14A
ZW09,375,F,2,3.2114,A,4,3,Rotenone,14A
ZW09,375,F,2,2.6725,A,5,3,Rotenone,14A
ZW09,375,F,2,4.0014,A,6,3,Rotenone,14A
ZW09,375,F,3,4.7032,A,1,3,Control,14A
ZW09,375,F,3,2.218,A,2,3,Control,14A
ZW09,375,F,3,3.8079,A,3,3,Control,14A
ZW09,375,F,3,2.9529,A,4,3,Control,14A
ZW09,375,F,3,2.9155,A,5,3,Control,14A
ZW09,375,F,3,1.9564,A,6,3,Control,14A
ZW09,375,F,3,2.8823,A,1,3,Rotenone,14A
ZW09,375,F,3,2.8208,A,2,3,Rotenone,14A
ZW09,375,F,3,2.2966,A,3,3,Rotenone,14A
ZW09,375,F,3,3.3367,A,4,3,Rotenone,14A
ZW09,375,F,3,2.9534,A,5,3,Rotenone,14A
ZW09,375,F,3,3.0238,A,6,3,Rotenone,14A
ZW09,375,F,1,1.7869,B,1,3,Control,14B
ZW09,375,F,1,3.5856,B,2,3,Control,14B
ZW09,375,F,1,3.0643,B,3,3,Control,14B
ZW09,375,F,1,2.3899,B,4,3,Control,14B
ZW09,375,F,1,3.8302,B,5,3,Control,14B
ZW09,375,F,1,4.0262,B,6,3,Control,14B
ZW09,375,F,1,3.5476,B,1,3,Rotenone,14B
ZW09,375,F,1,1.8509,B,2,3,Rotenone,14B
ZW09,375,F,1,2.4539,B,3,3,Rotenone,14B
ZW09,375,F,1,2.2889,B,4,3,Rotenone,14B
ZW09,375,F,1,2.7115,B,5,3,Rotenone,14B
ZW09,375,F,1,3.9901,B,6,3,Rotenone,14B
ZW09,375,F,2,2.8307,B,1,3,Control,14B
ZW09,375,F,2,2.0765,B,2,3,Control,14B
ZW09,375,F,2,3.406,B,3,3,Control,14B
ZW09,375,F,2,3.6801,B,4,3,Control,14B
ZW09,375,F,2,4.0333,B,5,3,Control,14B
ZW09,375,F,2,2.956,B,6,3,Control,14B
ZW09,375,F,2,2.4959,B,1,3,Rotenone,14B
ZW09,375,F,2,2.3515,B,2,3,Rotenone,14B
ZW09,375,F,2,2.194,B,3,3,Rotenone,14B
ZW09,375,F,2,3.3361,B,4,3,Rotenone,14B
ZW09,375,F,2,2.5169,B,5,3,Rotenone,14B
ZW09,375,F,2,3.1756,B,6,3,Rotenone,14B
ZW09,375,F,3,2.1627,B,1,3,Control,14B
ZW09,375,F,3,2.8093,B,2,3,Control,14B
ZW09,375,F,3,2.5787,B,3,3,Control,14B
ZW09,375,F,3,3.4349,B,4,3,Control,14B
ZW09,375,F,3,4.3708,B,5,3,Control,14B
ZW09,375,F,3,4.1458,B,6,3,Control,14B
ZW09,375,F,3,3.3718,B,1,3,Rotenone,14B
ZW09,375,F,3,3.289,B,2,3,Rotenone,14B
ZW09,375,F,3,3.6025,B,3,3,Rotenone,14B
ZW09,375,F,3,2.5238,B,4,3,Rotenone,14B
ZW09,375,F,3,2.9704,B,5,3,Rotenone,14B
ZW09,375,F,3,4.1477,B,6,3,Rotenone,14B
ZW09,375,M,1,4.1686,A,1,3,Control,14A
ZW09,375,M,1,3.9478,A,2,3,Control,14A
ZW09,375,M,1,2.0831,A,3,3,Control,14A
ZW09,375,M,1,3.3453,A,4,3,Control,14A
ZW09,375,M,1,3.8439,A,5,3,Control,14A
ZW09,375,M,1,4.4258,A,6,3,Control,14A
ZW09,375,M,1,3.1572,A,1,3,Rotenone,14A
ZW09,375,M,1,4.5355,A,2,3,Rotenone,14A
ZW09,375,M,1,3.4281,A,3,3,Rotenone,14A
ZW09,375,M,1,3.4501,A,4,3,Rotenone,14A
ZW09,375,M,1,4.0037,A,5,3,Rotenone,14A
ZW09,375,M,1,3.2434,A,6,3,Rotenone,14A
ZW09,375,M,2,2.9369,A,1,3,Control,14A
ZW09,375,M,2,3.3174,A,2,3,Control,14A
ZW09,375,M,2,1.4945,A,3,3,Control,14A
ZW09,375,M,2,4.1582,A,4,3,Control,14A
ZW09,375,M,2,4.0849,A,5,3,Control,14A
ZW09,375,M,2,4.5059,A,6,3,Control,14A
ZW09,375,M,2,4.4818,A,1,3,Rotenone,14A
ZW09,375,M,2,3.0283,A,2,3,Rotenone,14A
ZW09,375,M,2,2.3794,A,3,3,Rotenone,14A
ZW09,375,M,2,2.7486,A,4,3,Rotenone,14A
ZW09,375,M,2,2.7103,A,5,3,Rotenone,14A
ZW09,375,M,2,3.6263,A,6,3,Rotenone,14A
ZW09,375,M,3,3.4211,A,1,3,Control,14A
ZW09,375,M,3,2.1301,A,2,3,Control,14A
ZW09,375,M,3,1.6069,A,3,3,Control,14A
ZW09,375,M,3,2.8672,A,4,3,Control,14A
ZW09,375,M,3,2.4473,A,5,3,Control,14A
ZW09,375,M,3,4.145,A,6,3,Control,14A
ZW09,375,M,3,3.2598,A,1,3,Rotenone,14A
ZW09,375,M,3,2.9014,A,2,3,Rotenone,14A
ZW09,375,M,3,3.2096,A,3,3,Rotenone,14A
ZW09,375,M,3,2.997,A,4,3,Rotenone,14A
ZW09,375,M,3,3.7015,A,5,3,Rotenone,14A
ZW09,375,M,3,2.543,A,6,3,Rotenone,14A
ZW09,375,M,1,2.4968,B,1,3,Control,14B
ZW09,375,M,1,3.44,B,2,3,Control,14B
ZW09,375,M,1,2.761,B,3,3,Control,14B
ZW09,375,M,1,3.607,B,4,3,Control,14B
ZW09,375,M,1,2.6492,B,5,3,Control,14B
ZW09,375,M,1,3.2413,B,6,3,Control,14B
ZW09,375,M,1,3.4083,B,1,3,Rotenone,14B
ZW09,375,M,1,2.0858,B,2,3,Rotenone,14B
ZW09,375,M,1,2.7457,B,3,3,Rotenone,14B
ZW09,375,M,1,4.1699,B,4,3,Rotenone,14B
ZW09,375,M,1,3.9452,B,5,3,Rotenone,14B
ZW09,375,M,1,2.6041,B,6,3,Rotenone,14B
ZW09,375,M,2,2.8481,B,1,3,Control,14B
ZW09,375,M,2,2.3771,B,2,3,Control,14B
ZW09,375,M,2,2.3112,B,3,3,Control,14B
ZW09,375,M,2,3.3685,B,4,3,Control,14B
ZW09,375,M,2,3.5307,B,5,3,Control,14B
ZW09,375,M,2,2.6791,B,6,3,Control,14B
ZW09,375,M,2,4.0084,B,1,3,Rotenone,14B
ZW09,375,M,2,2.9965,B,2,3,Rotenone,14B
ZW09,375,M,2,2.9621,B,3,3,Rotenone,14B
ZW09,375,M,2,3.0087,B,4,3,Rotenone,14B
ZW09,375,M,2,3.623,B,5,3,Rotenone,14B
ZW09,375,M,2,2.6629,B,6,3,Rotenone,14B
ZW09,375,M,3,3.0245,B,1,3,Control,14B
ZW09,375,M,3,2.5506,B,2,3,Control,14B
ZW09,375,M,3,3.5431,B,3,3,Control,14B
ZW09,375,M,3,3.3365,B,4,3,Control,14B
ZW09,375,M,3,2.7353,B,5,3,Control,14B
ZW09,375,M,3,3.1138,B,6,3,Control,14B
ZW09,375,M,3,4.0216,B,1,3,Rotenone,14B
ZW09,375,M,3,2.0209,B,2,3,Rotenone,14B
ZW09,375,M,3,3.9913,B,3,3,Rotenone,14B
ZW09,375,M,3,2.7259,B,4,3,Rotenone,14B
ZW09,375,M,3,4.0145,B,5,3,Rotenone,14B
ZW09,375,M,3,3.1756,B,6,3,Rotenone,14B
ZW09,Ore,F,1,1.9328,A,1,3,Control,5A
ZW09,Ore,F,1,1.9269,A,2,3,Control,5A
ZW09,Ore,F,1,1.391,A,3,3,Control,5A
ZW09,Ore,F,1,1.2253,A,4,3,Control,5A
ZW09,Ore,F,1,0.8048,A,5,3,Control,5A
ZW09,Ore,F,1,1.2802,A,6,3,Control,5A
ZW09,Ore,F,1,0.8231,A,1,3,Rotenone,5A
ZW09,Ore,F,1,2.1325,A,2,3,Rotenone,5A
ZW09,Ore,F,1,2.3314,A,3,3,Rotenone,5A
ZW09,Ore,F,1,1.7743,A,4,3,Rotenone,5A
ZW09,Ore,F,1,2.1074,A,5,3,Rotenone,5A
ZW09,Ore,F,1,2.288,A,6,3,Rotenone,5A
ZW09,Ore,F,2,2.2019,A,1,3,Control,5A
ZW09,Ore,F,2,2.0151,A,2,3,Control,5A
ZW09,Ore,F,2,1.6333,A,3,3,Control,5A
ZW09,Ore,F,2,2.4851,A,4,3,Control,5A
ZW09,Ore,F,2,0.8507,A,5,3,Control,5A
ZW09,Ore,F,2,1.82,A,6,3,Control,5A
ZW09,Ore,F,2,0.7436,A,1,3,Rotenone,5A
ZW09,Ore,F,2,1.9127,A,2,3,Rotenone,5A
ZW09,Ore,F,2,2.4694,A,3,3,Rotenone,5A
ZW09,Ore,F,2,1.9156,A,4,3,Rotenone,5A
ZW09,Ore,F,2,2.5817,A,5,3,Rotenone,5A
ZW09,Ore,F,2,2.9254,A,6,3,Rotenone,5A
ZW09,Ore,F,3,1.2235,A,1,3,Control,5A
ZW09,Ore,F,3,0.3685,A,2,3,Control,5A
ZW09,Ore,F,3,0.4819,A,3,3,Control,5A
ZW09,Ore,F,3,0.8752,A,4,3,Control,5A
ZW09,Ore,F,3,0.5006,A,5,3,Control,5A
ZW09,Ore,F,3,1.0314,A,6,3,Control,5A
ZW09,Ore,F,3,0.8546,A,1,3,Rotenone,5A
ZW09,Ore,F,3,1.7361,A,2,3,Rotenone,5A
ZW09,Ore,F,3,1.9615,A,3,3,Rotenone,5A
ZW09,Ore,F,3,2.4307,A,4,3,Rotenone,5A
ZW09,Ore,F,3,2.4374,A,5,3,Rotenone,5A
ZW09,Ore,F,3,3.1709,A,6,3,Rotenone,5A
ZW09,Ore,F,1,2.4964,B,1,3,Control,5B
ZW09,Ore,F,1,2.3697,B,2,3,Control,5B
ZW09,Ore,F,1,1.2564,B,3,3,Control,5B
ZW09,Ore,F,1,3.6185,B,4,3,Control,5B
ZW09,Ore,F,1,1.4913,B,5,3,Control,5B
ZW09,Ore,F,1,2.3764,B,6,3,Control,5B
ZW09,Ore,F,1,2.3585,B,1,3,Rotenone,5B
ZW09,Ore,F,1,2.5524,B,2,3,Rotenone,5B
ZW09,Ore,F,1,1.8247,B,3,3,Rotenone,5B
ZW09,Ore,F,1,2.0641,B,4,3,Rotenone,5B
ZW09,Ore,F,1,1.3759,B,5,3,Rotenone,5B
ZW09,Ore,F,1,2.7713,B,6,3,Rotenone,5B
ZW09,Ore,F,2,2.509,B,1,3,Control,5B
ZW09,Ore,F,2,2.2144,B,2,3,Control,5B
ZW09,Ore,F,2,2.0155,B,3,3,Control,5B
ZW09,Ore,F,2,2.385,B,4,3,Control,5B
ZW09,Ore,F,2,1.0067,B,5,3,Control,5B
ZW09,Ore,F,2,2.4874,B,6,3,Control,5B
ZW09,Ore,F,2,2.1821,B,1,3,Rotenone,5B
ZW09,Ore,F,2,2.6613,B,2,3,Rotenone,5B
ZW09,Ore,F,2,2.1499,B,3,3,Rotenone,5B
ZW09,Ore,F,2,2.1886,B,4,3,Rotenone,5B
ZW09,Ore,F,2,2.6582,B,5,3,Rotenone,5B
ZW09,Ore,F,2,1.7451,B,6,3,Rotenone,5B
ZW09,Ore,F,3,2.4194,B,1,3,Control,5B
ZW09,Ore,F,3,1.469,B,2,3,Control,5B
ZW09,Ore,F,3,0.9004,B,3,3,Control,5B
ZW09,Ore,F,3,1.9903,B,4,3,Control,5B
ZW09,Ore,F,3,0.8462,B,5,3,Control,5B
ZW09,Ore,F,3,2.7101,B,6,3,Control,5B
ZW09,Ore,F,3,1.3689,B,1,3,Rotenone,5B
ZW09,Ore,F,3,2.6221,B,2,3,Rotenone,5B
ZW09,Ore,F,3,2.1019,B,3,3,Rotenone,5B
ZW09,Ore,F,3,2.6505,B,4,3,Rotenone,5B
ZW09,Ore,F,3,2.6991,B,5,3,Rotenone,5B
ZW09,Ore,F,3,1.1552,B,6,3,Rotenone,5B
ZW09,Ore,M,1,1.8124,A,1,3,Control,5A
ZW09,Ore,M,1,3.3676,A,2,3,Control,5A
ZW09,Ore,M,1,3.0463,A,3,3,Control,5A
ZW09,Ore,M,1,2.849,A,4,3,Control,5A
ZW09,Ore,M,1,2.498,A,5,3,Control,5A
ZW09,Ore,M,1,1.913,A,6,3,Control,5A
ZW09,Ore,M,1,2.4028,A,1,3,Rotenone,5A
ZW09,Ore,M,1,2.6057,A,2,3,Rotenone,5A
ZW09,Ore,M,1,2.489,A,3,3,Rotenone,5A
ZW09,Ore,M,1,1.7793,A,4,3,Rotenone,5A
ZW09,Ore,M,1,2.4984,A,5,3,Rotenone,5A
ZW09,Ore,M,1,2.4721,A,6,3,Rotenone,5A
ZW09,Ore,M,2,2.2147,A,1,3,Control,5A
ZW09,Ore,M,2,1.649,A,2,3,Control,5A
ZW09,Ore,M,2,3.1291,A,3,3,Control,5A
ZW09,Ore,M,2,2.5862,A,4,3,Control,5A
ZW09,Ore,M,2,2.2509,A,5,3,Control,5A
ZW09,Ore,M,2,2.0066,A,6,3,Control,5A
ZW09,Ore,M,2,2.7292,A,1,3,Rotenone,5A
ZW09,Ore,M,2,2.3297,A,2,3,Rotenone,5A
ZW09,Ore,M,2,3.1579,A,3,3,Rotenone,5A
ZW09,Ore,M,2,1.9582,A,4,3,Rotenone,5A
ZW09,Ore,M,2,2.9792,A,5,3,Rotenone,5A
ZW09,Ore,M,2,3.7069,A,6,3,Rotenone,5A
ZW09,Ore,M,3,2.6064,A,1,3,Control,5A
ZW09,Ore,M,3,2.9754,A,2,3,Control,5A
ZW09,Ore,M,3,2.464,A,3,3,Control,5A
ZW09,Ore,M,3,2.5817,A,4,3,Control,5A
ZW09,Ore,M,3,1.9341,A,5,3,Control,5A
ZW09,Ore,M,3,3.7933,A,6,3,Control,5A
ZW09,Ore,M,3,2.948,A,1,3,Rotenone,5A
ZW09,Ore,M,3,1.8779,A,2,3,Rotenone,5A
ZW09,Ore,M,3,2.5094,A,3,3,Rotenone,5A
ZW09,Ore,M,3,1.9287,A,4,3,Rotenone,5A
ZW09,Ore,M,3,3.8956,A,5,3,Rotenone,5A
ZW09,Ore,M,3,2.6636,A,6,3,Rotenone,5A
ZW09,Ore,M,1,2.3499,B,1,3,Control,5B
ZW09,Ore,M,1,1.6056,B,2,3,Control,5B
ZW09,Ore,M,1,1.8315,B,3,3,Control,5B
ZW09,Ore,M,1,2.189,B,4,3,Control,5B
ZW09,Ore,M,1,0.8543,B,5,3,Control,5B
ZW09,Ore,M,1,2.0574,B,6,3,Control,5B
ZW09,Ore,M,1,2.9615,B,1,3,Rotenone,5B
ZW09,Ore,M,1,2.2194,B,2,3,Rotenone,5B
ZW09,Ore,M,1,2.6804,B,3,3,Rotenone,5B
ZW09,Ore,M,1,1.9445,B,4,3,Rotenone,5B
ZW09,Ore,M,1,4.451,B,5,3,Rotenone,5B
ZW09,Ore,M,1,4.1859,B,6,3,Rotenone,5B
ZW09,Ore,M,2,1.9044,B,1,3,Control,5B
ZW09,Ore,M,2,1.9721,B,2,3,Control,5B
ZW09,Ore,M,2,1.8488,B,3,3,Control,5B
ZW09,Ore,M,2,3.4213,B,4,3,Control,5B
ZW09,Ore,M,2,0.3532,B,5,3,Control,5B
ZW09,Ore,M,2,2.4907,B,6,3,Control,5B
ZW09,Ore,M,2,4.0711,B,1,3,Rotenone,5B
ZW09,Ore,M,2,2.5301,B,2,3,Rotenone,5B
ZW09,Ore,M,2,2.729,B,3,3,Rotenone,5B
ZW09,Ore,M,2,3.496,B,4,3,Rotenone,5B
ZW09,Ore,M,2,3.4873,B,5,3,Rotenone,5B
ZW09,Ore,M,2,4.6183,B,6,3,Rotenone,5B
ZW09,Ore,M,3,2.6046,B,1,3,Control,5B
ZW09,Ore,M,3,1.856,B,2,3,Control,5B
ZW09,Ore,M,3,2.4894,B,3,3,Control,5B
ZW09,Ore,M,3,1.5822,B,4,3,Control,5B
ZW09,Ore,M,3,0.7513,B,5,3,Control,5B
ZW09,Ore,M,3,3.2321,B,6,3,Control,5B
ZW09,Ore,M,3,3.647,B,1,3,Rotenone,5B
ZW09,Ore,M,3,2.5893,B,2,3,Rotenone,5B
ZW09,Ore,M,3,3.1428,B,3,3,Rotenone,5B
ZW09,Ore,M,3,3.3568,B,4,3,Rotenone,5B
ZW09,Ore,M,3,4.3182,B,5,3,Rotenone,5B
ZW09,Ore,M,3,4.3389,B,6,3,Rotenone,5B
ZW140,375,F,1,3.0913,A,1,3,Control,12A
ZW140,375,F,1,2.4341,A,2,3,Control,12A
ZW140,375,F,1,3.1288,A,3,3,Control,12A
ZW140,375,F,1,4.0408,A,4,3,Control,12A
ZW140,375,F,1,4.0466,A,5,3,Control,12A
ZW140,375,F,1,3.454,A,6,3,Control,12A
ZW140,375,F,1,4.1526,A,1,3,Rotenone,12A
ZW140,375,F,1,2.5348,A,2,3,Rotenone,12A
ZW140,375,F,1,1.8049,A,3,3,Rotenone,12A
ZW140,375,F,1,3.1331,A,4,3,Rotenone,12A
ZW140,375,F,1,1.9246,A,5,3,Rotenone,12A
ZW140,375,F,1,3.4218,A,6,3,Rotenone,12A
ZW140,375,F,2,3.112,A,1,3,Control,12A
ZW140,375,F,2,2.0041,A,2,3,Control,12A
ZW140,375,F,2,3.7287,A,3,3,Control,12A
ZW140,375,F,2,3.031,A,4,3,Control,12A
ZW140,375,F,2,3.0145,A,5,3,Control,12A
ZW140,375,F,2,3.1723,A,6,3,Control,12A
ZW140,375,F,2,3.6416,A,1,3,Rotenone,12A
ZW140,375,F,2,2.2361,A,2,3,Rotenone,12A
ZW140,375,F,2,3.0089,A,3,3,Rotenone,12A
ZW140,375,F,2,2.5259,A,4,3,Rotenone,12A
ZW140,375,F,2,2.4062,A,5,3,Rotenone,12A
ZW140,375,F,2,3.0058,A,6,3,Rotenone,12A
ZW140,375,F,3,3.1822,A,1,3,Control,12A
ZW140,375,F,3,2.9291,A,2,3,Control,12A
ZW140,375,F,3,3.4231,A,3,3,Control,12A
ZW140,375,F,3,1.8808,A,4,3,Control,12A
ZW140,375,F,3,2.5501,A,5,3,Control,12A
ZW140,375,F,3,3.2467,A,6,3,Control,12A
ZW140,375,F,3,3.551,A,1,3,Rotenone,12A
ZW140,375,F,3,3.9602,A,2,3,Rotenone,12A
ZW140,375,F,3,3.7926,A,3,3,Rotenone,12A
ZW140,375,F,3,2.9817,A,4,3,Rotenone,12A
ZW140,375,F,3,2.201,A,5,3,Rotenone,12A
ZW140,375,F,3,5.3482,A,6,3,Rotenone,12A
ZW140,375,F,1,2.8082,B,1,3,Control,12B
ZW140,375,F,1,3.0596,B,2,3,Control,12B
ZW140,375,F,1,1.9157,B,3,3,Control,12B
ZW140,375,F,1,3.5251,B,4,3,Control,12B
ZW140,375,F,1,2.4412,B,5,3,Control,12B
ZW140,375,F,1,3.7939,B,6,3,Control,12B
ZW140,375,F,1,2.1152,B,1,3,Rotenone,12B
