Mito,Nuc,Sex,Rep,Slope,Build,Vial,Set,Treatment,Stock
yak,Ore,F,1,0.6736,B,2,2,Control,42B
yak,Ore,F,1,2.1944,B,3,2,Control,42B
yak,Ore,F,1,1.8238,B,4,2,Control,42B
yak,Ore,F,1,1.1003,B,5,2,Control,42B
yak,Ore,F,1,1.0543,B,6,2,Control,42B
yak,Ore,F,2,2.77,B,1,2,Control,42B
yak,Ore,F,2,0.6779,B,2,2,Control,42B
yak,Ore,F,2,2.3427,B,3,2,Control,42B
yak,Ore,F,2,1.6974,B,4,2,Control,42B
yak,Ore,F,2,1.6472,B,5,2,Control,42B
yak,Ore,F,2,1.1954,B,6,2,Control,42B
yak,Ore,F,3,1.7816,B,1,2,Control,42B
yak,Ore,F,3,1.4965,B,2,2,Control,42B
yak,Ore,F,3,2.5862,B,3,2,Control,42B
yak,Ore,F,3,2.2097,B,4,2,Control,42B
yak,Ore,F,3,1.9012,B,5,2,Control,42B
yak,Ore,F,3,1.058,B,6,2,Control,42B
yak,Ore,M,1,2.8685,B,1,2,Control,42B
yak,Ore,M,1,2.4602,B,2,2,Control,42B
yak,Ore,M,1,2.614,B,3,2,Control,42B
yak,Ore,M,1,3.296,B,4,2,Control,42B
yak,Ore,M,1,2.1062,B,5,2,Control,42B
yak,Ore,M,1,3.7075,B,6,2,Control,42B
yak,Ore,M,2,2.2734,B,1,2,Control,42B
yak,Ore,M,2,3.4943,B,2,2,Control,42B
yak,Ore,M,2,2.576,B,3,2,Control,42B
yak,Ore,M,2,2.3692,B,4,2,Control,42B
yak,Ore,M,2,2.75,B,5,2,Control,42B
yak,Ore,M,2,4.3918,B,6,2,Control,42B
yak,Ore,M,3,2.23,B,1,2,Control,42B
yak,Ore,M,3,2.3742,B,2,2,Control,42B
yak,Ore,M,3,2.3843,B,3,2,Control,42B
yak,Ore,M,3,2.6914,B,4,2,Control,42B
yak,Ore,M,3,1.8011,B,5,2,Control,42B
yak,Ore,M,3,2.3989,B,6,2,Control,42B
yak,Ore,F,1,1.1536,B,1,2,Rotenone,42B
yak,Ore,F,1,1.6805,B,2,2,Rotenone,42B
yak,Ore,F,1,1.3212,B,3,2,Rotenone,42B
yak,Ore,F,1,1.7132,B,4,2,Rotenone,42B
yak,Ore,F,1,0.9812,B,5,2,Rotenone,42B
yak,Ore,F,1,1.1795,B,6,2,Rotenone,42B
yak,Ore,F,2,0.959,B,1,2,Rotenone,42B
yak,Ore,F,2,1.7471,B,2,2,Rotenone,42B
yak,Ore,F,2,1.0573,B,3,2,Rotenone,42B
yak,Ore,F,2,2.0945,B,4,2,Rotenone,42B
yak,Ore,F,2,1.8841,B,5,2,Rotenone,42B
yak,Ore,F,2,1.8014,B,6,2,Rotenone,42B
yak,Ore,F,3,1.3331,B,1,2,Rotenone,42B
yak,Ore,F,3,0.936,B,2,2,Rotenone,42B
yak,Ore,F,3,1.1963,B,3,2,Rotenone,42B
yak,Ore,F,3,1.3648,B,4,2,Rotenone,42B
yak,Ore,F,3,1.0467,B,5,2,Rotenone,42B
yak,Ore,F,3,1.9723,B,6,2,Rotenone,42B
yak,Ore,M,1,3.3914,B,1,2,Rotenone,42B
yak,Ore,M,1,3.3239,B,2,2,Rotenone,42B
yak,Ore,M,1,2.3731,B,3,2,Rotenone,42B
yak,Ore,M,1,3.7436,B,4,2,Rotenone,42B
yak,Ore,M,1,1.9294,B,5,2,Rotenone,42B
yak,Ore,M,1,2.788,B,6,2,Rotenone,42B
yak,Ore,M,2,3.1306,B,1,2,Rotenone,42B
yak,Ore,M,2,3.0226,B,2,2,Rotenone,42B
yak,Ore,M,2,2.2887,B,3,2,Rotenone,42B
yak,Ore,M,2,3.3109,B,4,2,Rotenone,42B
yak,Ore,M,2,2.8373,B,5,2,Rotenone,42B
yak,Ore,M,2,2.5076,B,6,2,Rotenone,42B
yak,Ore,M,3,2.8453,B,1,2,Rotenone,42B
yak,Ore,M,3,3.1064,B,2,2,Rotenone,42B
yak,Ore,M,3,2.6042,B,3,2,Rotenone,42B
yak,Ore,M,3,2.5592,B,4,2,Rotenone,42B
yak,Ore,M,3,2.5106,B,5,2,Rotenone,42B
yak,Ore,M,3,3.337,B,6,2,Rotenone,42B
ZH33,375,F,1,3.424,A,1,2,Control,16A
ZH33,375,F,1,2.682,A,2,2,Control,16A
ZH33,375,F,1,2.9713,A,3,2,Control,16A
ZH33,375,F,1,3.393,A,4,2,Control,16A
ZH33,375,F,1,4.091,A,5,2,Control,16A
ZH33,375,F,1,3.6425,A,6,2,Control,16A
ZH33,375,F,2,2.4361,A,1,2,Control,16A
ZH33,375,F,2,3.1005,A,2,2,Control,16A
ZH33,375,F,2,2.5902,A,3,2,Control,16A
ZH33,375,F,2,5.2124,A,4,2,Control,16A
ZH33,375,F,2,3.8509,A,5,2,Control,16A
ZH33,375,F,2,3.9233,A,6,2,Control,16A
ZH33,375,F,3,3.4436,A,1,2,Control,16A
ZH33,375,F,3,2.5222,A,2,2,Control,16A
ZH33,375,F,3,4.1418,A,3,2,Control,16A
ZH33,375,F,3,3.5449,A,4,2,Control,16A
ZH33,375,F,3,4.7749,A,5,2,Control,16A
ZH33,375,F,3,3.5053,A,6,2,Control,16A
ZH33,375,F,1,3.3111,B,1,2,Control,16B
ZH33,375,F,1,3.6333,B,2,2,Control,16B
ZH33,375,F,1,3.1475,B,3,2,Control,16B
ZH33,375,F,1,3.56,B,4,2,Control,16B
ZH33,375,F,1,1.2974,B,5,2,Control,16B
ZH33,375,F,1,4.1965,B,6,2,Control,16B
ZH33,375,F,2,3.7316,B,1,2,Control,16B
ZH33,375,F,2,3.2522,B,2,2,Control,16B
ZH33,375,F,2,3.4576,B,3,2,Control,16B
ZH33,375,F,2,3.7822,B,4,2,Control,16B
ZH33,375,F,2,2.6757,B,5,2,Control,16B
ZH33,375,F,2,3.852,B,6,2,Control,16B
ZH33,375,F,3,3.8653,B,1,2,Control,16B
ZH33,375,F,3,2.6905,B,2,2,Control,16B
ZH33,375,F,3,3.9569,B,3,2,Control,16B
ZH33,375,F,3,3.1363,B,4,2,Control,16B
ZH33,375,F,3,2.5159,B,5,2,Control,16B
ZH33,375,F,3,4.388,B,6,2,Control,16B
ZH33,375,M,1,2.5526,A,1,2,Control,16A
ZH33,375,M,1,3.2018,A,2,2,Control,16A
ZH33,375,M,1,2.5,A,3,2,Control,16A
ZH33,375,M,1,4.0172,A,4,2,Control,16A
ZH33,375,M,1,2.9623,A,5,2,Control,16A
ZH33,375,M,1,2.9268,A,6,2,Control,16A
ZH33,375,M,2,3.7744,A,1,2,Control,16A
ZH33,375,M,2,3.5087,A,2,2,Control,16A
ZH33,375,M,2,3.9636,A,3,2,Control,16A
ZH33,375,M,2,3.5222,A,4,2,Control,16A
ZH33,375,M,2,2.5164,A,5,2,Control,16A
ZH33,375,M,2,3.9602,A,6,2,Control,16A
ZH33,375,M,3,4.0957,A,1,2,Control,16A
ZH33,375,M,3,3.5842,A,2,2,Control,16A
ZH33,375,M,3,3.1282,A,3,2,Control,16A
ZH33,375,M,3,4.1729,A,4,2,Control,16A
ZH33,375,M,3,4.577,A,5,2,Control,16A
ZH33,375,M,3,3.1597,A,6,2,Control,16A
ZH33,375,M,1,2.471,B,1,2,Control,16B
ZH33,375,M,1,2.9459,B,2,2,Control,16B
ZH33,375,M,1,3.9512,B,3,2,Control,16B
ZH33,375,M,1,3.5395,B,4,2,Control,16B
ZH33,375,M,1,3.3687,B,5,2,Control,16B
ZH33,375,M,1,3.3084,B,6,2,Control,16B
ZH33,375,M,2,2.2034,B,1,2,Control,16B
ZH33,375,M,2,3.0073,B,2,2,Control,16B
ZH33,375,M,2,2.4593,B,3,2,Control,16B
ZH33,375,M,2,2.5767,B,4,2,Control,16B
ZH33,375,M,2,4.1008,B,5,2,Control,16B
ZH33,375,M,2,3.9233,B,6,2,Control,16B
ZH33,375,M,3,2.6654,B,1,2,Control,16B
ZH33,375,M,3,2.7211,B,2,2,Control,16B
ZH33,375,M,3,2.9284,B,3,2,Control,16B
ZH33,375,M,3,3.0544,B,4,2,Control,16B
ZH33,375,M,3,2.3384,B,5,2,Control,16B
ZH33,375,M,3,2.92,B,6,2,Control,16B
ZH33,375,F,1,2.9691,A,1,2,Rotenone,16A
ZH33,375,F,1,2.4532,A,2,2,Rotenone,16A
ZH33,375,F,1,3.4715,A,3,2,Rotenone,16A
ZH33,375,F,1,3.3194,A,4,2,Rotenone,16A
ZH33,375,F,1,2.8372,A,5,2,Rotenone,16A
ZH33,375,F,1,2.4991,A,6,2,Rotenone,16A
ZH33,375,F,2,3.154,A,1,2,Rotenone,16A
ZH33,375,F,2,3.3075,A,2,2,Rotenone,16A
ZH33,375,F,2,3.8198,A,3,2,Rotenone,16A
ZH33,375,F,2,3.9515,A,4,2,Rotenone,16A
ZH33,375,F,2,2.8649,A,5,2,Rotenone,16A
ZH33,375,F,2,3.7951,A,6,2,Rotenone,16A
ZH33,375,F,3,3.0739,A,1,2,Rotenone,16A
ZH33,375,F,3,3.3154,A,2,2,Rotenone,16A
ZH33,375,F,3,3.5199,A,3,2,Rotenone,16A
ZH33,375,F,3,4.3445,A,4,2,Rotenone,16A
ZH33,375,F,3,3.1194,A,5,2,Rotenone,16A
ZH33,375,F,3,4.0327,A,6,2,Rotenone,16A
ZH33,375,F,1,1.9872,B,1,2,Rotenone,16B
ZH33,375,F,1,1.1831,B,2,2,Rotenone,16B
ZH33,375,F,1,2.9673,B,3,2,Rotenone,16B
ZH33,375,F,1,4.3396,B,4,2,Rotenone,16B
ZH33,375,F,1,3.1255,B,5,2,Rotenone,16B
ZH33,375,F,1,2.0862,B,6,2,Rotenone,16B
ZH33,375,F,2,2.2869,B,1,2,Rotenone,16B
ZH33,375,F,2,1.4954,B,2,2,Rotenone,16B
ZH33,375,F,2,2.5763,B,3,2,Rotenone,16B
ZH33,375,F,2,3.4558,B,4,2,Rotenone,16B
ZH33,375,F,2,4.7812,B,5,2,Rotenone,16B
ZH33,375,F,2,3.157,B,6,2,Rotenone,16B
ZH33,375,F,3,1.7924,B,1,2,Rotenone,16B
ZH33,375,F,3,2.6919,B,2,2,Rotenone,16B
ZH33,375,F,3,3.6497,B,3,2,Rotenone,16B
ZH33,375,F,3,2.5042,B,4,2,Rotenone,16B
ZH33,375,F,3,3.9359,B,5,2,Rotenone,16B
ZH33,375,F,3,2.7608,B,6,2,Rotenone,16B
ZH33,375,M,1,4.4588,A,1,2,Rotenone,16A
ZH33,375,M,1,2.3526,A,2,2,Rotenone,16A
ZH33,375,M,1,4.293,A,3,2,Rotenone,16A
ZH33,375,M,1,4.0842,A,4,2,Rotenone,16A
ZH33,375,M,1,3.2427,A,5,2,Rotenone,16A
ZH33,375,M,1,3.6121,A,6,2,Rotenone,16A
ZH33,375,M,2,3.4655,A,1,2,Rotenone,16A
ZH33,375,M,2,3.9352,A,2,2,Rotenone,16A
ZH33,375,M,2,4.1944,A,3,2,Rotenone,16A
ZH33,375,M,2,3.4025,A,4,2,Rotenone,16A
ZH33,375,M,2,3.6326,A,5,2,Rotenone,16A
ZH33,375,M,2,3.802,A,6,2,Rotenone,16A
ZH33,375,M,3,3.9922,A,1,2,Rotenone,16A
ZH33,375,M,3,3.0557,A,2,2,Rotenone,16A
ZH33,375,M,3,4.55,A,3,2,Rotenone,16A
ZH33,375,M,3,3.1059,A,4,2,Rotenone,16A
ZH33,375,M,3,3.7228,A,5,2,Rotenone,16A
ZH33,375,M,3,3.0911,A,6,2,Rotenone,16A
ZH33,375,M,1,2.921,B,1,2,Rotenone,16B
ZH33,375,M,1,3.4457,B,2,2,Rotenone,16B
ZH33,375,M,1,3.685,B,3,2,Rotenone,16B
ZH33,375,M,1,2.8939,B,4,2,Rotenone,16B
ZH33,375,M,1,3.5807,B,5,2,Rotenone,16B
ZH33,375,M,1,2.3994,B,6,2,Rotenone,16B
ZH33,375,M,2,2.3641,B,1,2,Rotenone,16B
ZH33,375,M,2,2.7733,B,2,2,Rotenone,16B
ZH33,375,M,2,2.4721,B,3,2,Rotenone,16B
ZH33,375,M,2,3.1507,B,4,2,Rotenone,16B
ZH33,375,M,2,4.9331,B,5,2,Rotenone,16B
ZH33,375,M,2,2.5479,B,6,2,Rotenone,16B
ZH33,375,M,3,2.6199,B,1,2,Rotenone,16B
ZH33,375,M,3,3.2231,B,2,2,Rotenone,16B
ZH33,375,M,3,2.6698,B,3,2,Rotenone,16B
ZH33,375,M,3,3.7051,B,4,2,Rotenone,16B
ZH33,375,M,3,3.8968,B,5,2,Rotenone,16B
ZH33,375,M,3,2.9758,B,6,2,Rotenone,16B
ZH33,Ore,F,1,0.7259,A,1,2,Control,7A
ZH33,Ore,F,1,2.0416,A,2,2,Control,7A
ZH33,Ore,F,1,1.6852,A,3,2,Control,7A
ZH33,Ore,F,1,1.7429,A,4,2,Control,7A
ZH33,Ore,F,1,1.7224,A,5,2,Control,7A
ZH33,Ore,F,1,2.9331,A,6,2,Control,7A
ZH33,Ore,F,2,0.661,A,1,2,Control,7A
ZH33,Ore,F,2,2.3297,A,2,2,Control,7A
ZH33,Ore,F,2,1.1232,A,3,2,Control,7A
ZH33,Ore,F,2,2.6519,A,4,2,Control,7A
ZH33,Ore,F,2,1.8844,A,5,2,Control,7A
ZH33,Ore,F,2,1.9105,A,6,2,Control,7A
ZH33,Ore,F,3,1.3282,A,1,2,Control,7A
ZH33,Ore,F,3,2.0275,A,2,2,Control,7A
ZH33,Ore,F,3,1.4873,A,3,2,Control,7A
ZH33,Ore,F,3,2.1699,A,4,2,Control,7A
ZH33,Ore,F,3,2.5866,A,5,2,Control,7A
ZH33,Ore,F,3,1.9831,A,6,2,Control,7A
ZH33,Ore,F,1,1.8158,B,1,2,Control,7B
ZH33,Ore,F,1,1.7946,B,2,2,Control,7B
ZH33,Ore,F,1,1.4585,B,3,2,Control,7B
ZH33,Ore,F,1,2.6206,B,4,2,Control,7B
ZH33,Ore,F,1,1.3059,B,5,2,Control,7B
ZH33,Ore,F,1,3.0688,B,6,2,Control,7B
ZH33,Ore,F,2,1.7824,B,1,2,Control,7B
ZH33,Ore,F,2,1.9575,B,2,2,Control,7B
ZH33,Ore,F,2,0.9643,B,3,2,Control,7B
ZH33,Ore,F,2,1.6596,B,4,2,Control,7B
ZH33,Ore,F,2,1.6706,B,5,2,Control,7B
ZH33,Ore,F,2,1.8895,B,6,2,Control,7B
ZH33,Ore,F,3,1.4468,B,1,2,Control,7B
ZH33,Ore,F,3,1.4917,B,2,2,Control,7B
ZH33,Ore,F,3,2.6426,B,3,2,Control,7B
ZH33,Ore,F,3,1.55,B,4,2,Control,7B
ZH33,Ore,F,3,1.4402,B,5,2,Control,7B
ZH33,Ore,F,3,1.1167,B,6,2,Control,7B
ZH33,Ore,M,1,1.8252,A,1,2,Control,7A
ZH33,Ore,M,1,2.2327,A,2,2,Control,7A
ZH33,Ore,M,1,3.4882,A,3,2,Control,7A
ZH33,Ore,M,1,3.0451,A,4,2,Control,7A
ZH33,Ore,M,1,1.474,A,5,2,Control,7A
ZH33,Ore,M,1,2.0412,A,6,2,Control,7A
ZH33,Ore,M,2,0.878,A,1,2,Control,7A
ZH33,Ore,M,2,3.3871,A,2,2,Control,7A
ZH33,Ore,M,2,2.8467,A,3,2,Control,7A
ZH33,Ore,M,2,3.8912,A,4,2,Control,7A
ZH33,Ore,M,2,1.7807,A,5,2,Control,7A
ZH33,Ore,M,2,2.2966,A,6,2,Control,7A
ZH33,Ore,M,3,1.6864,A,1,2,Control,7A
ZH33,Ore,M,3,3.1066,A,2,2,Control,7A
ZH33,Ore,M,3,1.7874,A,3,2,Control,7A
ZH33,Ore,M,3,3.1657,A,4,2,Control,7A
ZH33,Ore,M,3,1.2929,A,5,2,Control,7A
ZH33,Ore,M,3,2.32,A,6,2,Control,7A
ZH33,Ore,M,1,2.2379,B,1,2,Control,7B
ZH33,Ore,M,1,2.0731,B,2,2,Control,7B
ZH33,Ore,M,1,3.2531,B,3,2,Control,7B
ZH33,Ore,M,1,4.343,B,4,2,Control,7B
ZH33,Ore,M,1,3.4684,B,5,2,Control,7B
ZH33,Ore,M,1,4.2766,B,6,2,Control,7B
ZH33,Ore,M,2,2.4881,B,1,2,Control,7B
ZH33,Ore,M,2,1.7084,B,2,2,Control,7B
ZH33,Ore,M,2,3.2501,B,3,2,Control,7B
ZH33,Ore,M,2,4.1197,B,4,2,Control,7B
ZH33,Ore,M,2,3.8599,B,5,2,Control,7B
ZH33,Ore,M,2,3.4997,B,6,2,Control,7B
ZH33,Ore,M,3,2.0965,B,1,2,Control,7B
ZH33,Ore,M,3,2.614,B,2,2,Control,7B
ZH33,Ore,M,3,2.9698,B,3,2,Control,7B
ZH33,Ore,M,3,4.066,B,4,2,Control,7B
ZH33,Ore,M,3,3.1135,B,5,2,Control,7B
ZH33,Ore,M,3,2.3035,B,6,2,Control,7B
ZH33,Ore,F,1,1.0262,A,1,2,Rotenone,7A
ZH33,Ore,F,1,1.1646,A,2,2,Rotenone,7A
ZH33,Ore,F,1,1.1282,A,3,2,Rotenone,7A
ZH33,Ore,F,1,1.5986,A,4,2,Rotenone,7A
ZH33,Ore,F,1,2.14,A,5,2,Rotenone,7A
ZH33,Ore,F,1,1.0008,A,6,2,Rotenone,7A
ZH33,Ore,F,2,1.8603,A,1,2,Rotenone,7A
ZH33,Ore,F,2,1.0964,A,2,2,Rotenone,7A
ZH33,Ore,F,2,2.3828,A,3,2,Rotenone,7A
ZH33,Ore,F,2,0.8577,A,4,2,Rotenone,7A
ZH33,Ore,F,2,2.6728,A,5,2,Rotenone,7A
ZH33,Ore,F,2,0.3591,A,6,2,Rotenone,7A
ZH33,Ore,F,3,2.1436,A,1,2,Rotenone,7A
ZH33,Ore,F,3,0.6997,A,2,2,Rotenone,7A
ZH33,Ore,F,3,2.1955,A,3,2,Rotenone,7A
ZH33,Ore,F,3,1.3822,A,4,2,Rotenone,7A
ZH33,Ore,F,3,3.6547,A,5,2,Rotenone,7A
ZH33,Ore,F,3,0.841,A,6,2,Rotenone,7A
ZH33,Ore,F,1,1.9381,B,1,2,Rotenone,7B
ZH33,Ore,F,1,1.6524,B,2,2,Rotenone,7B
ZH33,Ore,F,1,2.2941,B,3,2,Rotenone,7B
ZH33,Ore,F,1,2.6489,B,4,2,Rotenone,7B
ZH33,Ore,F,1,1.7842,B,5,2,Rotenone,7B
ZH33,Ore,F,1,1.2379,B,6,2,Rotenone,7B
ZH33,Ore,F,2,2.189,B,1,2,Rotenone,7B
ZH33,Ore,F,2,2.2441,B,2,2,Rotenone,7B
ZH33,Ore,F,2,2.4998,B,3,2,Rotenone,7B
ZH33,Ore,F,2,2.3926,B,4,2,Rotenone,7B
ZH33,Ore,F,2,1.8707,B,5,2,Rotenone,7B
ZH33,Ore,F,2,1.5248,B,6,2,Rotenone,7B
ZH33,Ore,F,3,2.1051,B,1,2,Rotenone,7B
ZH33,Ore,F,3,1.9712,B,2,2,Rotenone,7B
ZH33,Ore,F,3,1.5813,B,3,2,Rotenone,7B
ZH33,Ore,F,3,2.9099,B,4,2,Rotenone,7B
ZH33,Ore,F,3,1.5073,B,5,2,Rotenone,7B
ZH33,Ore,F,3,1.76,B,6,2,Rotenone,7B
ZH33,Ore,M,1,1.4299,A,1,2,Rotenone,7A
ZH33,Ore,M,1,2.2797,A,2,2,Rotenone,7A
ZH33,Ore,M,1,2.3767,A,3,2,Rotenone,7A
ZH33,Ore,M,1,2.4509,A,4,2,Rotenone,7A
ZH33,Ore,M,1,2.4835,A,5,2,Rotenone,7A
ZH33,Ore,M,1,2.2802,A,6,2,Rotenone,7A
ZH33,Ore,M,2,1.4798,A,1,2,Rotenone,7A
ZH33,Ore,M,2,1.885,A,2,2,Rotenone,7A
ZH33,Ore,M,2,2.7774,A,3,2,Rotenone,7A
ZH33,Ore,M,2,2.0414,A,4,2,Rotenone,7A
ZH33,Ore,M,2,1.7008,A,5,2,Rotenone,7A
ZH33,Ore,M,2,2.1359,A,6,2,Rotenone,7A
ZH33,Ore,M,3,2.025,A,1,2,Rotenone,7A
ZH33,Ore,M,3,2.4367,A,2,2,Rotenone,7A
ZH33,Ore,M,3,3.098,A,3,2,Rotenone,7A
ZH33,Ore,M,3,1.294,A,4,2,Rotenone,7A
ZH33,Ore,M,3,1.6294,A,5,2,Rotenone,7A
ZH33,Ore,M,3,2.7776,A,6,2,Rotenone,7A
ZH33,Ore,M,1,2.342,B,1,2,Rotenone,7B
ZH33,Ore,M,1,3.7265,B,2,2,Rotenone,7B
ZH33,Ore,M,1,2.0853,B,3,2,Rotenone,7B
ZH33,Ore,M,1,3.5077,B,4,2,Rotenone,7B
ZH33,Ore,M,1,1.2955,B,5,2,Rotenone,7B
ZH33,Ore,M,1,4.3303,B,6,2,Rotenone,7B
ZH33,Ore,M,2,2.7369,B,1,2,Rotenone,7B
ZH33,Ore,M,2,4.025,B,2,2,Rotenone,7B
ZH33,Ore,M,2,3.2359,B,3,2,Rotenone,7B
ZH33,Ore,M,2,3.0584,B,4,2,Rotenone,7B
ZH33,Ore,M,2,1.7924,B,5,2,Rotenone,7B
ZH33,Ore,M,2,3.9013,B,6,2,Rotenone,7B
ZH33,Ore,M,3,2.5711,B,1,2,Rotenone,7B
ZH33,Ore,M,3,2.9218,B,2,2,Rotenone,7B
ZH33,Ore,M,3,4.0151,B,3,2,Rotenone,7B
ZH33,Ore,M,3,2.7389,B,4,2,Rotenone,7B
ZH33,Ore,M,3,0.7042,B,5,2,Rotenone,7B
ZH33,Ore,M,3,3.3217,B,6,2,Rotenone,7B
ZW133,375,F,1,3.1862,A,1,2,Control,13A
ZW133,375,F,1,2.65,A,2,2,Control,13A
ZW133,375,F,1,4.214,A,3,2,Control,13A
ZW133,375,F,1,3.571,A,4,2,Control,13A
ZW133,375,F,1,3.3826,A,5,2,Control,13A
ZW133,375,F,1,4.0091,A,6,2,Control,13A
ZW133,375,F,2,2.9801,A,1,2,Control,13A
ZW133,375,F,2,3.6583,A,2,2,Control,13A
ZW133,375,F,2,4.0378,A,3,2,Control,13A
ZW133,375,F,2,3.5458,A,4,2,Control,13A
ZW133,375,F,2,3.5057,A,5,2,Control,13A
ZW133,375,F,2,3.4187,A,6,2,Control,13A
ZW133,375,F,3,2.6964,A,1,2,Control,13A
ZW133,375,F,3,3.6236,A,2,2,Control,13A
ZW133,375,F,3,4.8267,A,3,2,Control,13A
ZW133,375,F,3,3.8848,A,4,2,Control,13A
ZW133,375,F,3,4.5122,A,5,2,Control,13A
ZW133,375,F,3,3.3273,A,6,2,Control,13A
ZW133,375,M,1,3.8232,A,1,2,Control,13A
ZW133,375,M,1,3.3784,A,2,2,Control,13A
ZW133,375,M,1,3.6391,A,3,2,Control,13A
ZW133,375,M,1,4.3117,A,4,2,Control,13A
ZW133,375,M,1,4.4273,A,5,2,Control,13A
ZW133,375,M,1,5.2679,A,6,2,Control,13A
ZW133,375,M,2,2.9144,A,1,2,Control,13A
ZW133,375,M,2,4.5007,A,2,2,Control,13A
ZW133,375,M,2,4.4899,A,3,2,Control,13A
ZW133,375,M,2,4.4467,A,4,2,Control,13A
ZW133,375,M,2,4.3303,A,5,2,Control,13A
ZW133,375,M,2,4.6796,A,6,2,Control,13A
ZW133,375,M,4,3.8356,A,1,2,Control,13A
ZW133,375,M,4,2.6577,A,2,2,Control,13A
ZW133,375,M,4,3.1982,A,3,2,Control,13A
ZW133,375,M,4,2.4385,A,4,2,Control,13A
ZW133,375,M,4,3.5888,A,5,2,Control,13A
ZW133,375,M,4,4.5383,A,6,2,Control,13A
ZW133,375,M,5,2.5929,A,1,2,Control,13A
ZW133,375,M,5,3.6752,A,2,2,Control,13A
ZW133,375,M,5,3.5073,A,3,2,Control,13A
ZW133,375,M,5,4.0793,A,4,2,Control,13A
ZW133,375,M,5,4.3099,A,5,2,Control,13A
ZW133,375,M,5,2.7749,A,6,2,Control,13A
ZW133,375,M,6,2.9068,A,1,2,Control,13A
ZW133,375,M,6,3.5314,A,2,2,Control,13A
ZW133,375,M,6,4.9532,A,3,2,Control,13A
ZW133,375,M,6,3.4636,A,4,2,Control,13A
ZW133,375,M,6,4.1535,A,5,2,Control,13A
ZW133,375,M,6,2.4939,A,6,2,Control,13A
ZW133,375,F,1,3.6565,A,1,2,Rotenone,13A
ZW133,375,F,1,2.6447,A,2,2,Rotenone,13A
ZW133,375,F,1,2.0313,A,3,2,Rotenone,13A
ZW133,375,F,1,2.0527,A,4,2,Rotenone,13A
ZW133,375,F,1,3.6022,A,5,2,Rotenone,13A
ZW133,375,F,1,3.3136,A,6,2,Rotenone,13A
ZW133,375,F,2,4.1308,A,1,2,Rotenone,13A
ZW133,375,F,2,3.0004,A,2,2,Rotenone,13A
ZW133,375,F,2,2.2149,A,3,2,Rotenone,13A
ZW133,375,F,2,1.9879,A,4,2,Rotenone,13A
ZW133,375,F,2,3.7638,A,5,2,Rotenone,13A
ZW133,375,F,2,3.3358,A,6,2,Rotenone,13A
ZW133,375,F,3,2.9149,A,1,2,Rotenone,13A
ZW133,375,F,3,2.2898,A,2,2,Rotenone,13A
ZW133,375,F,3,2.2059,A,3,2,Rotenone,13A
ZW133,375,F,3,2.5681,A,4,2,Rotenone,13A
ZW133,375,F,3,4.6175,A,5,2,Rotenone,13A
ZW133,375,F,3,2.7826,A,6,2,Rotenone,13A
ZW133,375,M,1,3.5762,A,1,2,Rotenone,13A
ZW133,375,M,1,3.6967,A,2,2,Rotenone,13A
ZW133,375,M,1,3.7026,A,3,2,Rotenone,13A
ZW133,375,M,1,4.966,A,4,2,Rotenone,13A
ZW133,375,M,1,4.3369,A,5,2,Rotenone,13A
ZW133,375,M,1,4.3816,A,6,2,Rotenone,13A
ZW133,375,M,2,3.5575,A,1,2,Rotenone,13A
ZW133,375,M,2,3.6563,A,2,2,Rotenone,13A
ZW133,375,M,2,3.1129,A,3,2,Rotenone,13A
ZW133,375,M,2,2.8786,A,4,2,Rotenone,13A
ZW133,375,M,2,4.3724,A,5,2,Rotenone,13A
ZW133,375,M,2,2.093,A,6,2,Rotenone,13A
ZW133,375,M,3,2.2138,A,1,2,Rotenone,13A
ZW133,375,M,3,4.8636,A,2,2,Rotenone,13A
ZW133,375,M,3,3.1106,A,3,2,Rotenone,13A
ZW133,375,M,3,3.5591,A,4,2,Rotenone,13A
ZW133,375,M,3,3.5854,A,5,2,Rotenone,13A
ZW133,375,M,3,4.2806,A,6,2,Rotenone,13A
ZW133,Ore,F,1,1.663,A,1,2,Control,4A
ZW133,Ore,F,1,3.6356,A,2,2,Control,4A
ZW133,Ore,F,1,1.5221,A,3,2,Control,4A
ZW133,Ore,F,1,1.8711,A,4,2,Control,4A
ZW133,Ore,F,1,0.4946,A,5,2,Control,4A
ZW133,Ore,F,1,1.6796,A,6,2,Control,4A
ZW133,Ore,F,2,2.8354,A,1,2,Control,4A
ZW133,Ore,F,2,2.3657,A,2,2,Control,4A
ZW133,Ore,F,2,2.29,A,3,2,Control,4A
ZW133,Ore,F,2,2.0369,A,4,2,Control,4A
ZW133,Ore,F,2,2.2199,A,5,2,Control,4A
ZW133,Ore,F,2,2.2975,A,6,2,Control,4A
ZW133,Ore,F,3,2.0241,A,1,2,Control,4A
ZW133,Ore,F,3,2.6309,A,2,2,Control,4A
ZW133,Ore,F,3,1.9566,A,3,2,Control,4A
ZW133,Ore,F,3,2.3933,A,4,2,Control,4A
ZW133,Ore,F,3,1.724,A,5,2,Control,4A
ZW133,Ore,F,3,2.4241,A,6,2,Control,4A
ZW133,Ore,F,4,1.2227,A,1,2,Control,4A
ZW133,Ore,F,4,2.9853,A,2,2,Control,4A
ZW133,Ore,F,4,3.1907,A,3,2,Control,4A
ZW133,Ore,F,4,2.3814,A,4,2,Control,4A
