Mito,Nuc,Sex,Day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err,treatment,build,vial
375,375,F,100323Parental,1,Parental_375C_F_100323Parental__1,3,53,2.5493,64.5729,0.9879,0,0.0318,C,parental,1
375,375,F,100323Parental,1,Parental_375C_F_100323Parental__2,22,72,3.1756,22.3622,0.985,0,0.0442,C,parental,2
375,375,F,100323Parental,1,Parental_375C_F_100323Parental__3,59,109,2.5736,25.5409,0.9836,0,0.0374,C,parental,3
375,375,F,100323Parental,1,Parental_375C_F_100323Parental__4,50,100,2.2405,55.6544,0.986,0,0.0301,C,parental,4
375,375,F,100323Parental,1,Parental_375C_F_100323Parental__5,48,98,1.9746,37.3246,0.976,0,0.035,C,parental,5
375,375,F,100323Parental,1,Parental_375C_F_100323Parental__6,0,50,2.0749,89.1969,0.9534,0,0.0521,C,parental,6
375,375,F,100323Parental,1,Parental_375R_F_100323Parental__1,9,59,2.666,67.8548,0.976,0,0.0472,R,parental,1
375,375,F,100323Parental,1,Parental_375R_F_100323Parental__2,88,138,3.5269,-10.4814,0.984,0,0.0507,R,parental,2
375,375,F,100323Parental,1,Parental_375R_F_100323Parental__3,52,102,3.217,20.0922,0.9912,0,0.0341,R,parental,3
375,375,F,100323Parental,1,Parental_375R_F_100323Parental__4,3,53,3.1968,49.5035,0.9805,0,0.0508,R,parental,4
375,375,F,100323Parental,1,Parental_375R_F_100323Parental__5,92,142,4.2682,-16.8341,0.9832,0,0.0629,R,parental,5
375,375,F,100323Parental,1,Parental_375R_F_100323Parental__6,53,103,3.1507,-3.3621,0.9785,0,0.0527,R,parental,6
375,375,F,100323Parental,2,Parental_375C_F_100323Parental__1,52,102,2.4451,31.8878,0.9791,0,0.0403,C,parental,1
375,375,F,100323Parental,2,Parental_375C_F_100323Parental__2,38,88,3.4513,34.7905,0.9951,0,0.0272,C,parental,2
375,375,F,100323Parental,2,Parental_375C_F_100323Parental__3,51,101,2.8796,12.0299,0.9416,0,0.0817,C,parental,3
375,375,F,100323Parental,2,Parental_375C_F_100323Parental__4,53,103,2.9083,50.0056,0.9816,0,0.0449,C,parental,4
375,375,F,100323Parental,2,Parental_375C_F_100323Parental__5,65,115,2.3931,49.224,0.9708,0,0.047,C,parental,5
375,375,F,100323Parental,2,Parental_375C_F_100323Parental__6,60,110,2.9419,9.8754,0.9791,0,0.0485,C,parental,6
375,375,F,100323Parental,2,Parental_375R_F_100323Parental__1,40,90,2.9632,37.1982,0.9771,0,0.0513,R,parental,1
375,375,F,100323Parental,2,Parental_375R_F_100323Parental__2,48,98,3.2344,54.7786,0.9991,0,0.0112,R,parental,2
375,375,F,100323Parental,2,Parental_375R_F_100323Parental__3,7,57,3.1342,61.8889,0.9816,0,0.0484,R,parental,3
375,375,F,100323Parental,2,Parental_375R_F_100323Parental__4,47,97,3.411,30.2479,0.9885,0,0.0414,R,parental,4
375,375,F,100323Parental,2,Parental_375R_F_100323Parental__5,61,111,3.5447,41.2591,0.9978,0,0.0187,R,parental,5
375,375,F,100323Parental,2,Parental_375R_F_100323Parental__6,12,62,2.5619,70.4714,0.9732,0,0.048,R,parental,6
375,375,F,100323Parental,3,Parental_375C_F_100323Parental__1,35,85,3.793,3.7505,0.9949,0,0.0307,C,parental,1
375,375,F,100323Parental,3,Parental_375C_F_100323Parental__2,74,124,2.9851,47.7649,0.9869,0,0.0388,C,parental,2
375,375,F,100323Parental,3,Parental_375C_F_100323Parental__3,15,65,2.5268,58.5625,0.9862,0,0.0336,C,parental,3
375,375,F,100323Parental,3,Parental_375C_F_100323Parental__4,56,106,3.1156,20.2102,0.9823,0,0.0471,C,parental,4
375,375,F,100323Parental,3,Parental_375C_F_100323Parental__5,53,103,2.5985,39.4959,0.9943,0,0.0221,C,parental,5
375,375,F,100323Parental,3,Parental_375C_F_100323Parental__6,14,64,2.9421,58.575,0.9634,0,0.0649,C,parental,6
375,375,F,100323Parental,3,Parental_375R_F_100323Parental__1,14,64,4.1877,42.9032,0.991,0,0.0448,R,parental,1
