Mito,Nuc,Sex,Day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
Bei59,OreBC,F,073024B,3,Bei59_OreBC_F_073024B__4,9,59,1.0827,32.2546,0.9457,0.0,0.0295
Bei59,OreBC,F,073024B,3,Bei59_OreBC_F_073024B__5,88,138,1.5255,-4.0518,0.973,0.0,0.0287
Bei59,OreBC,F,073024B,3,Bei59_OreBC_F_073024B__6,39,89,1.1608,11.731,0.9709,0.0,0.0227
Bei59,OreBC,F,073024B,3,Bei59_OreBC_F_073024B__all,18,68,1.0624,31.1036,0.9913,0.0,0.0112
Bei59,OreBC,M,073024B,1,Bei59_OreBC_M_073024B__1,89,139,3.2164,21.9634,0.9936,0.0,0.028999999999999998
Bei59,OreBC,M,073024B,1,Bei59_OreBC_M_073024B__2,38,88,3.6045,-14.8793,0.9835,0.0,0.0526
Bei59,OreBC,M,073024B,1,Bei59_OreBC_M_073024B__3,58,108,2.6239,5.3946,0.9803,0.0,0.0419
Bei59,OreBC,M,073024B,1,Bei59_OreBC_M_073024B__4,58,108,2.9925,21.5451,0.9618,0.0,0.0676
Bei59,OreBC,M,073024B,1,Bei59_OreBC_M_073024B__5,21,71,2.8215,34.6732,0.9886,0.0,0.0342
Bei59,OreBC,M,073024B,1,Bei59_OreBC_M_073024B__6,85,135,2.1634,17.3256,0.9265,0.0,0.0697
Bei59,OreBC,M,073024B,1,Bei59_OreBC_M_073024B__all,13,63,2.1371,43.315,0.995,0.0,0.017
Bei59,OreBC,M,073024B,2,Bei59_OreBC_M_073024B__1,12,62,2.7799,27.2186,0.988,0.0,0.0344
Bei59,OreBC,M,073024B,2,Bei59_OreBC_M_073024B__2,5,55,1.7078,35.1066,0.9764,0.0,0.03
Bei59,OreBC,M,073024B,2,Bei59_OreBC_M_073024B__3,8,58,1.1396,64.6806,0.9252,0.0,0.0371
Bei59,OreBC,M,073024B,2,Bei59_OreBC_M_073024B__4,68,118,5.5598,-92.0707,0.9931,0.0,0.0522
Bei59,OreBC,M,073024B,2,Bei59_OreBC_M_073024B__5,7,57,2.6768,38.4141,0.9869,0.0,0.0348
Bei59,OreBC,M,073024B,2,Bei59_OreBC_M_073024B__6,5,55,1.8702,39.8831,0.9833,0.0,0.0275
Bei59,OreBC,M,073024B,2,Bei59_OreBC_M_073024B__all,56,106,2.7506,25.5582,0.9946,0.0,0.0227
Bei59,OreBC,M,073024B,3,Bei59_OreBC_M_073024B__1,67,117,4.1506,-21.4229,0.9942,0.0,0.0356
Bei59,OreBC,M,073024B,3,Bei59_OreBC_M_073024B__2,37,87,2.4052,31.119,0.9483,0.0,0.0639
Bei59,OreBC,M,073024B,3,Bei59_OreBC_M_073024B__3,61,111,3.0168,-21.848000000000003,0.9749,0.0,0.0547
Bei59,OreBC,M,073024B,3,Bei59_OreBC_M_073024B__4,89,139,4.1364,-58.8432,0.9744,0.0,0.0758
Bei59,OreBC,M,073024B,3,Bei59_OreBC_M_073024B__5,3,53,1.8056,61.3114,0.9401,0.0,0.052000000000000005
Bei59,OreBC,M,073024B,3,Bei59_OreBC_M_073024B__6,89,139,3.0010000000000003,-72.3688,0.9687,0.0,0.061
Bei59,OreBC,M,073024B,3,Bei59_OreBC_M_073024B__all,67,117,2.6946,7.9797,0.9890000000000001,0.0,0.032
Bei59,OreBR,F,073024B,1,Bei59_OreBR_F_073024B__1,77,127,0.3623,24.4641,0.9229,0.0,0.012
Bei59,OreBR,F,073024B,1,Bei59_OreBR_F_073024B__2,20,70,0.6309,34.7314,0.8739,0.0,0.0279
Bei59,OreBR,F,073024B,1,Bei59_OreBR_F_073024B__3,23,73,0.7837,24.5358,0.9446,0.0,0.0216
Bei59,OreBR,F,073024B,1,Bei59_OreBR_F_073024B__4,57,107,1.7406,18.4763,0.9433,0.0,0.0486
Bei59,OreBR,F,073024B,1,Bei59_OreBR_F_073024B__5,37,87,1.7663,-0.9159,0.9789,0.0,0.0293
Bei59,OreBR,F,073024B,1,Bei59_OreBR_F_073024B__6,36,86,1.1457,14.405999999999999,0.9439,0.0,0.0318
Bei59,OreBR,F,073024B,1,Bei59_OreBR_F_073024B__all,14,64,0.6862,30.7564,0.986,0.0,0.0092
Bei59,OreBR,F,073024B,2,Bei59_OreBR_F_073024B__1,30,80,0.5945,21.0741,0.9570000000000001,0.0,0.0143
Bei59,OreBR,F,073024B,2,Bei59_OreBR_F_073024B__2,18,68,0.3611,42.0119,0.8051,0.0,0.0211
Bei59,OreBR,F,073024B,2,Bei59_OreBR_F_073024B__3,0,50,0.5521,41.4675,0.9303,0.0,0.0173
Bei59,OreBR,F,073024B,2,Bei59_OreBR_F_073024B__4,31,81,1.604,21.5207,0.9833,0.0,0.0235
Bei59,OreBR,F,073024B,2,Bei59_OreBR_F_073024B__5,9,59,1.3671,33.505,0.9633,0.0,0.0302
Bei59,OreBR,F,073024B,2,Bei59_OreBR_F_073024B__6,75,125,1.1072,9.2707,0.9507,0.0,0.0287
Bei59,OreBR,F,073024B,2,Bei59_OreBR_F_073024B__all,10,60,0.7137,35.2381,0.9907,0.0,0.0078
Bei59,OreBR,F,073024B,3,Bei59_OreBR_F_073024B__1,17,67,0.7661,23.0387,0.892,0.0,0.0308
Bei59,OreBR,F,073024B,3,Bei59_OreBR_F_073024B__2,49,99,0.3357,32.9915,0.8605,0.0,0.0158
Bei59,OreBR,F,073024B,3,Bei59_OreBR_F_073024B__3,35,85,0.621,20.1351,0.9119,0.0,0.0222
Bei59,OreBR,F,073024B,3,Bei59_OreBR_F_073024B__4,88,138,2.0524,13.8335,0.9790000000000001,0.0,0.0339
Bei59,OreBR,F,073024B,3,Bei59_OreBR_F_073024B__5,62,112,1.4827,11.175,0.9785,0.0,0.0248
Bei59,OreBR,F,073024B,3,Bei59_OreBR_F_073024B__6,73,123,1.3430000000000002,9.9725,0.9674,0.0,0.0279
Bei59,OreBR,F,073024B,3,Bei59_OreBR_F_073024B__all,32,82,0.9452,26.2304,0.9873,0.0,0.0121
Bei59,OreBR,M,073024B,1,Bei59_OreBR_M_073024B__1,29,79,0.1561,48.6709,0.4513,0.0009,0.0245
Bei59,OreBR,M,073024B,1,Bei59_OreBR_M_073024B__2,50,100,0.2403,41.7772,0.503,0.0002,0.0328
Bei59,OreBR,M,073024B,1,Bei59_OreBR_M_073024B__3,87,137,0.3834,48.1646,0.8337,0.0,0.0202
Bei59,OreBR,M,073024B,1,Bei59_OreBR_M_073024B__4,33,83,0.2133,50.2594,0.6082,0.0,0.0221
Bei59,OreBR,M,073024B,1,Bei59_OreBR_M_073024B__5,74,124,1.6933,7.9642,0.9843,0.0,0.0241
Bei59,OreBR,M,073024B,1,Bei59_OreBR_M_073024B__6,40,90,1.2179,40.6544,0.9541,0.0,0.0303
Bei59,OreBR,M,073024B,1,Bei59_OreBR_M_073024B__all,67,117,0.4808,47.472,0.9765,0.0,0.0084
Bei59,OreBR,M,073024B,2,Bei59_OreBR_M_073024B__1,38,88,0.1134,50.667,0.3813,0.0058,0.0218
Bei59,OreBR,M,073024B,2,Bei59_OreBR_M_073024B__2,65,115,0.1228,42.5996,0.5558,0.0,0.0146
Bei59,OreBR,M,073024B,2,Bei59_OreBR_M_073024B__3,85,135,0.2268,40.0783,0.8271,0.0,0.0122
Bei59,OreBR,M,073024B,2,Bei59_OreBR_M_073024B__4,59,109,0.1051,52.0506,0.3962,0.004,0.0193
Bei59,OreBR,M,073024B,2,Bei59_OreBR_M_073024B__5,44,94,1.2514,33.4743,0.9642,0.0,0.0273
Bei59,OreBR,M,073024B,2,Bei59_OreBR_M_073024B__6,51,101,1.1896,48.7687,0.9569,0.0,0.0287
Bei59,OreBR,M,073024B,2,Bei59_OreBR_M_073024B__all,63,113,0.3985,49.6252,0.9797,0.0,0.0065
Bei59,OreBR,M,073024B,3,Bei59_OreBR_M_073024B__1,50,100,0.1885,47.0173,0.5973,0.0,0.0201
Bei59,OreBR,M,073024B,3,Bei59_OreBR_M_073024B__2,24,74,0.0,54.2194,0.1067,0.4562,0.0188
Bei59,OreBR,M,073024B,3,Bei59_OreBR_M_073024B__3,48,98,0.0943,51.9295,0.2874,0.0409,0.0249
Bei59,OreBR,M,073024B,3,Bei59_OreBR_M_073024B__4,79,129,0.1796,47.3385,0.7109,0.0,0.0141
Bei59,OreBR,M,073024B,3,Bei59_OreBR_M_073024B__5,37,87,2.1667,39.1623,0.9624,0.0,0.0485
Bei59,OreBR,M,073024B,3,Bei59_OreBR_M_073024B__6,26,76,1.1146,51.0954,0.9728,0.0,0.0211
Bei59,OreBR,M,073024B,3,Bei59_OreBR_M_073024B__all,37,87,0.5686,52.1415,0.9831,0.0,0.0084
ZH33,375BC,F,073024B,1,ZH33_375BC_F_073024B__1,56,106,3.0568,36.2704,0.9795,0.0,0.0499
ZH33,375BC,F,073024B,1,ZH33_375BC_F_073024B__2,22,72,3.3912,75.2084,0.9889,0.0,0.0405
ZH33,375BC,F,073024B,1,ZH33_375BC_F_073024B__3,24,74,4.4552,23.995,0.9947,0.0,0.0365
ZH33,375BC,F,073024B,1,ZH33_375BC_F_073024B__4,40,90,4.1832,16.2866,0.9834,0.0,0.0613
ZH33,375BC,F,073024B,1,ZH33_375BC_F_073024B__5,41,91,3.5815,35.7025,0.9883,0.0,0.0439
ZH33,375BC,F,073024B,1,ZH33_375BC_F_073024B__6,17,67,2.8262,59.6298,0.9816,0.0,0.0437
ZH33,375BC,F,073024B,1,ZH33_375BC_F_073024B__all,34,84,3.5084,43.5765,0.9953,0.0,0.0272
ZH33,375BC,F,073024B,2,ZH33_375BC_F_073024B__1,59,109,3.5827,7.4643,0.9792,0.0,0.059000000000000004
ZH33,375BC,F,073024B,2,ZH33_375BC_F_073024B__2,21,71,2.5146,66.9304,0.9899,0.0,0.0286
ZH33,375BC,F,073024B,2,ZH33_375BC_F_073024B__3,8,58,3.2045,68.0843,0.9657,0.0,0.0684
ZH33,375BC,F,073024B,2,ZH33_375BC_F_073024B__4,35,85,3.0949,46.4923,0.9865,0.0,0.0408
ZH33,375BC,F,073024B,2,ZH33_375BC_F_073024B__5,64,114,3.4019999999999997,20.9469,0.9897,0.0,0.0391
ZH33,375BC,F,073024B,2,ZH33_375BC_F_073024B__6,16,66,3.0652,56.2442,0.9875,0.0,0.0389
ZH33,375BC,F,073024B,2,ZH33_375BC_F_073024B__all,29,79,2.7792,57.4896,0.9949,0.0,0.0225
ZH33,375BC,F,073024B,3,ZH33_375BC_F_073024B__1,92,142,3.2521,-2.3854,0.9741,0.0,0.0599
ZH33,375BC,F,073024B,3,ZH33_375BC_F_073024B__2,17,67,4.0315,26.6519,0.9819,0.0,0.0617
ZH33,375BC,F,073024B,3,ZH33_375BC_F_073024B__3,71,121,2.9893,37.779,0.9755,0.0,0.0535
ZH33,375BC,F,073024B,3,ZH33_375BC_F_073024B__4,79,129,3.955,-27.809,0.9883,0.0,0.0484
ZH33,375BC,F,073024B,3,ZH33_375BC_F_073024B__5,55,105,4.0756,-19.3351,0.9766,0.0,0.0713
ZH33,375BC,F,073024B,3,ZH33_375BC_F_073024B__6,0,50,3.3354,41.6293,0.9841,0.0,0.0478
ZH33,375BC,F,073024B,3,ZH33_375BC_F_073024B__all,0,50,2.4082,52.2685,0.995,0.0,0.0192
ZH33,375BC,M,073024B,1,ZH33_375BC_M_073024B__1,17,67,3.9395,26.1671,0.9567,0.0,0.0952
ZH33,375BC,M,073024B,1,ZH33_375BC_M_073024B__2,67,117,3.1271,24.3537,0.9812,0.0,0.0489
ZH33,375BC,M,073024B,1,ZH33_375BC_M_073024B__3,10,60,3.4760000000000004,53.03,0.9719,0.0,0.0668
ZH33,375BC,M,073024B,1,ZH33_375BC_M_073024B__4,10,60,3.7024,64.5103,0.9857,0.0,0.0503
ZH33,375BC,M,073024B,1,ZH33_375BC_M_073024B__5,25,75,3.0825,58.6841,0.9669,0.0,0.0645
ZH33,375BC,M,073024B,1,ZH33_375BC_M_073024B__6,1,51,2.4831,53.9305,0.983,0.0,0.0368
ZH33,375BC,M,073024B,1,ZH33_375BC_M_073024B__all,0,50,2.5403,63.8384,0.9916,0.0,0.0263
ZH33,375BC,M,073024B,2,ZH33_375BC_M_073024B__1,20,70,2.8163,63.7339,0.9789,0.0,0.0466
ZH33,375BC,M,073024B,2,ZH33_375BC_M_073024B__2,29,79,3.5627,64.3009,0.9904,0.0,0.0395
ZH33,375BC,M,073024B,2,ZH33_375BC_M_073024B__3,32,82,3.0638,68.1155,0.9751,0.0,0.0553
ZH33,375BC,M,073024B,2,ZH33_375BC_M_073024B__4,89,139,3.5716,-43.6173,0.9497,0.0,0.0935
ZH33,375BC,M,073024B,2,ZH33_375BC_M_073024B__5,4,54,3.1844,62.7054,0.9819,0.0,0.0487
ZH33,375BC,M,073024B,2,ZH33_375BC_M_073024B__6,28,78,3.6432,52.6841,0.9789,0.0,0.0603
ZH33,375BC,M,073024B,2,ZH33_375BC_M_073024B__all,8,58,2.7212,73.7527,0.9967,0.0,0.0175
ZH33,375BC,M,073024B,3,ZH33_375BC_M_073024B__1,3,53,2.0385,80.8687,0.9709,0.0,0.0399
ZH33,375BC,M,073024B,3,ZH33_375BC_M_073024B__2,7,57,1.858,75.1407,0.9858,0.0,0.0251
ZH33,375BC,M,073024B,3,ZH33_375BC_M_073024B__3,21,71,3.9803,49.7194,0.9913,0.0,0.042
ZH33,375BC,M,073024B,3,ZH33_375BC_M_073024B__4,19,69,2.7936,80.9744,0.9659,0.0,0.0595
ZH33,375BC,M,073024B,3,ZH33_375BC_M_073024B__5,43,93,3.8714,41.6745,0.9928,0.0,0.037000000000000005
ZH33,375BC,M,073024B,3,ZH33_375BC_M_073024B__6,10,60,1.9739,88.1533,0.9524,0.0,0.0501
ZH33,375BC,M,073024B,3,ZH33_375BC_M_073024B__all,29,79,2.8683,67.2191,0.9926,0.0,0.0279
ZH33,375BR,F,073024B,1,ZH33_375BR_F_073024B__1,6,56,1.4555,70.6717,0.9021,0.0,0.0553
ZH33,375BR,F,073024B,1,ZH33_375BR_F_073024B__2,24,74,2.4345,44.6029,0.9878,0.0,0.0304
ZH33,375BR,F,073024B,1,ZH33_375BR_F_073024B__3,59,109,3.4223,21.1578,0.9749,0.0,0.062
ZH33,375BR,F,073024B,1,ZH33_375BR_F_073024B__4,5,55,2.4977,58.0457,0.9679,0.0,0.0514
ZH33,375BR,F,073024B,1,ZH33_375BR_F_073024B__5,33,83,3.0983,25.7131,0.9876,0.0,0.039
ZH33,375BR,F,073024B,1,ZH33_375BR_F_073024B__6,81,131,3.2319,18.8418,0.9954,0.0,0.0246
ZH33,375BR,F,073024B,1,ZH33_375BR_F_073024B__all,19,69,2.3211,51.1853,0.9956,0.0,0.0173
ZH33,375BR,F,073024B,2,ZH33_375BR_F_073024B__1,18,68,2.3402,30.385,0.9197,0.0,0.0793
ZH33,375BR,F,073024B,2,ZH33_375BR_F_073024B__2,0,50,3.3331,52.7571,0.9813,0.0,0.0519
ZH33,375BR,F,073024B,2,ZH33_375BR_F_073024B__3,87,137,2.9853,-15.0494,0.9705,0.0,0.0589
ZH33,375BR,F,073024B,2,ZH33_375BR_F_073024B__4,47,97,2.489,18.9111,0.9663,0.0,0.0526
ZH33,375BR,F,073024B,2,ZH33_375BR_F_073024B__5,40,90,2.4498,51.6287,0.9809,0.0,0.0386
ZH33,375BR,F,073024B,2,ZH33_375BR_F_073024B__6,69,119,2.3852,28.2608,0.9861,0.0,0.0319
ZH33,375BR,F,073024B,2,ZH33_375BR_F_073024B__all,3,53,2.0624,54.0788,0.9938,0.0,0.0183
ZH33,375BR,F,073024B,3,ZH33_375BR_F_073024B__1,71,121,1.5962,19.467,0.8446,0.0,0.0803
ZH33,375BR,F,073024B,3,ZH33_375BR_F_073024B__2,0,50,2.6383,49.8258,0.9899,0.0,0.03
ZH33,375BR,F,073024B,3,ZH33_375BR_F_073024B__3,25,75,2.5056,41.7011,0.9572,0.0,0.0601
ZH33,375BR,F,073024B,3,ZH33_375BR_F_073024B__4,32,82,2.668,26.9724,0.9711,0.0,0.0521
ZH33,375BR,F,073024B,3,ZH33_375BR_F_073024B__5,6,56,2.4178,38.545,0.9862,0.0,0.0323
ZH33,375BR,F,073024B,3,ZH33_375BR_F_073024B__6,21,71,2.6779,39.4896,0.9815,0.0,0.0415
ZH33,375BR,F,073024B,3,ZH33_375BR_F_073024B__all,25,75,2.0527,49.31,0.995,0.0,0.0164
ZH33,375BR,M,073024B,1,ZH33_375BR_M_073024B__1,0,50,2.5679,66.9757,0.9620000000000001,0.0,0.0578
ZH33,375BR,M,073024B,1,ZH33_375BR_M_073024B__2,41,91,2.7155,13.8044,0.9802,0.0,0.0436
ZH33,375BR,M,073024B,1,ZH33_375BR_M_073024B__3,92,142,3.15,-34.5545,0.972,0.0,0.0604
ZH33,375BR,M,073024B,1,ZH33_375BR_M_073024B__4,26,76,3.3197,44.8718,0.9552,0.0,0.0816
ZH33,375BR,M,073024B,1,ZH33_375BR_M_073024B__5,24,74,1.3644,79.5013,0.893,0.0,0.0546
ZH33,375BR,M,073024B,1,ZH33_375BR_M_073024B__6,41,91,2.8829,43.5241,0.9737,0.0,0.0536
ZH33,375BR,M,073024B,1,ZH33_375BR_M_073024B__all,25,75,1.7946,70.6166,0.9908,0.0,0.0194
ZH33,375BR,M,073024B,2,ZH33_375BR_M_073024B__1,47,97,4.0532,-12.2521,0.9842,0.0,0.0579
ZH33,375BR,M,073024B,2,ZH33_375BR_M_073024B__2,22,72,1.6565,76.0611,0.9625,0.0,0.0371
ZH33,375BR,M,073024B,2,ZH33_375BR_M_073024B__3,36,86,2.8323,18.8543,0.9668,0.0,0.0594
ZH33,375BR,M,073024B,2,ZH33_375BR_M_073024B__4,34,84,3.2866,27.9143,0.9534,0.0,0.0825
ZH33,375BR,M,073024B,2,ZH33_375BR_M_073024B__5,46,96,2.9356,31.0486,0.9357,0.0,0.0879
ZH33,375BR,M,073024B,2,ZH33_375BR_M_073024B__6,7,57,2.6159,40.8136,0.9783,0.0,0.0439
ZH33,375BR,M,073024B,2,ZH33_375BR_M_073024B__all,38,88,2.8208,34.922,0.991,0.0,0.0302
ZH33,375BR,M,073024B,3,ZH33_375BR_M_073024B__1,46,96,3.6445,3.3328,0.9781,0.0,0.0615
ZH33,375BR,M,073024B,3,ZH33_375BR_M_073024B__2,45,95,2.6689999999999996,48.0001,0.9657,0.0,0.057
ZH33,375BR,M,073024B,3,ZH33_375BR_M_073024B__3,8,58,2.8301,55.1241,0.9796,0.0,0.0461
ZH33,375BR,M,073024B,3,ZH33_375BR_M_073024B__4,7,57,2.6534,47.5892,0.9790000000000001,0.0,0.0438
ZH33,375BR,M,073024B,3,ZH33_375BR_M_073024B__5,75,125,3.5006,-33.9905,0.9468,0.0,0.0944
ZH33,375BR,M,073024B,3,ZH33_375BR_M_073024B__6,42,92,2.9495,26.2424,0.9706,0.0,0.057999999999999996
ZH33,375BR,M,073024B,3,ZH33_375BR_M_073024B__all,1,51,2.1721,60.3778,0.9896,0.0,0.025
ZH33,OreBC,F,073024B,1,ZH33_OreBC_F_073024B__1,36,86,2.3407,14.4671,0.9207,0.0,0.0788
ZH33,OreBC,F,073024B,1,ZH33_OreBC_F_073024B__2,61,111,2.3233,-15.9295,0.9815,0.0,0.036000000000000004
ZH33,OreBC,F,073024B,1,ZH33_OreBC_F_073024B__3,52,102,0.6215,24.6468,0.9374,0.0,0.0183
ZH33,OreBC,F,073024B,1,ZH33_OreBC_F_073024B__4,17,67,1.3556,25.8154,0.9824,0.0,0.0204
ZH33,OreBC,F,073024B,1,ZH33_OreBC_F_073024B__5,49,99,2.1645,-9.6251,0.9884,0.0,0.0264
ZH33,OreBC,F,073024B,1,ZH33_OreBC_F_073024B__6,58,108,2.9489,-7.6726,0.9914,0.0,0.0309
ZH33,OreBC,F,073024B,1,ZH33_OreBC_F_073024B__all,22,72,1.2017,30.2324,0.9954,0.0,0.0092
ZH33,OreBC,F,073024B,2,ZH33_OreBC_F_073024B__1,31,81,1.9116,17.2636,0.9823,0.0,0.0289
ZH33,OreBC,F,073024B,2,ZH33_OreBC_F_073024B__2,32,82,2.0327,0.8734,0.9837,0.0,0.0295
ZH33,OreBC,F,073024B,2,ZH33_OreBC_F_073024B__3,32,82,0.5873,23.5656,0.9558,0.0,0.0143
ZH33,OreBC,F,073024B,2,ZH33_OreBC_F_073024B__4,41,91,1.9204,3.9299,0.9575,0.0,0.0459
ZH33,OreBC,F,073024B,2,ZH33_OreBC_F_073024B__5,74,124,2.5162,-13.2169,0.9736,0.0,0.0468
ZH33,OreBC,F,073024B,2,ZH33_OreBC_F_073024B__6,92,142,2.252,16.5722,0.993,0.0,0.0212
ZH33,OreBC,F,073024B,2,ZH33_OreBC_F_073024B__all,31,81,1.5712,20.097,0.9923,0.0,0.0156
ZH33,OreBC,F,073024B,3,ZH33_OreBC_F_073024B__1,55,105,1.4706,23.1528,0.9743,0.0,0.027000000000000003
ZH33,OreBC,F,073024B,3,ZH33_OreBC_F_073024B__2,65,115,2.2664,7.2099,0.9762,0.0,0.0399
ZH33,OreBC,F,073024B,3,ZH33_OreBC_F_073024B__3,49,99,0.4939,58.5323,0.7638,0.0,0.0331
ZH33,OreBC,F,073024B,3,ZH33_OreBC_F_073024B__4,92,142,2.3272,27.74,0.9794,0.0,0.0381
ZH33,OreBC,F,073024B,3,ZH33_OreBC_F_073024B__5,53,103,2.6638,-8.0764,0.991,0.0,0.0285
ZH33,OreBC,F,073024B,3,ZH33_OreBC_F_073024B__6,76,126,2.2849,13.1221,0.9807,0.0,0.0361
ZH33,OreBC,F,073024B,3,ZH33_OreBC_F_073024B__all,55,105,1.6992,31.075,0.9923,0.0,0.0168
ZH33,OreBC,M,073024B,1,ZH33_OreBC_M_073024B__1,50,100,2.9444,-9.4375,0.9813,0.0,0.0458
ZH33,OreBC,M,073024B,1,ZH33_OreBC_M_073024B__2,91,141,2.5765,-9.0575,0.9915,0.0,0.0269
ZH33,OreBC,M,073024B,1,ZH33_OreBC_M_073024B__3,48,98,1.8409,1.3962,0.9705,0.0,0.0363
ZH33,OreBC,M,073024B,1,ZH33_OreBC_M_073024B__4,90,140,3.5514,-74.0035,0.9689,0.0,0.07200000000000001
ZH33,OreBC,M,073024B,1,ZH33_OreBC_M_073024B__5,45,95,0.7340000000000001,38.6172,0.8656,0.0,0.0337
ZH33,OreBC,M,073024B,1,ZH33_OreBC_M_073024B__6,32,82,2.4788,10.2123,0.9821,0.0,0.0378
ZH33,OreBC,M,073024B,1,ZH33_OreBC_M_073024B__all,49,99,1.7345,26.7464,0.9798,0.0,0.0281
ZH33,OreBC,M,073024B,2,ZH33_OreBC_M_073024B__1,67,117,1.6549,-9.1211,0.971,0.0,0.0323
ZH33,OreBC,M,073024B,2,ZH33_OreBC_M_073024B__2,92,142,2.2518,-43.4939,0.9831,0.0,0.0333
ZH33,OreBC,M,073024B,2,ZH33_OreBC_M_073024B__3,80,130,1.1225,8.4394,0.9802,0.0,0.018000000000000002
ZH33,OreBC,M,073024B,2,ZH33_OreBC_M_073024B__4,59,109,1.7716,8.5361,0.983,0.0,0.0263
ZH33,OreBC,M,073024B,2,ZH33_OreBC_M_073024B__5,38,88,0.2966,62.0879,0.4266,0.0018,0.0499
ZH33,OreBC,M,073024B,2,ZH33_OreBC_M_073024B__6,91,141,1.5412,-0.4916,0.9697,0.0,0.0308
ZH33,OreBC,M,073024B,2,ZH33_OreBC_M_073024B__all,88,138,1.5777,-3.0068,0.9918,0.0,0.0161
ZH33,OreBC,M,073024B,3,ZH33_OreBC_M_073024B__1,4,54,1.4609,25.2935,0.9841,0.0,0.0209
ZH33,OreBC,M,073024B,3,ZH33_OreBC_M_073024B__2,78,128,2.088,23.1274,0.9928,0.0,0.02
ZH33,OreBC,M,073024B,3,ZH33_OreBC_M_073024B__3,92,142,2.8253,-41.8172,0.981,0.0,0.0443
ZH33,OreBC,M,073024B,3,ZH33_OreBC_M_073024B__4,34,84,2.2732,19.1256,0.9797,0.0,0.0369
ZH33,OreBC,M,073024B,3,ZH33_OreBC_M_073024B__5,65,115,0.2205,42.4622,0.7139,0.0,0.0172
ZH33,OreBC,M,073024B,3,ZH33_OreBC_M_073024B__6,53,103,1.364,16.1577,0.9834,0.0,0.02
ZH33,OreBC,M,073024B,3,ZH33_OreBC_M_073024B__all,35,85,1.5822,24.6873,0.993,0.0,0.0149
ZH33,OreBR,F,073024B,1,ZH33_OreBR_F_073024B__1,25,75,2.2264,30.7534,0.9915,0.0,0.0232
ZH33,OreBR,F,073024B,1,ZH33_OreBR_F_073024B__2,68,118,1.8803,17.1655,0.9759,0.0,0.0334
ZH33,OreBR,F,073024B,1,ZH33_OreBR_F_073024B__3,73,123,2.3312,-2.5032,0.9767,0.0,0.0407
ZH33,OreBR,F,073024B,1,ZH33_OreBR_F_073024B__4,62,112,1.7339,33.1439,0.9902,0.0,0.0194
ZH33,OreBR,F,073024B,1,ZH33_OreBR_F_073024B__5,10,60,0.0,56.3805,0.1804,0.2052,0.0295
ZH33,OreBR,F,073024B,1,ZH33_OreBR_F_073024B__6,0,50,0.3645,54.4437,0.6502,0.0,0.0338
ZH33,OreBR,F,073024B,1,ZH33_OreBR_F_073024B__all,51,101,1.1471,44.8635,0.9942,0.0,0.0099
ZH33,OreBR,F,073024B,2,ZH33_OreBR_F_073024B__1,21,71,1.8508,15.5313,0.9926,0.0,0.018000000000000002
ZH33,OreBR,F,073024B,2,ZH33_OreBR_F_073024B__2,32,82,2.0396,25.7347,0.9639,0.0,0.0447
ZH33,OreBR,F,073024B,2,ZH33_OreBR_F_073024B__3,19,69,1.6942,34.4455,0.9763,0.0,0.0298
ZH33,OreBR,F,073024B,2,ZH33_OreBR_F_073024B__4,1,51,0.7839,56.5051,0.9171,0.0,0.027000000000000003
ZH33,OreBR,F,073024B,2,ZH33_OreBR_F_073024B__5,7,57,0.3101,28.9911,0.8389,0.0,0.016
ZH33,OreBR,F,073024B,2,ZH33_OreBR_F_073024B__6,47,97,0.1472,31.0319,0.4322,0.0015,0.0244
ZH33,OreBR,F,073024B,2,ZH33_OreBR_F_073024B__all,28,78,1.2292,32.1982,0.988,0.0,0.0152
ZH33,OreBR,F,073024B,3,ZH33_OreBR_F_073024B__1,7,57,1.4542,28.0193,0.975,0.0,0.0263
ZH33,OreBR,F,073024B,3,ZH33_OreBR_F_073024B__2,24,74,0.731,44.2376,0.8178,0.0,0.0408
ZH33,OreBR,F,073024B,3,ZH33_OreBR_F_073024B__3,53,103,1.7955,26.4756,0.9591,0.0,0.0421
ZH33,OreBR,F,073024B,3,ZH33_OreBR_F_073024B__4,35,85,1.5404,25.3248,0.9618,0.0,0.0348
ZH33,OreBR,F,073024B,3,ZH33_OreBR_F_073024B__5,36,86,0.0,31.8775,0.1193,0.4043,0.0199
ZH33,OreBR,F,073024B,3,ZH33_OreBR_F_073024B__6,50,100,0.0,34.2774,0.2414,0.0879,0.0221
ZH33,OreBR,F,073024B,3,ZH33_OreBR_F_073024B__all,47,97,0.9904,31.4364,0.9890000000000001,0.0,0.0118
ZH33,OreBR,M,073024B,1,ZH33_OreBR_M_073024B__1,36,86,1.4317,50.9159,0.9574,0.0,0.0343
ZH33,OreBR,M,073024B,1,ZH33_OreBR_M_073024B__2,21,71,2.2756,61.3674,0.9583,0.0,0.0539
ZH33,OreBR,M,073024B,1,ZH33_OreBR_M_073024B__3,2,52,0.1678,55.8152,0.6032,0.0,0.0176
ZH33,OreBR,M,073024B,1,ZH33_OreBR_M_073024B__4,54,104,1.8061,37.5619,0.9814,0.0,0.0281
ZH33,OreBR,M,073024B,1,ZH33_OreBR_M_073024B__5,51,101,0.27699999999999997,46.4736,0.6964,0.0,0.0227
