Mito,Nuc,Sex,Day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
Bei23,375BR,F,073024B,2,Bei23_375BR_F_073024B__1,6,56,1.3324,36.1416,0.9482,0.0,0.0354
Bei23,375BR,F,073024B,2,Bei23_375BR_F_073024B__2,0,50,2.5303,42.6218,0.9571,0.0,0.0608
Bei23,375BR,F,073024B,2,Bei23_375BR_F_073024B__3,49,99,2.6226,14.6068,0.9852,0.0,0.0362
Bei23,375BR,F,073024B,2,Bei23_375BR_F_073024B__4,73,123,3.2947,-16.9372,0.9797,0.0,0.0535
Bei23,375BR,F,073024B,2,Bei23_375BR_F_073024B__5,22,72,2.124,54.3254,0.9792,0.0,0.0349
Bei23,375BR,F,073024B,2,Bei23_375BR_F_073024B__6,36,86,1.5008,27.8107,0.9223,0.0,0.0499
Bei23,375BR,F,073024B,2,Bei23_375BR_F_073024B__all,41,91,2.0423,34.658,0.9939,0.0,0.018000000000000002
Bei23,375BR,F,073024B,3,Bei23_375BR_F_073024B__1,64,114,2.1393,38.169000000000004,0.851,0.0,0.1048
Bei23,375BR,F,073024B,3,Bei23_375BR_F_073024B__2,6,56,1.508,74.5134,0.971,0.0,0.0295
Bei23,375BR,F,073024B,3,Bei23_375BR_F_073024B__3,13,63,2.6429,64.7508,0.9768,0.0,0.046
Bei23,375BR,F,073024B,3,Bei23_375BR_F_073024B__4,43,93,3.8264,14.7545,0.99,0.0,0.0432
Bei23,375BR,F,073024B,3,Bei23_375BR_F_073024B__5,27,77,3.0832,48.6733,0.9915,0.0,0.0322
Bei23,375BR,F,073024B,3,Bei23_375BR_F_073024B__6,24,74,2.1521,62.8034,0.9693,0.0,0.0433
Bei23,375BR,F,073024B,3,Bei23_375BR_F_073024B__all,30,80,2.4651,57.6338,0.9947,0.0,0.0203
Bei23,375BR,M,073024B,1,Bei23_375BR_M_073024B__1,83,133,2.9192,13.6263,0.9235,0.0,0.0963
Bei23,375BR,M,073024B,1,Bei23_375BR_M_073024B__2,7,57,1.4549,69.3481,0.9143,0.0,0.0512
Bei23,375BR,M,073024B,1,Bei23_375BR_M_073024B__3,28,78,2.9696,37.8312,0.9819,0.0,0.0454
Bei23,375BR,M,073024B,1,Bei23_375BR_M_073024B__4,26,76,1.4746,34.4935,0.9532,0.0,0.0371
Bei23,375BR,M,073024B,1,Bei23_375BR_M_073024B__5,0,50,2.7293,83.0535,0.9669,0.0,0.0571
Bei23,375BR,M,073024B,1,Bei23_375BR_M_073024B__6,0,50,2.7416,53.2194,0.9721,0.0,0.0525
Bei23,375BR,M,073024B,1,Bei23_375BR_M_073024B__all,8,58,1.8754,67.3824,0.9915,0.0,0.0195
Bei23,375BR,M,073024B,2,Bei23_375BR_M_073024B__1,0,50,1.0589,134.1014,0.6734,0.0,0.0922
Bei23,375BR,M,073024B,2,Bei23_375BR_M_073024B__2,55,105,1.5286,52.5151,0.8746,0.0,0.0672
Bei23,375BR,M,073024B,2,Bei23_375BR_M_073024B__3,10,60,2.1335,46.1351,0.9718,0.0,0.0411
Bei23,375BR,M,073024B,2,Bei23_375BR_M_073024B__4,80,130,1.7590000000000001,-15.0353,0.9413,0.0,0.0501
Bei23,375BR,M,073024B,2,Bei23_375BR_M_073024B__5,9,59,2.8424,50.2654,0.9725,0.0,0.0541
Bei23,375BR,M,073024B,2,Bei23_375BR_M_073024B__6,73,123,1.7089,54.5389,0.8327,0.0,0.0902
Bei23,375BR,M,073024B,2,Bei23_375BR_M_073024B__all,8,58,1.1362,85.9005,0.9628,0.0,0.0253
Bei23,375BR,M,073024B,3,Bei23_375BR_M_073024B__1,6,56,1.1821,86.3207,0.8939,0.0,0.047
Bei23,375BR,M,073024B,3,Bei23_375BR_M_073024B__2,56,106,2.4325,12.735999999999999,0.9733,0.0,0.0455
Bei23,375BR,M,073024B,3,Bei23_375BR_M_073024B__3,19,69,2.0540000000000003,42.777,0.8694,0.0,0.0926
Bei23,375BR,M,073024B,3,Bei23_375BR_M_073024B__4,78,128,1.683,16.1499,0.8728,0.0,0.0747
Bei23,375BR,M,073024B,3,Bei23_375BR_M_073024B__5,5,55,2.7412,60.0047,0.9628,0.0,0.0611
Bei23,375BR,M,073024B,3,Bei23_375BR_M_073024B__6,54,104,3.094,-24.7983,0.9091,0.0,0.1125
Bei23,375BR,M,073024B,3,Bei23_375BR_M_073024B__all,60,110,1.5736,54.0661,0.9501,0.0,0.040999999999999995
Bei23,OreBC,F,073024B,1,Bei23_OreBC_F_073024B__1,15,65,1.8763,22.9066,0.9772,0.0,0.0324
Bei23,OreBC,F,073024B,1,Bei23_OreBC_F_073024B__2,76,126,2.7117,-30.518,0.9748,0.0,0.0493
Bei23,OreBC,F,073024B,1,Bei23_OreBC_F_073024B__3,68,118,3.0292,-18.807000000000002,0.9648,0.0,0.0655
Bei23,OreBC,F,073024B,1,Bei23_OreBC_F_073024B__4,77,127,3.2015,-32.4163,0.9902,0.0,0.0359
Bei23,OreBC,F,073024B,1,Bei23_OreBC_F_073024B__5,83,133,2.2869,-20.2393,0.9346,0.0,0.0691
Bei23,OreBC,F,073024B,1,Bei23_OreBC_F_073024B__6,26,76,2.1496,12.7373,0.9784,0.0,0.036000000000000004
Bei23,OreBC,F,073024B,1,Bei23_OreBC_F_073024B__all,57,107,2.1452,8.8451,0.997,0.0,0.0132
Bei23,OreBC,F,073024B,2,Bei23_OreBC_F_073024B__1,33,83,2.3368,31.5009,0.9872,0.0,0.0299
Bei23,OreBC,F,073024B,2,Bei23_OreBC_F_073024B__2,90,140,3.1192,-33.9963,0.992,0.0,0.0315
Bei23,OreBC,F,073024B,2,Bei23_OreBC_F_073024B__3,48,98,2.1595,24.8587,0.9853,0.0,0.0298
Bei23,OreBC,F,073024B,2,Bei23_OreBC_F_073024B__4,29,79,2.2046,30.2996,0.9883,0.0,0.027000000000000003
Bei23,OreBC,F,073024B,2,Bei23_OreBC_F_073024B__5,91,141,2.6953,-44.6951,0.982,0.0,0.0412
Bei23,OreBC,F,073024B,2,Bei23_OreBC_F_073024B__6,90,140,2.2603,-13.2503,0.9841,0.0,0.0324
Bei23,OreBC,F,073024B,2,Bei23_OreBC_F_073024B__all,90,140,2.529,-6.2688,0.9976,0.0,0.013999999999999999
Bei23,OreBC,F,073024B,3,Bei23_OreBC_F_073024B__1,92,142,2.1726,11.6465,0.9738,0.0,0.0402
Bei23,OreBC,F,073024B,3,Bei23_OreBC_F_073024B__2,43,93,2.66,23.108,0.9822,0.0,0.0404
Bei23,OreBC,F,073024B,3,Bei23_OreBC_F_073024B__3,22,72,2.147,45.1473,0.9014,0.0,0.0818
Bei23,OreBC,F,073024B,3,Bei23_OreBC_F_073024B__4,80,130,2.7792,-19.129,0.9832,0.0,0.0409
Bei23,OreBC,F,073024B,3,Bei23_OreBC_F_073024B__5,70,120,1.9141,-8.8933,0.9704,0.0,0.0378
Bei23,OreBC,F,073024B,3,Bei23_OreBC_F_073024B__6,36,86,2.4318,28.0189,0.986,0.0,0.0326
Bei23,OreBC,F,073024B,3,Bei23_OreBC_F_073024B__all,89,139,1.8819,34.6398,0.9946,0.0,0.0156
Bei23,OreBC,M,073024B,1,Bei23_OreBC_M_073024B__1,6,56,1.3244,71.8209,0.8381,0.0,0.0684
Bei23,OreBC,M,073024B,1,Bei23_OreBC_M_073024B__2,67,117,2.8433,30.7519,0.9849,0.0,0.0397
Bei23,OreBC,M,073024B,1,Bei23_OreBC_M_073024B__3,55,105,1.6852,49.8809,0.924,0.0,0.0554
Bei23,OreBC,M,073024B,1,Bei23_OreBC_M_073024B__4,40,90,1.4753,67.8302,0.9192,0.0,0.0502
Bei23,OreBC,M,073024B,1,Bei23_OreBC_M_073024B__5,44,94,3.6319,1.7918,0.9908,0.0,0.0393
Bei23,OreBC,M,073024B,1,Bei23_OreBC_M_073024B__6,38,88,2.1998,53.214,0.9894,0.0,0.0256
Bei23,OreBC,M,073024B,1,Bei23_OreBC_M_073024B__all,23,73,1.6855,61.9355,0.9897,0.0,0.0193
Bei23,OreBC,M,073024B,2,Bei23_OreBC_M_073024B__1,0,50,0.3685,50.3246,0.4753,0.0004,0.0541
Bei23,OreBC,M,073024B,2,Bei23_OreBC_M_073024B__2,58,108,3.398,-4.1789,0.9878,0.0,0.0425
Bei23,OreBC,M,073024B,2,Bei23_OreBC_M_073024B__3,10,60,1.0004,29.1064,0.9474,0.0,0.0268
Bei23,OreBC,M,073024B,2,Bei23_OreBC_M_073024B__4,55,105,1.3333,15.956,0.9454,0.0,0.0365
Bei23,OreBC,M,073024B,2,Bei23_OreBC_M_073024B__5,39,89,3.6563,-11.3291,0.9897,0.0,0.042
Bei23,OreBC,M,073024B,2,Bei23_OreBC_M_073024B__6,60,110,3.0627,-17.2708,0.9662,0.0,0.0648
Bei23,OreBC,M,073024B,2,Bei23_OreBC_M_073024B__all,55,105,1.8058,21.9554,0.9929,0.0,0.0171
Bei23,OreBC,M,073024B,3,Bei23_OreBC_M_073024B__1,22,72,0.2504,25.0715,0.7711,0.0,0.0164
Bei23,OreBC,M,073024B,3,Bei23_OreBC_M_073024B__2,9,59,2.8219,30.2133,0.992,0.0,0.0285
Bei23,OreBC,M,073024B,3,Bei23_OreBC_M_073024B__3,77,127,1.7248,-14.0934,0.9871,0.0,0.0222
Bei23,OreBC,M,073024B,3,Bei23_OreBC_M_073024B__4,27,77,1.3907,27.2414,0.9685,0.0,0.0284
Bei23,OreBC,M,073024B,3,Bei23_OreBC_M_073024B__5,0,50,2.4208,60.2393,0.9831,0.0,0.0358
Bei23,OreBC,M,073024B,3,Bei23_OreBC_M_073024B__6,23,73,2.9905,19.9892,0.9775,0.0,0.0513
Bei23,OreBC,M,073024B,3,Bei23_OreBC_M_073024B__all,29,79,1.9489,28.7809,0.9928,0.0,0.0186
Bei23,OreBR,F,073024B,1,Bei23_OreBR_F_073024B__1,48,98,0.0371,50.7791,0.2892,0.0396,0.0098
Bei23,OreBR,F,073024B,1,Bei23_OreBR_F_073024B__2,92,142,0.4743,37.0413,0.8199,0.0,0.0263
Bei23,OreBR,F,073024B,1,Bei23_OreBR_F_073024B__3,61,111,0.2171,42.6206,0.6566,0.0,0.0198
Bei23,OreBR,F,073024B,1,Bei23_OreBR_F_073024B__4,85,135,1.0746,7.0878,0.9309,0.0,0.0335
Bei23,OreBR,F,073024B,1,Bei23_OreBR_F_073024B__5,61,111,0.3996,37.85,0.6656,0.0,0.0356
Bei23,OreBR,F,073024B,1,Bei23_OreBR_F_073024B__6,79,129,1.4589,-1.6297,0.99,0.0,0.0165
Bei23,OreBR,F,073024B,1,Bei23_OreBR_F_073024B__all,90,140,0.4865,35.7773,0.9781,0.0,0.0082
Bei23,OreBR,F,073024B,2,Bei23_OreBR_F_073024B__1,29,79,0.1244,46.2163,0.5192,0.0001,0.0162
Bei23,OreBR,F,073024B,2,Bei23_OreBR_F_073024B__2,86,136,1.2271,12.0426,0.9309,0.0,0.0382
Bei23,OreBR,F,073024B,2,Bei23_OreBR_F_073024B__3,58,108,0.1064,51.3227,0.4114,0.0027,0.0187
Bei23,OreBR,F,073024B,2,Bei23_OreBR_F_073024B__4,64,114,0.7144,35.1046,0.9081,0.0,0.0261
Bei23,OreBR,F,073024B,2,Bei23_OreBR_F_073024B__5,47,97,0.5519,38.0407,0.9331,0.0,0.0169
Bei23,OreBR,F,073024B,2,Bei23_OreBR_F_073024B__6,38,88,1.4098,61.9881,0.9275,0.0,0.0451
Bei23,OreBR,F,073024B,2,Bei23_OreBR_F_073024B__all,29,79,0.4057,56.4932,0.9188,0.0,0.0138
Bei23,OreBR,F,073024B,3,Bei23_OreBR_F_073024B__1,51,101,0.0974,44.1607,0.5017,0.0002,0.0133
Bei23,OreBR,F,073024B,3,Bei23_OreBR_F_073024B__2,82,132,0.8264,40.8467,0.8849,0.0,0.0345
Bei23,OreBR,F,073024B,3,Bei23_OreBR_F_073024B__3,33,83,0.1582,51.4046,0.5384,0.0,0.0197
Bei23,OreBR,F,073024B,3,Bei23_OreBR_F_073024B__4,31,81,1.2598,79.696,0.8886,0.0,0.0516
Bei23,OreBR,F,073024B,3,Bei23_OreBR_F_073024B__5,11,61,0.4466,52.5562,0.8382,0.0,0.0231
Bei23,OreBR,F,073024B,3,Bei23_OreBR_F_073024B__6,33,83,1.3705,49.455,0.9724,0.0,0.0261
Bei23,OreBR,F,073024B,3,Bei23_OreBR_F_073024B__all,33,83,0.5843,58.7933,0.9695,0.0,0.0117
Bei23,OreBR,M,073024B,1,Bei23_OreBR_M_073024B__1,92,142,0.3366,32.7601,0.8128,0.0,0.0191
Bei23,OreBR,M,073024B,1,Bei23_OreBR_M_073024B__2,41,91,2.1829,23.4234,0.9823,0.0,0.0331
Bei23,OreBR,M,073024B,1,Bei23_OreBR_M_073024B__3,92,142,0.0,51.6851,0.07400000000000001,0.6058,0.0189
Bei23,OreBR,M,073024B,1,Bei23_OreBR_M_073024B__4,86,136,1.8151,53.1898,0.9594,0.0,0.0423
Bei23,OreBR,M,073024B,1,Bei23_OreBR_M_073024B__5,28,78,0.1233,49.2123,0.483,0.0003,0.0177
Bei23,OreBR,M,073024B,1,Bei23_OreBR_M_073024B__6,92,142,2.9567,-23.7405,0.9774,0.0,0.0508
Bei23,OreBR,M,073024B,1,Bei23_OreBR_M_073024B__all,88,138,0.9864,42.0397,0.9871,0.0,0.0127
Bei23,OreBR,M,073024B,2,Bei23_OreBR_M_073024B__1,44,94,0.2669,26.3665,0.7043,0.0,0.0214
Bei23,OreBR,M,073024B,2,Bei23_OreBR_M_073024B__2,61,111,2.471,-14.1621,0.9658,0.0,0.0526
Bei23,OreBR,M,073024B,2,Bei23_OreBR_M_073024B__3,73,123,0.2558,21.6906,0.703,0.0,0.0205
Bei23,OreBR,M,073024B,2,Bei23_OreBR_M_073024B__4,71,121,1.5485,6.3131,0.9757,0.0,0.0276
Bei23,OreBR,M,073024B,2,Bei23_OreBR_M_073024B__5,76,126,0.0418,29.9646,0.2854,0.0424,0.0111
Bei23,OreBR,M,073024B,2,Bei23_OreBR_M_073024B__6,20,70,2.3657,16.7983,0.9904,0.0,0.0262
Bei23,OreBR,M,073024B,2,Bei23_OreBR_M_073024B__all,75,125,1.3367,7.9376,0.9909,0.0,0.0144
Bei23,OreBR,M,073024B,3,Bei23_OreBR_M_073024B__1,15,65,0.284,31.7229,0.8157,0.0,0.016
Bei23,OreBR,M,073024B,3,Bei23_OreBR_M_073024B__2,54,104,1.642,21.0297,0.9327,0.0,0.0504
Bei23,OreBR,M,073024B,3,Bei23_OreBR_M_073024B__3,78,128,0.3416,18.0477,0.8096,0.0,0.0197
Bei23,OreBR,M,073024B,3,Bei23_OreBR_M_073024B__4,48,98,2.0257,9.6679,0.9816,0.0,0.0313
Bei23,OreBR,M,073024B,3,Bei23_OreBR_M_073024B__5,29,79,0.1197,28.6169,0.4869,0.0003,0.017
Bei23,OreBR,M,073024B,3,Bei23_OreBR_M_073024B__6,11,61,2.673,53.1332,0.9590000000000001,0.0,0.0627
Bei23,OreBR,M,073024B,3,Bei23_OreBR_M_073024B__all,55,105,1.168,25.7138,0.9703,0.0,0.0231
Bei59,375BC,F,073024B,1,Bei59_375BC_F_073024B__1,25,75,3.3339999999999996,29.9574,0.992,0.0,0.0338
Bei59,375BC,F,073024B,1,Bei59_375BC_F_073024B__2,72,122,3.4542,-36.9051,0.9985,0.0,0.015
Bei59,375BC,F,073024B,1,Bei59_375BC_F_073024B__3,31,81,3.9431,4.123,0.9909,0.0,0.0426
Bei59,375BC,F,073024B,1,Bei59_375BC_F_073024B__4,45,95,3.7436,13.2243,0.9884,0.0,0.0456
Bei59,375BC,F,073024B,1,Bei59_375BC_F_073024B__5,54,104,3.137,-5.1598,0.9832,0.0,0.0462
Bei59,375BC,F,073024B,1,Bei59_375BC_F_073024B__6,90,140,2.9497,-23.9149,0.9886,0.0,0.0356
Bei59,375BC,F,073024B,1,Bei59_375BC_F_073024B__all,23,73,2.459,34.2183,0.9971,0.0,0.015
Bei59,375BC,F,073024B,2,Bei59_375BC_F_073024B__1,70,120,3.1774,-16.2489,0.9757,0.0,0.0566
Bei59,375BC,F,073024B,2,Bei59_375BC_F_073024B__2,65,115,2.9065,7.692,0.9869,0.0,0.0377
Bei59,375BC,F,073024B,2,Bei59_375BC_F_073024B__3,59,109,2.5722,72.6046,0.9773,0.0,0.0443
Bei59,375BC,F,073024B,2,Bei59_375BC_F_073024B__4,63,113,2.9815,57.3699,0.9925,0.0,0.0292
Bei59,375BC,F,073024B,2,Bei59_375BC_F_073024B__5,23,73,2.8033,28.0586,0.9727,0.0,0.0531
Bei59,375BC,F,073024B,2,Bei59_375BC_F_073024B__6,3,53,1.751,82.9116,0.9377,0.0,0.0515
Bei59,375BC,F,073024B,2,Bei59_375BC_F_073024B__all,68,118,2.5022,43.8487,0.9925,0.0,0.0245
Bei59,375BC,F,073024B,3,Bei59_375BC_F_073024B__1,26,76,2.898,22.3092,0.9873,0.0,0.037000000000000005
Bei59,375BC,F,073024B,3,Bei59_375BC_F_073024B__2,84,134,2.5682,17.006,0.9894,0.0,0.0298
Bei59,375BC,F,073024B,3,Bei59_375BC_F_073024B__3,17,67,3.1621,35.3112,0.972,0.0,0.0607
Bei59,375BC,F,073024B,3,Bei59_375BC_F_073024B__4,46,96,3.6945,20.6353,0.9887,0.0,0.0445
Bei59,375BC,F,073024B,3,Bei59_375BC_F_073024B__5,48,98,3.2283,-3.5505,0.9764,0.0,0.0567
Bei59,375BC,F,073024B,3,Bei59_375BC_F_073024B__6,46,96,2.722,9.8997,0.9647,0.0,0.0589
Bei59,375BC,F,073024B,3,Bei59_375BC_F_073024B__all,46,96,2.7018,31.2404,0.9951,0.0,0.0214
Bei59,375BC,M,073024B,1,Bei59_375BC_M_073024B__1,28,78,2.583,31.1583,0.9726,0.0,0.049
Bei59,375BC,M,073024B,1,Bei59_375BC_M_073024B__2,2,52,2.5835,57.5002,0.9676,0.0,0.0535
Bei59,375BC,M,073024B,1,Bei59_375BC_M_073024B__3,13,63,2.696,29.3439,0.9861,0.0,0.036000000000000004
Bei59,375BC,M,073024B,1,Bei59_375BC_M_073024B__4,0,50,2.8627,69.1856,0.9739,0.0,0.0529
Bei59,375BC,M,073024B,1,Bei59_375BC_M_073024B__5,71,121,2.72,69.2009,0.9796,0.0,0.0442
Bei59,375BC,M,073024B,1,Bei59_375BC_M_073024B__6,16,66,4.2991,41.983999999999995,0.9888,0.0,0.0516
Bei59,375BC,M,073024B,1,Bei59_375BC_M_073024B__all,30,80,2.5522,56.1787,0.9919,0.0,0.0259
Bei59,375BC,M,073024B,2,Bei59_375BC_M_073024B__1,27,77,3.7649,21.6353,0.9876,0.0,0.0475
Bei59,375BC,M,073024B,2,Bei59_375BC_M_073024B__2,43,93,2.3436,26.9558,0.9654,0.0,0.0502
Bei59,375BC,M,073024B,2,Bei59_375BC_M_073024B__3,3,53,2.1182,52.2391,0.975,0.0,0.0383
Bei59,375BC,M,073024B,2,Bei59_375BC_M_073024B__4,66,116,3.3793,50.3403,0.9884,0.0,0.0413
Bei59,375BC,M,073024B,2,Bei59_375BC_M_073024B__5,45,95,4.4183,-7.9908,0.99,0.0,0.0499
Bei59,375BC,M,073024B,2,Bei59_375BC_M_073024B__6,91,141,4.4006,-96.6618,0.9575,0.0,0.1051
Bei59,375BC,M,073024B,2,Bei59_375BC_M_073024B__all,48,98,2.7522,40.7744,0.9917,0.0,0.0284
Bei59,375BC,M,073024B,3,Bei59_375BC_M_073024B__1,0,50,2.2599,63.0399,0.929,0.0,0.0715
Bei59,375BC,M,073024B,3,Bei59_375BC_M_073024B__2,60,110,3.3541,-0.8775,0.9470000000000001,0.0,0.0903
Bei59,375BC,M,073024B,3,Bei59_375BC_M_073024B__3,58,108,4.2597,-30.5472,0.9903,0.0,0.0473
Bei59,375BC,M,073024B,3,Bei59_375BC_M_073024B__4,2,52,1.8454,95.2267,0.9273,0.0,0.0591
Bei59,375BC,M,073024B,3,Bei59_375BC_M_073024B__5,0,50,2.4473,66.5029,0.9482,0.0,0.0651
Bei59,375BC,M,073024B,3,Bei59_375BC_M_073024B__6,52,102,3.2134,-11.7354,0.9881,0.0,0.0397
Bei59,375BC,M,073024B,3,Bei59_375BC_M_073024B__all,53,103,2.7058,32.1143,0.9911,0.0,0.0289
Bei59,375BR,F,073024B,1,Bei59_375BR_F_073024B__1,3,53,1.8364,46.6585,0.9703,0.0,0.0363
Bei59,375BR,F,073024B,1,Bei59_375BR_F_073024B__2,65,115,1.8392,31.0889,0.9484,0.0,0.0488
Bei59,375BR,F,073024B,1,Bei59_375BR_F_073024B__3,3,53,1.6938,47.0039,0.9413,0.0,0.0482
Bei59,375BR,F,073024B,1,Bei59_375BR_F_073024B__4,28,78,2.4714,53.3743,0.9822,0.0,0.0376
Bei59,375BR,F,073024B,1,Bei59_375BR_F_073024B__5,5,55,1.4229,41.258,0.9517,0.0,0.0364
Bei59,375BR,F,073024B,1,Bei59_375BR_F_073024B__6,70,120,2.5079,4.2436,0.9245,0.0,0.0821
Bei59,375BR,F,073024B,1,Bei59_375BR_F_073024B__all,22,72,1.6063,50.8093,0.9891,0.0,0.019
Bei59,375BR,F,073024B,2,Bei59_375BR_F_073024B__1,43,93,2.3224,21.2896,0.981,0.0,0.0364
Bei59,375BR,F,073024B,2,Bei59_375BR_F_073024B__2,92,142,3.0496,-11.3588,0.9419,0.0,0.0863
Bei59,375BR,F,073024B,2,Bei59_375BR_F_073024B__3,77,127,2.417,-27.9091,0.96,0.0,0.0559
Bei59,375BR,F,073024B,2,Bei59_375BR_F_073024B__4,13,63,2.3647,81.1206,0.973,0.0,0.0445
Bei59,375BR,F,073024B,2,Bei59_375BR_F_073024B__5,0,50,1.3711,65.1949,0.9457,0.0,0.0374
Bei59,375BR,F,073024B,2,Bei59_375BR_F_073024B__6,47,97,2.8528,-0.317,0.9829,0.0,0.0424
Bei59,375BR,F,073024B,2,Bei59_375BR_F_073024B__all,37,87,1.8133,53.9837,0.9839,0.0,0.0262
Bei59,375BR,F,073024B,3,Bei59_375BR_F_073024B__1,28,78,1.9562,39.2496,0.9740000000000001,0.0,0.0361
Bei59,375BR,F,073024B,3,Bei59_375BR_F_073024B__2,19,69,1.9255,32.2309,0.9826,0.0,0.0289
Bei59,375BR,F,073024B,3,Bei59_375BR_F_073024B__3,86,136,2.1173,-10.6129,0.9434,0.0,0.0591
Bei59,375BR,F,073024B,3,Bei59_375BR_F_073024B__4,17,67,2.3866,66.4204,0.9899,0.0,0.0271
Bei59,375BR,F,073024B,3,Bei59_375BR_F_073024B__5,64,114,2.4469,-4.06,0.9597,0.0,0.0569
Bei59,375BR,F,073024B,3,Bei59_375BR_F_073024B__6,47,97,2.7581,11.9999,0.9404,0.0,0.0792
Bei59,375BR,F,073024B,3,Bei59_375BR_F_073024B__all,22,72,1.6499,47.7416,0.9933,0.0,0.0152
Bei59,375BR,M,073024B,1,Bei59_375BR_M_073024B__1,92,142,3.6592,-74.9606,0.9846,0.0,0.0516
Bei59,375BR,M,073024B,1,Bei59_375BR_M_073024B__2,23,73,2.3969,24.9561,0.9845,0.0,0.0339
Bei59,375BR,M,073024B,1,Bei59_375BR_M_073024B__3,0,50,2.0128,76.2706,0.9486,0.0,0.0533
Bei59,375BR,M,073024B,1,Bei59_375BR_M_073024B__4,32,82,3.6502,28.1639,0.9945,0.0,0.0304
Bei59,375BR,M,073024B,1,Bei59_375BR_M_073024B__5,5,55,2.1222,51.6334,0.9691,0.0,0.0429
Bei59,375BR,M,073024B,1,Bei59_375BR_M_073024B__6,12,62,3.883,60.0508,0.9813,0.0,0.0605
Bei59,375BR,M,073024B,1,Bei59_375BR_M_073024B__all,9,59,2.2291,56.8428,0.9945,0.0,0.0187
Bei59,375BR,M,073024B,2,Bei59_375BR_M_073024B__1,75,125,2.2948,5.3420000000000005,0.9389,0.0,0.0668
Bei59,375BR,M,073024B,2,Bei59_375BR_M_073024B__2,9,59,2.1834,53.7881,0.9389,0.0,0.0635
Bei59,375BR,M,073024B,2,Bei59_375BR_M_073024B__3,35,85,2.8184,31.8384,0.9712,0.0,0.0548
Bei59,375BR,M,073024B,2,Bei59_375BR_M_073024B__4,18,68,3.589,35.444,0.9825,0.0,0.0539
Bei59,375BR,M,073024B,2,Bei59_375BR_M_073024B__5,0,50,1.2479,58.9186,0.8512,0.0,0.0611
Bei59,375BR,M,073024B,2,Bei59_375BR_M_073024B__6,2,52,2.7124,50.8732,0.9744,0.0,0.0496
Bei59,375BR,M,073024B,2,Bei59_375BR_M_073024B__all,10,60,1.7636,61.5356,0.9887,0.0,0.0213
Bei59,375BR,M,073024B,3,Bei59_375BR_M_073024B__1,54,104,2.8746,3.3407,0.9579,0.0,0.0683
Bei59,375BR,M,073024B,3,Bei59_375BR_M_073024B__2,0,50,1.7543,89.8052,0.9377,0.0,0.0516
Bei59,375BR,M,073024B,3,Bei59_375BR_M_073024B__3,9,59,1.9015,65.6743,0.9357,0.0,0.0569
Bei59,375BR,M,073024B,3,Bei59_375BR_M_073024B__4,7,57,2.803,47.9516,0.9739,0.0,0.0519
Bei59,375BR,M,073024B,3,Bei59_375BR_M_073024B__5,33,83,2.347,39.4791,0.9607,0.0,0.0538
Bei59,375BR,M,073024B,3,Bei59_375BR_M_073024B__6,32,82,3.2443,55.5245,0.9489,0.0,0.0856
Bei59,375BR,M,073024B,3,Bei59_375BR_M_073024B__all,32,82,1.9706,61.7359,0.9854,0.0,0.027000000000000003
Bei59,OreBC,F,073024B,1,Bei59_OreBC_F_073024B__1,54,104,2.7373,-21.8852,0.9889,0.0,0.0326
Bei59,OreBC,F,073024B,1,Bei59_OreBC_F_073024B__2,69,119,1.6774,12.3601,0.981,0.0,0.0263
Bei59,OreBC,F,073024B,1,Bei59_OreBC_F_073024B__3,7,57,1.4944,27.1936,0.9842,0.0,0.0214
Bei59,OreBC,F,073024B,1,Bei59_OreBC_F_073024B__4,47,97,1.4056,8.2777,0.977,0.0,0.0244
Bei59,OreBC,F,073024B,1,Bei59_OreBC_F_073024B__5,44,94,1.8407,6.24,0.9835,0.0,0.0269
Bei59,OreBC,F,073024B,1,Bei59_OreBC_F_073024B__6,0,50,0.7769,37.4369,0.9294,0.0,0.0245
Bei59,OreBC,F,073024B,1,Bei59_OreBC_F_073024B__all,55,105,1.7978,7.6634,0.9971,0.0,0.0108
Bei59,OreBC,F,073024B,2,Bei59_OreBC_F_073024B__1,75,125,2.1512,-6.6944,0.9818,0.0,0.033
Bei59,OreBC,F,073024B,2,Bei59_OreBC_F_073024B__2,45,95,1.3414,34.0719,0.9844,0.0,0.019
Bei59,OreBC,F,073024B,2,Bei59_OreBC_F_073024B__3,28,78,1.5118,36.5615,0.9727,0.0,0.0286
Bei59,OreBC,F,073024B,2,Bei59_OreBC_F_073024B__4,31,81,1.2555,12.1851,0.9853,0.0,0.0173
Bei59,OreBC,F,073024B,2,Bei59_OreBC_F_073024B__5,91,141,1.9204,14.8157,0.9842,0.0,0.0274
Bei59,OreBC,F,073024B,2,Bei59_OreBC_F_073024B__6,31,81,1.314,17.8468,0.9546,0.0,0.0325
Bei59,OreBC,F,073024B,2,Bei59_OreBC_F_073024B__all,44,94,1.4380000000000002,24.665,0.995,0.0,0.0115
Bei59,OreBC,F,073024B,3,Bei59_OreBC_F_073024B__1,49,99,2.5301,-7.4943,0.9812,0.0,0.0395
Bei59,OreBC,F,073024B,3,Bei59_OreBC_F_073024B__2,86,136,2.0768,-25.0271,0.9724,0.0,0.0395
Bei59,OreBC,F,073024B,3,Bei59_OreBC_F_073024B__3,10,60,1.4488,29.0233,0.9832,0.0,0.0214
