Mito,Nuc,Sex,Day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err,treatment,build,vial
375,375,M,110723Parental,1,Parental_375R_M_110723Parental__4,19,69,4.7133,20.003,0.9831,0,0.0697,R,parental,4
375,375,M,110723Parental,1,Parental_375R_M_110723Parental__5,16,66,3.1039,97.6777,0.9733,0,0.058,R,parental,5
375,375,M,110723Parental,1,Parental_375R_M_110723Parental__6,6,56,3.8849,47.0225,0.9782,0,0.0655,R,parental,6
375,375,M,110723Parental,2,Parental_375C_M_110723Parental__1,26,76,3.5698,87.1535,0.985,0,0.0496,C,parental,1
375,375,M,110723Parental,2,Parental_375C_M_110723Parental__2,24,74,3.933,47.8333,0.9801,0,0.0632,C,parental,2
375,375,M,110723Parental,2,Parental_375C_M_110723Parental__3,55,105,3.2299,24.0063,0.9773,0,0.0555,C,parental,3
375,375,M,110723Parental,2,Parental_375C_M_110723Parental__4,38,88,4.7806,-7.2313,0.9791,0,0.0788,C,parental,4
375,375,M,110723Parental,2,Parental_375C_M_110723Parental__5,18,68,3.5239,90.8795,0.9707,0,0.0692,C,parental,5
375,375,M,110723Parental,2,Parental_375C_M_110723Parental__6,2,52,2.6789,77.1519,0.969,0,0.0542,C,parental,6
375,375,M,110723Parental,2,Parental_375R_M_110723Parental__1,5,55,4.4471,52.6538,0.9963,0,0.0305,R,parental,1
375,375,M,110723Parental,2,Parental_375R_M_110723Parental__2,60,110,3.1388,48.4661,0.9861,0,0.042,R,parental,2
375,375,M,110723Parental,2,Parental_375R_M_110723Parental__3,48,98,3.3305,20.7129,0.9696,0,0.0667,R,parental,3
375,375,M,110723Parental,2,Parental_375R_M_110723Parental__4,1,51,2.8427,75.7586,0.9847,0,0.0399,R,parental,4
375,375,M,110723Parental,2,Parental_375R_M_110723Parental__5,48,98,2.4665,124.368,0.9358,0,0.0738,R,parental,5
375,375,M,110723Parental,2,Parental_375R_M_110723Parental__6,15,65,4.1414,43.2735,0.9916,0,0.0429,R,parental,6
375,375,M,110723Parental,3,Parental_375C_M_110723Parental__1,55,105,3.6788,91.6976,0.9738,0,0.0681,C,parental,1
375,375,M,110723Parental,3,Parental_375C_M_110723Parental__2,3,53,3.2206,44.2895,0.9835,0,0.047,C,parental,2
375,375,M,110723Parental,3,Parental_375C_M_110723Parental__3,4,54,2.9063,73.3569,0.9796,0,0.0473,C,parental,3
375,375,M,110723Parental,3,Parental_375C_M_110723Parental__4,6,56,2.4437,32.6591,0.9854,0,0.0335,C,parental,4
375,375,M,110723Parental,3,Parental_375C_M_110723Parental__5,22,72,5.4113,59.8508,0.9901,0,0.0608,C,parental,5
375,375,M,110723Parental,3,Parental_375C_M_110723Parental__6,0,50,3.3604,70.7119,0.9557,0,0.0821,C,parental,6
375,375,M,110723Parental,3,Parental_375R_M_110723Parental__1,35,85,4.0342,16.1818,0.9852,0,0.0557,R,parental,1
375,375,M,110723Parental,3,Parental_375R_M_110723Parental__2,46,96,3.5366,82.1198,0.9984,0,0.0158,R,parental,2
375,375,M,110723Parental,3,Parental_375R_M_110723Parental__3,25,75,3.4319,102.7076,0.9439,0,0.0953,R,parental,3
375,375,M,110723Parental,3,Parental_375R_M_110723Parental__4,50,100,4.201,17.189,0.9831,0,0.0621,R,parental,4
375,375,M,110723Parental,3,Parental_375R_M_110723Parental__5,0,50,3.287,113.0406,0.9533,0,0.0826,R,parental,5
375,375,M,110723Parental,3,Parental_375R_M_110723Parental__6,24,74,3.9393,54.8264,0.9817,0,0.0607,R,parental,6
Bei04,375,F,110723,1,Bei04_375AC_F_110723__1,13,63,3.9996,38.5422,0.9937,0,0.0357,C,A,1
Bei04,375,F,110723,1,Bei04_375AC_F_110723__2,0,50,2.7878,58.1658,0.9849,0,0.0389,C,A,2
Bei04,375,F,110723,1,Bei04_375AC_F_110723__3,33,83,3.5573,25.8491,0.9919,0,0.0362,C,A,3
Bei04,375,F,110723,1,Bei04_375AC_F_110723__4,39,89,3.3815,8.7345,0.995,0,0.027,C,A,4
Bei04,375,F,110723,1,Bei04_375AC_F_110723__5,13,63,3.7985,25.7802,0.9897,0,0.0437,C,A,5
Bei04,375,F,110723,1,Bei04_375AC_F_110723__6,56,106,2.8571,13.6122,0.9726,0,0.0542,C,A,6
Bei04,375,F,110723,1,Bei04_375AR_F_110723__1,7,57,2.3425,35.4775,0.9807,0,0.037,R,A,1
Bei04,375,F,110723,1,Bei04_375AR_F_110723__2,56,106,3.0379,16.7197,0.9922,0,0.0302,R,A,2
Bei04,375,F,110723,1,Bei04_375AR_F_110723__3,15,65,2.4269,42.1682,0.9744,0,0.0445,R,A,3
Bei04,375,F,110723,1,Bei04_375AR_F_110723__4,48,98,2.0252,50.2211,0.9561,0,0.0493,R,A,4
Bei04,375,F,110723,1,Bei04_375AR_F_110723__5,12,62,4.0847,27.8055,0.9883,0,0.0501,R,A,5
Bei04,375,F,110723,1,Bei04_375AR_F_110723__6,18,68,2.9948,47.8685,0.9779,0,0.0508,R,A,6
Bei04,375,F,110723,2,Bei04_375AC_F_110723__1,22,72,3.4459,17.9045,0.986,0,0.0462,C,A,1
Bei04,375,F,110723,2,Bei04_375AC_F_110723__2,20,70,3.5991,32.4343,0.9903,0,0.0401,C,A,2
Bei04,375,F,110723,2,Bei04_375AC_F_110723__3,48,98,3.676,10.6857,0.9884,0,0.0447,C,A,3
Bei04,375,F,110723,2,Bei04_375AC_F_110723__4,0,50,2.2063,47.481,0.9801,0,0.0355,C,A,4
Bei04,375,F,110723,2,Bei04_375AC_F_110723__5,5,55,3.8637,54.5722,0.975,0,0.0698,C,A,5
Bei04,375,F,110723,2,Bei04_375AC_F_110723__6,8,58,2.5333,49.5623,0.9858,0,0.0343,C,A,6
Bei04,375,F,110723,2,Bei04_375AR_F_110723__1,4,54,2.7743,35.8845,0.9883,0,0.0339,R,A,1
Bei04,375,F,110723,2,Bei04_375AR_F_110723__2,90,140,2.7266,35.1871,0.9786,0,0.0455,R,A,2
Bei04,375,F,110723,2,Bei04_375AR_F_110723__3,13,63,3.0017,34.476,0.9789,0,0.0498,R,A,3
Bei04,375,F,110723,2,Bei04_375AR_F_110723__4,64,114,4.0797,-52.0007,0.982,0,0.0622,R,A,4
Bei04,375,F,110723,2,Bei04_375AR_F_110723__5,46,96,3.5647,24.6863,0.9926,0,0.0346,R,A,5
Bei04,375,F,110723,2,Bei04_375AR_F_110723__6,14,64,3.6466,44.5239,0.9762,0,0.0643,R,A,6
Bei04,375,F,110723,3,Bei04_375AC_F_110723__1,15,65,4.5799,22.3377,0.9942,0,0.0393,C,A,1
Bei04,375,F,110723,3,Bei04_375AC_F_110723__2,3,53,3.7519,60.0665,0.9826,0,0.0563,C,A,2
Bei04,375,F,110723,3,Bei04_375AC_F_110723__3,14,64,3.3012,28.5289,0.9898,0,0.0378,C,A,3
Bei04,375,F,110723,3,Bei04_375AC_F_110723__4,10,60,3.0854,50.4809,0.9606,0,0.0709,C,A,4
Bei04,375,F,110723,3,Bei04_375AC_F_110723__5,0,50,3.5525,41.3559,0.9923,0,0.0352,C,A,5
Bei04,375,F,110723,3,Bei04_375AC_F_110723__6,85,135,3.1322,56.5203,0.9884,0,0.0382,C,A,6
Bei04,375,F,110723,3,Bei04_375AR_F_110723__1,17,67,3.1124,20.6645,0.99,0,0.0353,R,A,1
Bei04,375,F,110723,3,Bei04_375AR_F_110723__2,22,72,3.4889,20.1033,0.9938,0,0.0309,R,A,2
Bei04,375,F,110723,3,Bei04_375AR_F_110723__3,26,76,2.9389,24.6348,0.9877,0,0.0369,R,A,3
Bei04,375,F,110723,3,Bei04_375AR_F_110723__4,24,74,4.2208,4.7446,0.9846,0,0.0595,R,A,4
Bei04,375,F,110723,3,Bei04_375AR_F_110723__5,84,134,3.1423,92.451,0.989,0,0.0373,R,A,5
Bei04,375,F,110723,3,Bei04_375AR_F_110723__6,15,65,3.6135,34.0067,0.9877,0,0.0454,R,A,6
Bei04,375,F,110723B,1,Bei04_375BC_F_110723B__1,42,92,4.7108,17.2961,0.9961,0,0.0333,C,B,1
Bei04,375,F,110723B,1,Bei04_375BC_F_110723B__2,81,131,2.1098,138.9796,0.9903,0,0.0235,C,B,2
Bei04,375,F,110723B,1,Bei04_375BC_F_110723B__3,60,110,3.8153,28.5781,0.9864,0,0.0504,C,B,3
Bei04,375,F,110723B,1,Bei04_375BC_F_110723B__4,26,76,3.1801,18.1131,0.9829,0,0.0473,C,B,4
Bei04,375,F,110723B,1,Bei04_375BC_F_110723B__5,1,51,2.2756,55.1875,0.9792,0,0.0375,C,B,5
Bei04,375,F,110723B,1,Bei04_375BC_F_110723B__6,18,68,3.6419,10.8321,0.9921,0,0.0365,C,B,6
Bei04,375,F,110723B,1,Bei04_375BR_F_110723B__1,39,89,4.223,-14.2985,0.9891,0,0.0498,R,B,1
Bei04,375,F,110723B,1,Bei04_375BR_F_110723B__2,84,134,2.3494,98.0782,0.9916,0,0.0243,R,B,2
Bei04,375,F,110723B,1,Bei04_375BR_F_110723B__3,39,89,3.1817,25.7639,0.9679,0,0.0656,R,B,3
Bei04,375,F,110723B,1,Bei04_375BR_F_110723B__4,45,95,3.2839,117.7884,0.9897,0,0.0378,R,B,4
Bei04,375,F,110723B,1,Bei04_375BR_F_110723B__5,9,59,3.5296,71.2942,0.9904,0,0.0392,R,B,5
Bei04,375,F,110723B,1,Bei04_375BR_F_110723B__6,59,109,4.4672,47.8991,0.9947,0,0.0366,R,B,6
Bei04,375,F,110723B,2,Bei04_375BC_F_110723B__1,10,60,5.5827,43.8952,0.9938,0,0.0495,C,B,1
Bei04,375,F,110723B,2,Bei04_375BC_F_110723B__2,11,61,4.2667,61.5072,0.982,0,0.0651,C,B,2
Bei04,375,F,110723B,2,Bei04_375BC_F_110723B__3,58,108,4.5842,-19.0379,0.9898,0,0.0523,C,B,3
Bei04,375,F,110723B,2,Bei04_375BC_F_110723B__4,33,83,4.0518,-9.5952,0.9904,0,0.0448,C,B,4
Bei04,375,F,110723B,2,Bei04_375BC_F_110723B__5,42,92,3.627,35.6492,0.9925,0,0.0355,C,B,5
Bei04,375,F,110723B,2,Bei04_375BC_F_110723B__6,14,64,4.8888,22.5239,0.996,0,0.0346,C,B,6
Bei04,375,F,110723B,2,Bei04_375BR_F_110723B__1,11,61,2.2988,47.4704,0.9672,0,0.0479,R,B,1
Bei04,375,F,110723B,2,Bei04_375BR_F_110723B__2,80,130,2.5922,87.8353,0.9905,0,0.0286,R,B,2
Bei04,375,F,110723B,2,Bei04_375BR_F_110723B__3,19,69,4.4195,35.3961,0.9733,0,0.0827,R,B,3
Bei04,375,F,110723B,2,Bei04_375BR_F_110723B__4,14,64,5.4914,70.5037,0.9934,0,0.0501,R,B,4
Bei04,375,F,110723B,2,Bei04_375BR_F_110723B__5,27,77,5.5908,-0.7174,0.9784,0,0.0937,R,B,5
Bei04,375,F,110723B,2,Bei04_375BR_F_110723B__6,6,56,3.5478,44.5577,0.985,0,0.0494,R,B,6
Bei04,375,F,110723B,3,Bei04_375BC_F_110723B__1,7,57,4.5571,44.772,0.9954,0,0.035,C,B,1
Bei04,375,F,110723B,3,Bei04_375BC_F_110723B__2,48,98,3.9661,24.5124,0.9804,0,0.0633,C,B,2
Bei04,375,F,110723B,3,Bei04_375BC_F_110723B__3,55,105,4.2948,9.405,0.9963,0,0.0293,C,B,3
Bei04,375,F,110723B,3,Bei04_375BC_F_110723B__4,13,63,2.5641,38.57,0.9807,0,0.0406,C,B,4
Bei04,375,F,110723B,3,Bei04_375BC_F_110723B__5,45,95,3.9314,37.0712,0.9916,0,0.0406,C,B,5
Bei04,375,F,110723B,3,Bei04_375BC_F_110723B__6,15,65,2.5942,46.8721,0.9804,0,0.0414,C,B,6
Bei04,375,F,110723B,3,Bei04_375BR_F_110723B__1,25,75,4.1303,39.1912,0.9746,0,0.0753,R,B,1
Bei04,375,F,110723B,3,Bei04_375BR_F_110723B__2,31,81,4.0504,75.041,0.9853,0,0.0557,R,B,2
Bei04,375,F,110723B,3,Bei04_375BR_F_110723B__3,50,100,3.2294,6.308,0.9845,0,0.0457,R,B,3
Bei04,375,F,110723B,3,Bei04_375BR_F_110723B__4,12,62,4.991,39.9972,0.9729,0,0.0941,R,B,4
Bei04,375,F,110723B,3,Bei04_375BR_F_110723B__5,45,95,4.4518,36.4294,0.9516,0,0.1141,R,B,5
Bei04,375,F,110723B,3,Bei04_375BR_F_110723B__6,32,82,4.2572,74.2432,0.9996,0,0.0092,R,B,6
Bei04,375,M,110723,1,Bei04_375AC_M_110723__1,4,54,4.1575,52.8463,0.9872,0,0.0533,C,A,1
Bei04,375,M,110723,1,Bei04_375AC_M_110723__2,0,50,2.5092,48.9575,0.986,0,0.0337,C,A,2
Bei04,375,M,110723,1,Bei04_375AC_M_110723__3,15,65,4.0619,40.2506,0.9865,0,0.0535,C,A,3
Bei04,375,M,110723,1,Bei04_375AC_M_110723__4,61,111,3.4456,36.183,0.9736,0,0.0642,C,A,4
Bei04,375,M,110723,1,Bei04_375AC_M_110723__5,53,103,4.3979,22.7033,0.9901,0,0.0496,C,A,5
Bei04,375,M,110723,1,Bei04_375AC_M_110723__6,1,51,2.9462,75.0987,0.9743,0,0.0541,C,A,6
Bei04,375,M,110723,1,Bei04_375AR_M_110723__1,0,50,3.1525,64.1825,0.9793,0,0.0517,R,A,1
Bei04,375,M,110723,1,Bei04_375AR_M_110723__2,7,57,3.5195,60.928,0.9901,0,0.0396,R,A,2
Bei04,375,M,110723,1,Bei04_375AR_M_110723__3,19,69,3.4175,60.1954,0.9803,0,0.0546,R,A,3
Bei04,375,M,110723,1,Bei04_375AR_M_110723__4,6,56,3.2348,68.402,0.9874,0,0.0411,R,A,4
Bei04,375,M,110723,1,Bei04_375AR_M_110723__5,27,77,3.721,55.2512,0.9727,0,0.0705,R,A,5
Bei04,375,M,110723,1,Bei04_375AR_M_110723__6,6,56,4.3522,46.3612,0.9931,0,0.0409,R,A,6
Bei04,375,M,110723,2,Bei04_375AC_M_110723__1,28,78,4.8134,38.3578,0.996,0,0.0343,C,A,1
Bei04,375,M,110723,2,Bei04_375AC_M_110723__2,17,67,4.4375,77.65,0.9918,0,0.0455,C,A,2
Bei04,375,M,110723,2,Bei04_375AC_M_110723__3,14,64,3.5725,50.1569,0.992,0,0.0362,C,A,3
Bei04,375,M,110723,2,Bei04_375AC_M_110723__4,37,87,3.5584,67.9771,0.9802,0,0.0571,C,A,4
Bei04,375,M,110723,2,Bei04_375AC_M_110723__5,67,117,2.954,128.0561,0.9864,0,0.039,C,A,5
Bei04,375,M,110723,2,Bei04_375AC_M_110723__6,67,117,2.8048,65.6524,0.983,0,0.0416,C,A,6
Bei04,375,M,110723,2,Bei04_375AR_M_110723__1,0,50,2.9403,75.3213,0.9559,0,0.0717,R,A,1
Bei04,375,M,110723,2,Bei04_375AR_M_110723__2,45,95,3.2686,48.0941,0.9762,0,0.0576,R,A,2
Bei04,375,M,110723,2,Bei04_375AR_M_110723__3,18,68,5.1356,40.2008,0.9893,0,0.0601,R,A,3
Bei04,375,M,110723,2,Bei04_375AR_M_110723__4,21,71,3.542,43.3988,0.9874,0,0.0451,R,A,4
Bei04,375,M,110723,2,Bei04_375AR_M_110723__5,37,87,5.0328,11.5198,0.9925,0,0.0493,R,A,5
Bei04,375,M,110723,2,Bei04_375AR_M_110723__6,6,56,4.3598,106.5304,0.9799,0,0.0704,R,A,6
Bei04,375,M,110723,3,Bei04_375AC_M_110723__1,33,83,4.8301,14.6408,0.984,0,0.0695,C,A,1
Bei04,375,M,110723,3,Bei04_375AC_M_110723__2,0,50,2.9788,42.784,0.9799,0,0.0482,C,A,2
Bei04,375,M,110723,3,Bei04_375AC_M_110723__3,19,69,3.7877,37.4066,0.9868,0,0.0494,C,A,3
Bei04,375,M,110723,3,Bei04_375AC_M_110723__4,1,51,3.6927,46.0039,0.989,0,0.0439,C,A,4
Bei04,375,M,110723,3,Bei04_375AC_M_110723__5,21,71,5.5274,17.5009,0.9898,0,0.0632,C,A,5
Bei04,375,M,110723,3,Bei04_375AC_M_110723__6,10,60,3.8473,54.2806,0.9749,0,0.0697,C,A,6
Bei04,375,M,110723,3,Bei04_375AR_M_110723__1,36,86,3.8502,58.7012,0.9776,0,0.0658,R,A,1
Bei04,375,M,110723,3,Bei04_375AR_M_110723__2,7,57,2.6811,65.9786,0.9768,0,0.0467,R,A,2
Bei04,375,M,110723,3,Bei04_375AR_M_110723__3,4,54,3.3066,83.1992,0.9748,0,0.0601,R,A,3
Bei04,375,M,110723,3,Bei04_375AR_M_110723__4,2,52,2.5079,85.9481,0.9633,0,0.0554,R,A,4
Bei04,375,M,110723,3,Bei04_375AR_M_110723__5,57,107,3.3779,52.0869,0.9518,0,0.0864,R,A,5
Bei04,375,M,110723,3,Bei04_375AR_M_110723__6,25,75,4.5983,77.2574,0.9943,0,0.0392,R,A,6
Bei04,375,M,110723B,1,Bei04_375BC_M_110723B__1,13,63,4.9986,76.1012,0.9885,0,0.0608,C,B,1
Bei04,375,M,110723B,1,Bei04_375BC_M_110723B__2,74,124,3.2206,89.6385,0.9903,0,0.0358,C,B,2
Bei04,375,M,110723B,1,Bei04_375BC_M_110723B__3,40,90,4.9572,39.9776,0.9841,0,0.0709,C,B,3
Bei04,375,M,110723B,1,Bei04_375BC_M_110723B__4,11,61,5.5627,43.8564,0.9861,0,0.0744,C,B,4
Bei04,375,M,110723B,1,Bei04_375BC_M_110723B__5,0,50,6.0664,94.3331,0.9954,0,0.0462,C,B,5
Bei04,375,M,110723B,1,Bei04_375BC_M_110723B__6,7,57,5.0553,47.8256,0.9871,0,0.0652,C,B,6
Bei04,375,M,110723B,1,Bei04_375BR_M_110723B__1,33,83,4.4014,78.6725,0.9952,0,0.0343,R,B,1
Bei04,375,M,110723B,1,Bei04_375BR_M_110723B__2,43,93,4.2881,74.9283,0.9695,0,0.086,R,B,2
Bei04,375,M,110723B,1,Bei04_375BR_M_110723B__3,35,85,4.7889,52.1764,0.994,0,0.0419,R,B,3
Bei04,375,M,110723B,1,Bei04_375BR_M_110723B__4,3,53,3.8297,52.3627,0.9822,0,0.0581,R,B,4
Bei04,375,M,110723B,1,Bei04_375BR_M_110723B__5,70,120,4.0055,62.2558,0.9856,0,0.0546,R,B,5
Bei04,375,M,110723B,1,Bei04_375BR_M_110723B__6,23,73,3.1464,110.0595,0.9631,0,0.0698,R,B,6
Bei04,375,M,110723B,2,Bei04_375BC_M_110723B__1,33,83,4.9322,60.2853,0.9912,0,0.0522,C,B,1
Bei04,375,M,110723B,2,Bei04_375BC_M_110723B__2,36,86,3.5818,101.3216,0.9781,0,0.0605,C,B,2
Bei04,375,M,110723B,2,Bei04_375BC_M_110723B__3,30,80,5.3361,25.5231,0.9863,0,0.0708,C,B,3
Bei04,375,M,110723B,2,Bei04_375BC_M_110723B__4,1,51,3.6142,67.8586,0.9822,0,0.0549,C,B,4
Bei04,375,M,110723B,2,Bei04_375BC_M_110723B__5,6,56,4.478,81.7897,0.9788,0,0.0744,C,B,5
Bei04,375,M,110723B,2,Bei04_375BC_M_110723B__6,16,66,4.2921,60.1757,0.9794,0,0.0702,C,B,6
Bei04,375,M,110723B,2,Bei04_375BR_M_110723B__1,2,52,4.6213,102.717,0.9711,0,0.0902,R,B,1
Bei04,375,M,110723B,2,Bei04_375BR_M_110723B__2,23,73,4.5266,93.415,0.9981,0,0.0224,R,B,2
Bei04,375,M,110723B,2,Bei04_375BR_M_110723B__3,57,107,2.7644,113.0022,0.9856,0,0.0376,R,B,3
Bei04,375,M,110723B,2,Bei04_375BR_M_110723B__4,38,88,3.2137,132.8433,0.977,0,0.0557,R,B,4
Bei04,375,M,110723B,2,Bei04_375BR_M_110723B__5,48,98,3.3543,79.0457,0.9665,0,0.0707,R,B,5
Bei04,375,M,110723B,2,Bei04_375BR_M_110723B__6,8,58,5.053,64.9133,0.9878,0,0.0633,R,B,6
Bei04,375,M,110723B,3,Bei04_375BC_M_110723B__1,4,54,2.7549,73.61,0.9847,0,0.0387,C,B,1
Bei04,375,M,110723B,3,Bei04_375BC_M_110723B__2,27,77,4.6206,52.6995,0.9939,0,0.0407,C,B,2
Bei04,375,M,110723B,3,Bei04_375BC_M_110723B__3,51,101,3.6182,79.1472,0.9729,0,0.0683,C,B,3
Bei04,375,M,110723B,3,Bei04_375BC_M_110723B__4,8,58,4.9126,55.9656,0.9934,0,0.0451,C,B,4
Bei04,375,M,110723B,3,Bei04_375BC_M_110723B__5,3,53,4.6012,84.0393,0.9585,0,0.1086,C,B,5
Bei04,375,M,110723B,3,Bei04_375BC_M_110723B__6,23,73,4.7158,21.5503,0.9935,0,0.0428,C,B,6
Bei04,375,M,110723B,3,Bei04_375BR_M_110723B__1,1,51,3.7625,77.2786,0.9835,0,0.055,R,B,1
Bei04,375,M,110723B,3,Bei04_375BR_M_110723B__2,46,96,3.127,141.1056,0.9947,0,0.0255,R,B,2
Bei04,375,M,110723B,3,Bei04_375BR_M_110723B__3,32,82,4.6006,44.6521,0.9893,0,0.0538,R,B,3
Bei04,375,M,110723B,3,Bei04_375BR_M_110723B__4,30,80,4.484,29.8613,0.9774,0,0.077,R,B,4
Bei04,375,M,110723B,3,Bei04_375BR_M_110723B__5,48,98,4.0781,93.8608,0.9865,0,0.0538,R,B,5
Bei04,375,M,110723B,3,Bei04_375BR_M_110723B__6,36,86,4.9165,15.9248,0.9807,0,0.0778,R,B,6
Bei04,Ore,F,110723,1,Bei04_OreAC_F_110723__1,90,140,2.2873,-13.4901,0.9887,0,0.0275,C,A,1
Bei04,Ore,F,110723,1,Bei04_OreAC_F_110723__2,74,124,2.0848,-4.8104,0.9801,0,0.0335,C,A,2
Bei04,Ore,F,110723,1,Bei04_OreAC_F_110723__3,21,71,1.8097,30.2602,0.9476,0,0.0484,C,A,3
Bei04,Ore,F,110723,1,Bei04_OreAC_F_110723__4,4,54,1.9377,46.4372,0.9712,0,0.0377,C,A,4
