Mito,Nuc,Sex,Y,Set,Build,Treatment,Stock,Set_adj,Pos_adj,Y_adj
siI,375,F,0.82109375,1,A,Control,45A,0.819002549093656,0.770174304699573,0.772265505605918
siI,375,F,0.9953125,1,A,Control,45A,0.819002549093656,0.770174304699573,0.946484255605918
siI,375,F,0.93984375,1,A,Control,45A,0.819002549093656,0.770174304699573,0.891015505605918
Bei59,Ore,M,0.09765625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.0710716037743366
Bei59,Ore,M,0.1265625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.0999778537743367
Bei59,Ore,M,0.82734375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.800759103774337
Bei59,Ore,M,0.92109375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.894509103774337
Bei59,Ore,M,0.09375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.0671653537743366
Bei59,Ore,M,0.56875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.542165353774337
Bei59,Ore,M,0.9,1,B,Control,19B,0.851918472782258,0.825333826556595,0.873415353774337
Bei59,Ore,M,0.56015625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.533571603774337
Bei59,Ore,M,0.5625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.535915353774337
Bei59,Ore,M,0.69296875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.666384103774337
Bei59,Ore,M,0.89140625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.864821603774337
Bei59,Ore,M,0.89921875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.872634103774337
Bei59,Ore,M,0.71875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.692165353774337
Bei59,Ore,M,0.63828125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.611696603774337
Bei59,Ore,M,0.70703125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.680446603774337
Bei59,Ore,M,0.74609375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.719509103774337
Bei59,Ore,M,0.85078125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.824196603774337
Bei59,Ore,M,0.90546875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.878884103774337
Bei59,Ore,M,0.9765625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.949977853774337
Bei59,Ore,M,0.77734375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.750759103774337
Bei59,Ore,M,0.8296875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.803102853774337
Bei59,Ore,M,0.74375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.717165353774337
Bei59,Ore,M,0.871875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.845290353774337
Bei59,Ore,M,0.89453125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.867946603774337
Bei59,Ore,M,0.8984375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.871852853774337
Bei59,Ore,M,0.8515625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.824977853774337
Bei59,Ore,M,0.6953125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.668727853774337
Bei59,Ore,M,0.71875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.692165353774337
Bei59,Ore,M,0.82421875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.797634103774337
Bei59,Ore,M,0.878125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.851540353774337
Bei59,Ore,M,0.88203125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.855446603774337
Bei59,Ore,M,0.8921875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.865602853774337
Bei59,Ore,M,0.72890625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.702321603774337
Bei59,Ore,M,0.83359375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.807009103774337
Bei59,Ore,M,0.85078125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.824196603774337
Bei59,Ore,M,0.89453125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.867946603774337
Bei59,Ore,M,0.8515625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.824977853774337
Bei59,Ore,M,0.80625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.779665353774337
Bei59,Ore,M,0.86875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.842165353774337
Bei59,Ore,M,0.909375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.882790353774337
Bei59,Ore,M,0.85546875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.828884103774337
Bei59,Ore,M,0.4125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.385915353774337
Bei59,Ore,M,0.91640625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.889821603774337
Bei59,Ore,M,0.77265625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.746071603774337
Bei59,Ore,M,0.8234375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.796852853774337
Bei59,Ore,M,0.8453125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.818727853774337
Bei59,Ore,M,0.96484375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.938259103774337
Bei59,Ore,M,0.734375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.707790353774337
Bei59,Ore,M,0.9109375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.884352853774337
Bei59,Ore,M,0.8453125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.818727853774337
Bei59,Ore,M,0.86640625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.839821603774337
Bei59,Ore,M,0.98203125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.955446603774337
Bei59,Ore,M,0.84375,1,B,Control,19B,0.851918472782258,0.825333826556595,0.817165353774337
Bei59,Ore,M,0.85390625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.827321603774337
Bei59,Ore,M,0.7546875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.728102853774337
Bei59,Ore,M,0.84765625,1,B,Control,19B,0.851918472782258,0.825333826556595,0.821071603774337
Bei59,Ore,M,0.9078125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.881227853774337
Bei59,Ore,M,0.69453125,1,B,Control,19B,0.851918472782258,0.825333826556595,0.667946603774337
Bei59,Ore,M,0.8671875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.840602853774337
Bei59,Ore,M,0.875,1,B,Control,19B,0.851918472782258,0.825333826556595,0.848415353774337
ZW142,375,F,0.8703125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.821484255605918
ZW142,375,F,0.0859375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.0371092556059178
ZW142,375,F,0.4015625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.352734255605918
ZW142,375,F,0.49609375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.447265505605918
ZW142,375,F,0.60703125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.558203005605918
ZW142,375,F,0.7140625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.665234255605918
ZW142,375,F,0.51484375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.466015505605918
ZW142,375,F,0.884375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.835546755605918
ZW142,375,F,0.13203125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.0832030056059178
ZW142,375,F,0.77578125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.726953005605918
ZW142,375,F,0.82109375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.772265505605918
ZW142,375,F,0.62265625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.573828005605918
ZW142,375,F,0.84375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.794921755605918
ZW142,375,F,0.7953125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.746484255605918
ZW142,375,F,0.74453125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.695703005605918
ZW142,375,F,0.68125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.632421755605918
ZW142,375,F,0.79140625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.742578005605918
ZW142,375,F,0.8265625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.777734255605918
ZW142,375,F,0.84453125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.795703005605918
ZW142,375,F,0.8546875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.805859255605918
ZW142,375,F,0.85625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.807421755605918
ZW142,375,F,0.88984375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.841015505605918
ZW142,375,F,0.7109375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.662109255605918
ZW142,375,F,0.83671875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.787890505605918
ZW142,375,F,0.7625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.713671755605918
ZW142,375,F,0.71484375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.666015505605918
ZW142,375,F,0.8140625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.765234255605918
ZW142,375,F,0.8296875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.780859255605918
ZW142,375,F,0.8734375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.824609255605918
ZW142,375,F,0.9125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.863671755605918
ZW142,375,F,0.9546875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.905859255605918
ZW142,375,F,0.80703125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.758203005605918
ZW142,375,F,0.36328125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.314453005605918
ZW142,375,F,0.80859375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.759765505605918
ZW142,375,F,0.6578125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.608984255605918
ZW142,375,F,0.73671875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.687890505605918
ZW142,375,F,0.925,1,A,Control,11A,0.819002549093656,0.770174304699573,0.876171755605918
ZW142,375,F,0.7375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.688671755605918
ZW142,375,F,0.81796875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.769140505605918
ZW142,375,F,0.88203125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.833203005605918
ZW142,375,F,0.90703125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.858203005605918
ZW142,375,F,0.75234375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.703515505605918
ZW142,375,F,0.73359375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.684765505605918
ZW142,375,F,0.77265625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.723828005605918
ZW142,375,F,0.8078125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.758984255605918
ZW142,375,F,0.86640625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.817578005605918
ZW142,375,F,0.378125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.329296755605918
ZW142,375,F,0.94296875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.894140505605918
ZW142,375,F,1,1,A,Control,11A,0.819002549093656,0.770174304699573,0.951171755605918
ZW142,375,F,0.7921875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.743359255605918
ZW142,375,F,0.55234375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.503515505605918
ZW142,375,F,0.7875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.738671755605918
ZW142,375,F,0.84765625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.798828005605918
ZW142,375,F,0.99453125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.945703005605918
ZW142,375,F,0.79609375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.747265505605918
ZW142,375,F,0.8296875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.780859255605918
ZW142,375,F,0.81015625,1,A,Control,11A,0.819002549093656,0.770174304699573,0.761328005605918
ZW142,375,F,0.8859375,1,A,Control,11A,0.819002549093656,0.770174304699573,0.837109255605918
ZW142,375,F,1,1,A,Control,11A,0.819002549093656,0.770174304699573,0.951171755605918
ZW142,375,F,0.88046875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.831640505605918
ZW142,375,F,0.89296875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.844140505605918
ZW142,375,F,0.86953125,1,A,Control,11A,0.819002549093656,0.770174304699573,0.820703005605918
ZW142,375,F,0.8671875,1,A,Control,11A,0.819002549093656,0.770174304699573,0.818359255605918
ZW142,375,F,1,1,A,Control,11A,0.819002549093656,0.770174304699573,0.951171755605918
ZW142,375,F,1,1,A,Control,11A,0.819002549093656,0.770174304699573,0.951171755605918
ZW142,375,F,1,1,A,Control,11A,0.819002549093656,0.770174304699573,0.951171755605918
ZW144,375,M,0.12578125,1,A,Control,10A,0.851918472782258,0.825333826556595,0.0991966037743367
