Mito,Nuc,Sex,Y,Set,Build,Treatment,Stock,Set_adj,Pos_adj,Y_adj
ZW144,Ore,F,0.908360128617363,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.90112713430682
ZW144,Ore,F,0.567524115755627,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.560291121445084
ZW144,Ore,F,0.87379421221865,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.866561217908107
ZW144,Ore,F,0.70096463022508,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.693731635914537
ZW144,Ore,F,0.735530546623794,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.728297552313251
ZW144,Ore,F,0.788585209003215,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.781352214692672
ZW144,Ore,F,0.657556270096463,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.65032327578592
ZW144,Ore,F,0.770900321543408,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.763667327232865
ZW144,Ore,F,0.872186495176849,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.864953500866306
ZW144,Ore,F,0.759646302250804,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.752413307940261
ZW144,Ore,F,0.917202572347267,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.909969578036724
ZW144,Ore,F,0.962218649517685,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.954985655207142
ZW144,Ore,F,0.84967845659164,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.842445462281097
ZW144,Ore,F,0.789389067524116,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.782156073213573
ZW144,Ore,F,0.798231511254019,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.790998516943476
ZW144,Ore,F,0.863344051446945,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.856111057136402
ZW144,Ore,F,0.7491961414791,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.741963147168557
ZW144,Ore,F,0.834405144694534,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.827172150383991
ZW144,Ore,F,0.801446945337621,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.794213951027078
ZW144,Ore,F,0.866559485530547,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.859326491220004
ZW144,Ore,F,0.813504823151125,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.806271828840582
ZW144,Ore,F,0.82395498392283,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.816721989612287
ZW144,Ore,F,0.764469453376206,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.757236459065663
ZW144,Ore,F,0.540192926045016,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.532959931734473
ZW144,Ore,F,1,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.992767005689457
ZW144,Ore,F,1,1,A,Rotenone,1A,0.783943291435253,0.77671029712471,0.992767005689457
ZW142,Ore,M,0.319131832797428,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.28720695597396
ZW142,Ore,M,0.778135048231511,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.746210171408043
ZW142,Ore,M,0.87379421221865,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.841869335395182
ZW142,Ore,M,0.831993569131833,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.800068692308365
ZW142,Ore,M,0.893086816720257,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.861161939896789
ZW142,Ore,M,0.821543408360129,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.789618531536661
ZW142,Ore,M,0.865755627009646,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.833830750186178
ZW142,Ore,M,0.798231511254019,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.766306634430551
ZW142,Ore,M,0.630225080385852,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.598300203562384
ZW142,Ore,M,0.928456591639871,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.896531714816403
ZW142,Ore,M,0.879421221864952,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.847496345041484
ZW142,Ore,M,0.895498392282958,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.86357351545949
ZW142,Ore,M,0.916398713826367,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.884473837002899
ZW142,Ore,M,0.917202572347267,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.885277695523799
ZW142,Ore,M,0.80064308681672,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.768718209993252
ZW142,Ore,M,0.810289389067524,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.778364512244056
ZW142,Ore,M,0.789389067524116,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.757464190700648
ZW142,Ore,M,0.821543408360129,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.789618531536661
ZW142,Ore,M,0.887459807073955,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.855534930250487
ZW142,Ore,M,0.851286173633441,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.819361296809973
ZW142,Ore,M,0.862540192926045,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.830615316102577
ZW142,Ore,M,0.888263665594855,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.856338788771387
ZW142,Ore,M,0.827974276527331,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.796049399703863
ZW142,Ore,M,0.852893890675241,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.820969013851773
ZW142,Ore,M,0.82556270096463,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.793637824141162
ZW142,Ore,M,0.881028938906752,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.849104062083284
ZW142,Ore,M,0.883440514469453,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.851515637645985
ZW142,Ore,M,0.0715434083601286,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.0396185315366607
ZW142,Ore,M,0.881028938906752,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.849104062083284
ZW142,Ore,M,0.895498392282958,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.86357351545949
ZW142,Ore,M,0.694533762057878,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.66260888523441
ZW142,Ore,M,0.846463022508039,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.814538145684571
ZW142,Ore,M,0.920418006430868,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.8884931296074
ZW142,Ore,M,0.921221864951768,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.8892969881283
ZW142,Ore,M,0.92524115755627,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.893316280732802
ZW142,Ore,M,0.885048231511254,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.853123354687786
ZW142,Ore,M,0.898713826366559,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.866788949543091
ZW142,Ore,M,0.912379421221865,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.880454544398397
ZW142,Ore,M,0.944533762057878,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.91260888523441
ZW142,Ore,M,0.959807073954984,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.927882197131516
ZW142,Ore,M,0.759646302250804,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.727721425427336
ZW142,Ore,M,0.893086816720257,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.861161939896789
ZW142,Ore,M,0.915594855305466,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.883669978481998
ZW142,Ore,M,0.881028938906752,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.849104062083284
ZW142,Ore,M,0.920418006430868,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.8884931296074
ZW142,Ore,M,0.860128617363344,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.828203740539876
ZW142,Ore,M,0.871382636655949,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.839457759832481
ZW142,Ore,M,0.934083601286174,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.902158724462706
ZW142,Ore,M,0.960610932475884,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.928686055652416
ZW142,Ore,M,0.659163987138264,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.627239110314796
ZW142,Ore,M,0.795016077170418,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.76309120034695
ZW142,Ore,M,0.936495176848875,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.904570300025407
ZW142,Ore,M,0.97427652733119,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.942351650507722
ZW142,Ore,M,0.930868167202572,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.898943290379104
ZW142,Ore,M,0.742765273311897,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.710840396488429
ZW142,Ore,M,0.810289389067524,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.778364512244056
ZW142,Ore,M,0.805466237942122,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.773541361118654
ZW142,Ore,M,0.911575562700965,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.879650685877497
ZW142,Ore,M,0.754019292604502,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.722094415781034
ZW142,Ore,M,0.764469453376206,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.732544576552738
ZW142,Ore,M,0.806270096463023,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.774345219639555
ZW142,Ore,M,0.967041800643087,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.935116923819619
ZW142,Ore,M,0.85048231511254,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.818557438289072
ZW142,Ore,M,0.893086816720257,1,A,Rotenone,2A,0.850130978346412,0.818206101522945,0.861161939896789
Ore,Ore,F,0.261254019292605,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.254021024982062
Ore,Ore,F,0.184083601286174,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.176850606975631
Ore,Ore,F,0.263665594855305,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.256432600544762
Ore,Ore,F,0.255627009646302,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.248394015335759
Ore,Ore,F,0.870578778135048,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.863345783824505
Ore,Ore,F,0.216237942122186,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.209004947811643
Ore,Ore,F,0.530546623794212,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.523313629483669
Ore,Ore,F,0.798231511254019,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.790998516943476
Ore,Ore,F,0.540192926045016,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.532959931734473
Ore,Ore,F,0.864147909967846,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.856914915657303
Ore,Ore,F,0.903536977491961,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.896303983181418
Ore,Ore,F,0.109324758842444,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.102091764531901
Ore,Ore,F,0.521704180064309,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.514471185753766
Ore,Ore,F,0.736334405144695,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.729101410834152
Ore,Ore,F,0.865755627009646,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.858522632699103
Ore,Ore,F,0.871382636655949,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.864149642345406
Ore,Ore,F,0.690514469453376,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.683281475142833
Ore,Ore,F,0.794212218649518,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.786979224338975
Ore,Ore,F,0.744372990353698,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.737139996043155
Ore,Ore,F,0.772508038585209,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.765275044274666
Ore,Ore,F,0.905948553054662,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.898715558744119
Ore,Ore,F,0.762057877813505,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.754824883502962
Ore,Ore,F,0.765273311897106,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.758040317586563
Ore,Ore,F,0.868167202572347,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.860934208261804
Ore,Ore,F,0.879421221864952,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.872188227554409
Ore,Ore,F,0.926848874598071,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.919615880287528
Ore,Ore,F,0.827170418006431,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.819937423695888
Ore,Ore,F,0.853697749196141,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.846464754885598
Ore,Ore,F,0.87620578778135,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.868972793470807
Ore,Ore,F,0.897909967845659,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.890676973535116
Ore,Ore,F,0.916398713826367,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.909165719515824
Ore,Ore,F,0.756430868167203,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.74919787385666
Ore,Ore,F,0.759646302250804,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.752413307940261
Ore,Ore,F,0.936495176848875,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.929262182538332
Ore,Ore,F,0.756430868167203,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.74919787385666
Ore,Ore,F,0.780546623794212,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.773313629483669
Ore,Ore,F,0.922025723472669,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.914792729162126
Ore,Ore,F,0.872990353697749,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.865757359387206
Ore,Ore,F,0.89951768488746,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.892284690576917
Ore,Ore,F,0.730707395498392,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.723474401187849
Ore,Ore,F,0.868971061093248,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.861738066782705
Ore,Ore,F,0.814308681672026,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.807075687361483
Ore,Ore,F,0.817524115755627,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.810291121445084
Ore,Ore,F,0.734726688102894,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.727493693792351
Ore,Ore,F,0.927652733118971,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.920419738808428
Ore,Ore,F,0.762861736334405,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.755628742023862
Ore,Ore,F,0.826366559485531,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.819133565174988
Ore,Ore,F,0.868971061093248,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.861738066782705
Ore,Ore,F,0.737942122186495,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.730709127875952
Ore,Ore,F,0.903536977491961,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.896303983181418
Ore,Ore,F,0.760450160771704,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.753217166461161
Ore,Ore,F,0.809485530546624,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.802252536236081
Ore,Ore,F,0.780546623794212,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.773313629483669
Ore,Ore,F,0.793408360128617,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.786175365818074
Ore,Ore,F,0.95016077170418,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.942927777393637
Ore,Ore,F,0.730707395498392,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.723474401187849
Ore,Ore,F,0.792604501607717,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.785371507297174
Ore,Ore,F,0.92443729903537,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.917204304724827
Ore,Ore,F,0.733118971061093,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.72588597675055
Ore,Ore,F,0.807877813504823,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.80064481919428
Ore,Ore,F,0.670418006430868,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.663185012120325
Ore,Ore,F,0.884244372990354,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.877011378679811
Ore,Ore,F,0.90112540192926,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.893892407618717
Ore,Ore,F,0.946945337620579,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.939712343310036
Ore,Ore,F,0.889871382636656,1,parental,Rotenone,Ore,0.783943291435253,0.77671029712471,0.882638388326113
ZW142,Ore,F,0.332797427652733,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.32556443334219
ZW142,Ore,F,0.336816720257235,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.329583725946692
ZW142,Ore,F,0.656752411575563,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.64951941726502
ZW142,Ore,F,0.384244372990354,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.377011378679811
ZW142,Ore,F,0.523311897106109,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.516078902795566
ZW142,Ore,F,0.844855305466238,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.837622311155695
ZW142,Ore,F,0.415594855305466,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.408361860994923
ZW142,Ore,F,0.587620578778135,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.580387584467592
ZW142,Ore,F,0.607717041800643,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.6004840474901
ZW142,Ore,F,0.647909967845659,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.640676973535116
ZW142,Ore,F,0.442122186495177,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.434889192184634
ZW142,Ore,F,0.534565916398714,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.527332922088171
ZW142,Ore,F,0.576366559485531,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.569133565174988
ZW142,Ore,F,0.639067524115756,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.631834529805213
ZW142,Ore,F,0.735530546623794,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.728297552313251
ZW142,Ore,F,0.848070739549839,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.840837745239296
ZW142,Ore,F,0.457395498392283,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.45016250408174
ZW142,Ore,F,0.803054662379421,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.795821668068878
ZW142,Ore,F,0.846463022508039,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.839230028197496
ZW142,Ore,F,0.671221864951768,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.663988870641225
ZW142,Ore,F,0.827170418006431,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.819937423695888
ZW142,Ore,F,0.834405144694534,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.827172150383991
ZW142,Ore,F,0.817524115755627,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.810291121445084
ZW142,Ore,F,0.0610932475884244,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.0538602532778814
ZW142,Ore,F,0.657556270096463,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.65032327578592
ZW142,Ore,F,0.816720257234727,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.809487262924184
ZW142,Ore,F,0.872990353697749,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.865757359387206
ZW142,Ore,F,0.647106109324759,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.639873115014216
ZW142,Ore,F,0.681672025723473,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.67443903141293
ZW142,Ore,F,0.748392282958199,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.741159288647656
ZW142,Ore,F,0.819131832797428,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.811898838486885
ZW142,Ore,F,0.919614147909968,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.912381153599425
ZW142,Ore,F,0.754823151125402,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.747590156814859
ZW142,Ore,F,0.631832797427653,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.62459980311711
ZW142,Ore,F,0.840032154340836,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.832799160030293
ZW142,Ore,F,0.877813504823151,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.870580510512608
ZW142,Ore,F,0.822347266881029,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.815114272570486
ZW142,Ore,F,0.87379421221865,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.866561217908107
ZW142,Ore,F,0.740353697749196,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.733120703438653
ZW142,Ore,F,0.688102893890675,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.680869899580132
ZW142,Ore,F,0.802250803858521,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.795017809547978
ZW142,Ore,F,0.735530546623794,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.728297552313251
ZW142,Ore,F,0.802250803858521,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.795017809547978
ZW142,Ore,F,0.954983922829582,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.947750928519039
ZW142,Ore,F,0.846463022508039,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.839230028197496
ZW142,Ore,F,0.866559485530547,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.859326491220004
ZW142,Ore,F,0.772508038585209,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.765275044274666
ZW142,Ore,F,1,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.992767005689457
ZW142,Ore,F,0.673633440514469,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.666400446203926
ZW142,Ore,F,0.856109324758842,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.848876330448299
ZW142,Ore,F,1,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.992767005689457
ZW142,Ore,F,1,1,A,Rotenone,2A,0.783943291435253,0.77671029712471,0.992767005689457
ZW144,Ore,M,0.532154340836013,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.500229464012545
ZW144,Ore,M,0.891479099678457,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.859554222854989
ZW144,Ore,M,0.405144694533762,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.373219817710294
ZW144,Ore,M,0.848070739549839,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.816145862726371
ZW144,Ore,M,0.85048231511254,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.818557438289072
ZW144,Ore,M,0.0578778135048231,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.0259529366813552
ZW144,Ore,M,0.861736334405145,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.829811457581677
ZW144,Ore,M,0.668006430868167,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.636081554044699
ZW144,Ore,M,0.902733118971061,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.870808242147593
ZW144,Ore,M,0.786977491961415,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.755052615137947
ZW144,Ore,M,0.79903536977492,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.767110492951452
ZW144,Ore,M,0.704180064308682,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.672255187485214
ZW144,Ore,M,0.859324758842444,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.827399882018976
ZW144,Ore,M,0.87540192926045,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.843477052436982
ZW144,Ore,M,0.881028938906752,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.849104062083284
ZW144,Ore,M,0.889871382636656,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.857946505813188
ZW144,Ore,M,0.848070739549839,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.816145862726371
ZW144,Ore,M,0.819935691318328,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.78801081449486
ZW144,Ore,M,0.834405144694534,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.802480267871066
ZW144,Ore,M,0.895498392282958,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.86357351545949
ZW144,Ore,M,0.835209003215434,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.803284126391966
ZW144,Ore,M,0.860128617363344,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.828203740539876
ZW144,Ore,M,0.972668810289389,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.940743933465921
ZW144,Ore,M,0.747588424437299,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.715663547613831
ZW144,Ore,M,0.942926045016077,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.911001168192609
ZW144,Ore,M,0.852090032154341,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.820165155330873
ZW144,Ore,M,0.942926045016077,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.911001168192609
ZW144,Ore,M,0.82475884244373,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.792833965620262
ZW144,Ore,M,0.848070739549839,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.816145862726371
ZW144,Ore,M,0.746784565916399,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.714859689092931
ZW144,Ore,M,0.816720257234727,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.784795380411259
ZW144,Ore,M,0.864951768488746,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.833026891665278
ZW144,Ore,M,0.946945337620579,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.915020460797111
ZW144,Ore,M,0.967845659163987,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.935920782340519
ZW144,Ore,M,0.916398713826367,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.884473837002899
ZW144,Ore,M,0.429260450160772,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.397335573337304
ZW144,Ore,M,0.694533762057878,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.66260888523441
ZW144,Ore,M,0.92443729903537,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.892512422211902
ZW144,Ore,M,0.803054662379421,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.771129785555953
ZW144,Ore,M,0.85048231511254,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.818557438289072
ZW144,Ore,M,0.786173633440514,1,A,Rotenone,1A,0.850130978346412,0.818206101522945,0.754248756617046
