Stock,Vial,Treatment,Set,TSE,Build,Total,MitoNuc,Mito,Nuc,Set_adj,Pos_adj,Total_treat,Y_adj,Larval_density
21A,1,Control,3,10.4090909090909,A,11,Bei52_Ore,Bei52,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.5018288253535,0.133847197983324
21A,3,Control,3,10.3823529411765,A,17,Bei52_Ore,Bei52,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.4750908574391,0.206854760519682
21A,5,Control,3,11.0972222222222,A,72,Bei52_Ore,Bei52,Ore,10.8129475094612,10.9056854257238,82.1832669322709,11.1899601384848,0.8760907504363
22A,1,Control,3,11.34375,A,32,Bei42_Ore,Bei42,Ore,10.8129475094612,10.9056854257238,82.1832669322709,11.4364879162626,0.389373666860578
22A,3,Control,3,11.546875,A,64,Bei42_Ore,Bei42,Ore,10.8129475094612,10.9056854257238,82.1832669322709,11.6396129162626,0.778747333721156
22A,5,Control,3,11.0384615384615,A,26,Bei42_Ore,Bei42,Ore,10.8129475094612,10.9056854257238,82.1832669322709,11.1311994547241,0.31636610432422
41A,1,Control,3,10.6558441558442,A,77,sm21_Ore,sm21,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.7485820721068,0.936930385883265
41A,3,Control,3,10.2727272727273,A,44,sm21_Ore,sm21,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.3654651889899,0.535388791933295
41A,5,Control,3,10.4705882352941,A,68,sm21_Ore,sm21,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.5633261515567,0.827419042078728
42A,1,Control,3,10.5571428571429,A,35,yak_Ore,yak,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.6498807734055,0.425877448128757
42A,3,Control,3,10.4473684210526,A,38,yak_Ore,yak,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.5401063373152,0.462381229396936
42A,5,Control,3,10.1216216216216,A,37,yak_Ore,yak,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.2143595378842,0.450213302307543
12A,1,Control,3,11.7987012987013,A,77,ZW140_375,ZW140,375,10.8129475094612,10.9056854257238,82.1832669322709,11.8914392149639,0.936930385883265
12A,3,Control,3,11.210843373494,A,83,ZW140_375,ZW140,375,10.8129475094612,10.9056854257238,82.1832669322709,11.3035812897566,1.00993794841962
12A,5,Control,3,12.0806451612903,A,31,ZW140_375,ZW140,375,10.8129475094612,10.9056854257238,82.1832669322709,12.1733830775529,0.377205739771185
14A,1,Control,3,11.4156626506024,A,83,ZW09_375,ZW09,375,10.8129475094612,10.9056854257238,82.1832669322709,11.508400566865,1.00993794841962
14A,3,Control,3,11.3765432098765,A,81,ZW09_375,ZW09,375,10.8129475094612,10.9056854257238,82.1832669322709,11.4692811261391,0.985602094240838
14A,5,Control,3,11.0176470588235,A,85,ZW09_375,ZW09,375,10.8129475094612,10.9056854257238,82.1832669322709,11.1103849750861,1.03427380259841
31A,1,Control,3,10.7033898305085,A,59,Bei52_375,Bei52,375,10.8129475094612,10.9056854257238,82.1832669322709,10.7961277467711,0.71790769827419
31A,3,Control,3,11.0882352941176,A,68,Bei52_375,Bei52,375,10.8129475094612,10.9056854257238,82.1832669322709,11.1809732103802,0.827419042078728
31A,5,Control,3,11.2142857142857,A,70,Bei52_375,Bei52,375,10.8129475094612,10.9056854257238,82.1832669322709,11.3070236305483,0.851754896257514
32A,1,Control,3,11.8839285714286,A,112,Bei42_375,Bei42,375,10.8129475094612,10.9056854257238,82.1832669322709,11.9766664876912,1.36280783401202
32A,3,Control,3,11.25,A,48,Bei42_375,Bei42,375,10.8129475094612,10.9056854257238,82.1832669322709,11.3427379162626,0.584060500290867
32A,5,Control,3,11.6,A,40,Bei42_375,Bei42,375,10.8129475094612,10.9056854257238,82.1832669322709,11.6927379162626,0.486717083575722
45A,1,Control,3,10.9615384615385,A,65,sm21_375,sm21,375,10.8129475094612,10.9056854257238,82.1832669322709,11.0542763778011,0.790915260810549
45A,3,Control,3,11.0569620253165,A,79,sm21_375,sm21,375,10.8129475094612,10.9056854257238,82.1832669322709,11.1496999415791,0.961266240062052
45A,5,Control,3,10.9927536231884,A,69,sm21_375,sm21,375,10.8129475094612,10.9056854257238,82.1832669322709,11.085491539451,0.839586969168121
46A,1,Control,3,11.4047619047619,A,84,yak_375,yak,375,10.8129475094612,10.9056854257238,82.1832669322709,11.4974998210245,1.02210587550902
46A,3,Control,3,10.9358974358974,A,78,yak_375,yak,375,10.8129475094612,10.9056854257238,82.1832669322709,11.02863535216,0.949098312972659
46A,5,Control,3,11.0614035087719,A,57,yak_375,yak,375,10.8129475094612,10.9056854257238,82.1832669322709,11.1541414250345,0.693571844095404
3B,1,Control,3,10.5520833333333,B,96,ZW140_Ore,ZW140,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.6448212495959,1.16812100058173
3B,3,Control,3,10.9666666666667,B,30,ZW140_Ore,ZW140,Ore,10.8129475094612,10.9056854257238,82.1832669322709,11.0594045829293,0.365037812681792
3B,5,Control,3,11.1,B,45,ZW140_Ore,ZW140,Ore,10.8129475094612,10.9056854257238,82.1832669322709,11.1927379162626,0.547556719022688
5B,1,Control,3,10.375,B,8,ZW09_Ore,ZW09,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.4677379162626,0.0973434167151445
5B,3,Control,3,9.86363636363636,B,22,ZW09_Ore,ZW09,Ore,10.8129475094612,10.9056854257238,82.1832669322709,9.95637427989895,0.267694395966647
5B,5,Control,3,10.3181818181818,B,11,ZW09_Ore,ZW09,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.4109197344444,0.133847197983324
21B,1,Control,3,10.3846153846154,B,26,Bei52_Ore,Bei52,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.477353300878,0.31636610432422
21B,3,Control,3,9.83333333333333,B,18,Bei52_Ore,Bei52,Ore,10.8129475094612,10.9056854257238,82.1832669322709,9.92607124959592,0.219022687609075
21B,5,Control,3,10.5,B,23,Bei52_Ore,Bei52,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.5927379162626,0.27986232305604
22B,1,Control,3,10.4142857142857,B,70,Bei42_Ore,Bei42,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.5070236305483,0.851754896257514
22B,3,Control,3,10.1666666666667,B,66,Bei42_Ore,Bei42,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.2594045829293,0.803083187899942
22B,5,Control,3,10.4375,B,80,Bei42_Ore,Bei42,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.5302379162626,0.973434167151445
41B,1,Control,3,10.4,B,80,sm21_Ore,sm21,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.4927379162626,0.973434167151445
41B,3,Control,3,10.3045977011494,B,87,sm21_Ore,sm21,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.397335617412,1.0586096567772
41B,5,Control,3,10.4397590361446,B,83,sm21_Ore,sm21,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.5324969524072,1.00993794841962
42B,1,Control,3,10.2777777777778,B,27,yak_Ore,yak,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.3705156940404,0.328534031413613
42B,3,Control,3,10.75,B,40,yak_Ore,yak,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.8427379162626,0.486717083575722
42B,5,Control,3,10.1170212765957,B,47,yak_Ore,yak,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.2097591928583,0.571892573201474
12B,1,Control,3,11.4736842105263,B,76,ZW140_375,ZW140,375,10.8129475094612,10.9056854257238,82.1832669322709,11.5664221267889,0.924762458793872
12B,3,Control,3,11.2538461538462,B,65,ZW140_375,ZW140,375,10.8129475094612,10.9056854257238,82.1832669322709,11.3465840701088,0.790915260810549
12B,5,Control,3,10.6224489795918,B,49,ZW140_375,ZW140,375,10.8129475094612,10.9056854257238,82.1832669322709,10.7151868958544,0.59622842738026
14B,1,Control,3,11.0121951219512,B,41,ZW09_375,ZW09,375,10.8129475094612,10.9056854257238,82.1832669322709,11.1049330382138,0.498885010665115
14B,3,Control,3,11.04,B,50,ZW09_375,ZW09,375,10.8129475094612,10.9056854257238,82.1832669322709,11.1327379162626,0.608396354469653
14B,5,Control,3,10.9150943396226,B,53,ZW09_375,ZW09,375,10.8129475094612,10.9056854257238,82.1832669322709,11.0078322558852,0.644900135737832
31B,1,Control,3,10.7428571428571,B,70,Bei52_375,Bei52,375,10.8129475094612,10.9056854257238,82.1832669322709,10.8355950591197,0.851754896257514
31B,3,Control,3,11.0961538461538,B,52,Bei52_375,Bei52,375,10.8129475094612,10.9056854257238,82.1832669322709,11.1888917624164,0.632732208648439
31B,5,Control,3,10.9366197183099,B,71,Bei52_375,Bei52,375,10.8129475094612,10.9056854257238,82.1832669322709,11.0293576345725,0.863922823346907
32B,1,Control,3,11.3518518518519,B,54,Bei42_375,Bei42,375,10.8129475094612,10.9056854257238,82.1832669322709,11.4445897681145,0.657068062827225
32B,3,Control,3,11.1571428571429,B,35,Bei42_375,Bei42,375,10.8129475094612,10.9056854257238,82.1832669322709,11.2498807734055,0.425877448128757
32B,5,Control,3,11.4583333333333,B,48,Bei42_375,Bei42,375,10.8129475094612,10.9056854257238,82.1832669322709,11.5510712495959,0.584060500290867
45B,1,Control,3,11.5,B,46,sm21_375,sm21,375,10.8129475094612,10.9056854257238,82.1832669322709,11.5927379162626,0.559724646112081
45B,3,Control,3,11.5,B,34,sm21_375,sm21,375,10.8129475094612,10.9056854257238,82.1832669322709,11.5927379162626,0.413709521039364
45B,5,Control,3,11.5232558139535,B,43,sm21_375,sm21,375,10.8129475094612,10.9056854257238,82.1832669322709,11.6159937302161,0.523220864843902
46B,1,Control,3,12.4545454545455,B,44,yak_375,yak,375,10.8129475094612,10.9056854257238,82.1832669322709,12.5472833708081,0.535388791933295
46B,3,Control,3,11.387323943662,B,71,yak_375,yak,375,10.8129475094612,10.9056854257238,82.1832669322709,11.4800618599246,0.863922823346907
46B,5,Control,3,11.4402985074627,B,67,yak_375,yak,375,10.8129475094612,10.9056854257238,82.1832669322709,11.5330364237253,0.815251114989335
Ore,1,Control,3,10.7833333333333,parental,60,Ore_Ore,Ore,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.8760712495959,0.730075625363584
Ore,3,Control,3,10.6641791044776,parental,67,Ore_Ore,Ore,Ore,10.8129475094612,10.9056854257238,82.1832669322709,10.7569170207402,0.815251114989335
Ore,5,Control,3,10.9754098360656,parental,61,Ore_Ore,Ore,Ore,10.8129475094612,10.9056854257238,82.1832669322709,11.0681477523282,0.742243552452977
375,1,Control,3,11.0581395348837,parental,86,375_375,375,375,10.8129475094612,10.9056854257238,82.1832669322709,11.1508774511463,1.0464417296878
375,3,Control,3,11.1111111111111,parental,72,375_375,375,375,10.8129475094612,10.9056854257238,82.1832669322709,11.2038490273737,0.8760907504363
375,5,Control,3,11.1022727272727,parental,88,375_375,375,375,10.8129475094612,10.9056854257238,82.1832669322709,11.1950106435353,1.07077758386659
Ore,1,Rotenone,3,11.4736842105263,parental,38,Ore_Ore,Ore,Ore,11.4359901152569,11.1795857388088,68.9741035856574,11.2172798340783,0.550931407942238
Ore,3,Rotenone,3,11.4130434782609,parental,46,Ore_Ore,Ore,Ore,11.4359901152569,11.1795857388088,68.9741035856574,11.1566391018129,0.666916967509025
Ore,5,Rotenone,3,11.0147058823529,parental,68,Ore_Ore,Ore,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.7583015059049,0.98587725631769
375,1,Rotenone,3,11.3039215686275,parental,51,375_375,375,375,11.4359901152569,11.1795857388088,68.9741035856574,11.0475171921795,0.739407942238267
375,3,Rotenone,3,11.7307692307692,parental,52,375_375,375,375,11.4359901152569,11.1795857388088,68.9741035856574,11.4743648543212,0.753906137184115
375,5,Rotenone,3,11.6506849315068,parental,73,375_375,375,375,11.4359901152569,11.1795857388088,68.9741035856574,11.3942805550588,1.05836823104693
3A,1,Rotenone,3,10.8846153846154,A,26,ZW140_Ore,ZW140,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.6282110081674,0.376953068592058
3A,3,Rotenone,3,10.8448275862069,A,29,ZW140_Ore,ZW140,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.5884232097589,0.420447653429603
3A,5,Rotenone,3,10.625,A,16,ZW140_Ore,ZW140,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.368595623552,0.231971119133574
5A,1,Rotenone,3,10.7549019607843,A,51,ZW09_Ore,ZW09,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.4984975843363,0.739407942238267
5A,3,Rotenone,3,11.14,A,50,ZW09_Ore,ZW09,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.883595623552,0.724909747292419
5A,5,Rotenone,3,11.0066666666667,A,75,ZW09_Ore,ZW09,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.7502622902187,1.08736462093863
21A,1,Rotenone,3,11.0714285714286,A,56,Bei52_Ore,Bei52,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.8150241949806,0.811898916967509
21A,3,Rotenone,3,10.8870967741935,A,31,Bei52_Ore,Bei52,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.6306923977455,0.4494440433213
21A,5,Rotenone,3,11.5192307692308,A,52,Bei52_Ore,Bei52,Ore,11.4359901152569,11.1795857388088,68.9741035856574,11.2628263927828,0.753906137184115
22A,1,Rotenone,3,11.2142857142857,A,14,Bei42_Ore,Bei42,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.9578813378377,0.202974729241877
22A,3,Rotenone,3,11.1774193548387,A,31,Bei42_Ore,Bei42,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.9210149783907,0.4494440433213
22A,5,Rotenone,3,10.9347826086957,A,23,Bei42_Ore,Bei42,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.6783782322477,0.333458483754513
41A,1,Rotenone,3,11.4183673469388,A,49,sm21_Ore,sm21,Ore,11.4359901152569,11.1795857388088,68.9741035856574,11.1619629704908,0.71041155234657
41A,3,Rotenone,3,10.9915254237288,A,59,sm21_Ore,sm21,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.7351210472808,0.855393501805054
41A,5,Rotenone,3,11.4545454545455,A,44,sm21_Ore,sm21,Ore,11.4359901152569,11.1795857388088,68.9741035856574,11.1981410780975,0.637920577617328
42A,1,Rotenone,3,11.0555555555556,A,18,yak_Ore,yak,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.7991511791076,0.260967509025271
42A,3,Rotenone,3,11.1363636363636,A,33,yak_Ore,yak,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.8799592599156,0.478440433212996
42A,5,Rotenone,3,11.25,A,12,yak_Ore,yak,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.993595623552,0.173978339350181
12A,1,Rotenone,3,11.5987654320988,A,81,ZW140_375,ZW140,375,11.4359901152569,11.1795857388088,68.9741035856574,11.3423610556508,1.17435379061372
12A,3,Rotenone,3,11.4210526315789,A,38,ZW140_375,ZW140,375,11.4359901152569,11.1795857388088,68.9741035856574,11.1646482551309,0.550931407942238
12A,5,Rotenone,3,11.6707317073171,A,41,ZW140_375,ZW140,375,11.4359901152569,11.1795857388088,68.9741035856574,11.4143273308691,0.594425992779783
14A,1,Rotenone,3,11.5625,A,64,ZW09_375,ZW09,375,11.4359901152569,11.1795857388088,68.9741035856574,11.306095623552,0.927884476534296
14A,3,Rotenone,3,11.2678571428571,A,56,ZW09_375,ZW09,375,11.4359901152569,11.1795857388088,68.9741035856574,11.0114527664091,0.811898916967509
14A,5,Rotenone,3,11.6372549019608,A,51,ZW09_375,ZW09,375,11.4359901152569,11.1795857388088,68.9741035856574,11.3808505255128,0.739407942238267
31A,1,Rotenone,3,11.9285714285714,A,49,Bei52_375,Bei52,375,11.4359901152569,11.1795857388088,68.9741035856574,11.6721670521234,0.71041155234657
31A,3,Rotenone,3,11.6836734693878,A,49,Bei52_375,Bei52,375,11.4359901152569,11.1795857388088,68.9741035856574,11.4272690929398,0.71041155234657
31A,5,Rotenone,3,11.5851063829787,A,47,Bei52_375,Bei52,375,11.4359901152569,11.1795857388088,68.9741035856574,11.3287020065307,0.681415162454874
32A,1,Rotenone,3,11.6232876712329,A,73,Bei42_375,Bei42,375,11.4359901152569,11.1795857388088,68.9741035856574,11.3668832947849,1.05836823104693
32A,3,Rotenone,3,11.3695652173913,A,46,Bei42_375,Bei42,375,11.4359901152569,11.1795857388088,68.9741035856574,11.1131608409433,0.666916967509025
32A,5,Rotenone,3,12.0744680851064,A,47,Bei42_375,Bei42,375,11.4359901152569,11.1795857388088,68.9741035856574,11.8180637086584,0.681415162454874
45A,1,Rotenone,3,11.6509433962264,A,53,sm21_375,sm21,375,11.4359901152569,11.1795857388088,68.9741035856574,11.3945390197784,0.768404332129964
45A,3,Rotenone,3,11.804347826087,A,46,sm21_375,sm21,375,11.4359901152569,11.1795857388088,68.9741035856574,11.547943449639,0.666916967509025
45A,5,Rotenone,3,11.8,A,50,sm21_375,sm21,375,11.4359901152569,11.1795857388088,68.9741035856574,11.543595623552,0.724909747292419
46A,1,Rotenone,3,11.483606557377,A,61,yak_375,yak,375,11.4359901152569,11.1795857388088,68.9741035856574,11.227202180929,0.884389891696751
46A,3,Rotenone,3,11.4090909090909,A,55,yak_375,yak,375,11.4359901152569,11.1795857388088,68.9741035856574,11.1526865326429,0.797400722021661
46A,5,Rotenone,3,11.8066666666667,A,75,yak_375,yak,375,11.4359901152569,11.1795857388088,68.9741035856574,11.5502622902187,1.08736462093863
3B,1,Rotenone,3,10.8529411764706,B,17,ZW140_Ore,ZW140,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.5965368000226,0.246469314079422
3B,3,Rotenone,3,10.8421052631579,B,38,ZW140_Ore,ZW140,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.5857008867099,0.550931407942238
3B,5,Rotenone,3,10.7272727272727,B,22,ZW140_Ore,ZW140,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.4708683508247,0.318960288808664
5B,1,Rotenone,3,10.9736842105263,B,19,ZW09_Ore,ZW09,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.7172798340783,0.275465703971119
5B,3,Rotenone,3,11.1875,B,16,ZW09_Ore,ZW09,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.931095623552,0.231971119133574
5B,5,Rotenone,3,11.2,B,20,ZW09_Ore,ZW09,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.943595623552,0.289963898916967
21B,1,Rotenone,3,11.0454545454545,B,44,Bei52_Ore,Bei52,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.7890501690065,0.637920577617328
21B,3,Rotenone,3,11.195652173913,B,46,Bei52_Ore,Bei52,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.939247797465,0.666916967509025
21B,5,Rotenone,3,10.8493975903614,B,83,Bei52_Ore,Bei52,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.5929932139134,1.20335018050542
22B,1,Rotenone,3,10.7978723404255,B,47,Bei42_Ore,Bei42,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.5414679639775,0.681415162454874
22B,3,Rotenone,3,11.1282051282051,B,78,Bei42_Ore,Bei42,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.8718007517571,1.13085920577617
22B,5,Rotenone,3,10.9782608695652,B,46,Bei42_Ore,Bei42,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.7218564931172,0.666916967509025
41B,1,Rotenone,3,11.2209302325581,B,43,sm21_Ore,sm21,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.9645258561101,0.62342238267148
41B,3,Rotenone,3,11.0925925925926,B,54,sm21_Ore,sm21,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.8361882161446,0.782902527075812
41B,5,Rotenone,3,11.2460317460317,B,63,sm21_Ore,sm21,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.9896273695837,0.913386281588448
42B,1,Rotenone,3,10.8529411764706,B,17,yak_Ore,yak,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.5965368000226,0.246469314079422
42B,3,Rotenone,3,10.6111111111111,B,18,yak_Ore,yak,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.3547067346631,0.260967509025271
42B,5,Rotenone,3,11.0714285714286,B,42,yak_Ore,yak,Ore,11.4359901152569,11.1795857388088,68.9741035856574,10.8150241949806,0.608924187725632
12B,1,Rotenone,3,11.4777777777778,B,45,ZW140_375,ZW140,375,11.4359901152569,11.1795857388088,68.9741035856574,11.2213734013298,0.652418772563177
12B,3,Rotenone,3,11.3684210526316,B,38,ZW140_375,ZW140,375,11.4359901152569,11.1795857388088,68.9741035856574,11.1120166761836,0.550931407942238
12B,5,Rotenone,3,11.3372093023256,B,43,ZW140_375,ZW140,375,11.4359901152569,11.1795857388088,68.9741035856574,11.0808049258776,0.62342238267148
14B,1,Rotenone,3,11.734375,B,64,ZW09_375,ZW09,375,11.4359901152569,11.1795857388088,68.9741035856574,11.477970623552,0.927884476534296
14B,3,Rotenone,3,11.4454545454545,B,55,ZW09_375,ZW09,375,11.4359901152569,11.1795857388088,68.9741035856574,11.1890501690065,0.797400722021661
14B,5,Rotenone,3,11.2719298245614,B,57,ZW09_375,ZW09,375,11.4359901152569,11.1795857388088,68.9741035856574,11.0155254481134,0.826397111913357
31B,1,Rotenone,3,11.4428571428571,B,70,Bei52_375,Bei52,375,11.4359901152569,11.1795857388088,68.9741035856574,11.1864527664091,1.01487364620939
31B,3,Rotenone,3,11.171875,B,64,Bei52_375,Bei52,375,11.4359901152569,11.1795857388088,68.9741035856574,10.915470623552,0.927884476534296
31B,5,Rotenone,3,11.2884615384615,B,52,Bei52_375,Bei52,375,11.4359901152569,11.1795857388088,68.9741035856574,11.0320571620135,0.753906137184115
32B,1,Rotenone,3,11.1666666666667,B,60,Bei42_375,Bei42,375,11.4359901152569,11.1795857388088,68.9741035856574,10.9102622902187,0.869891696750902
32B,3,Rotenone,3,11.0384615384615,B,52,Bei42_375,Bei42,375,11.4359901152569,11.1795857388088,68.9741035856574,10.7820571620135,0.753906137184115
32B,5,Rotenone,3,11.25,B,44,Bei42_375,Bei42,375,11.4359901152569,11.1795857388088,68.9741035856574,10.993595623552,0.637920577617328
45B,1,Rotenone,3,11.2234042553191,B,47,sm21_375,sm21,375,11.4359901152569,11.1795857388088,68.9741035856574,10.9669998788711,0.681415162454874
45B,3,Rotenone,3,11.4452054794521,B,73,sm21_375,sm21,375,11.4359901152569,11.1795857388088,68.9741035856574,11.1888011030041,1.05836823104693
45B,5,Rotenone,3,11.2708333333333,B,48,sm21_375,sm21,375,11.4359901152569,11.1795857388088,68.9741035856574,11.0144289568853,0.695913357400722
46B,1,Rotenone,3,11.8461538461538,B,52,yak_375,yak,375,11.4359901152569,11.1795857388088,68.9741035856574,11.5897494697058,0.753906137184115
46B,3,Rotenone,3,11.8623188405797,B,69,yak_375,yak,375,11.4359901152569,11.1795857388088,68.9741035856574,11.6059144641317,1.00037545126354
46B,5,Rotenone,3,12.0897435897436,B,78,yak_375,yak,375,11.4359901152569,11.1795857388088,68.9741035856574,11.8333392132956,1.13085920577617
6A,1,Control,4,10.6460674157303,A,89,ZH42_Ore,ZH42,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.5485759360935,1.08294551095598
6A,3,Control,4,11.9130434782609,A,46,ZH42_Ore,ZH42,Ore,11.0031769053606,10.9056854257238,82.1832669322709,11.8155519986241,0.559724646112081
6A,5,Control,4,10.8733333333333,A,75,ZH42_Ore,ZH42,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.7758418536965,0.912594531704479
6B,1,Control,4,10.4428571428571,B,35,ZH42_Ore,ZH42,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.3453656632203,0.425877448128757
6B,3,Control,4,10.9109589041096,B,73,ZH42_Ore,ZH42,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.8134674244728,0.888258677525693
6B,5,Control,4,10.3571428571429,B,56,ZH42_Ore,ZH42,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.2596513775061,0.681403917006011
15A,1,Control,4,11.1981132075472,A,53,ZH42_375,ZH42,375,11.0031769053606,10.9056854257238,82.1832669322709,11.1006217279104,0.644900135737832
15A,3,Control,4,11.7666666666667,A,30,ZH42_375,ZH42,375,11.0031769053606,10.9056854257238,82.1832669322709,11.6691751870299,0.365037812681792
15A,5,Control,4,11.1153846153846,A,52,ZH42_375,ZH42,375,11.0031769053606,10.9056854257238,82.1832669322709,11.0178931357478,0.632732208648439
15B,1,Control,4,10.9252873563218,B,87,ZH42_375,ZH42,375,11.0031769053606,10.9056854257238,82.1832669322709,10.827795876685,1.0586096567772
15B,3,Control,4,10.8552631578947,B,76,ZH42_375,ZH42,375,11.0031769053606,10.9056854257238,82.1832669322709,10.7577716782579,0.924762458793872
15B,5,Control,4,10.7058823529412,B,68,ZH42_375,ZH42,375,11.0031769053606,10.9056854257238,82.1832669322709,10.6083908733044,0.827419042078728
27A,1,Control,4,10.9180327868852,A,122,Bei05_Ore,Bei05,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.8205413072484,1.48448710490595
27A,3,Control,4,11.0326086956522,A,92,Bei05_Ore,Bei05,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.9351172160154,1.11944929222416
27A,5,Control,4,11.0148514851485,A,101,Bei05_Ore,Bei05,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.9173600055117,1.2289606360287
27B,1,Control,4,10.4405940594059,B,101,Bei05_Ore,Bei05,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.3431025797691,1.2289606360287
27B,3,Control,4,11.4622641509434,B,106,Bei05_Ore,Bei05,Ore,11.0031769053606,10.9056854257238,82.1832669322709,11.3647726713066,1.28980027147566
27B,5,Control,4,11.1621621621622,B,74,Bei05_Ore,Bei05,Ore,11.0031769053606,10.9056854257238,82.1832669322709,11.0646706825254,0.900426604615086
37A,1,Control,4,11.4818181818182,A,55,Bei05_375,Bei05,375,11.0031769053606,10.9056854257238,82.1832669322709,11.3843267021814,0.669235989916618
37A,3,Control,4,11.1065573770492,A,61,Bei05_375,Bei05,375,11.0031769053606,10.9056854257238,82.1832669322709,11.0090658974124,0.742243552452977
37A,5,Control,4,11.6095890410959,A,73,Bei05_375,Bei05,375,11.0031769053606,10.9056854257238,82.1832669322709,11.5120975614591,0.888258677525693
37B,1,Control,4,10.6016949152542,B,59,Bei05_375,Bei05,375,11.0031769053606,10.9056854257238,82.1832669322709,10.5042034356174,0.71790769827419
37B,3,Control,4,10.7291666666667,B,48,Bei05_375,Bei05,375,11.0031769053606,10.9056854257238,82.1832669322709,10.6316751870299,0.584060500290867
37B,5,Control,4,11.3181818181818,B,33,Bei05_375,Bei05,375,11.0031769053606,10.9056854257238,82.1832669322709,11.220690338545,0.401541593949971
41A,1,Control,4,10.7769230769231,A,65,sm21_Ore,sm21,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.6794315972863,0.790915260810549
41A,3,Control,4,11.6063829787234,A,47,sm21_Ore,sm21,Ore,11.0031769053606,10.9056854257238,82.1832669322709,11.5088914990866,0.571892573201474
41A,5,Control,4,10.6086956521739,A,92,sm21_Ore,sm21,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.5112041725371,1.11944929222416
42A,1,Control,4,11.7894736842105,A,38,yak_Ore,yak,Ore,11.0031769053606,10.9056854257238,82.1832669322709,11.6919822045737,0.462381229396936
42A,3,Control,4,12,A,46,yak_Ore,yak,Ore,11.0031769053606,10.9056854257238,82.1832669322709,11.9025085203632,0.559724646112081
