"Nuc","emmean","SE","df","lower.CL","upper.CL"
"375",1.13424557623808,0.00927088809875627,49.6163631789921,1.11562088144371,1.15287027103245
"Ore",1.23297411723468,0.0092324650263938,48.5059847505482,1.21441600334365,1.25153223112572
