"Nuc","emmean","SE","df","asymp.LCL","asymp.UCL"
"375",0.846014503478114,0.00454065170722041,Inf,0.837114989665622,0.854914017290606
"Ore",0.792968674081455,0.00453857220564452,Inf,0.784073236017157,0.801864112145752
