Mito,Nuc,Sex,Rep,Slope,Build,Vial,Set,Treatment,Stock,Set_adj,Pos_adj,Y_adj
Bei23,Ore,M,2,2.0387,A,3,9,Rotenone,24A,2.86324861111111,2.80163090211132,1.97708229100021
Bei23,Ore,M,2,2.5679,A,4,9,Rotenone,24A,2.86324861111111,2.80163090211132,2.50628229100021
Bei23,Ore,M,2,3.4004,A,5,9,Rotenone,24A,2.86324861111111,2.80163090211132,3.33878229100021
Bei23,Ore,M,2,2.664,A,6,9,Rotenone,24A,2.86324861111111,2.80163090211132,2.60238229100021
Bei23,Ore,M,3,2.7482,A,1,9,Rotenone,24A,2.86324861111111,2.80163090211132,2.68658229100021
Bei23,Ore,M,3,2.0664,A,2,9,Rotenone,24A,2.86324861111111,2.80163090211132,2.00478229100021
Bei23,Ore,M,3,3.2108,A,3,9,Rotenone,24A,2.86324861111111,2.80163090211132,3.14918229100021
Bei23,Ore,M,3,1.9427,A,4,9,Rotenone,24A,2.86324861111111,2.80163090211132,1.88108229100021
Bei23,Ore,M,3,2.7549,A,5,9,Rotenone,24A,2.86324861111111,2.80163090211132,2.69328229100021
Bei23,Ore,M,3,2.2885,A,6,9,Rotenone,24A,2.86324861111111,2.80163090211132,2.22688229100021
Bei59,375,F,1,1.863,A,1,9,Control,29A,2.42008611111111,2.38444825581395,1.82736214470284
Bei59,375,F,1,2.8897,A,2,9,Control,29A,2.42008611111111,2.38444825581395,2.85406214470284
Bei59,375,F,1,2.941,A,3,9,Control,29A,2.42008611111111,2.38444825581395,2.90536214470284
Bei59,375,F,1,2.6869,A,4,9,Control,29A,2.42008611111111,2.38444825581395,2.65126214470284
Bei59,375,F,1,3.364,A,5,9,Control,29A,2.42008611111111,2.38444825581395,3.32836214470284
Bei59,375,F,1,2.5058,A,6,9,Control,29A,2.42008611111111,2.38444825581395,2.47016214470284
Bei59,375,F,2,1.93,A,1,9,Control,29A,2.42008611111111,2.38444825581395,1.89436214470284
Bei59,375,F,2,2.9871,A,2,9,Control,29A,2.42008611111111,2.38444825581395,2.95146214470284
Bei59,375,F,2,3.2002,A,3,9,Control,29A,2.42008611111111,2.38444825581395,3.16456214470284
Bei59,375,F,2,2.2624,A,4,9,Control,29A,2.42008611111111,2.38444825581395,2.22676214470284
Bei59,375,F,2,2.5535,A,5,9,Control,29A,2.42008611111111,2.38444825581395,2.51786214470284
Bei59,375,F,2,2.993,A,6,9,Control,29A,2.42008611111111,2.38444825581395,2.95736214470284
Bei59,375,F,3,2.6476,A,1,9,Control,29A,2.42008611111111,2.38444825581395,2.61196214470284
Bei59,375,F,3,2.6644,A,2,9,Control,29A,2.42008611111111,2.38444825581395,2.62876214470284
Bei59,375,F,3,3.4535,A,3,9,Control,29A,2.42008611111111,2.38444825581395,3.41786214470284
Bei59,375,F,3,2.515,A,4,9,Control,29A,2.42008611111111,2.38444825581395,2.47936214470284
Bei59,375,F,3,3.2123,A,5,9,Control,29A,2.42008611111111,2.38444825581395,3.17666214470284
Bei59,375,F,3,2.4883,A,6,9,Control,29A,2.42008611111111,2.38444825581395,2.45266214470284
Bei59,375,M,1,3.3316,A,1,9,Control,29A,2.71747916666667,2.88793518219929,3.50205601553262
Bei59,375,M,1,0.7052,A,2,9,Control,29A,2.71747916666667,2.88793518219929,0.875656015532624
