Mito,Nuc,treatment,Sex,Day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err,vial,build
Bei23,375,R,F,71223,2,Bei23_375AR_F_071223__4,10,60,2.882,43.6608,0.9939,0,0.0254,4,A
Bei23,375,R,F,71223,2,Bei23_375AR_F_071223__5,56,106,2.567,45.765,0.9947,0,0.0211,5,A
Bei23,375,R,F,71223,2,Bei23_375AR_F_071223__6,88,138,2.6206,29.4127,0.9807,0,0.0415,6,A
Bei23,375,R,F,71223,3,Bei23_375AR_F_071223__1,37,87,3.3577,7.775,0.9899,0,0.0381,1,A
Bei23,375,R,F,71223,3,Bei23_375AR_F_071223__2,61,111,3.1054,19.3301,0.9977,0,0.0166,2,A
Bei23,375,R,F,71223,3,Bei23_375AR_F_071223__3,78,128,3.3154,36.2405,0.99,0,0.0376,3,A
Bei23,375,R,F,71223,3,Bei23_375AR_F_071223__4,53,103,3.922,1.5473,0.9889,0,0.0468,4,A
Bei23,375,R,F,71223,3,Bei23_375AR_F_071223__5,75,125,3.8405,-60.2316,0.9909,0,0.0414,5,A
Bei23,375,R,F,71223,3,Bei23_375AR_F_071223__6,37,87,3.409,33.3384,0.9852,0,0.0471,6,A
Bei23,375,R,F,71323,1,Bei23_375BR_F_071323__1,74,124,2.9426,45.433,0.9802,0,0.0472,1,B
Bei23,375,R,F,71323,1,Bei23_375BR_F_071323__2,43,93,2.4255,60.1891,0.9907,0,0.0264,2,B
Bei23,375,R,F,71323,1,Bei23_375BR_F_071323__3,27,77,2.9929,73.1016,0.9937,0,0.0269,3,B
Bei23,375,R,F,71323,1,Bei23_375BR_F_071323__4,20,70,2.8573,56.6607,0.986,0,0.0383,4,B
Bei23,375,R,F,71323,1,Bei23_375BR_F_071323__5,92,142,2.5394,41.3586,0.9688,0,0.0516,5,B
Bei23,375,R,F,71323,1,Bei23_375BR_F_071323__6,0,50,2.4095,86.232,0.9676,0,0.0499,6,B
Bei23,375,R,F,71323,2,Bei23_375BR_F_071323__1,72,122,4.1769,-11.3665,0.9939,0,0.0367,1,B
Bei23,375,R,F,71323,2,Bei23_375BR_F_071323__2,16,66,3.2503,60.5592,0.9941,0,0.0281,2,B
Bei23,375,R,F,71323,2,Bei23_375BR_F_071323__3,72,122,4.0133,-1.8631,0.9954,0,0.0307,3,B
Bei23,375,R,F,71323,2,Bei23_375BR_F_071323__4,25,75,3.7046,36.9866,0.9931,0,0.0348,4,B
Bei23,375,R,F,71323,2,Bei23_375BR_F_071323__5,53,103,3.1766,17.9589,0.9921,0,0.0319,5,B
Bei23,375,R,F,71323,2,Bei23_375BR_F_071323__6,63,113,3.526,8.2245,0.9972,0,0.021,6,B
Bei23,375,R,F,71323,3,Bei23_375BR_F_071323__1,28,78,3.1525,45.4196,0.9936,0,0.0284,1,B
Bei23,375,R,F,71323,3,Bei23_375BR_F_071323__2,59,109,3.6808,35.3021,0.9985,0,0.0162,2,B
Bei23,375,R,F,71323,3,Bei23_375BR_F_071323__3,20,70,3.6542,57.2693,0.9933,0,0.0337,3,B
Bei23,375,R,F,71323,3,Bei23_375BR_F_071323__4,63,113,3.7118,45.1646,0.9966,0,0.0242,4,B
Bei23,375,R,F,71323,3,Bei23_375BR_F_071323__5,47,97,3.694,47.3701,0.9936,0,0.0334,5,B
Bei23,375,R,F,71323,3,Bei23_375BR_F_071323__6,15,65,3.9395,38.8939,0.9869,0,0.051,6,B
Bei23,375,R,M,71223,1,Bei23_375AR_M_071223__1,12,62,3.5813,37.9901,0.9921,0,0.0359,1,A
Bei23,375,R,M,71223,1,Bei23_375AR_M_071223__2,65,115,2.5832,104.3329,0.9885,0,0.0314,2,A
Bei23,375,R,M,71223,1,Bei23_375AR_M_071223__3,10,60,3.3773,58.2179,0.9755,0,0.0604,3,A
Bei23,375,R,M,71223,1,Bei23_375AR_M_071223__4,25,75,2.333,58.0754,0.9829,0,0.0347,4,A
Bei23,375,R,M,71223,1,Bei23_375AR_M_071223__5,5,55,3.6104,61.3776,0.9829,0,0.0537,5,A
Bei23,375,R,M,71223,1,Bei23_375AR_M_071223__6,15,65,2.1112,71.776,0.9836,0,0.0307,6,A
Bei23,375,R,M,71223,2,Bei23_375AR_M_071223__1,27,77,3.3494,40.2875,0.9937,0,0.03,1,A
Bei23,375,R,M,71223,2,Bei23_375AR_M_071223__2,4,54,3.7951,68.4753,0.9929,0,0.036,2,A
Bei23,375,R,M,71223,2,Bei23_375AR_M_071223__3,48,98,3.3003,58.551,0.9818,0,0.0506,3,A
Bei23,375,R,M,71223,2,Bei23_375AR_M_071223__4,19,69,4.0307,51.517,0.9946,0,0.0335,4,A
Bei23,375,R,M,71223,2,Bei23_375AR_M_071223__5,87,137,3.3446,-16.1671,0.9814,0,0.0519,5,A
Bei23,375,R,M,71223,2,Bei23_375AR_M_071223__6,15,65,3.3791,65.6816,0.9952,0,0.0264,6,A
Bei23,375,R,M,71223,3,Bei23_375AR_M_071223__1,11,61,2.8269,65.9432,0.9923,0,0.028,1,A
Bei23,375,R,M,71223,3,Bei23_375AR_M_071223__2,72,122,3.3743,21.9281,0.9873,0,0.043,2,A
Bei23,375,R,M,71223,3,Bei23_375AR_M_071223__3,35,85,3.5447,36.3309,0.9915,0,0.037,3,A
Bei23,375,R,M,71223,3,Bei23_375AR_M_071223__4,0,50,2.2687,85.7891,0.9657,0,0.0485,4,A
Bei23,375,R,M,71223,3,Bei23_375AR_M_071223__5,10,60,3.8898,37.2655,0.9916,0,0.0402,5,A
Bei23,375,R,M,71223,3,Bei23_375AR_M_071223__6,0,50,2.1577,43.0716,0.9867,0,0.0282,6,A
Bei23,375,R,M,71323,1,Bei23_375BR_M_071323__1,12,62,3.6567,53.5217,0.9781,0,0.0618,1,B
Bei23,375,R,M,71323,1,Bei23_375BR_M_071323__2,1,51,3.1657,113.9123,0.9824,0,0.0477,2,B
Bei23,375,R,M,71323,1,Bei23_375BR_M_071323__3,61,111,3.1957,88.1079,0.9834,0,0.0468,3,B
Bei23,375,R,M,71323,1,Bei23_375BR_M_071323__4,51,101,4.212,25.0414,0.9943,0,0.0359,4,B
Bei23,375,R,M,71323,1,Bei23_375BR_M_071323__5,0,50,2.9558,58.9633,0.9796,0,0.0481,5,B
Bei23,375,R,M,71323,1,Bei23_375BR_M_071323__6,47,97,3.4171,88.3888,0.9802,0,0.0548,6,B
Bei23,375,R,M,71323,2,Bei23_375BR_M_071323__1,11,61,3.411,47.6644,0.9875,0,0.0433,1,B
Bei23,375,R,M,71323,2,Bei23_375BR_M_071323__2,0,50,2.7817,126.6978,0.9398,0,0.0803,2,B
Bei23,375,R,M,71323,2,Bei23_375BR_M_071323__3,2,52,3.3723,98.847,0.9716,0,0.0652,3,B
Bei23,375,R,M,71323,2,Bei23_375BR_M_071323__4,49,99,3.5104,21.4358,0.979,0,0.058,4,B
Bei23,375,R,M,71323,2,Bei23_375BR_M_071323__5,46,96,2.8827,98.5657,0.981,0,0.0452,5,B
Bei23,375,R,M,71323,2,Bei23_375BR_M_071323__6,48,98,4.1085,62.7305,0.9872,0,0.0527,6,B
Bei23,375,R,M,71323,3,Bei23_375BR_M_071323__1,3,53,3.415,58.9095,0.9923,0,0.0338,1,B
Bei23,375,R,M,71323,3,Bei23_375BR_M_071323__2,67,117,2.788,100.4392,0.987,0,0.036,2,B
Bei23,375,R,M,71323,3,Bei23_375BR_M_071323__3,11,61,3.6376,62.4394,0.9925,0,0.0355,3,B
Bei23,375,R,M,71323,3,Bei23_375BR_M_071323__4,6,56,4.1405,84.0176,0.9873,0,0.0529,4,B
Bei23,375,R,M,71323,3,Bei23_375BR_M_071323__5,0,50,2.6708,93.3542,0.9746,0,0.0487,5,B
Bei23,375,R,M,71323,3,Bei23_375BR_M_071323__6,2,52,3.3172,50.5507,0.9883,0,0.0406,6,B
Bei23,Ore,C,F,71223,1,Bei23_OreAC_F_071223__1,90,140,1.926,30.4563,0.9846,0,0.0272,1,A
Bei23,Ore,C,F,71223,1,Bei23_OreAC_F_071223__2,44,94,1.15,31.9374,0.9818,0,0.0176,2,A
Bei23,Ore,C,F,71223,1,Bei23_OreAC_F_071223__3,50,100,1.4308,81.0638,0.9506,0,0.0371,3,A
Bei23,Ore,C,F,71223,1,Bei23_OreAC_F_071223__4,71,121,2.5628,-6.202,0.981,0,0.0402,4,A
Bei23,Ore,C,F,71223,1,Bei23_OreAC_F_071223__5,32,82,1.7113,35.5573,0.9689,0,0.0347,5,A
Bei23,Ore,C,F,71223,1,Bei23_OreAC_F_071223__6,59,109,1.6499,28.7742,0.9542,0,0.0411,6,A
Bei23,Ore,C,F,71223,2,Bei23_OreAC_F_071223__1,84,134,1.8679,9.4412,0.9816,0,0.0289,1,A
Bei23,Ore,C,F,71223,2,Bei23_OreAC_F_071223__2,63,113,0.8872,32.9427,0.9472,0,0.0238,2,A
Bei23,Ore,C,F,71223,2,Bei23_OreAC_F_071223__3,77,127,2.5745,-29.8954,0.9868,0,0.0336,3,A
Bei23,Ore,C,F,71223,2,Bei23_OreAC_F_071223__4,76,126,2.7482,-10.9968,0.9607,0,0.063,4,A
Bei23,Ore,C,F,71223,2,Bei23_OreAC_F_071223__5,23,73,1.0526,39.4021,0.9482,0,0.028,5,A
Bei23,Ore,C,F,71223,2,Bei23_OreAC_F_071223__6,19,69,1.6663,47.4412,0.9604,0,0.0384,6,A
Bei23,Ore,C,F,71223,3,Bei23_OreAC_F_071223__1,79,129,2.2909,-20.0337,0.9821,0,0.0349,1,A
Bei23,Ore,C,F,71223,3,Bei23_OreAC_F_071223__2,50,100,1.3079,19.1715,0.9743,0,0.024,2,A
Bei23,Ore,C,F,71223,3,Bei23_OreAC_F_071223__3,44,94,1.3001,15.1641,0.9825,0,0.0195,3,A
Bei23,Ore,C,F,71223,3,Bei23_OreAC_F_071223__4,91,141,1.775,67.6211,0.9906,0,0.0195,4,A
Bei23,Ore,C,F,71223,3,Bei23_OreAC_F_071223__5,87,137,1.4359,20.298,0.9105,0,0.0518,5,A
Bei23,Ore,C,F,71223,3,Bei23_OreAC_F_071223__6,26,76,1.474,28.4828,0.987,0,0.0191,6,A
Bei23,Ore,C,F,71323,1,Bei23_OreBC_F_071323__1,23,73,1.921,44.0489,0.9793,0,0.0315,1,B
Bei23,Ore,C,F,71323,1,Bei23_OreBC_F_071323__2,49,99,2.1118,49.24,0.9777,0,0.036,2,B
Bei23,Ore,C,F,71323,1,Bei23_OreBC_F_071323__3,83,133,1.7483,20.7161,0.9855,0,0.0239,3,B
Bei23,Ore,C,F,71323,1,Bei23_OreBC_F_071323__4,33,83,1.8922,22.7047,0.9771,0,0.0327,4,B
Bei23,Ore,C,F,71323,1,Bei23_OreBC_F_071323__5,38,88,1.9629,30.5227,0.9757,0,0.035,5,B
Bei23,Ore,C,F,71323,1,Bei23_OreBC_F_071323__6,85,135,1.6673,44.7134,0.9793,0,0.0273,6,B
Bei23,Ore,C,F,71323,2,Bei23_OreBC_F_071323__1,92,142,1.9859,44.7792,0.9978,0,0.0105,1,B
Bei23,Ore,C,F,71323,2,Bei23_OreBC_F_071323__2,32,82,2.2228,30.406,0.9297,0,0.0699,2,B
Bei23,Ore,C,F,71323,2,Bei23_OreBC_F_071323__3,4,54,1.8549,55.061,0.9451,0,0.0509,3,B
Bei23,Ore,C,F,71323,2,Bei23_OreBC_F_071323__4,39,89,2.5391,4.6739,0.9733,0,0.0475,4,B
Bei23,Ore,C,F,71323,2,Bei23_OreBC_F_071323__5,92,142,1.9123,29.0394,0.9841,0,0.0274,5,B
Bei23,Ore,C,F,71323,2,Bei23_OreBC_F_071323__6,79,129,2.1339,-2.5597,0.9798,0,0.0345,6,B
Bei23,Ore,C,F,71323,3,Bei23_OreBC_F_071323__1,9,59,1.6744,29.0128,0.9743,0,0.0307,1,B
Bei23,Ore,C,F,71323,3,Bei23_OreBC_F_071323__2,83,133,1.2656,67.9487,0.97,0,0.0252,2,B
Bei23,Ore,C,F,71323,3,Bei23_OreBC_F_071323__3,92,142,1.8927,46.9545,0.9681,0,0.0389,3,B
Bei23,Ore,C,F,71323,3,Bei23_OreBC_F_071323__4,17,67,1.6164,63.1062,0.9623,0,0.0363,4,B
Bei23,Ore,C,F,71323,3,Bei23_OreBC_F_071323__5,30,80,2.119,60.6289,0.9755,0,0.0379,5,B
Bei23,Ore,C,F,71323,3,Bei23_OreBC_F_071323__6,10,60,1.9102,25.4745,0.9885,0,0.0231,6,B
Bei23,Ore,C,M,71223,1,Bei23_OreAC_M_071223__1,49,99,3.881,23.1994,0.9959,0,0.028,1,A
Bei23,Ore,C,M,71223,1,Bei23_OreAC_M_071223__2,38,88,3.1777,9.0743,0.994,0,0.0278,2,A
Bei23,Ore,C,M,71223,1,Bei23_OreAC_M_071223__3,83,133,3.3815,-10.66,0.9834,0,0.0495,3,A
Bei23,Ore,C,M,71223,1,Bei23_OreAC_M_071223__4,45,95,3.6419,4.7127,0.9936,0,0.0329,4,A
Bei23,Ore,C,M,71223,1,Bei23_OreAC_M_071223__5,4,54,2.0153,48.7495,0.9869,0,0.0261,5,A
Bei23,Ore,C,M,71223,1,Bei23_OreAC_M_071223__6,86,136,3.2013,30.138,0.9917,0,0.0329,6,A
Bei23,Ore,C,M,71223,2,Bei23_OreAC_M_071223__1,34,84,4.7212,-9.5865,0.9931,0,0.0443,1,A
Bei23,Ore,C,M,71223,2,Bei23_OreAC_M_071223__2,4,54,2.3222,41.5399,0.9837,0,0.0337,2,A
Bei23,Ore,C,M,71223,2,Bei23_OreAC_M_071223__3,77,127,2.9918,60.7727,0.9923,0,0.0296,3,A
Bei23,Ore,C,M,71223,2,Bei23_OreAC_M_071223__4,65,115,3.1388,42.9712,0.992,0,0.0316,4,A
Bei23,Ore,C,M,71223,2,Bei23_OreAC_M_071223__5,86,136,2.7603,61.9534,0.9642,0,0.0602,5,A
Bei23,Ore,C,M,71223,2,Bei23_OreAC_M_071223__6,91,141,3.1939,26.309,0.9859,0,0.043,6,A
Bei23,Ore,C,M,71223,3,Bei23_OreAC_M_071223__1,11,61,3.3451,41.9212,0.9924,0,0.0328,1,A
Bei23,Ore,C,M,71223,3,Bei23_OreAC_M_071223__2,53,103,2.9254,48.6388,0.9858,0,0.0396,2,A
Bei23,Ore,C,M,71223,3,Bei23_OreAC_M_071223__3,40,90,3.7606,6.5789,0.9967,0,0.0244,3,A
Bei23,Ore,C,M,71223,3,Bei23_OreAC_M_071223__4,23,73,3.0389,25.961,0.9886,0,0.0368,4,A
Bei23,Ore,C,M,71223,3,Bei23_OreAC_M_071223__5,36,86,2.8121,18.1745,0.9898,0,0.0321,5,A
Bei23,Ore,C,M,71223,3,Bei23_OreAC_M_071223__6,69,119,3.694,-3.9118,0.991,0,0.0395,6,A
Bei23,Ore,C,M,71323,1,Bei23_OreBC_M_071323__1,89,139,3.8902,-25.0703,0.9821,0,0.0593,1,B
Bei23,Ore,C,M,71323,1,Bei23_OreBC_M_071323__2,74,124,2.7493,34.8001,0.9906,0,0.0302,2,B
Bei23,Ore,C,M,71323,1,Bei23_OreBC_M_071323__3,13,63,1.7089,47.4,0.971,0,0.0334,3,B
Bei23,Ore,C,M,71323,1,Bei23_OreBC_M_071323__4,52,102,1.4841,57.1554,0.9391,0,0.0431,4,B
Bei23,Ore,C,M,71323,1,Bei23_OreBC_M_071323__5,74,124,2.3576,56.4289,0.97,0,0.0469,5,B
Bei23,Ore,C,M,71323,1,Bei23_OreBC_M_071323__6,60,110,3.6038,23.6605,0.9987,0,0.0149,6,B
Bei23,Ore,C,M,71323,2,Bei23_OreBC_M_071323__1,15,65,3.5213,26.5114,0.9775,0,0.0603,1,B
Bei23,Ore,C,M,71323,2,Bei23_OreBC_M_071323__2,44,94,3.8813,-15.0434,0.978,0,0.0657,2,B
Bei23,Ore,C,M,71323,2,Bei23_OreBC_M_071323__3,92,142,3.7053,-56.6781,0.9706,0,0.073,3,B
Bei23,Ore,C,M,71323,2,Bei23_OreBC_M_071323__4,33,83,2.4147,29.6991,0.9474,0,0.0647,4,B
Bei23,Ore,C,M,71323,2,Bei23_OreBC_M_071323__5,68,118,3.6436,-40.2612,0.9909,0,0.0393,5,B
Bei23,Ore,C,M,71323,2,Bei23_OreBC_M_071323__6,27,77,3.2099,30.7,0.9862,0,0.0428,6,B
Bei23,Ore,C,M,71323,3,Bei23_OreBC_M_071323__1,60,110,3.5845,-4.7117,0.9883,0,0.0439,1,B
Bei23,Ore,C,M,71323,3,Bei23_OreBC_M_071323__2,40,90,3.6149,20.2125,0.9826,0,0.0542,2,B
Bei23,Ore,C,M,71323,3,Bei23_OreBC_M_071323__3,20,70,2.4541,35.6438,0.9854,0,0.0336,3,B
Bei23,Ore,C,M,71323,3,Bei23_OreBC_M_071323__4,86,136,1.962,11.8573,0.9752,0,0.0353,4,B
Bei23,Ore,C,M,71323,3,Bei23_OreBC_M_071323__5,92,142,3.1973,-25.2965,0.9866,0,0.042,5,B
Bei23,Ore,C,M,71323,3,Bei23_OreBC_M_071323__6,75,125,3.6198,27.2508,0.9906,0,0.0397,6,B
Bei23,Ore,R,F,71223,1,Bei23_OreAR_F_071223__1,29,79,1.564,10.983,0.9808,0,0.0247,1,A
Bei23,Ore,R,F,71223,1,Bei23_OreAR_F_071223__2,45,95,1.7869,28.7311,0.9692,0,0.036,2,A
Bei23,Ore,R,F,71223,1,Bei23_OreAR_F_071223__3,70,120,1.5833,26.8021,0.9731,0,0.0297,3,A
Bei23,Ore,R,F,71223,1,Bei23_OreAR_F_071223__4,74,124,1.9328,-1.8159,0.969,0,0.0391,4,A
Bei23,Ore,R,F,71223,1,Bei23_OreAR_F_071223__5,17,67,1.8031,44.7425,0.9563,0,0.0438,5,A
Bei23,Ore,R,F,71223,1,Bei23_OreAR_F_071223__6,61,111,1.319,14.9252,0.9674,0,0.0274,6,A
Bei23,Ore,R,F,71223,2,Bei23_OreAR_F_071223__1,85,135,2.9963,-14.9679,0.988,0,0.0372,1,A
Bei23,Ore,R,F,71223,2,Bei23_OreAR_F_071223__2,61,111,1.9483,12.4683,0.9802,0,0.0313,2,A
Bei23,Ore,R,F,71223,2,Bei23_OreAR_F_071223__3,21,71,1.5894,51.9986,0.9619,0,0.0359,3,A
Bei23,Ore,R,F,71223,2,Bei23_OreAR_F_071223__4,29,79,1.2951,68.1315,0.9749,0,0.0235,4,A
Bei23,Ore,R,F,71223,2,Bei23_OreAR_F_071223__5,60,110,2.605,8.9759,0.9496,0,0.0682,5,A
Bei23,Ore,R,F,71223,2,Bei23_OreAR_F_071223__6,42,92,1.4627,26.0278,0.9829,0,0.0217,6,A
Bei23,Ore,R,F,71223,3,Bei23_OreAR_F_071223__1,6,56,1.7116,36.3448,0.9823,0,0.0259,1,A
Bei23,Ore,R,F,71223,3,Bei23_OreAR_F_071223__2,49,99,2.0198,-2.5463,0.9917,0,0.0208,2,A
Bei23,Ore,R,F,71223,3,Bei23_OreAR_F_071223__3,69,119,1.3072,26.7036,0.9662,0,0.0277,3,A
Bei23,Ore,R,F,71223,3,Bei23_OreAR_F_071223__4,46,96,1.2604,14.0211,0.9833,0,0.0185,4,A
Bei23,Ore,R,F,71223,3,Bei23_OreAR_F_071223__5,6,56,1.4693,34.3805,0.9817,0,0.0226,5,A
Bei23,Ore,R,F,71223,3,Bei23_OreAR_F_071223__6,36,86,1.5914,29.232,0.9816,0,0.0245,6,A
Bei23,Ore,R,F,71323,1,Bei23_OreBR_F_071323__1,27,77,2.156,11.6046,0.9834,0,0.0315,1,B
Bei23,Ore,R,F,71323,1,Bei23_OreBR_F_071323__2,86,136,1.6366,23.1286,0.9594,0,0.0382,2,B
Bei23,Ore,R,F,71323,1,Bei23_OreBR_F_071323__3,15,65,1.0984,29.704,0.9467,0,0.0297,3,B
Bei23,Ore,R,F,71323,1,Bei23_OreBR_F_071323__4,84,134,1.7024,14.5723,0.9871,0,0.0219,4,B
Bei23,Ore,R,F,71323,1,Bei23_OreBR_F_071323__5,65,115,2.2995,-3.7012,0.9711,0,0.0449,5,B
Bei23,Ore,R,F,71323,1,Bei23_OreBR_F_071323__6,33,83,0.2286,27.5263,0.5669,0,0.0264,6,B
Bei23,Ore,R,F,71323,2,Bei23_OreBR_F_071323__1,86,136,3.0773,-0.1895,0.9921,0,0.0308,1,B
Bei23,Ore,R,F,71323,2,Bei23_OreBR_F_071323__2,92,142,1.2926,44.4761,0.9802,0,0.0207,2,B
Bei23,Ore,R,F,71323,2,Bei23_OreBR_F_071323__3,64,114,1.5507,-0.0361,0.9715,0,0.03,3,B
Bei23,Ore,R,F,71323,2,Bei23_OreBR_F_071323__4,56,106,2.0453,-0.8725,0.987,0,0.0265,4,B
Bei23,Ore,R,F,71323,2,Bei23_OreBR_F_071323__5,65,115,2.7063,-0.8081,0.9706,0,0.0532,5,B
Bei23,Ore,R,F,71323,2,Bei23_OreBR_F_071323__6,42,92,0.805,11.5132,0.9634,0,0.0178,6,B
Bei23,Ore,R,F,71323,3,Bei23_OreBR_F_071323__1,11,61,2.3737,18.0724,0.9883,0,0.0291,1,B
Bei23,Ore,R,F,71323,3,Bei23_OreBR_F_071323__2,40,90,0.8302,13.2809,0.9324,0,0.0255,2,B
Bei23,Ore,R,F,71323,3,Bei23_OreBR_F_071323__3,51,101,2.5103,-17.4872,0.9856,0,0.0342,3,B
Bei23,Ore,R,F,71323,3,Bei23_OreBR_F_071323__4,46,96,1.6776,7.4271,0.9661,0,0.0356,4,B
Bei23,Ore,R,F,71323,3,Bei23_OreBR_F_071323__5,84,134,1.8756,36.0815,0.9743,0,0.0344,5,B
Bei23,Ore,R,F,71323,3,Bei23_OreBR_F_071323__6,80,130,0.5242,14.786,0.8859,0,0.0218,6,B
Bei23,Ore,R,M,71223,1,Bei23_OreAR_M_071223__1,16,66,3.6574,30.8668,0.9642,0,0.0799,1,A
Bei23,Ore,R,M,71223,1,Bei23_OreAR_M_071223__2,82,132,2.4939,7.8765,0.9908,0,0.0271,2,A
Bei23,Ore,R,M,71223,1,Bei23_OreAR_M_071223__3,39,89,2.7713,16.1635,0.9605,0,0.0637,3,A
Bei23,Ore,R,M,71223,1,Bei23_OreAR_M_071223__4,29,79,3.0674,9.2427,0.992,0,0.0309,4,A
Bei23,Ore,R,M,71223,1,Bei23_OreAR_M_071223__5,92,142,2.2111,63.466,0.9713,0,0.0429,5,A
Bei23,Ore,R,M,71223,1,Bei23_OreAR_M_071223__6,61,111,3.1727,19.9617,0.9727,0,0.06,6,A
Bei23,Ore,R,M,71223,2,Bei23_OreAR_M_071223__1,25,75,2.5148,36.9478,0.9857,0,0.0341,1,A
Bei23,Ore,R,M,71223,2,Bei23_OreAR_M_071223__2,14,64,2.9432,11.1447,0.9867,0,0.0385,2,A
Bei23,Ore,R,M,71223,2,Bei23_OreAR_M_071223__3,83,133,2.7518,21.3364,0.9919,0,0.0279,3,A
Bei23,Ore,R,M,71223,2,Bei23_OreAR_M_071223__4,58,108,3.9611,10.2208,0.9901,0,0.0445,4,A
Bei23,Ore,R,M,71223,2,Bei23_OreAR_M_071223__5,21,71,3.1635,51.2732,0.9701,0,0.0628,5,A
Bei23,Ore,R,M,71223,2,Bei23_OreAR_M_071223__6,36,86,3.8353,-2.8622,0.9918,0,0.0393,6,A
Bei23,Ore,R,M,71223,3,Bei23_OreAR_M_071223__1,20,70,3.7498,6.2103,0.9792,0,0.0617,1,A
Bei23,Ore,R,M,71223,3,Bei23_OreAR_M_071223__2,40,90,2.432,6.8913,0.9911,0,0.0259,2,A
Bei23,Ore,R,M,71223,3,Bei23_OreAR_M_071223__3,43,93,2.9074,7.6813,0.96,0,0.0673,3,A
Bei23,Ore,R,M,71223,3,Bei23_OreAR_M_071223__4,29,79,3.0265,27.6814,0.9736,0,0.0563,4,A
Bei23,Ore,R,M,71223,3,Bei23_OreAR_M_071223__5,39,89,3.2805,18.8653,0.9815,0,0.0508,5,A
Bei23,Ore,R,M,71223,3,Bei23_OreAR_M_071223__6,63,113,3.1309,28.4112,0.9906,0,0.0343,6,A
Bei23,Ore,R,M,71323,1,Bei23_OreBR_M_071323__1,59,109,3.233,30.5818,0.9953,0,0.0249,1,B
Bei23,Ore,R,M,71323,1,Bei23_OreBR_M_071323__2,34,84,4.4744,-7.1745,0.9944,0,0.0376,2,B
Bei23,Ore,R,M,71323,1,Bei23_OreBR_M_071323__3,20,70,1.7366,18.8802,0.9881,0,0.0214,3,B
Bei23,Ore,R,M,71323,1,Bei23_OreBR_M_071323__4,86,136,2.3798,58.6033,0.997,0,0.0147,4,B
Bei23,Ore,R,M,71323,1,Bei23_OreBR_M_071323__5,65,115,2.7205,9.9385,0.9825,0,0.041,5,B
Bei23,Ore,R,M,71323,1,Bei23_OreBR_M_071323__6,38,88,1.4715,51.6111,0.927,0,0.0472,6,B
Bei23,Ore,R,M,71323,2,Bei23_OreBR_M_071323__1,60,110,2.9288,13.5657,0.9987,0,0.0117,1,B
Bei23,Ore,R,M,71323,2,Bei23_OreBR_M_071323__2,78,128,3.3507,26.1829,0.9856,0,0.0457,2,B
Bei23,Ore,R,M,71323,2,Bei23_OreBR_M_071323__3,10,60,2.0608,45.3577,0.9864,0,0.0272,3,B
Bei23,Ore,R,M,71323,2,Bei23_OreBR_M_071323__4,22,72,2.5223,35.1383,0.9858,0,0.0342,4,B
Bei23,Ore,R,M,71323,2,Bei23_OreBR_M_071323__5,66,116,2.0392,35.2986,0.9767,0,0.0356,5,B
Bei23,Ore,R,M,71323,2,Bei23_OreBR_M_071323__6,66,116,1.6922,-15.1848,0.9288,0,0.0536,6,B
Bei23,Ore,R,M,71323,3,Bei23_OreBR_M_071323__1,48,98,4.0921,-30.6436,0.9879,0,0.0509,1,B
Bei23,Ore,R,M,71323,3,Bei23_OreBR_M_071323__2,75,125,4.3691,-51.2795,0.9944,0,0.0367,2,B
Bei23,Ore,R,M,71323,3,Bei23_OreBR_M_071323__3,63,113,2.41,-0.6247,0.9925,0,0.0236,3,B
Bei23,Ore,R,M,71323,3,Bei23_OreBR_M_071323__4,26,76,2.5054,54.986,0.9837,0,0.0364,4,B
Bei23,Ore,R,M,71323,3,Bei23_OreBR_M_071323__5,61,111,2.3094,2.5929,0.9466,0,0.0624,5,B
Bei23,Ore,R,M,71323,3,Bei23_OreBR_M_071323__6,72,122,1.7447,-17.452,0.9552,0,0.0429,6,B
Ore,Ore,C,F,071223Ore,1,Ore_OreRC_F_071223Ore__1,66,116,0.6633,50.3312,0.8404,0,0.0339,1,parental
Ore,Ore,C,F,071223Ore,1,Ore_OreRC_F_071223Ore__2,69,119,1.4114,28.6323,0.9687,0,0.0287,2,parental
Ore,Ore,C,F,071223Ore,1,Ore_OreRC_F_071223Ore__3,81,131,2.4055,22.3367,0.963,0,0.0534,3,parental
Ore,Ore,C,F,071223Ore,1,Ore_OreRC_F_071223Ore__4,92,142,0.4073,41.0951,0.9068,0,0.015,4,parental
Ore,Ore,C,F,071223Ore,1,Ore_OreRC_F_071223Ore__5,81,131,0.9047,57.3443,0.6933,0,0.0746,5,parental
Ore,Ore,C,F,071223Ore,1,Ore_OreRC_F_071223Ore__6,0,50,1.9611,80.5019,0.9246,0,0.0641,6,parental
Ore,Ore,C,F,071223Ore,2,Ore_OreRC_F_071223Ore__1,57,107,0.8336,14.1925,0.9858,0,0.0113,1,parental
Ore,Ore,C,F,071223Ore,2,Ore_OreRC_F_071223Ore__2,24,74,1.625,31.8751,0.9785,0,0.0272,2,parental
Ore,Ore,C,F,071223Ore,2,Ore_OreRC_F_071223Ore__3,88,138,2.0333,-15.156,0.9846,0,0.0286,3,parental
Ore,Ore,C,F,071223Ore,2,Ore_OreRC_F_071223Ore__4,48,98,0.6673,10.6202,0.9692,0,0.0134,4,parental
