Mito,Nuc,treatment,Sex,Day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err,vial,build
sm21,375,R,F,71323,2,sm21_375BR_F_071323__1,61,111,3.7327,21.3301,0.9775,0,0.064,1,B
sm21,375,R,F,71323,2,sm21_375BR_F_071323__2,46,96,1.8866,109.8365,0.9198,0,0.0639,2,B
sm21,375,R,F,71323,2,sm21_375BR_F_071323__3,37,87,3.0605,20.6788,0.9929,0,0.029,3,B
sm21,375,R,F,71323,2,sm21_375BR_F_071323__4,47,97,3.1934,50.6785,0.9993,0,0.0094,4,B
sm21,375,R,F,71323,2,sm21_375BR_F_071323__5,24,74,3.047,51.5358,0.9848,0,0.0427,5,B
sm21,375,R,F,71323,2,sm21_375BR_F_071323__6,0,50,2.6732,93.8385,0.9763,0,0.047,6,B
sm21,375,R,F,71323,3,sm21_375BR_F_071323__1,30,80,4.198,50.5062,0.9949,0,0.0337,1,B
sm21,375,R,F,71323,3,sm21_375BR_F_071323__2,77,127,2.9401,29.4,0.9882,0,0.0362,2,B
sm21,375,R,F,71323,3,sm21_375BR_F_071323__3,12,62,3.4256,95.9835,0.986,0,0.0459,3,B
sm21,375,R,F,71323,3,sm21_375BR_F_071323__4,68,118,3.3509,53.7589,0.9926,0,0.0325,4,B
sm21,375,R,F,71323,3,sm21_375BR_F_071323__5,90,140,2.9263,41.2151,0.9959,0,0.0211,5,B
sm21,375,R,F,71323,3,sm21_375BR_F_071323__6,22,72,4.3897,76.647,0.9959,0,0.0317,6,B
sm21,375,R,M,71323,1,sm21_375BR_M_071323__1,47,97,4.0844,49.685,0.9854,0,0.0561,1,B
sm21,375,R,M,71323,1,sm21_375BR_M_071323__2,27,77,3.7813,77.6831,0.9954,0,0.029,2,B
sm21,375,R,M,71323,1,sm21_375BR_M_071323__3,48,98,4.7678,1.3111,0.991,0,0.0511,3,B
sm21,375,R,M,71323,1,sm21_375BR_M_071323__4,84,134,2.8926,47.1582,0.9899,0,0.0328,4,B
sm21,375,R,M,71323,1,sm21_375BR_M_071323__5,26,76,4.3591,35.1182,0.994,0,0.0382,5,B
sm21,375,R,M,71323,1,sm21_375BR_M_071323__6,26,76,3.5174,28.7111,0.9885,0,0.0427,6,B
sm21,375,R,M,71323,2,sm21_375BR_M_071323__1,25,75,4.4467,79.9137,0.9925,0,0.0435,1,B
sm21,375,R,M,71323,2,sm21_375BR_M_071323__2,68,118,2.988,97.1878,0.9903,0,0.0333,2,B
sm21,375,R,M,71323,2,sm21_375BR_M_071323__3,14,64,4.1756,80.4896,0.9848,0,0.0585,3,B
sm21,375,R,M,71323,2,sm21_375BR_M_071323__4,57,107,3.0206,40.7989,0.9874,0,0.0384,4,B
sm21,375,R,M,71323,2,sm21_375BR_M_071323__5,3,53,4.4291,88.538,0.9896,0,0.051,5,B
sm21,375,R,M,71323,2,sm21_375BR_M_071323__6,3,53,3.2011,73.8463,0.9792,0,0.0526,6,B
sm21,375,R,M,71323,3,sm21_375BR_M_071323__1,0,50,4.3097,80.3221,0.994,0,0.0375,1,B
sm21,375,R,M,71323,3,sm21_375BR_M_071323__2,10,60,5.2965,43.0288,0.9976,0,0.0292,2,B
sm21,375,R,M,71323,3,sm21_375BR_M_071323__3,8,58,4.2971,57.1324,0.9935,0,0.0391,3,B
sm21,375,R,M,71323,3,sm21_375BR_M_071323__4,11,61,4.5603,41.7627,0.9969,0,0.0285,4,B
sm21,375,R,M,71323,3,sm21_375BR_M_071323__5,0,50,4.0988,55.0027,0.9904,0,0.0455,5,B
sm21,375,R,M,71323,3,sm21_375BR_M_071323__6,0,50,2.8793,56.3147,0.9836,0,0.0419,6,B
sm21,Ore,C,F,71323,1,sm21_OreBC_F_071323__1,92,142,2.1586,33.0851,0.9922,0,0.0215,1,B
sm21,Ore,C,F,71323,1,sm21_OreBC_F_071323__2,92,142,2.4674,44.0427,0.9801,0,0.0397,2,B
sm21,Ore,C,F,71323,1,sm21_OreBC_F_071323__3,46,96,2.2028,44.9229,0.9875,0,0.0279,3,B
sm21,Ore,C,F,71323,1,sm21_OreBC_F_071323__4,92,142,2.1335,48.0506,0.9744,0,0.039,4,B
sm21,Ore,C,F,71323,1,sm21_OreBC_F_071323__5,35,85,2.8739,35.9506,0.9946,0,0.0238,5,B
sm21,Ore,C,F,71323,1,sm21_OreBC_F_071323__6,90,140,2.5074,27.9864,0.9893,0,0.0294,6,B
sm21,Ore,C,F,71323,2,sm21_OreBC_F_071323__1,29,79,2.4178,21.0307,0.9788,0,0.0401,1,B
sm21,Ore,C,F,71323,2,sm21_OreBC_F_071323__2,34,84,2.4926,63.2902,0.9797,0,0.0405,2,B
sm21,Ore,C,F,71323,2,sm21_OreBC_F_071323__3,92,142,2.6849,0.6742,0.9951,0,0.0212,3,B
sm21,Ore,C,F,71323,2,sm21_OreBC_F_071323__4,41,91,3.1743,8.4698,0.9949,0,0.0256,4,B
sm21,Ore,C,F,71323,2,sm21_OreBC_F_071323__5,62,112,3.1619,19.0304,0.9906,0,0.0346,5,B
sm21,Ore,C,F,71323,2,sm21_OreBC_F_071323__6,14,64,2.2212,60.4559,0.9579,0,0.0528,6,B
sm21,Ore,C,F,71323,3,sm21_OreBC_F_071323__1,33,83,2.9489,-0.6901,0.9837,0,0.0428,1,B
sm21,Ore,C,F,71323,3,sm21_OreBC_F_071323__2,33,83,2.3285,10.5855,0.9867,0,0.0304,2,B
sm21,Ore,C,F,71323,3,sm21_OreBC_F_071323__3,17,67,2.3476,23.1851,0.9899,0,0.0267,3,B
sm21,Ore,C,F,71323,3,sm21_OreBC_F_071323__4,58,108,2.7812,17.9038,0.9939,0,0.0246,4,B
sm21,Ore,C,F,71323,3,sm21_OreBC_F_071323__5,57,107,2.6204,2.9936,0.9893,0,0.0307,5,B
sm21,Ore,C,F,71323,3,sm21_OreBC_F_071323__6,92,142,3.1523,-16.425,0.9921,0,0.0316,6,B
sm21,Ore,C,M,71323,1,sm21_OreBC_M_071323__1,27,77,3.0634,60.1381,0.9808,0,0.0483,1,B
sm21,Ore,C,M,71323,1,sm21_OreBC_M_071323__2,8,58,3.3536,46.6652,0.989,0,0.0399,2,B
sm21,Ore,C,M,71323,1,sm21_OreBC_M_071323__3,64,114,2.6811,9.981,0.9931,0,0.0251,3,B
sm21,Ore,C,M,71323,1,sm21_OreBC_M_071323__4,33,83,4.1155,8.173,0.9821,0,0.0626,4,B
sm21,Ore,C,M,71323,1,sm21_OreBC_M_071323__5,65,115,3.4976,13.7252,0.9978,0,0.0186,5,B
sm21,Ore,C,M,71323,1,sm21_OreBC_M_071323__6,27,77,3.566,28.7937,0.9898,0,0.0407,6,B
sm21,Ore,C,M,71323,2,sm21_OreBC_M_071323__1,10,60,2.6879,61.7292,0.9871,0,0.0346,1,B
sm21,Ore,C,M,71323,2,sm21_OreBC_M_071323__2,10,60,2.6269,56.7735,0.9832,0,0.0387,2,B
sm21,Ore,C,M,71323,2,sm21_OreBC_M_071323__3,49,99,3.1662,33.8648,0.9894,0,0.0369,3,B
sm21,Ore,C,M,71323,2,sm21_OreBC_M_071323__4,26,76,3.814,25.7953,0.9918,0,0.0391,4,B
sm21,Ore,C,M,71323,2,sm21_OreBC_M_071323__5,48,98,3.9452,-5.3241,0.9844,0,0.056,5,B
sm21,Ore,C,M,71323,2,sm21_OreBC_M_071323__6,12,62,3.2272,42.2941,0.9909,0,0.0348,6,B
sm21,Ore,C,M,71323,3,sm21_OreBC_M_071323__1,15,65,3.1199,22.3355,0.9933,0,0.0289,1,B
sm21,Ore,C,M,71323,3,sm21_OreBC_M_071323__2,62,112,3.8329,-4.4213,0.9921,0,0.0386,2,B
sm21,Ore,C,M,71323,3,sm21_OreBC_M_071323__3,50,100,3.247,1.2331,0.9942,0,0.0278,3,B
sm21,Ore,C,M,71323,3,sm21_OreBC_M_071323__4,30,80,3.6076,-1.365,0.9957,0,0.0266,4,B
sm21,Ore,C,M,71323,3,sm21_OreBC_M_071323__5,63,113,3.4848,17.8064,0.9969,0,0.0217,5,B
sm21,Ore,C,M,71323,3,sm21_OreBC_M_071323__6,49,99,3.9611,-8.908,0.9961,0,0.0279,6,B
sm21,Ore,R,F,71323,1,sm21_OreBR_F_071323__1,26,76,2.2095,47.2644,0.9672,0,0.0461,1,B
sm21,Ore,R,F,71323,1,sm21_OreBR_F_071323__2,92,142,1.4546,17.2751,0.9516,0,0.0373,2,B
sm21,Ore,R,F,71323,1,sm21_OreBR_F_071323__3,51,101,1.5784,-0.9074,0.9559,0,0.0385,3,B
sm21,Ore,R,F,71323,1,sm21_OreBR_F_071323__4,8,58,1.4101,35.1139,0.9823,0,0.0213,4,B
sm21,Ore,R,F,71323,1,sm21_OreBR_F_071323__5,73,123,2.4896,-13.3498,0.9908,0,0.027,5,B
sm21,Ore,R,F,71323,1,sm21_OreBR_F_071323__6,21,71,1.9658,44.9108,0.9903,0,0.0219,6,B
sm21,Ore,R,F,71323,2,sm21_OreBR_F_071323__1,38,88,2.4637,36.0654,0.958,0,0.0585,1,B
sm21,Ore,R,F,71323,2,sm21_OreBR_F_071323__2,77,127,1.782,26.1007,0.9502,0,0.0464,2,B
sm21,Ore,R,F,71323,2,sm21_OreBR_F_071323__3,84,134,0.8824,34.8473,0.9709,0,0.0173,3,B
sm21,Ore,R,F,71323,2,sm21_OreBR_F_071323__4,48,98,1.3941,46.3222,0.9652,0,0.03,4,B
sm21,Ore,R,F,71323,2,sm21_OreBR_F_071323__5,31,81,2.8066,26.3183,0.9934,0,0.0258,5,B
sm21,Ore,R,F,71323,2,sm21_OreBR_F_071323__6,40,90,2.86,33.147,0.9595,0,0.0666,6,B
sm21,Ore,R,F,71323,3,sm21_OreBR_F_071323__1,62,112,2.6842,39.7884,0.9677,0,0.0555,1,B
sm21,Ore,R,F,71323,3,sm21_OreBR_F_071323__2,49,99,2.489,34.879,0.9635,0,0.0549,2,B
sm21,Ore,R,F,71323,3,sm21_OreBR_F_071323__3,74,124,1.6607,32.0049,0.978,0,0.0281,3,B
sm21,Ore,R,F,71323,3,sm21_OreBR_F_071323__4,49,99,1.5894,49.0359,0.9706,0,0.0313,4,B
sm21,Ore,R,F,71323,3,sm21_OreBR_F_071323__5,82,132,3.3847,-8.8448,0.9793,0,0.0556,5,B
sm21,Ore,R,F,71323,3,sm21_OreBR_F_071323__6,39,89,2.3677,33.7496,0.9758,0,0.0421,6,B
sm21,Ore,R,M,71323,1,sm21_OreBR_M_071323__1,80,130,1.7451,25.218,0.9785,0,0.0292,1,B
sm21,Ore,R,M,71323,1,sm21_OreBR_M_071323__2,15,65,2.5607,33.94,0.9799,0,0.0413,2,B
sm21,Ore,R,M,71323,1,sm21_OreBR_M_071323__3,11,61,2.7437,60.9174,0.9808,0,0.0433,3,B
sm21,Ore,R,M,71323,1,sm21_OreBR_M_071323__4,11,61,3.1072,45.063,0.9884,0,0.0378,4,B
sm21,Ore,R,M,71323,1,sm21_OreBR_M_071323__5,18,68,3.2369,25.2725,0.9943,0,0.0275,5,B
sm21,Ore,R,M,71323,1,sm21_OreBR_M_071323__6,47,97,1.5988,79.7194,0.9018,0,0.0608,6,B
sm21,Ore,R,M,71323,2,sm21_OreBR_M_071323__1,6,56,2.8471,26.1487,0.9869,0,0.037,1,B
sm21,Ore,R,M,71323,2,sm21_OreBR_M_071323__2,85,135,2.1829,55.3667,0.9803,0,0.0349,2,B
sm21,Ore,R,M,71323,2,sm21_OreBR_M_071323__3,54,104,3.1174,31.0332,0.99,0,0.0353,3,B
sm21,Ore,R,M,71323,2,sm21_OreBR_M_071323__4,30,80,2.5418,60.7557,0.9504,0,0.066,4,B
sm21,Ore,R,M,71323,2,sm21_OreBR_M_071323__5,48,98,3.6243,57.6051,0.9906,0,0.0398,5,B
sm21,Ore,R,M,71323,2,sm21_OreBR_M_071323__6,62,112,3.1626,48.7169,0.9861,0,0.0422,6,B
sm21,Ore,R,M,71323,3,sm21_OreBR_M_071323__1,86,136,2.399,69.9636,0.9896,0,0.0276,1,B
sm21,Ore,R,M,71323,3,sm21_OreBR_M_071323__2,39,89,3.7256,11.567,0.992,0,0.0377,2,B
sm21,Ore,R,M,71323,3,sm21_OreBR_M_071323__3,40,90,2.7997,39.0771,0.989,0,0.0333,3,B
sm21,Ore,R,M,71323,3,sm21_OreBR_M_071323__4,53,103,3.8583,17.8881,0.9866,0,0.0506,4,B
sm21,Ore,R,M,71323,3,sm21_OreBR_M_071323__5,21,71,4.909,6.2103,0.9868,0,0.0639,5,B
sm21,Ore,R,M,71323,3,sm21_OreBR_M_071323__6,92,142,3.688,-20.7827,0.987,0,0.0476,6,B
yak,375,C,F,71223,1,yak_375AC_F_071223__1,3,53,3.5995,68.6773,0.993,0,0.0339,1,A
yak,375,C,F,71223,1,yak_375AC_F_071223__2,62,112,3.5631,28.1561,0.9834,0,0.0522,2,A
yak,375,C,F,71223,1,yak_375AC_F_071223__3,30,80,3.5842,20.672,0.9841,0,0.0514,3,A
yak,375,C,F,71223,1,yak_375AC_F_071223__4,63,113,3.078,-0.3491,0.9678,0,0.0636,4,A
yak,375,C,F,71223,1,yak_375AC_F_071223__5,69,119,4.4147,-25.8475,0.9903,0,0.049,5,A
yak,375,C,F,71223,1,yak_375AC_F_071223__6,92,142,2.9146,30.594,0.9823,0,0.0442,6,A
yak,375,C,F,71223,2,yak_375AC_F_071223__1,15,65,3.2845,31.6827,0.9912,0,0.0349,1,A
yak,375,C,F,71223,2,yak_375AC_F_071223__2,90,140,2.7409,37.9443,0.9619,0,0.0618,2,A
yak,375,C,F,71223,2,yak_375AC_F_071223__3,17,67,3.4173,44.9127,0.98,0,0.0551,3,A
yak,375,C,F,71223,2,yak_375AC_F_071223__4,0,50,2.4579,87.5442,0.9678,0,0.0507,4,A
yak,375,C,F,71223,2,yak_375AC_F_071223__5,77,127,2.6447,58.6949,0.9934,0,0.0243,5,A
yak,375,C,F,71223,2,yak_375AC_F_071223__6,17,67,3.4076,52.3984,0.9966,0,0.0224,6,A
yak,375,C,F,71223,3,yak_375AC_F_071223__1,88,138,2.5511,66.8803,0.9803,0,0.0408,1,A
yak,375,C,F,71223,3,yak_375AC_F_071223__2,79,129,2.9421,-5.1745,0.9855,0,0.0401,2,A
yak,375,C,F,71223,3,yak_375AC_F_071223__3,68,118,3.1127,25.7574,0.9748,0,0.0565,3,A
yak,375,C,F,71223,3,yak_375AC_F_071223__4,27,77,3.668,12.7589,0.9942,0,0.0316,4,A
yak,375,C,F,71223,3,yak_375AC_F_071223__5,1,51,2.4507,49.6448,0.9854,0,0.0336,5,A
yak,375,C,F,71223,3,yak_375AC_F_071223__6,55,105,3.0685,59.9022,0.9761,0,0.0542,6,A
yak,375,C,M,71223,1,yak_375AC_M_071223__1,12,62,3.9434,38.3439,0.9889,0,0.0471,1,A
yak,375,C,M,71223,1,yak_375AC_M_071223__2,55,105,3.8624,58.8444,0.9935,0,0.0351,2,A
yak,375,C,M,71223,1,yak_375AC_M_071223__3,1,51,3.6846,72.185,0.9796,0,0.06,3,A
yak,375,C,M,71223,1,yak_375AC_M_071223__4,40,90,4.5472,39.1526,0.9857,0,0.0616,4,A
yak,375,C,M,71223,1,yak_375AC_M_071223__5,44,94,3.4466,21.2393,0.9885,0,0.0418,5,A
yak,375,C,M,71223,1,yak_375AC_M_071223__6,71,121,2.7864,83.8635,0.9755,0,0.0498,6,A
yak,375,C,M,71223,2,yak_375AC_M_071223__1,1,51,2.2716,65.0166,0.9787,0,0.0378,1,A
yak,375,C,M,71223,2,yak_375AC_M_071223__2,42,92,3.3118,64.4753,0.9608,0,0.0759,2,A
yak,375,C,M,71223,2,yak_375AC_M_071223__3,10,60,3.3026,39.2605,0.984,0,0.0475,3,A
yak,375,C,M,71223,2,yak_375AC_M_071223__4,0,50,2.3807,71.7818,0.9716,0,0.046,4,A
yak,375,C,M,71223,2,yak_375AC_M_071223__5,28,78,1.8247,67.6823,0.9681,0,0.0375,5,A
yak,375,C,M,71223,2,yak_375AC_M_071223__6,0,50,2.5916,56.4518,0.9864,0,0.0343,6,A
yak,375,C,M,71223,3,yak_375AC_M_071223__1,1,51,3.3775,66.939,0.9834,0,0.0495,1,A
yak,375,C,M,71223,3,yak_375AC_M_071223__2,29,79,3.2807,93.2474,0.9904,0,0.0363,2,A
yak,375,C,M,71223,3,yak_375AC_M_071223__3,65,115,2.1715,70.4608,0.9424,0,0.0612,3,A
yak,375,C,M,71223,3,yak_375AC_M_071223__4,44,94,3.3212,44.8534,0.9573,0,0.0796,4,A
yak,375,C,M,71223,3,yak_375AC_M_071223__5,4,54,1.8302,40.8659,0.9762,0,0.0323,5,A
yak,375,C,M,71223,3,yak_375AC_M_071223__6,70,120,3.1102,13.3692,0.9751,0,0.0562,6,A
yak,375,R,F,71223,1,yak_375AR_F_071223__1,33,83,2.6402,29.5555,0.9954,0,0.0202,1,A
yak,375,R,F,71223,1,yak_375AR_F_071223__2,41,91,2.8418,20.1223,0.9949,0,0.0229,2,A
yak,375,R,F,71223,1,yak_375AR_F_071223__3,92,142,2.5733,31.5459,0.9779,0,0.0436,3,A
yak,375,R,F,71223,1,yak_375AR_F_071223__4,71,121,3.1383,-10.5616,0.9856,0,0.0427,4,A
yak,375,R,F,71223,1,yak_375AR_F_071223__5,11,61,3.2836,69.4194,0.9869,0,0.0427,5,A
yak,375,R,F,71223,1,yak_375AR_F_071223__6,1,51,3.3489,34.1923,0.9939,0,0.0295,6,A
yak,375,R,F,71223,2,yak_375AR_F_071223__1,8,58,2.6935,29.8177,0.9751,0,0.0486,1,A
yak,375,R,F,71223,2,yak_375AR_F_071223__2,48,98,3.0031,-7.4342,0.9886,0,0.0363,2,A
yak,375,R,F,71223,2,yak_375AR_F_071223__3,92,142,2.7396,-6.4848,0.9839,0,0.0395,3,A
yak,375,R,F,71223,2,yak_375AR_F_071223__4,92,142,2.5862,1.4258,0.9965,0,0.0171,4,A
yak,375,R,F,71223,2,yak_375AR_F_071223__5,75,125,3.8576,20.6756,0.996,0,0.0273,5,A
yak,375,R,F,71223,2,yak_375AR_F_071223__6,63,113,3.276,26.8602,0.9975,0,0.0184,6,A
yak,375,R,F,71223,3,yak_375AR_F_071223__1,5,55,3.2938,66.889,0.9804,0,0.0525,1,A
yak,375,R,F,71223,3,yak_375AR_F_071223__2,23,73,3.1797,38.258,0.9936,0,0.0288,2,A
yak,375,R,F,71223,3,yak_375AR_F_071223__3,55,105,2.0759,83.5595,0.9803,0,0.0332,3,A
yak,375,R,F,71223,3,yak_375AR_F_071223__4,37,87,2.9711,29.7104,0.9897,0,0.0341,4,A
yak,375,R,F,71223,3,yak_375AR_F_071223__5,51,101,3.2153,72.1921,0.9902,0,0.0361,5,A
yak,375,R,F,71223,3,yak_375AR_F_071223__6,5,55,2.7598,28.8448,0.9849,0,0.0385,6,A
yak,375,R,M,71223,1,yak_375AR_M_071223__1,23,73,3.8668,62.3231,0.9903,0,0.0431,1,A
yak,375,R,M,71223,1,yak_375AR_M_071223__2,8,58,3.7514,54.3978,0.9868,0,0.0489,2,A
yak,375,R,M,71223,1,yak_375AR_M_071223__3,14,64,3.1766,58.7336,0.9808,0,0.0501,3,A
yak,375,R,M,71223,1,yak_375AR_M_071223__4,11,61,2.815,63.7422,0.9913,0,0.0296,4,A
yak,375,R,M,71223,1,yak_375AR_M_071223__5,0,50,3.9456,92.3892,0.9837,0,0.0573,5,A
yak,375,R,M,71223,1,yak_375AR_M_071223__6,32,82,3.6293,50.7307,0.9722,0,0.0693,6,A
yak,375,R,M,71223,2,yak_375AR_M_071223__1,54,104,3.0829,79.4493,0.9651,0,0.0664,1,A
yak,375,R,M,71223,2,yak_375AR_M_071223__2,4,54,3.6272,56.0571,0.9897,0,0.0416,2,A
yak,375,R,M,71223,2,yak_375AR_M_071223__3,26,76,2.7655,61.3238,0.973,0,0.052,3,A
yak,375,R,M,71223,2,yak_375AR_M_071223__4,30,80,4.113,37.3968,0.9959,0,0.0295,4,A
yak,375,R,M,71223,2,yak_375AR_M_071223__5,57,107,3.2854,71.6048,0.9823,0,0.0498,5,A
yak,375,R,M,71223,2,yak_375AR_M_071223__6,49,99,3.483,40.8892,0.9932,0,0.0325,6,A
yak,375,R,M,71223,3,yak_375AR_M_071223__1,48,98,4.5247,-22.8866,0.9845,0,0.064,1,A
yak,375,R,M,71223,3,yak_375AR_M_071223__2,7,57,3.2189,66.4924,0.985,0,0.0448,2,A
yak,375,R,M,71223,3,yak_375AR_M_071223__3,48,98,4.3018,-6.2339,0.9904,0,0.0476,3,A
yak,375,R,M,71223,3,yak_375AR_M_071223__4,25,75,2.5702,88.8613,0.9783,0,0.0432,4,A
yak,375,R,M,71223,3,yak_375AR_M_071223__5,6,56,3.413,53.4076,0.9928,0,0.0327,5,A
yak,375,R,M,71223,3,yak_375AR_M_071223__6,76,126,2.9646,69.454,0.9903,0,0.0329,6,A
yak,Ore,C,F,71223,1,yak_OreAC_F_071223__1,66,116,0.7355,23.4217,0.8734,0,0.0326,1,A
yak,Ore,C,F,71223,1,yak_OreAC_F_071223__2,56,106,0.3047,45.4657,0.7752,0,0.0197,2,A
yak,Ore,C,F,71223,1,yak_OreAC_F_071223__3,58,108,1.323,25.5722,0.9792,0,0.0218,3,A
yak,Ore,C,F,71223,1,yak_OreAC_F_071223__4,47,97,1.4634,-1.1812,0.9784,0,0.0245,4,A
yak,Ore,C,F,71223,1,yak_OreAC_F_071223__5,25,75,0.8266,37.3767,0.9561,0,0.0201,5,A
yak,Ore,C,F,71223,1,yak_OreAC_F_071223__6,35,85,0.3609,38.2719,0.8337,0,0.019,6,A
yak,Ore,C,F,71223,2,yak_OreAC_F_071223__1,75,125,1.0886,69.6053,0.8443,0,0.0548,1,A
yak,Ore,C,F,71223,2,yak_OreAC_F_071223__2,88,138,0.3267,41.2934,0.9223,0,0.0109,2,A
yak,Ore,C,F,71223,2,yak_OreAC_F_071223__3,51,101,1.7177,16.6318,0.977,0,0.0297,3,A
yak,Ore,C,F,71223,2,yak_OreAC_F_071223__4,44,94,0.6964,34.215,0.8186,0,0.0388,4,A
yak,Ore,C,F,71223,2,yak_OreAC_F_071223__5,40,90,1.1565,19.647,0.9584,0,0.0273,5,A
yak,Ore,C,F,71223,2,yak_OreAC_F_071223__6,59,109,0.2149,36.9967,0.733,0,0.0158,6,A
yak,Ore,C,F,71223,3,yak_OreAC_F_071223__1,71,121,1.078,27.2117,0.9046,0,0.0403,1,A
yak,Ore,C,F,71223,3,yak_OreAC_F_071223__2,92,142,0.4358,34.4238,0.9707,0,0.0086,2,A
yak,Ore,C,F,71223,3,yak_OreAC_F_071223__3,37,87,1.4744,19.156,0.9708,0,0.0289,3,A
yak,Ore,C,F,71223,3,yak_OreAC_F_071223__4,90,140,0.5053,33.4826,0.8117,0,0.0289,4,A
yak,Ore,C,F,71223,3,yak_OreAC_F_071223__5,89,139,0.9862,8.9794,0.9691,0,0.0199,5,A
yak,Ore,C,F,71223,3,yak_OreAC_F_071223__6,66,116,0.8759,16.4876,0.8717,0,0.0391,6,A
yak,Ore,C,M,71223,1,yak_OreAC_M_071223__1,48,98,2.3576,15.2386,0.9733,0,0.0441,1,A
yak,Ore,C,M,71223,1,yak_OreAC_M_071223__2,7,57,1.8936,71.4849,0.9809,0,0.0298,2,A
yak,Ore,C,M,71223,1,yak_OreAC_M_071223__3,59,109,3.8477,31.4593,0.9916,0,0.0399,3,A
yak,Ore,C,M,71223,1,yak_OreAC_M_071223__4,38,88,3.3514,21.903,0.9804,0,0.0534,4,A
yak,Ore,C,M,71223,1,yak_OreAC_M_071223__5,10,60,2.4338,60.5217,0.974,0,0.0449,5,A
yak,Ore,C,M,71223,1,yak_OreAC_M_071223__6,51,101,3.274,27.6575,0.9948,0,0.0267,6,A
yak,Ore,C,M,71223,2,yak_OreAC_M_071223__1,25,75,1.7073,56.0575,0.9581,0,0.0405,1,A
yak,Ore,C,M,71223,2,yak_OreAC_M_071223__2,67,117,3.029,0.0993,0.9919,0,0.0308,2,A
yak,Ore,C,M,71223,2,yak_OreAC_M_071223__3,0,50,2.2986,47.4214,0.9889,0,0.0274,3,A
yak,Ore,C,M,71223,2,yak_OreAC_M_071223__4,18,68,2.5355,35.528,0.9931,0,0.0237,4,A
yak,Ore,C,M,71223,2,yak_OreAC_M_071223__5,14,64,2.3827,34.0955,0.9868,0,0.0311,5,A
yak,Ore,C,M,71223,2,yak_OreAC_M_071223__6,55,105,3.166,-0.2022,0.9959,0,0.0227,6,A
yak,Ore,C,M,71223,3,yak_OreAC_M_071223__1,26,76,2.7524,14.9417,0.9841,0,0.0394,1,A
yak,Ore,C,M,71223,3,yak_OreAC_M_071223__2,39,89,2.3542,42.7439,0.9677,0,0.0487,2,A
yak,Ore,C,M,71223,3,yak_OreAC_M_071223__3,59,109,2.9862,23.7148,0.9929,0,0.0284,3,A
yak,Ore,C,M,71223,3,yak_OreAC_M_071223__4,74,124,2.437,33.749,0.9808,0,0.0385,4,A
yak,Ore,C,M,71223,3,yak_OreAC_M_071223__5,43,93,2.9331,16.7301,0.9867,0,0.0384,5,A
yak,Ore,C,M,71223,3,yak_OreAC_M_071223__6,3,53,2.0957,37.0524,0.9829,0,0.0312,6,A
yak,Ore,R,F,71223,1,yak_OreAR_F_071223__1,69,119,1.9336,24.8754,0.9883,0,0.0236,1,A
yak,Ore,R,F,71223,1,yak_OreAR_F_071223__2,11,61,2.7322,31.8425,0.985,0,0.038,2,A
yak,Ore,R,F,71223,1,yak_OreAR_F_071223__3,25,75,2.0074,43.301,0.975,0,0.0363,3,A
yak,Ore,R,F,71223,1,yak_OreAR_F_071223__4,25,75,2.434,35.1763,0.968,0,0.0501,4,A
yak,Ore,R,F,71223,1,yak_OreAR_F_071223__5,14,64,2.1816,26.5754,0.9799,0,0.0352,5,A
yak,Ore,R,F,71223,1,yak_OreAR_F_071223__6,24,74,3.4648,9.3675,0.9807,0,0.0548,6,A
yak,Ore,R,F,71223,2,yak_OreAR_F_071223__1,58,108,1.5543,32.5286,0.9689,0,0.0315,1,A
yak,Ore,R,F,71223,2,yak_OreAR_F_071223__2,61,111,3.4864,24.2145,0.9946,0,0.029,2,A
yak,Ore,R,F,71223,2,yak_OreAR_F_071223__3,64,114,2.2045,7.1782,0.9921,0,0.0222,3,A
yak,Ore,R,F,71223,2,yak_OreAR_F_071223__4,37,87,2.0198,35.219,0.9677,0,0.0417,4,A
yak,Ore,R,F,71223,2,yak_OreAR_F_071223__5,52,102,3.1721,2.2482,0.9846,0,0.0446,5,A
yak,Ore,R,F,71223,2,yak_OreAR_F_071223__6,45,95,2.8523,15.2537,0.9795,0,0.0466,6,A
yak,Ore,R,F,71223,3,yak_OreAR_F_071223__1,40,90,1.6056,20.1246,0.9795,0,0.0262,1,A
yak,Ore,R,F,71223,3,yak_OreAR_F_071223__2,77,127,3.3824,9.1271,0.9985,0,0.0148,2,A
yak,Ore,R,F,71223,3,yak_OreAR_F_071223__3,89,139,2.4118,37.3658,0.9821,0,0.0368,3,A
yak,Ore,R,F,71223,3,yak_OreAR_F_071223__4,15,65,1.9701,23.8673,0.9813,0,0.0307,4,A
yak,Ore,R,F,71223,3,yak_OreAR_F_071223__5,91,141,2.3886,52.1773,0.9911,0,0.0255,5,A
yak,Ore,R,F,71223,3,yak_OreAR_F_071223__6,70,120,2.4442,40.5497,0.9622,0,0.0549,6,A
yak,Ore,R,M,71223,1,yak_OreAR_M_071223__1,59,109,3.1459,10.8518,0.9927,0,0.0304,1,A
yak,Ore,R,M,71223,1,yak_OreAR_M_071223__2,49,99,2.7997,25.754,0.9946,0,0.0232,2,A
yak,Ore,R,M,71223,1,yak_OreAR_M_071223__3,16,66,2.7995,82.5349,0.9681,0,0.0575,3,A
