Mito,Nuc,Sex,Day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err,treatment,vial,build
Bei42,Ore,M,80123,2,Bei42_OreRC_M_080123__2,7,57,3.8002,48.5385,0.9857,0,0.0516,C,2,B
Bei42,Ore,M,80123,2,Bei42_OreRC_M_080123__3,37,87,3.4072,6.7303,0.9943,0,0.0289,C,3,B
Bei42,Ore,M,80123,2,Bei42_OreRC_M_080123__4,17,67,2.8026,27.8673,0.9915,0,0.0291,C,4,B
Bei42,Ore,M,80123,2,Bei42_OreRC_M_080123__5,65,115,3.9299,20.3515,0.9961,0,0.0277,C,5,B
Bei42,Ore,M,80123,2,Bei42_OreRC_M_080123__6,45,95,2.6957,29.787,0.9938,0,0.024,C,6,B
Bei42,Ore,M,80123,2,Bei42_OreRR_M_080123__1,78,128,3.3986,-18.874,0.9889,0,0.0405,R,1,B
Bei42,Ore,M,80123,2,Bei42_OreRR_M_080123__2,62,112,3.4805,36.9592,0.9991,0,0.0115,R,2,B
Bei42,Ore,M,80123,2,Bei42_OreRR_M_080123__3,13,63,2.578,72.8111,0.9636,0,0.0567,R,3,B
Bei42,Ore,M,80123,2,Bei42_OreRR_M_080123__4,16,66,3.0888,47.5332,0.9706,0,0.0608,R,4,B
Bei42,Ore,M,80123,2,Bei42_OreRR_M_080123__5,21,71,3.9942,29.2357,0.9907,0,0.0436,R,5,B
Bei42,Ore,M,80123,2,Bei42_OreRR_M_080123__6,58,108,3.5687,23.7714,0.9946,0,0.0296,R,6,B
Bei42,Ore,M,80123,3,Bei42_OreRC_M_080123__1,45,95,0.6822,36.7977,0.9239,0,0.0224,C,1,B
Bei42,Ore,M,80123,3,Bei42_OreRC_M_080123__2,21,71,3.0911,64.7656,0.9777,0,0.0527,C,2,B
Bei42,Ore,M,80123,3,Bei42_OreRC_M_080123__3,23,73,2.7596,24.908,0.9825,0,0.0415,C,3,B
Bei42,Ore,M,80123,3,Bei42_OreRC_M_080123__4,83,133,3.3705,-6.1094,0.99,0,0.0382,C,4,B
Bei42,Ore,M,80123,3,Bei42_OreRC_M_080123__5,1,51,2.0398,91.3939,0.9615,0,0.0463,C,5,B
Bei42,Ore,M,80123,3,Bei42_OreRC_M_080123__6,56,106,3.663,13.9714,0.9831,0,0.0542,C,6,B
Bei42,Ore,M,80123,3,Bei42_OreRR_M_080123__1,30,80,3.5944,-13.2273,0.9904,0,0.0398,R,1,B
Bei42,Ore,M,80123,3,Bei42_OreRR_M_080123__2,53,103,3.4324,2.8805,0.9925,0,0.0335,R,2,B
Bei42,Ore,M,80123,3,Bei42_OreRR_M_080123__3,46,96,3.4969,-4.5153,0.9933,0,0.0324,R,3,B
Bei42,Ore,M,80123,3,Bei42_OreRR_M_080123__4,84,134,2.4185,48.7514,0.9483,0,0.0642,R,4,B
Bei42,Ore,M,80123,3,Bei42_OreRR_M_080123__5,54,104,3.9249,3.654,0.9964,0,0.0264,R,5,B
Bei42,Ore,M,80123,3,Bei42_OreRR_M_080123__6,58,108,3.4931,-14.8149,0.9925,0,0.0343,R,6,B
Bei52,375,F,73123,1,Bei52A_375C_F_073123__1,35,85,3.7012,24.7175,0.9952,0,0.0289,C,1,A
Bei52,375,F,73123,1,Bei52A_375C_F_073123__2,11,61,2.8971,53.136,0.9833,0,0.0425,C,2,A
Bei52,375,F,73123,1,Bei52A_375C_F_073123__3,4,54,4.0036,42.8006,0.9875,0,0.0507,C,3,A
Bei52,375,F,73123,1,Bei52A_375C_F_073123__4,65,115,3.9841,-13.281,0.9885,0,0.0484,C,4,A
Bei52,375,F,73123,1,Bei52A_375C_F_073123__5,9,59,3.2429,34.4705,0.9761,0,0.0573,C,5,A
Bei52,375,F,73123,1,Bei52A_375C_F_073123__6,12,62,3.4821,26.6566,0.9867,0,0.0456,C,6,A
Bei52,375,F,73123,1,Bei52A_375R_F_073123__1,52,102,2.5585,52.7024,0.9915,0,0.0267,R,1,A
Bei52,375,F,73123,1,Bei52A_375R_F_073123__2,2,52,3.5482,51.7079,0.9887,0,0.0428,R,2,A
Bei52,375,F,73123,1,Bei52A_375R_F_073123__3,43,93,2.903,12.699,0.9928,0,0.0278,R,3,A
Bei52,375,F,73123,1,Bei52A_375R_F_073123__4,12,62,2.9041,54.3777,0.9871,0,0.0374,R,4,A
Bei52,375,F,73123,1,Bei52A_375R_F_073123__5,77,127,3.4101,45.8615,0.9914,0,0.0356,R,5,A
Bei52,375,F,73123,1,Bei52A_375R_F_073123__6,4,54,2.3911,58.0675,0.9809,0,0.0376,R,6,A
Bei52,375,F,73123,2,Bei52A_375C_F_073123__1,14,64,3.6742,33.9236,0.9965,0,0.0245,C,1,A
Bei52,375,F,73123,2,Bei52A_375C_F_073123__2,3,53,2.7772,48.4976,0.9866,0,0.0364,C,2,A
Bei52,375,F,73123,2,Bei52A_375C_F_073123__3,41,91,3.4477,10.2505,0.9661,0,0.0731,C,3,A
Bei52,375,F,73123,2,Bei52A_375C_F_073123__4,39,89,4.4059,9.6563,0.9928,0,0.0423,C,4,A
Bei52,375,F,73123,2,Bei52A_375C_F_073123__5,0,50,3.6383,54.2538,0.9906,0,0.0398,C,5,A
Bei52,375,F,73123,2,Bei52A_375C_F_073123__6,42,92,2.7571,47.1637,0.9855,0,0.0377,C,6,A
Bei52,375,F,73123,2,Bei52A_375R_F_073123__1,47,97,2.3024,53.0971,0.9945,0,0.0192,R,1,A
Bei52,375,F,73123,2,Bei52A_375R_F_073123__2,68,118,3.1673,50.0794,0.963,0,0.0703,R,2,A
Bei52,375,F,73123,2,Bei52A_375R_F_073123__3,56,106,4.2597,-34.9363,0.9868,0,0.0555,R,3,A
Bei52,375,F,73123,2,Bei52A_375R_F_073123__4,43,93,3.2013,53.5895,0.9864,0,0.0423,R,4,A
Bei52,375,F,73123,2,Bei52A_375R_F_073123__5,80,130,3.8012,17.3492,0.977,0,0.0658,R,5,A
Bei52,375,F,73123,2,Bei52A_375R_F_073123__6,39,89,2.9149,42.4278,0.9852,0,0.0402,R,6,A
Bei52,375,F,73123,3,Bei52A_375C_F_073123__1,92,142,3.9019,-42.4,0.9686,0,0.0794,C,1,A
Bei52,375,F,73123,3,Bei52A_375C_F_073123__2,57,107,3.679,30.7538,0.977,0,0.0637,C,2,A
Bei52,375,F,73123,3,Bei52A_375C_F_073123__3,29,79,4.0658,23.1662,0.9885,0,0.0494,C,3,A
Bei52,375,F,73123,3,Bei52A_375C_F_073123__4,74,124,3.1167,20.6911,0.9481,0,0.083,C,4,A
Bei52,375,F,73123,3,Bei52A_375C_F_073123__5,58,108,3.874,16.8112,0.9878,0,0.0486,C,5,A
Bei52,375,F,73123,3,Bei52A_375C_F_073123__6,17,67,3.0643,21.1943,0.9843,0,0.0436,C,6,A
Bei52,375,F,73123,3,Bei52A_375R_F_073123__1,52,102,2.5729,45.1314,0.9625,0,0.0576,R,1,A
Bei52,375,F,73123,3,Bei52A_375R_F_073123__2,52,102,2.4125,63.8034,0.9905,0,0.0265,R,2,A
Bei52,375,F,73123,3,Bei52A_375R_F_073123__3,23,73,3.5356,11.5612,0.9906,0,0.0387,R,3,A
Bei52,375,F,73123,3,Bei52A_375R_F_073123__4,26,76,2.9929,46.809,0.9866,0,0.0393,R,4,A
Bei52,375,F,73123,3,Bei52A_375R_F_073123__5,1,51,4.4213,69.479,0.9837,0,0.0641,R,5,A
Bei52,375,F,73123,3,Bei52A_375R_F_073123__6,19,69,3.118,39.9522,0.9764,0,0.0548,R,6,A
Bei52,375,F,80123,1,Bei52_375C_F_080123__1,23,73,3.2265,49.0336,0.9921,0,0.0324,C,1,B
Bei52,375,F,80123,1,Bei52_375C_F_080123__2,62,112,3.2335,10.7799,0.951,0,0.0834,C,2,B
Bei52,375,F,80123,1,Bei52_375C_F_080123__3,63,113,2.8534,41.6217,0.9927,0,0.0275,C,3,B
Bei52,375,F,80123,1,Bei52_375C_F_080123__4,36,86,2.3632,40.7215,0.9948,0,0.0191,C,4,B
Bei52,375,F,80123,1,Bei52_375C_F_080123__5,6,56,1.456,45.7345,0.969,0,0.0295,C,5,B
Bei52,375,F,80123,1,Bei52_375C_F_080123__6,2,52,3.1543,68.4445,0.9462,0,0.0856,C,6,B
Bei52,375,F,80123,1,Bei52_375R_F_080123__1,2,52,2.7401,58.5214,0.9836,0,0.0399,R,1,B
Bei52,375,F,80123,1,Bei52_375R_F_080123__2,0,50,2.8667,47.132,0.9866,0,0.0376,R,2,B
Bei52,375,F,80123,1,Bei52_375R_F_080123__3,0,50,1.1846,60.0934,0.9119,0,0.0423,R,3,B
Bei52,375,F,80123,1,Bei52_375R_F_080123__4,16,66,2.5744,56.866,0.9892,0,0.0302,R,4,B
Bei52,375,F,80123,1,Bei52_375R_F_080123__5,14,64,2.1636,62.1494,0.9826,0,0.0325,R,5,B
Bei52,375,F,80123,1,Bei52_375R_F_080123__6,28,78,2.518,25.6058,0.99,0,0.0285,R,6,B
Bei52,375,F,80123,2,Bei52_375C_F_080123__1,0,50,2.3449,39.5869,0.9812,0,0.0366,C,1,B
Bei52,375,F,80123,2,Bei52_375C_F_080123__2,51,101,2.7277,35.1866,0.9855,0,0.0373,C,2,B
Bei52,375,F,80123,2,Bei52_375C_F_080123__3,4,54,2.7385,49.639,0.9892,0,0.0322,C,3,B
Bei52,375,F,80123,2,Bei52_375C_F_080123__4,15,65,2.8485,46.4292,0.9824,0,0.043,C,4,B
Bei52,375,F,80123,2,Bei52_375C_F_080123__5,0,50,0.8444,49.0583,0.9006,0,0.0323,C,5,B
Bei52,375,F,80123,2,Bei52_375C_F_080123__6,21,71,4.18,53.3249,0.987,0,0.054,C,6,B
Bei52,375,F,80123,2,Bei52_375R_F_080123__1,22,72,3.0762,19.0942,0.9839,0,0.0444,R,1,B
Bei52,375,F,80123,2,Bei52_375R_F_080123__2,40,90,2.0957,56.5853,0.9784,0,0.0351,R,2,B
Bei52,375,F,80123,2,Bei52_375R_F_080123__3,10,60,1.4911,46.1848,0.9509,0,0.0385,R,3,B
Bei52,375,F,80123,2,Bei52_375R_F_080123__4,74,124,2.0309,68.1951,0.9566,0,0.0491,R,4,B
Bei52,375,F,80123,2,Bei52_375R_F_080123__5,8,58,4.5907,45.7467,0.9947,0,0.0375,R,5,B
Bei52,375,F,80123,2,Bei52_375R_F_080123__6,18,68,2.162,37.6353,0.9757,0,0.0385,R,6,B
Bei52,375,F,80123,3,Bei52_375C_F_080123__1,42,92,3.0865,47.5669,0.9858,0,0.0417,C,1,B
Bei52,375,F,80123,3,Bei52_375C_F_080123__2,1,51,2.7875,22.7877,0.9834,0,0.0408,C,2,B
Bei52,375,F,80123,3,Bei52_375C_F_080123__3,32,82,2.7778,44.1694,0.9822,0,0.0422,C,3,B
Bei52,375,F,80123,3,Bei52_375C_F_080123__4,37,87,4.266,6.3923,0.9928,0,0.0409,C,4,B
Bei52,375,F,80123,3,Bei52_375C_F_080123__5,40,90,1.8043,7.6735,0.9814,0,0.028,C,5,B
Bei52,375,F,80123,3,Bei52_375C_F_080123__6,29,79,3.8453,21.8438,0.9944,0,0.0323,C,6,B
Bei52,375,F,80123,3,Bei52_375R_F_080123__1,0,50,3.1786,33.4297,0.9802,0,0.0509,R,1,B
Bei52,375,F,80123,3,Bei52_375R_F_080123__2,26,76,2.4082,28.743,0.9656,0,0.0514,R,2,B
Bei52,375,F,80123,3,Bei52_375R_F_080123__3,56,106,1.903,18.0575,0.9379,0,0.0559,R,3,B
Bei52,375,F,80123,3,Bei52_375R_F_080123__4,88,138,2.3121,67.0183,0.9794,0,0.0378,R,4,B
Bei52,375,F,80123,3,Bei52_375R_F_080123__5,33,83,2.8647,30.1693,0.9888,0,0.0343,R,5,B
Bei52,375,F,80123,3,Bei52_375R_F_080123__6,34,84,2.849,14.3397,0.9854,0,0.0391,R,6,B
Bei52,375,M,73123,1,Bei52A_375C_M_073123__1,29,79,2.4566,62.0894,0.9906,0,0.0269,C,1,A
Bei52,375,M,73123,1,Bei52A_375C_M_073123__2,0,50,3.8664,81.1815,0.9879,0,0.0482,C,2,A
Bei52,375,M,73123,1,Bei52A_375C_M_073123__3,6,56,3.7091,53.0975,0.9852,0,0.0513,C,3,A
Bei52,375,M,73123,1,Bei52A_375C_M_073123__4,15,65,3.8378,49.9573,0.9886,0,0.0463,C,4,A
Bei52,375,M,73123,1,Bei52A_375C_M_073123__5,29,79,3.6997,60.4098,0.9813,0,0.0576,C,5,A
Bei52,375,M,73123,1,Bei52A_375C_M_073123__6,3,53,4.9399,46.3776,0.9887,0,0.0594,C,6,A
Bei52,375,M,73123,1,Bei52A_375R_M_073123__1,41,91,4.381,51.3435,0.9938,0,0.0389,R,1,A
Bei52,375,M,73123,1,Bei52A_375R_M_073123__2,22,72,3.4281,40.7823,0.9816,0,0.053,R,2,A
Bei52,375,M,73123,1,Bei52A_375R_M_073123__3,6,56,3.917,36.4946,0.9846,0,0.0551,R,3,A
Bei52,375,M,73123,1,Bei52A_375R_M_073123__4,5,55,2.6559,77.8359,0.9742,0,0.0489,R,4,A
Bei52,375,M,73123,1,Bei52A_375R_M_073123__5,0,50,3.4339,73.2838,0.9809,0,0.054,R,5,A
Bei52,375,M,73123,1,Bei52A_375R_M_073123__6,1,51,3.0573,85.754,0.9842,0,0.0436,R,6,A
Bei52,375,M,73123,2,Bei52A_375C_M_073123__1,53,103,3.4711,14.4177,0.9788,0,0.0576,C,1,A
Bei52,375,M,73123,2,Bei52A_375C_M_073123__2,71,121,3.5516,53.4172,0.9882,0,0.0437,C,2,A
Bei52,375,M,73123,2,Bei52A_375C_M_073123__3,35,85,3.6011,65.6477,0.9907,0,0.0392,C,3,A
Bei52,375,M,73123,2,Bei52A_375C_M_073123__4,18,68,3.7516,69.5276,0.9873,0,0.0479,C,4,A
Bei52,375,M,73123,2,Bei52A_375C_M_073123__5,29,79,4.1555,32.9364,0.9943,0,0.0354,C,5,A
Bei52,375,M,73123,2,Bei52A_375C_M_073123__6,25,75,4.1621,60.1435,0.9765,0,0.0729,C,6,A
Bei52,375,M,73123,2,Bei52A_375R_M_073123__1,37,87,3.5323,35.7931,0.9831,0,0.0522,R,1,A
Bei52,375,M,73123,2,Bei52A_375R_M_073123__2,12,62,2.0572,66.5626,0.9463,0,0.0558,R,2,A
Bei52,375,M,73123,2,Bei52A_375R_M_073123__3,4,54,2.6599,55.6268,0.9793,0,0.0437,R,3,A
Bei52,375,M,73123,2,Bei52A_375R_M_073123__4,0,50,3.0391,60.0487,0.9794,0,0.0497,R,4,A
Bei52,375,M,73123,2,Bei52A_375R_M_073123__5,30,80,4.3299,-2.2755,0.9871,0,0.0558,R,5,A
Bei52,375,M,73123,2,Bei52A_375R_M_073123__6,46,96,4.0156,87.3274,0.9585,0,0.0948,R,6,A
Bei52,375,M,73123,3,Bei52A_375C_M_073123__1,20,70,1.4731,105.1102,0.9075,0,0.0541,C,1,A
Bei52,375,M,73123,3,Bei52A_375C_M_073123__2,9,59,3.8655,60.8361,0.9798,0,0.0626,C,2,A
Bei52,375,M,73123,3,Bei52A_375C_M_073123__3,18,68,2.5015,61.5075,0.968,0,0.0515,C,3,A
Bei52,375,M,73123,3,Bei52A_375C_M_073123__4,4,54,4.8982,65.6695,0.9939,0,0.0433,C,4,A
Bei52,375,M,73123,3,Bei52A_375C_M_073123__5,40,90,5.2056,12.4707,0.9939,0,0.046,C,5,A
Bei52,375,M,73123,3,Bei52A_375C_M_073123__6,19,69,5.0409,43.9125,0.9644,0,0.1097,C,6,A
Bei52,375,M,73123,3,Bei52A_375R_M_073123__1,20,70,2.7646,35.2108,0.9701,0,0.0549,R,1,A
Bei52,375,M,73123,3,Bei52A_375R_M_073123__2,45,95,3.5836,27.2409,0.9878,0,0.0449,R,2,A
Bei52,375,M,73123,3,Bei52A_375R_M_073123__3,18,68,3.8237,2.2016,0.993,0,0.036,R,3,A
Bei52,375,M,73123,3,Bei52A_375R_M_073123__4,8,58,2.7077,62.922,0.9777,0,0.0462,R,4,A
Bei52,375,M,73123,3,Bei52A_375R_M_073123__5,31,81,3.1574,73.6745,0.9782,0,0.0532,R,5,A
Bei52,375,M,73123,3,Bei52A_375R_M_073123__6,24,74,4.649,14.3948,0.9907,0,0.0507,R,6,A
Bei52,375,M,80123,1,Bei52_375C_M_080123__1,13,63,2.5204,36.9811,0.9835,0,0.0368,C,1,B
Bei52,375,M,80123,1,Bei52_375C_M_080123__2,37,87,2.2507,52.0483,0.9221,0,0.075,C,2,B
Bei52,375,M,80123,1,Bei52_375C_M_080123__3,19,69,3.3671,45.0625,0.9876,0,0.0425,C,3,B
Bei52,375,M,80123,1,Bei52_375C_M_080123__4,1,51,3.5757,60.2033,0.9912,0,0.0378,C,4,B
Bei52,375,M,80123,1,Bei52_375C_M_080123__5,27,77,2.9763,32.7661,0.9934,0,0.0273,C,5,B
Bei52,375,M,80123,1,Bei52_375C_M_080123__6,9,59,4.0959,33.2311,0.9828,0,0.0611,C,6,B
Bei52,375,M,80123,1,Bei52_375R_M_080123__1,82,132,3.3665,23.241,0.9802,0,0.054,R,1,B
Bei52,375,M,80123,1,Bei52_375R_M_080123__2,68,118,3.1363,38.0955,0.9789,0,0.052,R,2,B
Bei52,375,M,80123,1,Bei52_375R_M_080123__3,1,51,3.4522,49.8684,0.9929,0,0.0328,R,3,B
Bei52,375,M,80123,1,Bei52_375R_M_080123__4,52,102,3.5908,33.8166,0.9884,0,0.0437,R,4,B
Bei52,375,M,80123,1,Bei52_375R_M_080123__5,26,76,4.1774,17.6003,0.9916,0,0.0431,R,5,B
Bei52,375,M,80123,1,Bei52_375R_M_080123__6,34,84,3.3111,39.1843,0.9869,0,0.0429,R,6,B
Bei52,375,M,80123,2,Bei52_375C_M_080123__1,9,59,2.9966,42.1079,0.9796,0,0.0488,C,1,B
Bei52,375,M,80123,2,Bei52_375C_M_080123__2,43,93,4.1852,17.598,0.9842,0,0.0597,C,2,B
Bei52,375,M,80123,2,Bei52_375C_M_080123__3,0,50,2.399,68.9319,0.9545,0,0.0595,C,3,B
Bei52,375,M,80123,2,Bei52_375C_M_080123__4,3,53,2.5353,44.7859,0.9726,0,0.0481,C,4,B
Bei52,375,M,80123,2,Bei52_375C_M_080123__5,10,60,2.4091,47.973,0.9919,0,0.0245,C,5,B
Bei52,375,M,80123,2,Bei52_375C_M_080123__6,25,75,3.7453,14.7647,0.9896,0,0.0433,C,6,B
Bei52,375,M,80123,2,Bei52_375R_M_080123__1,5,55,3.3464,49.522,0.9856,0,0.0456,R,1,B
Bei52,375,M,80123,2,Bei52_375R_M_080123__2,15,65,3.9204,30.0493,0.9924,0,0.0386,R,2,B
Bei52,375,M,80123,2,Bei52_375R_M_080123__3,30,80,3.206,30.0769,0.9673,0,0.0667,R,3,B
Bei52,375,M,80123,2,Bei52_375R_M_080123__4,31,81,3.9667,34.1009,0.9933,0,0.0368,R,4,B
Bei52,375,M,80123,2,Bei52_375R_M_080123__5,41,91,3.4992,68.8056,0.9772,0,0.0604,R,5,B
Bei52,375,M,80123,2,Bei52_375R_M_080123__6,56,106,3.7611,22.4088,0.9802,0,0.0603,R,6,B
Bei52,375,M,80123,3,Bei52_375C_M_080123__1,19,69,2.9111,38.7302,0.9799,0,0.047,C,1,B
Bei52,375,M,80123,3,Bei52_375C_M_080123__2,21,71,4.2626,57.4677,0.9845,0,0.0602,C,2,B
Bei52,375,M,80123,3,Bei52_375C_M_080123__3,0,50,2.3731,57.6005,0.9644,0,0.0516,C,3,B
Bei52,375,M,80123,3,Bei52_375C_M_080123__4,5,55,3.3471,49.3994,0.9834,0,0.049,C,4,B
Bei52,375,M,80123,3,Bei52_375C_M_080123__5,26,76,3.9188,29.5749,0.9836,0,0.0571,C,5,B
Bei52,375,M,80123,3,Bei52_375C_M_080123__6,42,92,5.3033,9.3124,0.9815,0,0.0822,C,6,B
Bei52,375,M,80123,3,Bei52_375R_M_080123__1,0,50,2.7371,54.7503,0.9643,0,0.0597,R,1,B
Bei52,375,M,80123,3,Bei52_375R_M_080123__2,19,69,3.7624,32.8594,0.9886,0,0.0454,R,2,B
Bei52,375,M,80123,3,Bei52_375R_M_080123__3,35,85,3.6686,41.5533,0.9535,0,0.0921,R,3,B
Bei52,375,M,80123,3,Bei52_375R_M_080123__4,6,56,2.8163,71.4383,0.9852,0,0.0389,R,4,B
Bei52,375,M,80123,3,Bei52_375R_M_080123__5,20,70,3.1779,72.4096,0.9939,0,0.0279,R,5,B
Bei52,375,M,80123,3,Bei52_375R_M_080123__6,1,51,3.1995,54.6858,0.9833,0,0.0469,R,6,B
Bei52,Ore,F,73123,1,Bei52A_OreRC_F_073123__1,53,103,1.1138,9.8301,0.9498,0,0.0291,C,1,A
Bei52,Ore,F,73123,1,Bei52A_OreRC_F_073123__2,92,142,0.8476,60.36,0.9484,0,0.0225,C,2,A
Bei52,Ore,F,73123,1,Bei52A_OreRC_F_073123__3,48,98,1.0559,49.8793,0.7715,0,0.0691,C,3,A
Bei52,Ore,F,73123,1,Bei52A_OreRC_F_073123__4,55,105,1.3666,23.8134,0.946,0,0.0372,C,4,A
Bei52,Ore,F,73123,1,Bei52A_OreRC_F_073123__5,27,77,0.4082,59.4754,0.7785,0,0.0261,C,5,A
Bei52,Ore,F,73123,1,Bei52A_OreRC_F_073123__6,11,61,0.2016,53.9191,0.7173,0,0.0155,C,6,A
Bei52,Ore,F,73123,1,Bei52A_OreRR_F_073123__1,78,128,1.0323,5.6744,0.9412,0,0.0294,R,1,A
Bei52,Ore,F,73123,1,Bei52A_OreRR_F_073123__2,17,67,2.1321,51.0469,0.9606,0,0.049,R,2,A
Bei52,Ore,F,73123,1,Bei52A_OreRR_F_073123__3,0,50,0.765,27.9604,0.9613,0,0.0174,R,3,A
Bei52,Ore,F,73123,1,Bei52A_OreRR_F_073123__4,46,96,0.9806,32.3849,0.908,0,0.0359,R,4,A
Bei52,Ore,F,73123,1,Bei52A_OreRR_F_073123__5,40,90,1.3552,33.8893,0.9844,0,0.0192,R,5,A
Bei52,Ore,F,73123,1,Bei52A_OreRR_F_073123__6,39,89,1.6711,8.9594,0.9859,0,0.0225,R,6,A
Bei52,Ore,F,73123,2,Bei52A_OreRC_F_073123__1,53,103,1.1615,13.1431,0.9838,0,0.0168,C,1,A
Bei52,Ore,F,73123,2,Bei52A_OreRC_F_073123__2,38,88,0.5891,64.2518,0.7893,0,0.0364,C,2,A
Bei52,Ore,F,73123,2,Bei52A_OreRC_F_073123__3,72,122,3.1603,-73.8323,0.7159,0,0.2446,C,3,A
Bei52,Ore,F,73123,2,Bei52A_OreRC_F_073123__4,54,104,0.9931,27.8933,0.9699,0,0.0198,C,4,A
Bei52,Ore,F,73123,2,Bei52A_OreRC_F_073123__5,52,102,0.4491,47.5986,0.7758,0,0.029,C,5,A
Bei52,Ore,F,73123,2,Bei52A_OreRC_F_073123__6,79,129,6.7932,-276.1146,0.8649,0,0.3129,C,6,A
Bei52,Ore,F,73123,2,Bei52A_OreRR_F_073123__1,56,106,0.8057,22.6033,0.8727,0,0.0358,R,1,A
Bei52,Ore,F,73123,2,Bei52A_OreRR_F_073123__2,48,98,1.2103,11.1908,0.9742,0,0.0223,R,2,A
Bei52,Ore,F,73123,2,Bei52A_OreRR_F_073123__3,49,99,0.9239,50.4951,0.9222,0,0.0308,R,3,A
Bei52,Ore,F,73123,2,Bei52A_OreRR_F_073123__4,45,95,2.0412,-9.1105,0.9555,0,0.05,R,4,A
Bei52,Ore,F,73123,2,Bei52A_OreRR_F_073123__5,37,87,1.5203,30.7089,0.975,0,0.0275,R,5,A
Bei52,Ore,F,73123,2,Bei52A_OreRR_F_073123__6,59,109,1.9469,-7.5115,0.9914,0,0.0204,R,6,A
Bei52,Ore,F,73123,3,Bei52A_OreRC_F_073123__1,66,116,1.2289,13.0421,0.98,0,0.0198,C,1,A
Bei52,Ore,F,73123,3,Bei52A_OreRC_F_073123__2,50,100,1.0309,20.7483,0.9792,0,0.017,C,2,A
Bei52,Ore,F,73123,3,Bei52A_OreRC_F_073123__3,85,135,0.742,28.6618,0.935,0,0.0223,C,3,A
Bei52,Ore,F,73123,3,Bei52A_OreRC_F_073123__4,91,141,0.8152,32.3884,0.9561,0,0.0198,C,4,A
Bei52,Ore,F,73123,3,Bei52A_OreRC_F_073123__5,48,98,0.6376,31.7389,0.9307,0,0.0199,C,5,A
Bei52,Ore,F,73123,3,Bei52A_OreRC_F_073123__6,37,87,0.2722,51.1285,0.7437,0,0.0194,C,6,A
Bei52,Ore,F,73123,3,Bei52A_OreRR_F_073123__1,76,126,0.306,45.9367,0.8516,0,0.015,R,1,A
Bei52,Ore,F,73123,3,Bei52A_OreRR_F_073123__2,34,84,0.9783,32.1233,0.9682,0,0.0201,R,2,A
Bei52,Ore,F,73123,3,Bei52A_OreRR_F_073123__3,66,116,0.7317,33.6601,0.9603,0,0.0169,R,3,A
Bei52,Ore,F,73123,3,Bei52A_OreRR_F_073123__4,68,118,0.8615,21.4189,0.9636,0,0.019,R,4,A
Bei52,Ore,F,73123,3,Bei52A_OreRR_F_073123__5,92,142,1.0654,17.919,0.9555,0,0.0261,R,5,A
Bei52,Ore,F,73123,3,Bei52A_OreRR_F_073123__6,76,126,1.3021,26.7422,0.9828,0,0.0194,R,6,A
Bei52,Ore,F,80123,1,Bei52_OreRC_F_080123__1,90,140,2.1143,16.5564,0.9925,0,0.0207,C,1,B
Bei52,Ore,F,80123,1,Bei52_OreRC_F_080123__2,88,138,1.1896,23.0188,0.9953,0,0.0092,C,2,B
Bei52,Ore,F,80123,1,Bei52_OreRC_F_080123__3,92,142,1.4558,14.2203,0.9936,0,0.0131,C,3,B
Bei52,Ore,F,80123,1,Bei52_OreRC_F_080123__4,87,137,2.4622,-17.3349,0.9977,0,0.0134,C,4,B
Bei52,Ore,F,80123,1,Bei52_OreRC_F_080123__5,45,95,0.7625,28.4638,0.7467,0,0.0539,C,5,B
Bei52,Ore,F,80123,1,Bei52_OreRC_F_080123__6,69,119,3.2729,-60.7332,0.9885,0,0.0397,C,6,B
Bei52,Ore,F,80123,1,Bei52_OreRR_F_080123__1,48,98,0.5521,31.7074,0.8279,0,0.0297,R,1,B
Bei52,Ore,F,80123,1,Bei52_OreRR_F_080123__2,34,84,0.6784,55.7773,0.869,0,0.0307,R,2,B
Bei52,Ore,F,80123,1,Bei52_OreRR_F_080123__3,46,96,2.4394,11.6913,0.9893,0,0.0285,R,3,B
Bei52,Ore,F,80123,1,Bei52_OreRR_F_080123__4,31,81,1.5577,23.0984,0.9749,0,0.0282,R,4,B
Bei52,Ore,F,80123,1,Bei52_OreRR_F_080123__5,37,87,1.3376,23.9259,0.9706,0,0.0263,R,5,B
Bei52,Ore,F,80123,1,Bei52_OreRR_F_080123__6,21,71,3.2303,15.7411,0.9237,0,0.1063,R,6,B
Bei52,Ore,F,80123,2,Bei52_OreRC_F_080123__1,89,139,2.1832,28.8305,0.9913,0,0.023,C,1,B
Bei52,Ore,F,80123,2,Bei52_OreRC_F_080123__2,13,63,1.5829,19.8871,0.9278,0,0.0505,C,2,B
Bei52,Ore,F,80123,2,Bei52_OreRC_F_080123__3,42,92,1.9715,-10.0854,0.9363,0,0.0587,C,3,B
Bei52,Ore,F,80123,2,Bei52_OreRC_F_080123__4,91,141,1.8007,-63.2945,0.9384,0,0.0526,C,4,B
Bei52,Ore,F,80123,2,Bei52_OreRC_F_080123__5,27,77,1.1426,9.3688,0.9636,0,0.0252,C,5,B
Bei52,Ore,F,80123,2,Bei52_OreRC_F_080123__6,17,67,2.1206,11.1374,0.9807,0,0.0335,C,6,B
Bei52,Ore,F,80123,2,Bei52_OreRR_F_080123__1,30,80,0.263,30.4713,0.7419,0,0.0189,R,1,B
