Mito,Nuc,Sex,Day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err,treatment,vial,build
Bei42,375,F,80123,3,Bei42_375R_F_080123__1,46,96,2.8786,4.0549,0.9867,0,0.0377,R,1,B
Bei42,375,F,80123,3,Bei42_375R_F_080123__2,0,50,1.9885,71.1684,0.95,0,0.0519,R,2,B
Bei42,375,F,80123,3,Bei42_375R_F_080123__3,3,53,3.5006,44.2623,0.995,0,0.028,R,3,B
Bei42,375,F,80123,3,Bei42_375R_F_080123__4,40,90,3.1754,81.8287,0.9833,0,0.0466,R,4,B
Bei42,375,F,80123,3,Bei42_375R_F_080123__5,42,92,3.4781,69.7205,0.9888,0,0.0416,R,5,B
Bei42,375,F,80123,3,Bei42_375R_F_080123__6,29,79,2.5834,33.157,0.979,0,0.0427,R,6,B
Bei42,375,M,73123,1,Bei42A_375C_M_073123__1,13,63,3.5078,62.0064,0.9602,0,0.081,C,1,A
Bei42,375,M,73123,1,Bei42A_375C_M_073123__2,68,118,3.0112,46.6378,0.9715,0,0.0583,C,2,A
Bei42,375,M,73123,1,Bei42A_375C_M_073123__3,12,62,3.4268,89.1449,0.9932,0,0.0318,C,3,A
Bei42,375,M,73123,1,Bei42A_375C_M_073123__4,14,64,2.6392,79.5902,0.9486,0,0.0699,C,4,A
Bei42,375,M,73123,1,Bei42A_375C_M_073123__5,11,61,4.6892,58.8765,0.9736,0,0.0873,C,5,A
Bei42,375,M,73123,1,Bei42A_375C_M_073123__6,13,63,3.1856,40.7779,0.9925,0,0.0311,C,6,A
Bei42,375,M,73123,1,Bei42A_375R_M_073123__1,31,81,2.7803,40.6444,0.9825,0,0.0419,R,1,A
Bei42,375,M,73123,1,Bei42A_375R_M_073123__2,0,50,2.0284,77.558,0.9094,0,0.0736,R,2,A
Bei42,375,M,73123,1,Bei42A_375R_M_073123__3,10,60,2.2523,62.3892,0.9835,0,0.0329,R,3,A
Bei42,375,M,73123,1,Bei42A_375R_M_073123__4,11,61,3.3763,40.6158,0.9921,0,0.0338,R,4,A
Bei42,375,M,73123,1,Bei42A_375R_M_073123__5,13,63,3.9776,70.947,0.9732,0,0.0747,R,5,A
Bei42,375,M,73123,1,Bei42A_375R_M_073123__6,26,76,4.914,38.972,0.9277,0,0.1569,R,6,A
Bei42,375,M,73123,2,Bei42A_375C_M_073123__1,9,59,3.3086,45.4105,0.986,0,0.0444,C,1,A
Bei42,375,M,73123,2,Bei42A_375C_M_073123__2,33,83,2.7898,32.1731,0.9865,0,0.0367,C,2,A
Bei42,375,M,73123,2,Bei42A_375C_M_073123__3,23,73,4.0766,56.2927,0.9778,0,0.0693,C,3,A
Bei42,375,M,73123,2,Bei42A_375C_M_073123__4,50,100,3.4889,7.8304,0.9867,0,0.0457,C,4,A
Bei42,375,M,73123,2,Bei42A_375C_M_073123__5,15,65,2.7337,80.7875,0.9055,0,0.1017,C,5,A
Bei42,375,M,73123,2,Bei42A_375C_M_073123__6,63,113,3.3786,11.8369,0.9616,0,0.0765,C,6,A
Bei42,375,M,73123,2,Bei42A_375R_M_073123__1,20,70,2.3139,66.7511,0.9457,0,0.0631,R,1,A
Bei42,375,M,73123,2,Bei42A_375R_M_073123__2,20,70,2.3117,66.289,0.9536,0,0.058,R,2,A
Bei42,375,M,73123,2,Bei42A_375R_M_073123__3,47,97,1.8754,123.4024,0.9639,0,0.0411,R,3,A
Bei42,375,M,73123,2,Bei42A_375R_M_073123__4,37,87,2.869,58.4841,0.9453,0,0.0786,R,4,A
Bei42,375,M,73123,2,Bei42A_375R_M_073123__5,28,78,4.4998,45.9196,0.9924,0,0.0442,R,5,A
Bei42,375,M,73123,2,Bei42A_375R_M_073123__6,44,94,4.3992,-22.9801,0.9844,0,0.0625,R,6,A
Bei42,375,M,73123,3,Bei42A_375C_M_073123__1,3,53,2.2612,71.6426,0.9508,0,0.0585,C,1,A
Bei42,375,M,73123,3,Bei42A_375C_M_073123__2,15,65,3.5231,64.8143,0.9742,0,0.0648,C,2,A
Bei42,375,M,73123,3,Bei42A_375C_M_073123__3,13,63,3.5357,87.3384,0.9776,0,0.0605,C,3,A
Bei42,375,M,73123,3,Bei42A_375C_M_073123__4,37,87,2.5258,37.0249,0.9593,0,0.059,C,4,A
Bei42,375,M,73123,3,Bei42A_375C_M_073123__5,2,52,2.3738,82.1829,0.9685,0,0.0484,C,5,A
Bei42,375,M,73123,3,Bei42A_375C_M_073123__6,57,107,3.1334,77.7305,0.9434,0,0.0875,C,6,A
Bei42,375,M,73123,3,Bei42A_375R_M_073123__1,62,112,3.6733,-7.498,0.9905,0,0.0405,R,1,A
Bei42,375,M,73123,3,Bei42A_375R_M_073123__2,12,62,2.7538,77.936,0.9749,0,0.0499,R,2,A
Bei42,375,M,73123,3,Bei42A_375R_M_073123__3,10,60,3.031,57.4217,0.9819,0,0.0464,R,3,A
Bei42,375,M,73123,3,Bei42A_375R_M_073123__4,14,64,3.004,54.885,0.992,0,0.0303,R,4,A
Bei42,375,M,73123,3,Bei42A_375R_M_073123__5,0,50,3.3579,82.647,0.9797,0,0.0546,R,5,A
Bei42,375,M,73123,3,Bei42A_375R_M_073123__6,12,62,3.6117,23.9535,0.9801,0,0.0581,R,6,A
Bei42,375,M,80123,1,Bei42_375C_M_080123__1,49,99,3.3692,71.0449,0.9728,0,0.0637,C,1,B
Bei42,375,M,80123,1,Bei42_375C_M_080123__2,37,87,2.9536,31.6,0.966,0,0.0627,C,2,B
Bei42,375,M,80123,1,Bei42_375C_M_080123__3,7,57,3.5892,65.8733,0.9833,0,0.0527,C,3,B
Bei42,375,M,80123,1,Bei42_375C_M_080123__4,51,101,4.6775,29.1498,0.9926,0,0.0455,C,4,B
Bei42,375,M,80123,1,Bei42_375C_M_080123__5,46,96,2.3846,27.1544,0.9696,0,0.0478,C,5,B
Bei42,375,M,80123,1,Bei42_375C_M_080123__6,26,76,4.0604,24.6948,0.9803,0,0.0649,C,6,B
Bei42,375,M,80123,1,Bei42_375R_M_080123__1,13,63,3.3392,55.4669,0.9867,0,0.0436,R,1,B
Bei42,375,M,80123,1,Bei42_375R_M_080123__2,11,61,3.5777,52.2686,0.9769,0,0.0622,R,2,B
Bei42,375,M,80123,1,Bei42_375R_M_080123__3,23,73,2.4055,43.0699,0.9737,0,0.0446,R,3,B
Bei42,375,M,80123,1,Bei42_375R_M_080123__4,48,98,4.201,16.7985,0.9926,0,0.0407,R,4,B
Bei42,375,M,80123,1,Bei42_375R_M_080123__5,9,59,2.2964,56.0309,0.9815,0,0.0356,R,5,B
Bei42,375,M,80123,1,Bei42_375R_M_080123__6,8,58,4.0396,34.9936,0.9912,0,0.0428,R,6,B
Bei42,375,M,80123,2,Bei42_375C_M_080123__1,0,50,2.1755,98.9387,0.9461,0,0.0591,C,1,B
Bei42,375,M,80123,2,Bei42_375C_M_080123__2,6,56,3.5055,65.2771,0.9716,0,0.0678,C,2,B
Bei42,375,M,80123,2,Bei42_375C_M_080123__3,14,64,4.0561,31.374,0.9918,0,0.0414,C,3,B
Bei42,375,M,80123,2,Bei42_375C_M_080123__4,68,118,3.22,69.8949,0.9774,0,0.0553,C,4,B
Bei42,375,M,80123,2,Bei42_375C_M_080123__5,36,86,2.5684,39.368,0.9753,0,0.0462,C,5,B
Bei42,375,M,80123,2,Bei42_375C_M_080123__6,7,57,2.8836,71.5204,0.9705,0,0.0569,C,6,B
Bei42,375,M,80123,2,Bei42_375R_M_080123__1,34,84,3.9699,33.4584,0.9852,0,0.0549,R,1,B
Bei42,375,M,80123,2,Bei42_375R_M_080123__2,23,73,2.5771,56.9175,0.9752,0,0.0464,R,2,B
Bei42,375,M,80123,2,Bei42_375R_M_080123__3,21,71,1.9989,70.4644,0.9141,0,0.0704,R,3,B
Bei42,375,M,80123,2,Bei42_375R_M_080123__4,20,70,2.5616,65.4142,0.98,0,0.0412,R,4,B
Bei42,375,M,80123,2,Bei42_375R_M_080123__5,0,50,1.6234,84.655,0.8875,0,0.0669,R,5,B
Bei42,375,M,80123,2,Bei42_375R_M_080123__6,18,68,2.8361,38.6196,0.9841,0,0.0406,R,6,B
Bei42,375,M,80123,3,Bei42_375C_M_080123__1,45,95,3.3304,32.8393,0.9884,0,0.0407,C,1,B
Bei42,375,M,80123,3,Bei42_375C_M_080123__2,3,53,2.2743,62.8032,0.973,0,0.0428,C,2,B
Bei42,375,M,80123,3,Bei42_375C_M_080123__3,9,59,3.6049,46.1371,0.9765,0,0.0631,C,3,B
Bei42,375,M,80123,3,Bei42_375C_M_080123__4,1,51,3.1057,88.1858,0.9795,0,0.0507,C,4,B
Bei42,375,M,80123,3,Bei42_375C_M_080123__5,5,55,1.6882,62.2041,0.9219,0,0.0563,C,5,B
Bei42,375,M,80123,3,Bei42_375C_M_080123__6,16,66,3.4438,38.1449,0.9806,0,0.0546,C,6,B
Bei42,375,M,80123,3,Bei42_375R_M_080123__1,2,52,2.5727,55.3923,0.9874,0,0.0327,R,1,B
Bei42,375,M,80123,3,Bei42_375R_M_080123__2,0,50,2.385,74.087,0.9789,0,0.0395,R,2,B
Bei42,375,M,80123,3,Bei42_375R_M_080123__3,16,66,3.3523,63.8587,0.9897,0,0.0386,R,3,B
Bei42,375,M,80123,3,Bei42_375R_M_080123__4,17,67,2.7967,63.4648,0.9727,0,0.053,R,4,B
Bei42,375,M,80123,3,Bei42_375R_M_080123__5,36,86,2.6401,33.2198,0.972,0,0.0506,R,5,B
Bei42,375,M,80123,3,Bei42_375R_M_080123__6,37,87,3.1819,29.7789,0.9824,0,0.048,R,6,B
Bei42,Ore,F,73123,1,Bei42A_OreRC_F_073123__1,92,142,4.5331,-108.9716,0.9931,0,0.0424,C,1,A
Bei42,Ore,F,73123,1,Bei42A_OreRC_F_073123__2,29,79,3.1846,24.4992,0.9699,0,0.0635,C,2,A
Bei42,Ore,F,73123,1,Bei42A_OreRC_F_073123__3,55,105,4.9946,-60.0672,0.9721,0,0.0957,C,3,A
Bei42,Ore,F,73123,1,Bei42A_OreRC_F_073123__4,76,126,4.3355,-44.8222,0.9764,0,0.0761,C,4,A
Bei42,Ore,F,73123,1,Bei42A_OreRC_F_073123__5,82,132,3.564,-44.8572,0.9728,0,0.0673,C,5,A
Bei42,Ore,F,73123,1,Bei42A_OreRC_F_073123__6,72,122,3.3107,-41.5295,0.9894,0,0.0386,C,6,A
Bei42,Ore,F,73123,1,Bei42A_OreRR_F_073123__1,1,51,1.7035,36.2816,0.9646,0,0.037,R,1,A
Bei42,Ore,F,73123,1,Bei42A_OreRR_F_073123__2,50,100,1.478,0.5212,0.9562,0,0.0359,R,2,A
Bei42,Ore,F,73123,1,Bei42A_OreRR_F_073123__3,63,113,2.0513,-9.2438,0.9816,0,0.0317,R,3,A
Bei42,Ore,F,73123,1,Bei42A_OreRR_F_073123__4,12,62,1.4333,38.1512,0.9641,0,0.0313,R,4,A
Bei42,Ore,F,73123,1,Bei42A_OreRR_F_073123__5,31,81,2.8013,-3.0503,0.9897,0,0.0322,R,5,A
Bei42,Ore,F,73123,1,Bei42A_OreRR_F_073123__6,47,97,1.7487,1.0228,0.9397,0,0.0505,R,6,A
Bei42,Ore,F,73123,2,Bei42A_OreRC_F_073123__1,31,81,3.3212,4.3081,0.9947,0,0.0271,C,1,A
Bei42,Ore,F,73123,2,Bei42A_OreRC_F_073123__2,7,57,3.2659,26.0349,0.9779,0,0.0555,C,2,A
Bei42,Ore,F,73123,2,Bei42A_OreRC_F_073123__3,66,116,4.8863,-55.823,0.9755,0,0.0874,C,3,A
Bei42,Ore,F,73123,2,Bei42A_OreRC_F_073123__4,46,96,2.4907,10.5495,0.9788,0,0.0413,C,4,A
Bei42,Ore,F,73123,2,Bei42A_OreRC_F_073123__5,24,74,1.8171,56.7461,0.9633,0,0.0402,C,5,A
Bei42,Ore,F,73123,2,Bei42A_OreRC_F_073123__6,28,78,2.425,40.3997,0.9474,0,0.065,C,6,A
Bei42,Ore,F,73123,2,Bei42A_OreRR_F_073123__1,77,127,3.9622,-81.4152,0.9582,0,0.0939,R,1,A
Bei42,Ore,F,73123,2,Bei42A_OreRR_F_073123__2,92,142,1.3343,-6.0033,0.9884,0,0.0163,R,2,A
Bei42,Ore,F,73123,2,Bei42A_OreRR_F_073123__3,10,60,1.53,47.0743,0.9603,0,0.0353,R,3,A
Bei42,Ore,F,73123,2,Bei42A_OreRR_F_073123__4,49,99,1.4794,23.2729,0.9469,0,0.0399,R,4,A
Bei42,Ore,F,73123,2,Bei42A_OreRR_F_073123__5,39,89,2.497,10.0711,0.9845,0,0.0353,R,5,A
Bei42,Ore,F,73123,2,Bei42A_OreRR_F_073123__6,89,139,1.7658,-18.0844,0.9413,0,0.0503,R,6,A
Bei42,Ore,F,73123,3,Bei42A_OreRC_F_073123__1,65,115,3.6421,-3.8723,0.9966,0,0.0241,C,1,A
Bei42,Ore,F,73123,3,Bei42A_OreRC_F_073123__2,92,142,3.2845,-29.5966,0.9841,0,0.0471,C,2,A
Bei42,Ore,F,73123,3,Bei42A_OreRC_F_073123__3,20,70,4.0601,24.2854,0.9943,0,0.0347,C,3,A
Bei42,Ore,F,73123,3,Bei42A_OreRC_F_073123__4,92,142,3.2261,25.1854,0.9813,0,0.0502,C,4,A
Bei42,Ore,F,73123,3,Bei42A_OreRC_F_073123__5,53,103,3.0622,8.0761,0.9834,0,0.0448,C,5,A
Bei42,Ore,F,73123,3,Bei42A_OreRC_F_073123__6,27,77,2.7346,45.8091,0.9775,0,0.0468,C,6,A
Bei42,Ore,F,73123,3,Bei42A_OreRR_F_073123__1,65,115,3.5444,-72.3665,0.9855,0,0.0484,R,1,A
Bei42,Ore,F,73123,3,Bei42A_OreRR_F_073123__2,80,130,1.5917,10.2493,0.9303,0,0.0498,R,2,A
Bei42,Ore,F,73123,3,Bei42A_OreRR_F_073123__3,43,93,1.5082,5.8053,0.9505,0,0.0391,R,3,A
Bei42,Ore,F,73123,3,Bei42A_OreRR_F_073123__4,61,111,2.6203,-28.2551,0.9553,0,0.0644,R,4,A
Bei42,Ore,F,73123,3,Bei42A_OreRR_F_073123__5,50,100,3.4598,-25.8722,0.9842,0,0.0494,R,5,A
Bei42,Ore,F,73123,3,Bei42A_OreRR_F_073123__6,44,94,1.6184,0.3288,0.9432,0,0.0452,R,6,A
Bei42,Ore,F,73123,4,Bei42A_OreRC_F_073123__1,2,52,0.3586,25.8021,0.9084,0,0.0131,C,1,A
Bei42,Ore,F,73123,4,Bei42A_OreRC_F_073123__2,18,68,1.3727,17.9102,0.9902,0,0.0154,C,2,A
Bei42,Ore,F,73123,4,Bei42A_OreRC_F_073123__3,41,91,0.7927,51.4589,0.9024,0,0.03,C,3,A
Bei42,Ore,F,73123,4,Bei42A_OreRC_F_073123__4,0,50,1.2631,37.1053,0.97,0,0.0251,C,4,A
Bei42,Ore,F,73123,4,Bei42A_OreRC_F_073123__5,81,131,1.2397,-25.1612,0.6084,0,0.1284,C,5,A
Bei42,Ore,F,73123,4,Bei42A_OreRC_F_073123__6,60,110,0.9598,3.682,0.9751,0,0.0173,C,6,A
Bei42,Ore,F,73123,5,Bei42A_OreRC_F_073123__1,58,108,0.8131,29.8805,0.8881,0,0.0334,C,1,A
Bei42,Ore,F,73123,5,Bei42A_OreRC_F_073123__2,48,98,1.0645,25.5495,0.9753,0,0.0191,C,2,A
Bei42,Ore,F,73123,5,Bei42A_OreRC_F_073123__3,60,110,0.4779,43.1753,0.8872,0,0.0197,C,3,A
Bei42,Ore,F,73123,5,Bei42A_OreRC_F_073123__4,92,142,0.7738,20.0602,0.936,0,0.0231,C,4,A
Bei42,Ore,F,73123,5,Bei42A_OreRC_F_073123__5,61,111,1.5268,33.995,0.7105,0,0.12,C,5,A
Bei42,Ore,F,73123,5,Bei42A_OreRC_F_073123__6,21,71,0.5738,56.574,0.7226,0,0.0436,C,6,A
Bei42,Ore,F,73123,6,Bei42A_OreRC_F_073123__1,73,123,0.4279,23.6157,0.9572,0,0.0103,C,1,A
Bei42,Ore,F,73123,6,Bei42A_OreRC_F_073123__2,58,108,1.62,42.1036,0.9734,0,0.0303,C,2,A
Bei42,Ore,F,73123,6,Bei42A_OreRC_F_073123__3,40,90,0.9497,50.1652,0.9573,0,0.0228,C,3,A
Bei42,Ore,F,73123,6,Bei42A_OreRC_F_073123__4,91,141,1.3361,-11.9799,0.9395,0,0.0387,C,4,A
Bei42,Ore,F,73123,6,Bei42A_OreRC_F_073123__5,73,123,1.1237,-6.6205,0.6248,0,0.1115,C,5,A
Bei42,Ore,F,73123,6,Bei42A_OreRC_F_073123__6,49,99,0.5897,29.1131,0.9549,0,0.0145,C,6,A
Bei42,Ore,F,80123,1,Bei42_OreRC_F_080123__1,11,61,1.9192,76.5843,0.9647,0,0.0416,C,1,B
Bei42,Ore,F,80123,1,Bei42_OreRC_F_080123__2,62,112,2.1803,-10.9053,0.9833,0,0.032,C,2,B
Bei42,Ore,F,80123,1,Bei42_OreRC_F_080123__3,55,105,2.5411,5.5827,0.9995,0,0.0065,C,3,B
Bei42,Ore,F,80123,1,Bei42_OreRC_F_080123__4,56,106,2.3953,16.8321,0.9691,0,0.0484,C,4,B
Bei42,Ore,F,80123,1,Bei42_OreRC_F_080123__5,60,110,2.1157,22.3223,0.9681,0,0.0435,C,5,B
Bei42,Ore,F,80123,1,Bei42_OreRC_F_080123__6,92,142,2.2266,27.586,0.9985,0,0.0098,C,6,B
Bei42,Ore,F,80123,1,Bei42_OreRR_F_080123__1,7,57,1.348,68.2459,0.9807,0,0.0213,R,1,B
Bei42,Ore,F,80123,1,Bei42_OreRR_F_080123__2,45,95,2.0878,52.1965,0.9798,0,0.0338,R,2,B
Bei42,Ore,F,80123,1,Bei42_OreRR_F_080123__3,91,141,2.5587,9.6537,0.9954,0,0.0195,R,3,B
Bei42,Ore,F,80123,1,Bei42_OreRR_F_080123__4,37,87,0.61,58.2298,0.9599,0,0.0141,R,4,B
Bei42,Ore,F,80123,1,Bei42_OreRR_F_080123__5,31,81,1.1993,35.3435,0.9149,0,0.042,R,5,B
Bei42,Ore,F,80123,1,Bei42_OreRR_F_080123__6,82,132,1.2224,10.8838,0.9064,0,0.0452,R,6,B
Bei42,Ore,F,80123,2,Bei42_OreRC_F_080123__1,92,142,2.3134,25.4449,0.9991,0,0.0077,C,1,B
Bei42,Ore,F,80123,2,Bei42_OreRC_F_080123__2,86,136,2.6816,52.7344,0.9993,0,0.0081,C,2,B
Bei42,Ore,F,80123,2,Bei42_OreRC_F_080123__3,8,58,2.0873,48.0335,0.9506,0,0.0541,C,3,B
Bei42,Ore,F,80123,2,Bei42_OreRC_F_080123__4,92,142,1.9055,34.4049,0.9958,0,0.0139,C,4,B
Bei42,Ore,F,80123,2,Bei42_OreRC_F_080123__5,83,133,1.6866,16.0257,0.9912,0,0.0179,C,5,B
Bei42,Ore,F,80123,2,Bei42_OreRC_F_080123__6,89,139,2.7248,43.9963,0.9965,0,0.0182,C,6,B
Bei42,Ore,F,80123,2,Bei42_OreRR_F_080123__1,10,60,1.3124,79.2786,0.9126,0,0.0467,R,1,B
Bei42,Ore,F,80123,2,Bei42_OreRR_F_080123__2,90,140,1.598,53.8537,0.9746,0,0.0292,R,2,B
Bei42,Ore,F,80123,2,Bei42_OreRR_F_080123__3,77,127,2.5762,40.9684,0.9728,0,0.0487,R,3,B
Bei42,Ore,F,80123,2,Bei42_OreRR_F_080123__4,22,72,1.2271,15.0002,0.9675,0,0.0254,R,4,B
Bei42,Ore,F,80123,2,Bei42_OreRR_F_080123__5,40,90,1.5469,16.5156,0.9497,0,0.0405,R,5,B
Bei42,Ore,F,80123,2,Bei42_OreRR_F_080123__6,33,83,1.7586,43.5252,0.8614,0,0.0823,R,6,B
Bei42,Ore,F,80123,3,Bei42_OreRC_F_080123__1,58,108,2.4008,21.5585,0.9996,0,0.0051,C,1,B
Bei42,Ore,F,80123,3,Bei42_OreRC_F_080123__2,83,133,2.772,-9.1031,0.9986,0,0.0118,C,2,B
Bei42,Ore,F,80123,3,Bei42_OreRC_F_080123__3,43,93,1.3955,44.2371,0.9672,0,0.0291,C,3,B
Bei42,Ore,F,80123,3,Bei42_OreRC_F_080123__4,69,119,1.5206,55.8635,0.979,0,0.0251,C,4,B
Bei42,Ore,F,80123,3,Bei42_OreRC_F_080123__5,41,91,2.3864,7.0677,0.9829,0,0.0354,C,5,B
Bei42,Ore,F,80123,3,Bei42_OreRC_F_080123__6,86,136,2.6374,20.959,0.9979,0,0.0136,C,6,B
Bei42,Ore,F,80123,3,Bei42_OreRR_F_080123__1,26,76,1.0231,55.4239,0.9658,0,0.0218,R,1,B
Bei42,Ore,F,80123,3,Bei42_OreRR_F_080123__2,43,93,2.2007,37.1699,0.9876,0,0.0278,R,2,B
Bei42,Ore,F,80123,3,Bei42_OreRR_F_080123__3,4,54,3.0294,39.1021,0.9922,0,0.0302,R,3,B
Bei42,Ore,F,80123,3,Bei42_OreRR_F_080123__4,76,126,0.8523,41.5109,0.9519,0,0.0218,R,4,B
Bei42,Ore,F,80123,3,Bei42_OreRR_F_080123__5,41,91,1.1498,60.1143,0.913,0,0.0408,R,5,B
Bei42,Ore,F,80123,3,Bei42_OreRR_F_080123__6,4,54,0.8725,41.2749,0.9398,0,0.0252,R,6,B
Bei42,Ore,M,73123,1,Bei42A_OreRR_M_073123__1,35,85,2.8802,30.3319,0.9938,0,0.0256,R,1,A
Bei42,Ore,M,73123,1,Bei42A_OreRR_M_073123__2,54,104,2.7193,-6.4199,0.9973,0,0.0159,R,2,A
Bei42,Ore,M,73123,1,Bei42A_OreRR_M_073123__3,22,72,2.7787,20.0934,0.9652,0,0.0597,R,3,A
Bei42,Ore,M,73123,1,Bei42A_OreRR_M_073123__4,59,109,2.8093,28.5797,0.9636,0,0.0619,R,4,A
Bei42,Ore,M,73123,1,Bei42A_OreRR_M_073123__5,66,116,1.5865,-12.6068,0.9732,0,0.0297,R,5,A
Bei42,Ore,M,73123,1,Bei42A_OreRR_M_073123__6,58,108,4.6867,-75.5573,0.992,0,0.0473,R,6,A
Bei42,Ore,M,73123,2,Bei42A_OreRC_M_073123__1,86,136,3.1113,-10.9493,0.9996,0,0.0074,C,1,A
Bei42,Ore,M,73123,2,Bei42A_OreRC_M_073123__2,40,90,2.6041,24.3034,0.981,0,0.0409,C,2,A
Bei42,Ore,M,73123,2,Bei42A_OreRC_M_073123__3,91,141,3.0323,-9.6135,0.987,0,0.0392,C,3,A
Bei42,Ore,M,73123,2,Bei42A_OreRC_M_073123__4,90,140,2.8481,-15.0535,0.984,0,0.0409,C,4,A
Bei42,Ore,M,73123,2,Bei42A_OreRC_M_073123__5,70,120,0.9767,47.5332,0.9831,0,0.0144,C,5,A
Bei42,Ore,M,73123,2,Bei42A_OreRC_M_073123__6,6,56,1.7744,41.0373,0.9722,0,0.0339,C,6,A
Bei42,Ore,M,73123,2,Bei42A_OreRR_M_073123__1,39,89,3.1954,24.0733,0.9497,0,0.0836,R,1,A
Bei42,Ore,M,73123,2,Bei42A_OreRR_M_073123__2,63,113,3.33,-18.7627,0.9871,0,0.0428,R,2,A
Bei42,Ore,M,73123,2,Bei42A_OreRR_M_073123__3,92,142,2.8251,-50.8452,0.9827,0,0.0423,R,3,A
Bei42,Ore,M,73123,2,Bei42A_OreRR_M_073123__4,12,62,1.5349,72.2332,0.8807,0,0.0655,R,4,A
Bei42,Ore,M,73123,2,Bei42A_OreRR_M_073123__5,55,105,1.3853,32.2787,0.9494,0,0.0364,R,5,A
Bei42,Ore,M,73123,2,Bei42A_OreRR_M_073123__6,67,117,2.5268,8.6009,0.9799,0,0.0408,R,6,A
Bei42,Ore,M,73123,3,Bei42A_OreRC_M_073123__1,16,66,1.8967,31.2,0.9831,0,0.028,C,1,A
Bei42,Ore,M,73123,3,Bei42A_OreRC_M_073123__2,49,99,3.0006,-3.7212,0.992,0,0.0304,C,2,A
Bei42,Ore,M,73123,3,Bei42A_OreRC_M_073123__3,59,109,2.7052,5.7835,0.9877,0,0.0339,C,3,A
Bei42,Ore,M,73123,3,Bei42A_OreRC_M_073123__4,84,134,3.2526,-21.5899,0.9918,0,0.0332,C,4,A
Bei42,Ore,M,73123,3,Bei42A_OreRC_M_073123__5,50,100,1.314,59.3636,0.969,0,0.0266,C,5,A
Bei42,Ore,M,73123,3,Bei42A_OreRC_M_073123__6,16,66,1.0469,45.238,0.9447,0,0.0288,C,6,A
Bei42,Ore,M,73123,3,Bei42A_OreRR_M_073123__1,32,82,2.9236,11.7075,0.9913,0,0.0307,R,1,A
Bei42,Ore,M,73123,3,Bei42A_OreRR_M_073123__2,39,89,2.6341,-6.8474,0.9872,0,0.0337,R,2,A
Bei42,Ore,M,73123,3,Bei42A_OreRR_M_073123__3,24,74,1.9449,29.4766,0.9672,0,0.0405,R,3,A
Bei42,Ore,M,73123,3,Bei42A_OreRR_M_073123__4,26,76,2.6372,18.6425,0.9769,0,0.0458,R,4,A
Bei42,Ore,M,73123,3,Bei42A_OreRR_M_073123__5,9,59,1.7784,36.0599,0.9503,0,0.0462,R,5,A
Bei42,Ore,M,73123,3,Bei42A_OreRR_M_073123__6,59,109,5.0609,-79.5955,0.9925,0,0.0493,R,6,A
Bei42,Ore,M,73123,4,Bei42A_OreRC_M_073123__1,47,97,3.3426,-7.2209,0.9923,0,0.0331,C,1,A
Bei42,Ore,M,73123,4,Bei42A_OreRC_M_073123__2,33,83,2.6545,46.4406,0.9735,0,0.0495,C,2,A
Bei42,Ore,M,73123,4,Bei42A_OreRC_M_073123__3,75,125,2.7178,-6.2716,0.9944,0,0.023,C,3,A
Bei42,Ore,M,73123,4,Bei42A_OreRC_M_073123__4,44,94,2.696,10.2577,0.982,0,0.0411,C,4,A
Bei42,Ore,M,73123,4,Bei42A_OreRC_M_073123__5,19,69,1.0692,54.0722,0.886,0,0.0444,C,5,A
Bei42,Ore,M,73123,4,Bei42A_OreRC_M_073123__6,68,118,1.7327,-8.0247,0.9499,0,0.0452,C,6,A
Bei42,Ore,M,80123,1,Bei42_OreRC_M_080123__1,45,95,0.8627,25.0952,0.9449,0,0.0237,C,1,B
Bei42,Ore,M,80123,1,Bei42_OreRC_M_080123__2,25,75,3.6427,42.1883,0.9966,0,0.024,C,2,B
Bei42,Ore,M,80123,1,Bei42_OreRC_M_080123__3,51,101,3.1295,60.2161,0.9678,0,0.0646,C,3,B
Bei42,Ore,M,80123,1,Bei42_OreRC_M_080123__4,55,105,3.1802,-7.8147,0.9841,0,0.0456,C,4,B
Bei42,Ore,M,80123,1,Bei42_OreRC_M_080123__5,0,50,3.7096,88.1319,0.9909,0,0.0401,C,5,B
Bei42,Ore,M,80123,1,Bei42_OreRC_M_080123__6,74,124,3.8875,-22.6175,0.9961,0,0.0273,C,6,B
Bei42,Ore,M,80123,1,Bei42_OreRR_M_080123__1,72,122,2.936,23.2069,0.9936,0,0.0264,R,1,B
Bei42,Ore,M,80123,1,Bei42_OreRR_M_080123__2,62,112,3.1772,19.8454,0.9897,0,0.0364,R,2,B
Bei42,Ore,M,80123,1,Bei42_OreRR_M_080123__3,33,83,3.5701,15.2275,0.9947,0,0.0293,R,3,B
Bei42,Ore,M,80123,1,Bei42_OreRR_M_080123__4,45,95,3.2935,25.5613,0.9812,0,0.0514,R,4,B
Bei42,Ore,M,80123,1,Bei42_OreRR_M_080123__5,43,93,3.6713,25.7175,0.9979,0,0.0191,R,5,B
Bei42,Ore,M,80123,1,Bei42_OreRR_M_080123__6,38,88,3.128,17.6953,0.9908,0,0.0338,R,6,B
Bei42,Ore,M,80123,2,Bei42_OreRC_M_080123__1,58,108,0.6646,26.9074,0.963,0,0.0148,C,1,B
