Stock,Weight,Inds,Weight_flies,Sex,Treatment,Set,MitoNuc,Mito,Nuc,weight_per_fly,Build,z,Set_adj,Pos_adj,Y_adj
25B,0.95894,12,0.967548,M,Control,7,Bei12_Ore,Bei12,Ore,0.000717333333333329,B,-0.208638702982372,0.000689681637806636,0.000743674151688568,0.000771325847215261
26A,1.027394,12,1.041872,F,Rotenone,2,Bei11_Ore,Bei11,Ore,0.0012065,A,0.131392181585795,0.00109585833333333,0.00116980665562678,0.00128044832229345
26A,0.966698,18,0.974238,M,Control,2,Bei11_Ore,Bei11,Ore,0.000418888888888895,A,-1.44978070321573,0.000819221475256768,0.000743674151688568,0.000343341565320695
26A,0.967778,20,0.983654,M,Control,9,Bei11_Ore,Bei11,Ore,0.0007938,A,0.10936350273642,0.000853247961816306,0.000743674151688568,0.000684226189872262
26A,1.007204,13,1.023772,F,Control,2,Bei11_Ore,Bei11,Ore,0.00127446153846153,A,0.458529819971202,0.00124479621146398,0.00118354565556564,0.00121321098256319
26A,0.99391,17,1.016016,F,Control,2,Bei11_Ore,Bei11,Ore,0.00130035294117647,A,0.583159905316392,0.00124479621146398,0.00118354565556564,0.00123910238527813
26A,1.005646,20,1.021084,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000771900000000003,A,0.0182878928161031,0.000812438967070082,0.000751470968198374,0.000710932001128295
26A,1.000576,18,1.01702,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000913555555555563,A,0.607391368652891,0.000812438967070082,0.000751470968198374,0.000852587556683855
26A,1.004124,16,1.018182,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000878624999999994,A,0.462125539790819,0.000812438967070082,0.000751470968198374,0.000817657001128286
26A,1.002252,19,1.026462,F,Control,9,Bei11_Ore,Bei11,Ore,0.00127421052631579,A,0.45732155537887,0.001235392995893,0.00118354565556564,0.00122236318598843
26A,1.022146,17,1.04275,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.001212,A,0.157866817855811,0.00131216049519223,0.00116980665562678,0.00106964616043455
26A,0.998136,20,1.014322,M,Rotenone,2,Bei11_Ore,Bei11,Ore,0.000809299999999996,A,0.173823409301019,0.000718139411027571,0.000751470968198374,0.000842631557170799
26A,1.004642,11,1.01417,M,Rotenone,2,Bei11_Ore,Bei11,Ore,0.000866181818181816,A,0.410378034154284,0.000718139411027571,0.000751470968198374,0.000899513375352619
26A,0.958664,18,0.97981,M,Control,2,Bei11_Ore,Bei11,Ore,0.00117477777777778,A,1.69373717749454,0.000819221475256768,0.000743674151688568,0.00109923045420958
26A,1.001456,19,1.025752,F,Control,9,Bei11_Ore,Bei11,Ore,0.00127873684210527,A,0.479109294318818,0.001235392995893,0.00118354565556564,0.00122688950177791
26A,0.959004,18,0.973318,M,Control,9,Bei11_Ore,Bei11,Ore,0.000795222222222225,A,0.115278103482145,0.000853247961816306,0.000743674151688568,0.000685648412094487
26A,0.95091,21,0.967762,M,Control,9,Bei11_Ore,Bei11,Ore,0.000802476190476189,A,0.14544520773203,0.000853247961816306,0.000743674151688568,0.000692902380348451
26A,0.9999,21,1.022822,F,Control,9,Bei11_Ore,Bei11,Ore,0.0010915238095238,A,-0.422053786154118,0.001235392995893,0.00118354565556564,0.00103967646919644
26A,1.017726,20,1.04462,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.00134470000000001,A,0.796627587497892,0.00131216049519223,0.00116980665562678,0.00120234616043456
26A,1.019442,17,1.041528,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.00129917647058824,A,0.577496881515345,0.00131216049519223,0.00116980665562678,0.00115682263102279
26A,1.018612,14,1.033688,F,Rotenone,2,Bei11_Ore,Bei11,Ore,0.00107685714285713,A,-0.492652816207511,0.00109585833333333,0.00116980665562678,0.00115080546515058
26B,0.997778,18,1.012356,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000809888888888888,B,0.176272423672304,0.000812438967070082,0.000751470968198374,0.00074892089001718
26B,1.030252,6,1.036616,F,Rotenone,2,Bei11_Ore,Bei11,Ore,0.00106066666666667,B,-0.5705868104222,0.00109585833333333,0.00116980665562678,0.00113461498896012
26B,0.970972,17,0.984668,M,Control,9,Bei11_Ore,Bei11,Ore,0.000805647058823532,B,0.15863190949967,0.000853247961816306,0.000743674151688568,0.000696073248695794
26B,0.994726,14,1.013346,F,Control,9,Bei11_Ore,Bei11,Ore,0.00133000000000001,B,0.725868105103484,0.001235392995893,0.00118354565556564,0.00127815265967265
26B,1.011414,17,1.032908,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.00126435294117646,B,0.409871377003509,0.00131216049519223,0.00116980665562678,0.00112199910161101
26B,0.964512,16,0.977562,M,Control,9,Bei11_Ore,Bei11,Ore,0.000815625,B,0.200127209883049,0.000853247961816306,0.000743674151688568,0.000706051189872262
26B,1.02642,19,1.049142,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.0011958947368421,B,0.0803430025579382,0.00131216049519223,0.00116980665562678,0.00105354089727665
26B,0.996656,17,1.010658,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000823647058823534,B,0.23348857518762,0.000812438967070082,0.000751470968198374,0.000762679059951826
26B,1.023606,17,1.0451,F,Rotenone,9,Bei11_Ore,Bei11,Ore,0.00126435294117646,B,0.409871377003509,0.00131216049519223,0.00116980665562678,0.00112199910161101
26B,0.994494,18,1.01616,F,Control,9,Bei11_Ore,Bei11,Ore,0.00120366666666666,B,0.117753732598178,0.001235392995893,0.00118354565556564,0.0011518193263393
26B,0.966386,20,0.981338,M,Control,2,Bei11_Ore,Bei11,Ore,0.000747600000000004,B,-0.0827686058626139,0.000819221475256768,0.000743674151688568,0.000672052676431804
26B,0.991926,13,1.00774,F,Control,2,Bei11_Ore,Bei11,Ore,0.00121646153846155,B,0.179342746578397,0.00124479621146398,0.00118354565556564,0.00115521098256321
26B,0.999832,16,1.020728,F,Control,9,Bei11_Ore,Bei11,Ore,0.001306,B,0.610342419561546,0.001235392995893,0.00118354565556564,0.00125415265967264
26B,0.955858,17,0.969838,M,Control,9,Bei11_Ore,Bei11,Ore,0.00082235294117647,B,0.228106723406113,0.000853247961816306,0.000743674151688568,0.000712779131048732
26B,1.00715,20,1.02422,M,Rotenone,9,Bei11_Ore,Bei11,Ore,0.000853499999999996,B,0.357638110601409,0.000812438967070082,0.000751470968198374,0.000792532001128288
26B,0.993858,11,1.008438,F,Control,2,Bei11_Ore,Bei11,Ore,0.00132545454545454,B,0.703988240417445,0.00124479621146398,0.00118354565556564,0.0012642039895562
26B,1.005624,17,1.019848,M,Rotenone,2,Bei11_Ore,Bei11,Ore,0.000836705882352942,B,0.287796352255327,0.000718139411027571,0.000751470968198374,0.000870037439523745
26B,1.016656,19,1.038748,F,Rotenone,2,Bei11_Ore,Bei11,Ore,0.00116273684210526,B,-0.0792648524670308,0.00109585833333333,0.00116980665562678,0.00123668516439871
26B,0.95879,17,0.979338,M,Control,2,Bei11_Ore,Bei11,Ore,0.00120870588235294,B,1.83483410980611,0.000819221475256768,0.000743674151688568,0.00113315855878474
26B,1.008154,16,1.02111,M,Rotenone,2,Bei11_Ore,Bei11,Ore,0.000809749999999998,B,0.175694825943226,0.000718139411027571,0.000751470968198374,0.000843081557170801
27A,0.971156,13,0.981152,M,Control,4,Bei05_Ore,Bei05,Ore,0.000768923076923077,A,0.00590775195231598,0.000764884626484624,0.000743674151688568,0.000747712602127021
27A,0.970866,12,0.979846,M,Control,4,Bei05_Ore,Bei05,Ore,0.000748333333333332,A,-0.0797188898531273,0.000764884626484624,0.000743674151688568,0.000727122858537276
27A,0.996112,14,1.005756,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00068885714285715,A,-0.327062740234677,0.000762539432789435,0.000751470968198374,0.00067778867826609
27A,1.014092,10,1.027266,F,Control,4,Bei05_Ore,Bei05,Ore,0.0013174,A,0.665217120193944,0.00124465448717949,0.00118354565556564,0.00125629116838615
27A,1.018846,14,1.038292,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00138900000000001,A,1.0098687487273,0.00120773986568987,0.00116980665562678,0.00135106678993692
27A,1.02527,14,1.044116,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00134614285714287,A,0.803572881688221,0.00120773986568987,0.00116980665562678,0.00130820964707978
27A,1.014472,11,1.028842,F,Control,4,Bei05_Ore,Bei05,Ore,0.00130636363636364,A,0.61209280873644,0.00124465448717949,0.00118354565556564,0.00124525480474979
27A,0.999754,13,1.010208,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.000804153846153843,A,0.152422080521009,0.000762539432789435,0.000751470968198374,0.000793085381562783
27A,1.0224,11,1.035264,F,Control,4,Bei05_Ore,Bei05,Ore,0.00116945454545454,A,-0.0469287156048387,0.00124465448717949,0.00118354565556564,0.00110834571384069
27A,1.019696,13,1.03577,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00123646153846155,A,0.275614151196638,0.00120773986568987,0.00116980665562678,0.00119852832839846
27A,0.997745,14,1.009272,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00082335714285714,A,0.232282900600178,0.000762539432789435,0.000751470968198374,0.00081228867826608
27A,0.953006,12,0.96208,M,Control,4,Bei05_Ore,Bei05,Ore,0.000756166666666669,A,-0.0471423779333597,0.000764884626484624,0.000743674151688568,0.000734956191870613
27B,1.02698,12,1.04172,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00122833333333333,B,0.236488464960692,0.00120773986568987,0.00116980665562678,0.00119040012327024
27B,1.006164,13,1.015554,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.000722307692307693,B,-0.187951818162607,0.000762539432789435,0.000751470968198374,0.000711239227716633
27B,1.022022,12,1.035108,F,Control,4,Bei05_Ore,Bei05,Ore,0.00109049999999999,B,-0.426981965200055,0.00124465448717949,0.00118354565556564,0.00102939116838614
27B,0.965948,12,0.974978,M,Control,4,Bei05_Ore,Bei05,Ore,0.000752499999999999,B,-0.0623909579809169,0.000764884626484624,0.000743674151688568,0.000731289525203943
27B,0.96661,12,0.97515,M,Control,4,Bei05_Ore,Bei05,Ore,0.000711666666666666,B,-0.232204690328561,0.000764884626484624,0.000743674151688568,0.00069045619187061
27B,1.014934,12,1.029552,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00121816666666667,B,0.187550500946451,0.00120773986568987,0.00116980665562678,0.00118023345660358
27B,0.997962,12,1.007526,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.000796999999999992,B,0.122671354414243,0.000762539432789435,0.000751470968198374,0.000785931535408932
27B,0.95954,12,0.969068,M,Control,4,Bei05_Ore,Bei05,Ore,0.000794000000000008,B,0.110195243466319,0.000764884626484624,0.000743674151688568,0.000772789525203952
27B,1.01784,12,1.032312,F,Control,4,Bei05_Ore,Bei05,Ore,0.00120599999999998,B,0.128985396470242,0.00124465448717949,0.00118354565556564,0.00114489116838613
27B,1.008242,13,1.019192,M,Rotenone,4,Bei05_Ore,Bei05,Ore,0.000842307692307694,B,0.311092619757007,0.000762539432789435,0.000751470968198374,0.000831239227716634
27B,1.0196,11,1.030316,F,Control,4,Bei05_Ore,Bei05,Ore,0.000974181818181813,B,-0.98688770251385,0.00124465448717949,0.00118354565556564,0.000913072986567963
27B,1.030404,12,1.045762,F,Rotenone,4,Bei05_Ore,Bei05,Ore,0.00127983333333333,B,0.484387331852664,0.00120773986568987,0.00116980665562678,0.00124190012327024
28A,0.998654,6,1.003516,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.000810333333333339,A,0.178120736405367,0.000662522181522185,0.000751470968198374,0.000899282120009529
28A,1.03975,9,1.051364,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.00129044444444445,A,0.535464660414051,0.000992498852998854,0.00116980665562678,0.00146775224707238
28A,1.028472,9,1.04056,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.0013431111111111,A,0.788979359242007,0.000992498852998854,0.00116980665562678,0.00152041891373903
28A,0.97164,13,0.981924,M,Control,5,Bei04_Ore,Bei04,Ore,0.000791076923076929,A,0.0980390327990375,0.000733594195156694,0.000743674151688568,0.000801156879608803
28A,1.024316,8,1.034292,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.001247,A,0.326341775937734,0.000992498852998854,0.00116980665562678,0.00142430780262793
28A,1.003354,6,1.007884,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.000754999999999987,A,-0.0519941988576417,0.000662522181522185,0.000751470968198374,0.000843948786676177
28A,1.00607,6,1.010834,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.000793999999999998,A,0.110195243466277,0.000662522181522185,0.000751470968198374,0.000882948786676188
28A,0.999174,11,1.013488,F,Control,5,Bei04_Ore,Bei04,Ore,0.00130127272727272,A,0.587587360288108,0.00112368818681318,0.00118354565556564,0.00136113019602517
28A,0.999244,11,1.01332,F,Control,5,Bei04_Ore,Bei04,Ore,0.00127963636363636,A,0.483439204382937,0.00112368818681318,0.00118354565556564,0.00133949383238881
28A,0.964096,13,0.973972,M,Control,5,Bei04_Ore,Bei04,Ore,0.000759692307692307,A,-0.0324802817338109,0.000733594195156694,0.000743674151688568,0.000769772264224181
28A,0.999302,11,1.013012,F,Control,5,Bei04_Ore,Bei04,Ore,0.00124636363636364,A,0.323278594881716,0.00112368818681318,0.00118354565556564,0.00130622110511609
28A,0.959086,12,0.96819,M,Control,5,Bei04_Ore,Bei04,Ore,0.000758666666666667,A,-0.0367456188100426,0.000733594195156694,0.000743674151688568,0.000768746623198541
28B,0.947556,14,0.957416,M,Control,6,Bei04_Ore,Bei04,Ore,0.000704285714285721,B,-0.262899883930729,0.000692333333333334,0.000743674151688568,0.000755626532640955
28B,0.99199,10,1.004666,F,Control,6,Bei04_Ore,Bei04,Ore,0.0012676,B,0.425501322694522,0.0010485245014245,0.00118354565556564,0.00140262115414114
28B,0.950636,13,0.96049,M,Control,5,Bei04_Ore,Bei04,Ore,0.000757999999999994,B,-0.0395180879096223,0.000733594195156694,0.000743674151688568,0.000768079956531868
28B,1.022012,11,1.035596,F,Rotenone,6,Bei04_Ore,Bei04,Ore,0.00123490909090909,B,0.268141335873064,0.00109826053391053,0.00116980665562678,0.00130645521262534
28B,0.95937,12,0.968222,M,Control,5,Bei04_Ore,Bei04,Ore,0.000737666666666673,B,-0.124078395445949,0.000733594195156694,0.000743674151688568,0.000747746623198547
28B,0.997878,13,1.008118,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.00078769230769231,B,0.0839634204474438,0.000662522181522185,0.000751470968198374,0.0008766410943685
28B,0.99426,10,1.005338,F,Control,6,Bei04_Ore,Bei04,Ore,0.0011078,B,-0.343707200205228,0.0010485245014245,0.00118354565556564,0.00124282115414114
28B,1.02674,12,1.040628,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.00115733333333334,B,-0.105275021434017,0.000992498852998854,0.00116980665562678,0.00133464113596127
28B,0.97127,14,0.981578,M,Control,6,Bei04_Ore,Bei04,Ore,0.000736285714285713,B,-0.129821367152199,0.000692333333333334,0.000743674151688568,0.000787626532640947
28B,1.007036,10,1.01834,F,Control,6,Bei04_Ore,Bei04,Ore,0.0011304,B,-0.234920512986615,0.0010485245014245,0.00118354565556564,0.00126542115414114
28B,0.999476,12,1.008748,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.000772666666666662,B,0.0214762322805575,0.000662522181522185,0.000751470968198374,0.000861615453342851
28B,1.020446,13,1.036058,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.00120092307692307,B,0.104547270682597,0.000992498852998854,0.00116980665562678,0.001378230879551
28B,1.019178,11,1.03088,F,Rotenone,6,Bei04_Ore,Bei04,Ore,0.00106381818181819,B,-0.555416770906575,0.00109826053391053,0.00116980665562678,0.00113536430353444
28B,0.998918,14,1.014422,F,Control,5,Bei04_Ore,Bei04,Ore,0.00110742857142857,B,-0.345495097719573,0.00112368818681318,0.00118354565556564,0.00116728604018102
28B,0.99914,12,1.00722,M,Rotenone,6,Bei04_Ore,Bei04,Ore,0.000673333333333331,B,-0.391621663552888,0.000674710654160654,0.000751470968198374,0.000750093647371051
28B,0.96398,12,0.97393,M,Control,6,Bei04_Ore,Bei04,Ore,0.000829166666666668,B,0.256442988467733,0.000692333333333334,0.000743674151688568,0.000880507485021902
28B,1.024164,13,1.038662,F,Rotenone,5,Bei04_Ore,Bei04,Ore,0.00111523076923076,B,-0.307938670643263,0.000992498852998854,0.00116980665562678,0.00129253857185869
28B,1.005074,13,1.015596,M,Rotenone,5,Bei04_Ore,Bei04,Ore,0.000809384615384609,B,0.174175299609799,0.000662522181522185,0.000751470968198374,0.000898333402060798
28B,0.999342,11,1.013224,F,Control,5,Bei04_Ore,Bei04,Ore,0.001262,B,0.398545329401415,0.00112368818681318,0.00118354565556564,0.00132185746875245
28B,1.00053,15,1.018924,F,Control,5,Bei04_Ore,Bei04,Ore,0.00122626666666667,B,0.226540419816839,0.00112368818681318,0.00118354565556564,0.00128612413541912
28B,1.027232,10,1.039312,F,Rotenone,6,Bei04_Ore,Bei04,Ore,0.00120800000000001,B,0.138612536932211,0.00109826053391053,0.00116980665562678,0.00127954612171626
28B,0.95627,12,0.96552,M,Control,5,Bei04_Ore,Bei04,Ore,0.000770833333333341,B,0.0138519422568373,0.000733594195156694,0.000743674151688568,0.000780913289865215
28B,1.006208,12,1.014676,M,Rotenone,6,Bei04_Ore,Bei04,Ore,0.00070566666666666,B,-0.257156912224566,0.000674710654160654,0.000751470968198374,0.00078242698070438
28B,1.00452,11,1.01261,M,Rotenone,6,Bei04_Ore,Bei04,Ore,0.000735454545454539,B,-0.133277952003612,0.000674710654160654,0.000751470968198374,0.000812214859492259
29A,1.025566,18,1.045108,F,Rotenone,9,Bei59_375,Bei59,375,0.00108566666666666,A,-0.450247554649447,0.00131216049519223,0.00116980665562678,0.000943312827101214
29A,0.966642,20,0.980202,M,Control,1,Bei59_375,Bei59,375,0.000678000000000001,A,-0.372214379856,0.000704426334064328,0.000743674151688568,0.000717247817624241
29A,1.001438,16,1.021168,F,Control,1,Bei59_375,Bei59,375,0.001233125,A,0.259553488983829,0.00109010060601164,0.00118354565556564,0.001326570049554
29A,1.022558,19,1.040834,F,Rotenone,1,Bei59_375,Bei59,375,0.000961894736842103,A,-1.04603243147547,0.00104212393115141,0.00116980665562678,0.00108957746131748
29A,0.965996,17,0.978188,M,Control,9,Bei59_375,Bei59,375,0.000717176470588234,A,-0.209291048652843,0.000853247961816306,0.000743674151688568,0.000607602660460496
29A,1.001306,19,1.021572,F,Control,1,Bei59_375,Bei59,375,0.00106663157894736,A,-0.541874286237869,0.00109010060601164,0.00118354565556564,0.00116007662850136
29A,0.974874,16,0.983704,M,Control,1,Bei59_375,Bei59,375,0.000551875,A,-0.896730877627762,0.000704426334064328,0.000743674151688568,0.00059112281762424
29A,1.000422,20,1.014546,M,Rotenone,9,Bei59_375,Bei59,375,0.000706200000000001,A,-0.254938936944892,0.000812438967070082,0.000751470968198374,0.000645232001128293
29A,0.965956,20,0.979716,M,Control,9,Bei59_375,Bei59,375,0.000688,A,-0.330627343362703,0.000853247961816306,0.000743674151688568,0.000578426189872262
29A,0.99693,16,1.007894,M,Rotenone,9,Bei59_375,Bei59,375,0.000685250000000005,A,-0.342063778398341,0.000812438967070082,0.000751470968198374,0.000624282001128297
29A,0.996246,20,1.020222,F,Control,9,Bei59_375,Bei59,375,0.0011988,A,0.0943276908077717,0.001235392995893,0.00118354565556564,0.00114695265967264
29A,1.00737,16,1.02635,F,Control,9,Bei59_375,Bei59,375,0.00118625,A,0.0339173844098248,0.001235392995893,0.00118354565556564,0.00113440265967264
29A,0.99741,21,1.021766,F,Control,9,Bei59_375,Bei59,375,0.00115980952380952,A,-0.0933557046718093,0.001235392995893,0.00118354565556564,0.00110796218348216
29A,1.019522,18,1.039334,F,Rotenone,9,Bei59_375,Bei59,375,0.00110066666666666,A,-0.378044001185766,0.00131216049519223,0.00116980665562678,0.000958312827101214
29A,1.003124,19,1.016622,M,Rotenone,9,Bei59_375,Bei59,375,0.000710421052631579,A,-0.237384829961934,0.000812438967070082,0.000751470968198374,0.000649453053759871
29A,0.958958,19,0.972436,M,Control,9,Bei59_375,Bei59,375,0.000709368421052631,A,-0.241762412750705,0.000853247961816306,0.000743674151688568,0.000599794610924893
29A,1.013158,15,1.03171,F,Rotenone,1,Bei59_375,Bei59,375,0.00123679999999999,A,0.277243359582382,0.00104212393115141,0.00116980665562678,0.00136448272447536
29A,1.023246,20,1.045034,F,Rotenone,9,Bei59_375,Bei59,375,0.0010894,A,-0.43227689245401,0.00131216049519223,0.00116980665562678,0.000947046160434554
29B,1.001266,19,1.022114,F,Control,9,Bei59_375,Bei59,375,0.00109726315789474,B,-0.394427029690928,0.001235392995893,0.00118354565556564,0.00104541581756738
29B,0.967494,18,0.980348,M,Control,9,Bei59_375,Bei59,375,0.000714111111111113,B,-0.222038970296855,0.000853247961816306,0.000743674151688568,0.000604537300983375
29B,0.977448,19,0.989698,M,Control,9,Bei59_375,Bei59,375,0.000644736842105262,B,-0.510545995981094,0.000853247961816306,0.000743674151688568,0.000535163031977524
29B,0.999086,19,1.019494,F,Control,9,Bei59_375,Bei59,375,0.00107410526315789,B,-0.505899182406825,0.001235392995893,0.00118354565556564,0.00102225792283053
29B,0.985286,19,0.997572,M,Control,1,Bei59_375,Bei59,375,0.000646631578947369,B,-0.502666346961303,0.000704426334064328,0.000743674151688568,0.000685879396571609
29B,1.015306,18,1.033922,F,Rotenone,1,Bei59_375,Bei59,375,0.00103422222222222,B,-0.697879000973013,0.00104212393115141,0.00116980665562678,0.00116190494669759
29B,0.993666,20,1.014454,F,Control,9,Bei59_375,Bei59,375,0.0010394,B,-0.672955403999613,0.001235392995893,0.00118354565556564,0.000987552659672641
29B,1.027526,18,1.048436,F,Rotenone,9,Bei59_375,Bei59,375,0.00116166666666667,B,-0.084416217100081,0.00131216049519223,0.00116980665562678,0.00101931282710122
29B,1.015188,18,1.016216,M,Rotenone,1,Bei59_375,Bei59,375,5.71111111111127e-05,B,-2.95430726790672,0.00072456341305753,0.000751470968198374,8.40186662519563e-05
29B,0.994382,19,1.01954,F,Control,1,Bei59_375,Bei59,375,0.00132410526315789,B,0.697493375321194,0.00109010060601164,0.00118354565556564,0.00141755031271189
29B,1.02299,19,1.042198,F,Rotenone,9,Bei59_375,Bei59,375,0.00101094736842105,B,-0.809914144359156,0.00131216049519223,0.00116980665562678,0.000868593528855604
29B,1.004918,17,1.017776,M,Rotenone,9,Bei59_375,Bei59,375,0.000756352941176473,B,-0.0463677174496607,0.000812438967070082,0.000751470968198374,0.000695384942304765
29B,1.002286,17,1.021634,F,Control,1,Bei59_375,Bei59,375,0.00113811764705882,B,-0.197771076851592,0.00109010060601164,0.00118354565556564,0.00123156269661282
29B,1.017172,20,1.03903,F,Rotenone,9,Bei59_375,Bei59,375,0.0010929,B,-0.415429396645818,0.00131216049519223,0.00116980665562678,0.000950546160434554
29B,1.006746,20,1.02104,M,Rotenone,9,Bei59_375,Bei59,375,0.000714700000000001,B,-0.219589955925586,0.000812438967070082,0.000751470968198374,0.000653732001128293
29B,0.950376,18,0.962856,M,Control,1,Bei59_375,Bei59,375,0.000693333333333336,B,-0.308447590566266,0.000704426334064328,0.000743674151688568,0.000732581150957576
29B,0.996874,21,1.01218,M,Rotenone,9,Bei59_375,Bei59,375,0.000728857142857145,B,-0.160714594261494,0.000812438967070082,0.000751470968198374,0.000667889143985437
29B,0.959044,16,0.970368,M,Control,9,Bei59_375,Bei59,375,0.00070775,B,-0.248492946288434,0.000853247961816306,0.000743674151688568,0.000598176189872262
29B,1.015298,19,1.037228,F,Rotenone,1,Bei59_375,Bei59,375,0.00115421052631579,B,-0.12030687233058,0.00104212393115141,0.00116980665562678,0.00128189325079116
2A,0.951234,18,0.965938,M,Control,9,ZW142_Ore,ZW142,Ore,0.000816888888888886,A,0.205383349217607,0.000853247961816306,0.000743674151688568,0.000707315078761148
2A,1.000694,18,1.019644,F,Control,1,ZW142_Ore,ZW142,Ore,0.00105277777777778,A,-0.608560531132734,0.00109010060601164,0.00118354565556564,0.00114622282733178
2A,0.997788,18,1.011492,M,Rotenone,9,ZW142_Ore,ZW142,Ore,0.000761333333333336,A,-0.0256557424118196,0.000812438967070082,0.000751470968198374,0.000700365334461628
2A,0.998362,20,1.023892,F,Control,9,ZW142_Ore,ZW142,Ore,0.0012765,A,0.46834209774964,0.001235392995893,0.00118354565556564,0.00122465265967264
2A,0.963326,18,0.977202,M,Control,9,ZW142_Ore,ZW142,Ore,0.000770888888888889,A,0.0140829813484351,0.000853247961816306,0.000743674151688568,0.000661315078761151
2A,0.971146,16,0.98347,M,Control,9,ZW142_Ore,ZW142,Ore,0.00077025,A,0.011426031794696,0.000853247961816306,0.000743674151688568,0.000660676189872262
2A,1.023526,10,1.034748,F,Rotenone,1,ZW142_Ore,ZW142,Ore,0.00112220000000001,A,-0.274391788880045,0.00104212393115141,0.00116980665562678,0.00124988272447538
2A,1.023844,20,1.04763,F,Rotenone,9,ZW142_Ore,ZW142,Ore,0.0011893,A,0.0485987736141061,0.00131216049519223,0.00116980665562678,0.00104694616043455
2A,1.017512,9,1.028642,F,Rotenone,1,ZW142_Ore,ZW142,Ore,0.00123666666666668,A,0.276601550218372,0.00104212393115141,0.00116980665562678,0.00136434939114205
2A,0.996828,20,1.022814,F,Control,9,ZW142_Ore,ZW142,Ore,0.00129929999999999,A,0.578091499014387,0.001235392995893,0.00118354565556564,0.00124745265967263
2A,0.99567,20,1.011524,M,Rotenone,9,ZW142_Ore,ZW142,Ore,0.000792700000000002,A,0.104788928722165,0.000812438967070082,0.000751470968198374,0.000731732001128294
2A,0.971534,18,0.981892,M,Control,1,ZW142_Ore,ZW142,Ore,0.000575444444444443,A,-0.798712543003974,0.000704426334064328,0.000743674151688568,0.000614692262068683
2A,0.97023,16,0.984748,M,Control,1,ZW142_Ore,ZW142,Ore,0.000907374999999995,A,0.581688269709063,0.000704426334064328,0.000743674151688568,0.000946622817624235
2A,1.01001,20,1.025852,M,Rotenone,9,ZW142_Ore,ZW142,Ore,0.000792099999999996,A,0.102293706532542,0.000812438967070082,0.000751470968198374,0.000731132001128288
2A,1.002962,21,1.030714,F,Control,9,ZW142_Ore,ZW142,Ore,0.00132152380952381,A,0.685067366955707,0.001235392995893,0.00118354565556564,0.00126967646919645
2A,1.024548,16,1.044378,F,Rotenone,9,ZW142_Ore,ZW142,Ore,0.001239375,A,0.289638302927029,0.00131216049519223,0.00116980665562678,0.00109702116043455
2A,0.993646,16,1.010462,F,Control,1,ZW142_Ore,ZW142,Ore,0.001051,A,-0.617117989321033,0.00109010060601164,0.00118354565556564,0.001144445049554
2A,1.029888,20,1.05509,F,Rotenone,9,ZW142_Ore,ZW142,Ore,0.00126010000000001,A,0.38939954596273,0.00131216049519223,0.00116980665562678,0.00111774616043456
2B,0.971382,16,0.98414,M,Control,9,ZW142_Ore,ZW142,Ore,0.000797375000000003,B,0.124230868282787,0.000853247961816306,0.000743674151688568,0.000687801189872265
2B,0.986036,20,1.001828,M,Control,9,ZW142_Ore,ZW142,Ore,0.000789599999999996,B,0.0918969474092165,0.000853247961816306,0.000743674151688568,0.000680026189872258
2B,1.023744,20,1.025058,M,Rotenone,1,ZW142_Ore,ZW142,Ore,6.57000000000019e-05,B,-2.91858862434081,0.00072456341305753,0.000751470968198374,9.26075551408455e-05
2B,1.010458,18,1.026236,M,Rotenone,9,ZW142_Ore,ZW142,Ore,0.000876555555555547,B,0.453519333627611,0.000812438967070082,0.000751470968198374,0.000815587556683839
